intent_id,question,intent_label,example_context,language,notes
366,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
367,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
368,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
369,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
370,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
371,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
372,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
373,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
374,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
375,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
376,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
377,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
378,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
379,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
380,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
381,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
382,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
383,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
384,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
385,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
386,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
387,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
388,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
389,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
390,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
391,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
392,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
393,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
394,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
395,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
396,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
397,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
398,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
399,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
400,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
401,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
402,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
403,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
404,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
405,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
406,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
407,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
408,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
409,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
410,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
411,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
412,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
413,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
414,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
415,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
416,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
417,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
418,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
419,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
420,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
421,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
422,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
423,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
424,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
425,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
426,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
427,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
428,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
429,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
430,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
431,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
432,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
433,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
434,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
435,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
436,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
437,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
438,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
439,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
440,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
441,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
442,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
443,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
444,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
445,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
446,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
447,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
448,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
449,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
450,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
451,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
452,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
453,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
454,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
455,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
456,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
457,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
458,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
459,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
460,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
461,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
462,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
463,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
464,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
465,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
466,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
467,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
468,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
469,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
470,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
471,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
472,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
473,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
474,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
475,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
476,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
477,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
478,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
479,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
480,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
481,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
482,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
483,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
484,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
485,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
486,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
487,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
488,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
489,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
490,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
491,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
492,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
493,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
494,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
495,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
496,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
497,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
498,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
499,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
500,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
501,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
502,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
503,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
504,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
505,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
506,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
507,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
508,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
509,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
510,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
511,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
512,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
513,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
514,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
515,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
516,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
517,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
518,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
519,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
520,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
521,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
522,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
523,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
524,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
525,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
526,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
527,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
528,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
529,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
530,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
531,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
532,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
533,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
534,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
535,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
536,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
537,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
538,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
539,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
540,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
541,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
542,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
543,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
544,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
545,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
546,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
547,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
548,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
549,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
550,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
551,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
552,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
553,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
554,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
555,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
556,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
557,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
558,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
559,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
560,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
561,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
562,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
563,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
564,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
565,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
566,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
567,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
568,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
569,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
570,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
571,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
572,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
573,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
574,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
575,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
576,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
577,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
578,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
579,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
580,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
581,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
582,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
583,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
584,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
585,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
586,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
587,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
588,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
589,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
590,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
591,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
592,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
593,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
594,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
595,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
596,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
597,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
598,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
599,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
600,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
601,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
602,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
603,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
604,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
605,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
606,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
607,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
608,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
609,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
610,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
611,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
612,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
613,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
614,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
615,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
616,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
617,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
618,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
619,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
620,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
621,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
622,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
623,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
624,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
625,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
626,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
627,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
628,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
629,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
630,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
631,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
632,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
633,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
634,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
635,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
636,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
637,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
638,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
639,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
640,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
641,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
642,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
643,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
644,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
645,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
646,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
647,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
648,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
649,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
650,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
651,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
652,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
653,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
654,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
655,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
656,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
657,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
658,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
659,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
660,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
661,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
662,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
663,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
664,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
665,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
666,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
667,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
668,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
669,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
670,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
671,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
672,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
673,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
674,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
675,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
676,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
677,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
678,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
679,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
680,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
681,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
682,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
683,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
684,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
685,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
686,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
687,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
688,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
689,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
690,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
691,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
692,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
693,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
694,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
695,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
696,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
697,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
698,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
699,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
700,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
701,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
702,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
703,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
704,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
705,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
706,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
707,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
708,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
709,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
710,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
711,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
712,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
713,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
714,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
715,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
716,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
717,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
718,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
719,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
720,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
721,Which protein is best?,product_recommendation,Dayjoy AI intent sample,en,Generated template question
722,I have diabetes.,health_condition,Dayjoy AI intent sample,en,Generated template question
723,How much BV?,pricing_bv,Dayjoy AI intent sample,en,Generated template question
724,What is the joining fee?,joining_fee,Dayjoy AI intent sample,en,Generated template question
725,Which product is suitable for me?,product_usage,Dayjoy AI intent sample,en,Generated template question
726,Can I return this product?,refund_policy,Dayjoy AI intent sample,en,Generated template question
727,How long does delivery take?,shipping_policy,Dayjoy AI intent sample,en,Generated template question
728,Who founded Dayjoy?,leadership,Dayjoy AI intent sample,en,Generated template question
729,Is this FSSAI approved?,certification,Dayjoy AI intent sample,en,Generated template question
730,What is the FAQ for this product?,faq_lookup,Dayjoy AI intent sample,en,Generated template question
