product_code,sku,product_name,brand,category,subcategory,pack_size,mrp,distributor_price,bv,pv,source_document_id,source_version,approval_status,effective_from,effective_to,missing_fields_count,risk_level
DJP1129,DJ-AGR-0130,Prosperous+ Tablets,Dayjoy,,,,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,4,high
DJP1130,DJ-AGR-0131,Joy-O-Zyme (500ml),Dayjoy,Joy-O-Zyme,,500ml,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,3,high
DJP1131,DJ-AGR-0132,JoySpread 80+ Gold (250ml),Dayjoy,JoySpread 80+ Gold,,250ml,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,3,high
DJP1132,DJ-AGR-0133,JoySpread 80+ Gold (100ml),Dayjoy,JoySpread 80+ Gold,,100ml,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,3,high
DJP1133,DJ-AGR-0134,JoyGrow 2X (Granules) (2kg),Dayjoy,JoyGrow 2X,,Granules,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,3,high
DJP1134,DJ-AGR-0135,JoyProtect (500ml),Dayjoy,JoyProtect,,500ml,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,3,high
DJP1135,DJ-AGR-0136,JoyCalcium (2 Litre),Dayjoy,JoyCalcium,,2 Litre,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,3,high
DJP1136,DJ-GER-0137,Bio-Germanium & Magnetic Mattress,Dayjoy,,,,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,4,high
DJP1137,DJ-GER-0138,Bio-Germanium & Magnetic Mattress (Pack of 2),Dayjoy,Bio-Germanium & Magnetic Mattress,,Pack of 2,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,3,high
DJP1138,DJ-AQU-0139,Aqua Energiser (Pack of 3),Dayjoy,Aqua Energiser,,Pack of 3,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,3,high
DJP1139,DJ-AQU-0140,Aqua Energiser (Single),Dayjoy,Aqua Energiser,,Single,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,3,high
DJP1140,DJ-AQU-0141,New Perfect-Ion,Dayjoy,,,,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,4,high
DJP1141,DJ-AQU-0142,Perfect-Ion Testing Solutions,Dayjoy,,,,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,4,high
DJP1142,DJ-AQU-0143,Perfect-Ion Leaflets (Set of 25),Dayjoy,Perfect-Ion Leaflets,,Set of 25,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,3,high
DJP1143,DJ-AQU-0144,Perfect-Ion Leaflets (Set of 50),Dayjoy,Perfect-Ion Leaflets,,Set of 50,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,3,high
DJP1144,DJ-AQU-0145,N-SF 9.5 Mineraliser,Dayjoy,,,,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,4,high
DJP1145,DJ-AQU-0146,N-SF 10.5 Mineraliser,Dayjoy,,,,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,4,high
DJP1146,DJ-PRO-0147,Dayjoy Diary,Dayjoy,,,,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,4,high
DJP1147,DJ-PRO-0148,Dayjoy Leather Bag,Dayjoy,,,,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,4,high
DJP1148,DJ-PRO-0149,Dayjoy Cap,Dayjoy,,,,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,4,high
DJP1149,DJ-PRO-0150,Dayjoy Mug,Dayjoy,,,,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,4,high
DJP1150,DJ-PRO-0151,Dayjoy Bike Sticker,Dayjoy,,,,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,4,high
DJP1151,DJ-PRO-0152,Dayjoy Car Sticker,Dayjoy,,,,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,4,high
DJP1152,DJ-PRO-0153,Dayjoy Pin,Dayjoy,,,,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,4,high
DJP1153,DJ-PRO-0154,Dayjoy Backpack Bag,Dayjoy,,,,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,4,high
DJP1154,DJ-PRO-0155,New Dayjoy Product Brochure (Hindi),Dayjoy,New Dayjoy Product Brochure,,Hindi,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,3,high
DJP1155,DJ-PRO-0156,New Dayjoy Product Brochure (English),Dayjoy,New Dayjoy Product Brochure,,English,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,3,high
DJP1156,DJ-PRO-0157,New Dayjoy Product Brochure (Telugu),Dayjoy,New Dayjoy Product Brochure,,Telugu,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,3,high
DJP1157,DJ-PRO-0158,Product Leaflets (Set of 48 Leaflets),Dayjoy,Product Leaflets,,Set of 48 Leaflets,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,3,high
DJP1158,DJ-PRO-0159,Hindi One-Page Compensation Plan (Set of 25 Leaflets),Dayjoy,Hindi One-Page Compensation Plan,,Set of 25 Leaflets,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,3,high
DJP1159,DJ-PRO-0160,English One-Page Compensation Plan (Set of 25 Leaflets),Dayjoy,English One-Page Compensation Plan,,Set of 25 Leaflets,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,3,high
DJP1160,DJ-PRO-0161,Hindi One-Page Compensation Plan (Set of 50 Leaflets),Dayjoy,Hindi One-Page Compensation Plan,,Set of 50 Leaflets,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,3,high
DJP1161,DJ-PRO-0162,English One-Page Compensation Plan (Set of 50 Leaflets),Dayjoy,English One-Page Compensation Plan,,Set of 50 Leaflets,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,3,high
DJP1162,DJ-PRO-0163,Dayjoy Business Planner Book (Hindi),Dayjoy,Dayjoy Business Planner Book,,Hindi,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,3,high
DJP1163,DJ-PRO-0164,Dayjoy Business Planner Book (English),Dayjoy,Dayjoy Business Planner Book,,English,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,3,high
DJP1164,DJ-COM-0165,STANDARD PACKAGE,Dayjoy,,,,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,4,high
DJP1165,DJ-COM-0166,PREMIUM PACKAGE,Dayjoy,,,,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,4,high
DJP1166,DJ-COM-0167,ELITE PACKAGE,Dayjoy,,,,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,4,high
DJP1167,DJ-COM-0168,AGRI PRO PACKAGE,Dayjoy,,,,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,4,high
DJP1168,DJ-COM-0169,AGRI STARTER PACKAGE,Dayjoy,,,,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,4,high
DJP1169,DJ-COM-0170,LEGEND PACKAGE,Dayjoy,,,,,,,,dayjoy-product-master + india-bv-price-may-2026,2026-08-04,pending_enrichment,2026-05-01,,4,high
