product_id,product_code,sku,product_name,base_name,slug,pack_size,category_id,category,brand_id,brand,mrp,dp,bv,pv,currency,price_effective_date,status,country,manufacturer
96,DJP1095,DJ-HEA-0096,Nonima (500ml),Nonima,nonima-500ml,500ml,5,HEALTH CARE,4,Curind,1499.0,949.0,400.0,400.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
97,DJP1096,DJ-HEA-0097,N-astheal (120 Tab),N-astheal,n-astheal-120-tab,120 Tab,5,HEALTH CARE,4,Curind,2699.0,1725.0,865.0,865.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
98,DJP1097,DJ-HEA-0098,N-astheal (60 Tab),N-astheal,n-astheal-60-tab,60 Tab,5,HEALTH CARE,4,Curind,1499.0,960.0,465.0,465.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
99,DJP1098,DJ-HEA-0099,Orthofix (60 Tab),Orthofix,orthofix-60-tab,60 Tab,5,HEALTH CARE,4,Curind,1199.0,825.0,375.0,375.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
100,DJP1099,DJ-HEA-0100,Orthofix Oil (100ml),Orthofix Oil,orthofix-oil-100ml,100ml,5,HEALTH CARE,4,Curind,525.0,325.0,112.0,112.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
101,DJP1100,DJ-HEA-0101,Omega 3-6-9,Omega 3-6-9,omega-3-6-9,,5,HEALTH CARE,4,Curind,999.0,500.0,200.0,200.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
102,DJP1101,DJ-HEA-0102,Quick 6 Pain Relief Gel (30g),Quick 6 Pain Relief Gel,quick-6-pain-relief-gel-30g,30g,5,HEALTH CARE,4,Curind,149.0,99.0,32.0,32.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
103,DJP1102,DJ-HEA-0103,Super Rich Berry Juice (1 Ltr.),Super Rich Berry Juice,super-rich-berry-juice-1-ltr,1 Ltr.,5,HEALTH CARE,4,Curind,2999.0,1660.0,740.0,740.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
104,DJP1103,DJ-HEA-0104,Seabuckthron Juice (1 Ltr.),Seabuckthron Juice,seabuckthron-juice-1-ltr,1 Ltr.,5,HEALTH CARE,4,Curind,2999.0,1490.0,640.0,640.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
105,DJP1104,DJ-HEA-0105,Shatavari Extract (60 Veg Capsules),Shatavari Extract,shatavari-extract-60-veg-capsules,60 Veg Capsules,5,HEALTH CARE,4,Curind,499.0,299.0,110.0,110.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
106,DJP1105,DJ-HEA-0106,Super Food Capsule,Super Food Capsule,super-food-capsule,,5,HEALTH CARE,4,Curind,1999.0,999.0,420.0,420.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
107,DJP1106,DJ-HEA-0107,Premium Tulsi Max (30ml),Premium Tulsi Max,premium-tulsi-max-30ml,30ml,5,HEALTH CARE,4,Curind,299.0,178.0,58.0,58.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
108,DJP1107,DJ-HEA-0108,Vital Protein Powder (300gm),Vital Protein Powder,vital-protein-powder-300gm,300gm,5,HEALTH CARE,4,Curind,1999.0,1199.0,430.0,430.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
109,DJP1108,DJ-HEA-0109,L-Arginine++ - Energy Drink (100g),L-Arginine++ - Energy Drink,l-arginine-energy-drink-100g,100g,5,HEALTH CARE,4,Curind,1499.0,799.0,300.0,300.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
110,DJP1109,DJ-HEA-0110,Ample Meal - Meal Replacement Nutritional Shake (500g),Ample Meal - Meal Replacement Nutritional Shake,ample-meal-meal-replacement-nutritional-shake-500g,500g,5,HEALTH CARE,4,Curind,2699.0,1799.0,650.0,650.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
111,DJP1110,DJ-HEA-0111,JuniorJoy - Kids Nutritional Drink (300g),JuniorJoy - Kids Nutritional Drink,juniorjoy-kids-nutritional-drink-300g,300g,5,HEALTH CARE,4,Curind,1499.0,899.0,325.0,325.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
112,DJP1111,DJ-HEA-0112,Kahwa Masala Chai (25 Pcs),Kahwa Masala Chai,kahwa-masala-chai-25-pcs,25 Pcs,5,HEALTH CARE,4,Curind,399.0,295.0,95.0,95.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
113,DJP1112,DJ-HEA-0113,Shilajit Gummies (60 Gummies),Shilajit Gummies,shilajit-gummies-60-gummies,60 Gummies,5,HEALTH CARE,4,Curind,1499.0,999.0,400.0,400.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
114,DJP1113,DJ-HEA-0114,Apple Cider Vinegar (3X20 Tablets),Apple Cider Vinegar,apple-cider-vinegar-3x20-tablets,3X20 Tablets,5,HEALTH CARE,4,Curind,1425.0,875.0,350.0,350.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
115,DJP1114,DJ-HEA-0115,Marine Collagen (200g),Marine Collagen,marine-collagen-200g,200g,5,HEALTH CARE,4,Curind,1799.0,999.0,380.0,380.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
116,DJP1115,DJ-HOM-0116,Dishwash Liquid Gel (500ml),Dishwash Liquid Gel,dishwash-liquid-gel-500ml,500ml,6,HOME CARE,8,HomeShine,189.0,149.0,29.0,29.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
117,DJP1116,DJ-HOM-0117,Toilet Bowl Cleaner (500ml),Toilet Bowl Cleaner,toilet-bowl-cleaner-500ml,500ml,6,HOME CARE,8,HomeShine,149.0,115.0,21.0,21.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
118,DJP1117,DJ-HOM-0118,Liquid Detergent (1Ltr.),Liquid Detergent,liquid-detergent-1ltr,1Ltr.,6,HOME CARE,8,HomeShine,449.0,370.0,74.0,74.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
119,DJP1118,DJ-HOM-0119,All in 1 Surface Cleaner (500ml),All in 1 Surface Cleaner,all-in-1-surface-cleaner-500ml,500ml,6,HOME CARE,8,HomeShine,179.0,140.0,27.0,27.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
120,DJP1119,DJ-CLO-0120,Premium Suit Length (Black),Premium Suit Length,premium-suit-length-black,Black,7,CLOTHING,6,Domatti,10000.0,5999.0,2800.0,2800.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
121,DJP1120,DJ-CLO-0121,Designer Mask (Pack of 5),Designer Mask,designer-mask-pack-of-5,Pack of 5,7,CLOTHING,6,Domatti,220.0,180.0,55.0,55.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
122,DJP1121,DJ-CLO-0122,Dayjoy Necktie,Dayjoy Necktie,dayjoy-necktie,,7,CLOTHING,6,Domatti,499.0,299.0,50.0,50.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
123,DJP1122,DJ-CLO-0123,"T-shirt New Design (L, M, XL)",T-shirt New Design,t-shirt-new-design-l-m-xl,"L, M, XL",7,CLOTHING,6,Domatti,699.0,599.0,100.0,100.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
124,DJP1123,DJ-AGR-0124,Happy Soil - Humic (500ml),Happy Soil - Humic,happy-soil-humic-500ml,500ml,8,AGRICULTURE & VETERINARY,7,HappyGrow,849.0,575.0,200.0,200.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
125,DJP1124,DJ-AGR-0125,Nano Tech-19 (500ml),Nano Tech-19,nano-tech-19-500ml,500ml,8,AGRICULTURE & VETERINARY,7,HappyGrow,1499.0,949.0,425.0,425.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
126,DJP1125,DJ-AGR-0126,Nano Tech-46 (500ml),Nano Tech-46,nano-tech-46-500ml,500ml,8,AGRICULTURE & VETERINARY,7,HappyGrow,1499.0,949.0,425.0,425.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
127,DJP1126,DJ-AGR-0127,Nano Tech-50 (500ml),Nano Tech-50,nano-tech-50-500ml,500ml,8,AGRICULTURE & VETERINARY,7,HappyGrow,1499.0,949.0,425.0,425.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
128,DJP1127,DJ-AGR-0128,Nano Tech-52 (500ml),Nano Tech-52,nano-tech-52-500ml,500ml,8,AGRICULTURE & VETERINARY,7,HappyGrow,1499.0,949.0,425.0,425.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
129,DJP1128,DJ-AGR-0129,Prosperous+ (1 L),Prosperous+,prosperous-1-l,1 L,8,AGRICULTURE & VETERINARY,7,HappyGrow,1499.0,999.0,340.0,340.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
130,DJP1129,DJ-AGR-0130,Prosperous+ Tablets,Prosperous+ Tablets,prosperous-tablets,,8,AGRICULTURE & VETERINARY,7,HappyGrow,1049.0,599.0,310.0,310.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
131,DJP1130,DJ-AGR-0131,Joy-O-Zyme (500ml),Joy-O-Zyme,joy-o-zyme-500ml,500ml,8,AGRICULTURE & VETERINARY,7,HappyGrow,1499.0,949.0,335.0,335.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
132,DJP1131,DJ-AGR-0132,JoySpread 80+ Gold (250ml),JoySpread 80+ Gold,joyspread-80-gold-250ml,250ml,8,AGRICULTURE & VETERINARY,7,HappyGrow,499.0,329.0,75.0,75.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
133,DJP1132,DJ-AGR-0133,JoySpread 80+ Gold (100ml),JoySpread 80+ Gold,joyspread-80-gold-100ml,100ml,8,AGRICULTURE & VETERINARY,7,HappyGrow,249.0,155.0,37.0,37.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
134,DJP1133,DJ-AGR-0134,JoyGrow 2X (Granules) (2kg),JoyGrow 2X (Granules),joygrow-2x-granules-2kg,2kg,8,AGRICULTURE & VETERINARY,7,HappyGrow,999.0,499.0,180.0,180.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
135,DJP1134,DJ-AGR-0135,JoyProtect (500ml),JoyProtect,joyprotect-500ml,500ml,8,AGRICULTURE & VETERINARY,7,HappyGrow,1499.0,949.0,390.0,390.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
136,DJP1135,DJ-AGR-0136,JoyCalcium (2 Litre),JoyCalcium,joycalcium-2-litre,2 Litre,8,AGRICULTURE & VETERINARY,7,HappyGrow,1049.0,699.0,250.0,250.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
137,DJP1136,DJ-GER-0137,Bio-Germanium & Magnetic Mattress,Bio-Germanium & Magnetic Mattress,bio-germanium-magnetic-mattress,,9,GERMANIUM & MAGNETIC,5,Dayjoy,15000.0,9999.0,4250.0,4250.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
138,DJP1137,DJ-GER-0138,Bio-Germanium & Magnetic Mattress (Pack of 2),Bio-Germanium & Magnetic Mattress,bio-germanium-magnetic-mattress-pack-of-2,Pack of 2,9,GERMANIUM & MAGNETIC,5,Dayjoy,30000.0,14999.0,5000.0,5000.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
139,DJP1138,DJ-AQU-0139,Aqua Energiser (Pack of 3),Aqua Energiser,aqua-energiser-pack-of-3,Pack of 3,10,AQUA ESSENTIALS,5,Dayjoy,9000.0,5499.0,2500.0,2500.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
140,DJP1139,DJ-AQU-0140,Aqua Energiser (Single),Aqua Energiser,aqua-energiser-single,Single,10,AQUA ESSENTIALS,5,Dayjoy,3499.0,2000.0,1100.0,1100.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
141,DJP1140,DJ-AQU-0141,New Perfect-Ion,New Perfect-Ion,new-perfect-ion,,10,AQUA ESSENTIALS,5,Dayjoy,23999.0,14999.0,5000.0,5000.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
142,DJP1141,DJ-AQU-0142,Perfect-Ion Testing Solutions,Perfect-Ion Testing Solutions,perfect-ion-testing-solutions,,10,AQUA ESSENTIALS,5,Dayjoy,1399.0,699.0,280.0,280.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
143,DJP1142,DJ-AQU-0143,Perfect-Ion Leaflets (Set of 25),Perfect-Ion Leaflets,perfect-ion-leaflets-set-of-25,Set of 25,10,AQUA ESSENTIALS,5,Dayjoy,36.0,36.0,0.0,0.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
144,DJP1143,DJ-AQU-0144,Perfect-Ion Leaflets (Set of 50),Perfect-Ion Leaflets,perfect-ion-leaflets-set-of-50,Set of 50,10,AQUA ESSENTIALS,5,Dayjoy,66.0,66.0,0.0,0.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
145,DJP1144,DJ-AQU-0145,N-SF 9.5 Mineraliser,N-SF 9.5 Mineraliser,n-sf-9-5-mineraliser,,10,AQUA ESSENTIALS,5,Dayjoy,1999.0,1499.0,450.0,450.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
146,DJP1145,DJ-AQU-0146,N-SF 10.5 Mineraliser,N-SF 10.5 Mineraliser,n-sf-10-5-mineraliser,,10,AQUA ESSENTIALS,5,Dayjoy,1999.0,1499.0,450.0,450.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
147,DJP1146,DJ-PRO-0147,Dayjoy Diary,Dayjoy Diary,dayjoy-diary,,11,PROMOTION TOOLS,5,Dayjoy,299.0,275.0,0.0,0.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
148,DJP1147,DJ-PRO-0148,Dayjoy Leather Bag,Dayjoy Leather Bag,dayjoy-leather-bag,,11,PROMOTION TOOLS,5,Dayjoy,2999.0,1599.0,550.0,550.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
149,DJP1148,DJ-PRO-0149,Dayjoy Cap,Dayjoy Cap,dayjoy-cap,,11,PROMOTION TOOLS,5,Dayjoy,95.0,95.0,0.0,0.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
150,DJP1149,DJ-PRO-0150,Dayjoy Mug,Dayjoy Mug,dayjoy-mug,,11,PROMOTION TOOLS,5,Dayjoy,125.0,125.0,0.0,0.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
151,DJP1150,DJ-PRO-0151,Dayjoy Bike Sticker,Dayjoy Bike Sticker,dayjoy-bike-sticker,,11,PROMOTION TOOLS,5,Dayjoy,20.0,20.0,0.0,0.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
152,DJP1151,DJ-PRO-0152,Dayjoy Car Sticker,Dayjoy Car Sticker,dayjoy-car-sticker,,11,PROMOTION TOOLS,5,Dayjoy,40.0,40.0,0.0,0.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
153,DJP1152,DJ-PRO-0153,Dayjoy Pin,Dayjoy Pin,dayjoy-pin,,11,PROMOTION TOOLS,5,Dayjoy,150.0,150.0,0.0,0.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
154,DJP1153,DJ-PRO-0154,Dayjoy Backpack Bag,Dayjoy Backpack Bag,dayjoy-backpack-bag,,11,PROMOTION TOOLS,5,Dayjoy,1100.0,1100.0,0.0,0.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
155,DJP1154,DJ-PRO-0155,New Dayjoy Product Brochure (Hindi),New Dayjoy Product Brochure,new-dayjoy-product-brochure-hindi,Hindi,11,PROMOTION TOOLS,5,Dayjoy,250.0,250.0,0.0,0.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
156,DJP1155,DJ-PRO-0156,New Dayjoy Product Brochure (English),New Dayjoy Product Brochure,new-dayjoy-product-brochure-english,English,11,PROMOTION TOOLS,5,Dayjoy,250.0,250.0,0.0,0.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
157,DJP1156,DJ-PRO-0157,New Dayjoy Product Brochure (Telugu),New Dayjoy Product Brochure,new-dayjoy-product-brochure-telugu,Telugu,11,PROMOTION TOOLS,5,Dayjoy,250.0,250.0,0.0,0.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
158,DJP1157,DJ-PRO-0158,Product Leaflets (Set of 48 Leaflets),Product Leaflets,product-leaflets-set-of-48-leaflets,Set of 48 Leaflets,11,PROMOTION TOOLS,5,Dayjoy,130.0,130.0,0.0,0.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
159,DJP1158,DJ-PRO-0159,Hindi One-Page Compensation Plan (Set of 25 Leaflets),Hindi One-Page Compensation Plan,hindi-one-page-compensation-plan-set-of-25-leaflets,Set of 25 Leaflets,11,PROMOTION TOOLS,5,Dayjoy,75.0,75.0,0.0,0.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
160,DJP1159,DJ-PRO-0160,English One-Page Compensation Plan (Set of 25 Leaflets),English One-Page Compensation Plan,english-one-page-compensation-plan-set-of-25-leaflets,Set of 25 Leaflets,11,PROMOTION TOOLS,5,Dayjoy,75.0,75.0,0.0,0.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
161,DJP1160,DJ-PRO-0161,Hindi One-Page Compensation Plan (Set of 50 Leaflets),Hindi One-Page Compensation Plan,hindi-one-page-compensation-plan-set-of-50-leaflets,Set of 50 Leaflets,11,PROMOTION TOOLS,5,Dayjoy,135.0,135.0,0.0,0.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
162,DJP1161,DJ-PRO-0162,English One-Page Compensation Plan (Set of 50 Leaflets),English One-Page Compensation Plan,english-one-page-compensation-plan-set-of-50-leaflets,Set of 50 Leaflets,11,PROMOTION TOOLS,5,Dayjoy,135.0,135.0,0.0,0.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
163,DJP1162,DJ-PRO-0163,Dayjoy Business Planner Book (Hindi),Dayjoy Business Planner Book,dayjoy-business-planner-book-hindi,Hindi,11,PROMOTION TOOLS,5,Dayjoy,250.0,250.0,0.0,0.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
164,DJP1163,DJ-PRO-0164,Dayjoy Business Planner Book (English),Dayjoy Business Planner Book,dayjoy-business-planner-book-english,English,11,PROMOTION TOOLS,5,Dayjoy,250.0,250.0,0.0,0.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
165,DJP1164,DJ-COM-0165,STANDARD PACKAGE,STANDARD PACKAGE,standard-package,,12,COMBO PACKAGES,5,Dayjoy,10997.0,5499.0,2500.0,2500.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
166,DJP1165,DJ-COM-0166,PREMIUM PACKAGE,PREMIUM PACKAGE,premium-package,,12,COMBO PACKAGES,5,Dayjoy,17592.0,10499.0,5000.0,5000.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
167,DJP1166,DJ-COM-0167,ELITE PACKAGE,ELITE PACKAGE,elite-package,,12,COMBO PACKAGES,5,Dayjoy,28286.0,15999.0,7500.0,7500.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
168,DJP1167,DJ-COM-0168,AGRI PRO PACKAGE,AGRI PRO PACKAGE,agri-pro-package,,12,COMBO PACKAGES,5,Dayjoy,29076.0,22650.0,10000.0,10000.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
169,DJP1168,DJ-COM-0169,AGRI STARTER PACKAGE,AGRI STARTER PACKAGE,agri-starter-package,,12,COMBO PACKAGES,5,Dayjoy,15587.0,11499.0,5000.0,5000.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
170,DJP1169,DJ-COM-0170,LEGEND PACKAGE,LEGEND PACKAGE,legend-package,,12,COMBO PACKAGES,5,Dayjoy,27687.0,18999.0,10000.0,10000.0,INR,2026-05-05,active,India,Adila Biotech / Dayjoy Marketing Pvt. Ltd.
