gap_id,entity_type,product_code,sku,product_name,field_name,current_value,required_from_team,owner,priority,source_document,status,deadline
GAP-00197,faq,DJP1042,DJ-PER-0043,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00198,faq,DJP1042,DJ-PER-0043,,dosage,This specific item comes in a 150ml pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00199,faq,DJP1043,DJ-PER-0044,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00200,faq,DJP1043,DJ-PER-0044,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00201,faq,DJP1043,DJ-PER-0044,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00202,faq,DJP1043,DJ-PER-0044,,dosage,This specific item comes in a Pack of 10 pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00203,faq,DJP1044,DJ-PER-0045,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00204,faq,DJP1044,DJ-PER-0045,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00205,faq,DJP1044,DJ-PER-0045,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00206,faq,DJP1044,DJ-PER-0045,,dosage,This specific item comes in a Pack of 10 pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00207,faq,DJP1045,DJ-PER-0046,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00208,faq,DJP1045,DJ-PER-0046,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00209,faq,DJP1045,DJ-PER-0046,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00210,faq,DJP1045,DJ-PER-0046,,dosage,This specific item comes in a Pack of 6 pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00211,faq,DJP1046,DJ-PER-0047,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00212,faq,DJP1046,DJ-PER-0047,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00213,faq,DJP1046,DJ-PER-0047,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00214,faq,DJP1046,DJ-PER-0047,,dosage,This specific item comes in a 30g pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00215,faq,DJP1047,DJ-PER-0048,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00216,faq,DJP1047,DJ-PER-0048,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00217,faq,DJP1047,DJ-PER-0048,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00218,faq,DJP1047,DJ-PER-0048,,dosage,This specific item comes in a 30g pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00219,faq,DJP1048,DJ-PER-0049,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00220,faq,DJP1048,DJ-PER-0049,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00221,faq,DJP1048,DJ-PER-0049,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00222,faq,DJP1048,DJ-PER-0049,,dosage,This specific item comes in a 30g pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00223,faq,DJP1049,DJ-PER-0050,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00224,faq,DJP1049,DJ-PER-0050,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00225,faq,DJP1049,DJ-PER-0050,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00226,faq,DJP1049,DJ-PER-0050,,dosage,This specific item comes in a 30g pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00227,faq,DJP1050,DJ-PER-0051,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00228,faq,DJP1050,DJ-PER-0051,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00229,faq,DJP1050,DJ-PER-0051,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00230,faq,DJP1050,DJ-PER-0051,,dosage,This specific item comes in a 30g pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00231,faq,DJP1051,DJ-PER-0052,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00232,faq,DJP1051,DJ-PER-0052,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00233,faq,DJP1051,DJ-PER-0052,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00234,faq,DJP1051,DJ-PER-0052,,dosage,This specific item comes in a 10ml pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00235,faq,DJP1052,DJ-PER-0053,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00236,faq,DJP1052,DJ-PER-0053,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00237,faq,DJP1052,DJ-PER-0053,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00238,faq,DJP1052,DJ-PER-0053,,dosage,This specific item comes in a 100ml pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00239,faq,DJP1053,DJ-PER-0054,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00240,faq,DJP1053,DJ-PER-0054,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00241,faq,DJP1053,DJ-PER-0054,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00242,faq,DJP1053,DJ-PER-0054,,dosage,This specific item comes in a 60ml pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00243,faq,DJP1054,DJ-PER-0055,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00244,faq,DJP1054,DJ-PER-0055,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00245,faq,DJP1054,DJ-PER-0055,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00246,faq,DJP1054,DJ-PER-0055,,dosage,This specific item comes in a nan pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00247,faq,DJP1055,DJ-PER-0056,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00248,faq,DJP1055,DJ-PER-0056,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00249,faq,DJP1055,DJ-PER-0056,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00250,faq,DJP1055,DJ-PER-0056,,dosage,This specific item comes in a 100ml pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00251,faq,DJP1056,DJ-PER-0057,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00252,faq,DJP1056,DJ-PER-0057,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00253,faq,DJP1056,DJ-PER-0057,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00254,faq,DJP1056,DJ-PER-0057,,dosage,This specific item comes in a 60ml pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00255,faq,DJP1057,DJ-SKI-0058,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00256,faq,DJP1057,DJ-SKI-0058,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00257,faq,DJP1057,DJ-SKI-0058,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00258,faq,DJP1057,DJ-SKI-0058,,dosage,This specific item comes in a 30ml pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00259,faq,DJP1058,DJ-SKI-0059,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00260,faq,DJP1058,DJ-SKI-0059,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00261,faq,DJP1058,DJ-SKI-0059,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00262,faq,DJP1058,DJ-SKI-0059,,dosage,This specific item comes in a nan pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00263,faq,DJP1059,DJ-SKI-0060,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00264,faq,DJP1059,DJ-SKI-0060,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00265,faq,DJP1059,DJ-SKI-0060,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00266,faq,DJP1059,DJ-SKI-0060,,dosage,This specific item comes in a 50gm pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00267,faq,DJP1060,DJ-SKI-0061,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00268,faq,DJP1060,DJ-SKI-0061,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00269,faq,DJP1060,DJ-SKI-0061,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00270,faq,DJP1060,DJ-SKI-0061,,dosage,This specific item comes in a 50gm pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00271,faq,DJP1061,DJ-SKI-0062,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00272,faq,DJP1061,DJ-SKI-0062,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00273,faq,DJP1061,DJ-SKI-0062,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00274,faq,DJP1061,DJ-SKI-0062,,dosage,This specific item comes in a 50gm pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00275,faq,DJP1062,DJ-SKI-0063,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00276,faq,DJP1062,DJ-SKI-0063,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00277,faq,DJP1062,DJ-SKI-0063,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00278,faq,DJP1062,DJ-SKI-0063,,dosage,This specific item comes in a 100ml pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00279,faq,DJP1063,DJ-COL-0064,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00280,faq,DJP1063,DJ-COL-0064,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00281,faq,DJP1063,DJ-COL-0064,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00282,faq,DJP1063,DJ-COL-0064,,dosage,This specific item comes in a nan pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00283,faq,DJP1064,DJ-COL-0065,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00284,faq,DJP1064,DJ-COL-0065,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00285,faq,DJP1064,DJ-COL-0065,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00286,faq,DJP1064,DJ-COL-0065,,dosage,This specific item comes in a nan pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00287,faq,DJP1065,DJ-HEA-0066,,target_customer,"It is suitable for all age groups looking to protect their respiratory system from pollution or seeking relief from shortness of breath, asthma, or allergies. According to the recommendation chart, it may help with running nose, headache, f",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,recommendation_chart_clean.csv,needs_review,
GAP-00288,faq,DJP1065,DJ-HEA-0066,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,,missing,
GAP-00289,faq,DJP1065,DJ-HEA-0066,,ingredients,"The powerful herbal ingredients include Tulsi, Mulethi (Licorice), Kali Mirch (Black Pepper), Adusa (Vasa Patra), and Honey.",Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Dayjoy_Product_Brochure_English_July2026.pdf,needs_review,
GAP-00290,faq,DJP1065,DJ-HEA-0066,,dosage,"For adults: Take 1 tablespoon (15-20 g) before sleeping. For children: Take 1/2 tablespoon in the morning, or as directed by a physician.",Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Dayjoy_Product_Brochure_English_July2026.pdf,needs_review,
GAP-00291,faq,DJP1065,DJ-HEA-0066,,warnings,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved warnings / side-effects statement,Dayjoy QA / Regulatory / Product Content,P1,,missing,
GAP-00292,faq,DJP1065,DJ-HEA-0066,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,,missing,
GAP-00293,faq,DJP1066,DJ-HEA-0067,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,,missing,
GAP-00294,faq,DJP1066,DJ-HEA-0067,,ingredients,"Powerful herbal ingredients include Ashok, Satavari, Lodhra, Guduchi, Punarnava, and Ashvagandha.",Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Dayjoy_Product_Brochure_English_July2026.pdf,needs_review,
GAP-00295,faq,DJP1066,DJ-HEA-0067,,dosage,"Take 1-2 tablets twice daily after a meal, or as directed by the physician.",Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Dayjoy_Product_Brochure_English_July2026.pdf,needs_review,
GAP-00296,faq,DJP1066,DJ-HEA-0067,,warnings,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved warnings / side-effects statement,Dayjoy QA / Regulatory / Product Content,P1,,missing,
GAP-00297,faq,DJP1066,DJ-HEA-0067,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,,missing,
GAP-00298,faq,DJP1066,DJ-HEA-0067,,target_customer,"Women seeking support for reproductive health, looking to regulate menstrual cycles, ease cramps, or manage hormonal imbalances, stress, or anxiety.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,recommendation_chart_clean.csv,needs_review,
GAP-00299,faq,DJP1067,DJ-HEA-0068,,dosage,"Take 2-3 teaspoons (10-15 ml) twice daily, or as prescribed by your physician.",Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Dayjoy_Product_Brochure_English_July2026.pdf,needs_review,
GAP-00300,faq,DJP1067,DJ-HEA-0068,,warnings,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved warnings / side-effects statement,Dayjoy QA / Regulatory / Product Content,P1,,missing,
GAP-00301,faq,DJP1067,DJ-HEA-0068,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,,missing,
GAP-00302,faq,DJP1067,DJ-HEA-0068,,target_customer,"Women experiencing menstrual irregularities, cramps, fatigue, dizziness, or those looking to improve reproductive well-being.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,recommendation_chart_clean.csv,needs_review,
GAP-00303,faq,DJP1067,DJ-HEA-0068,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,,missing,
GAP-00304,faq,DJP1067,DJ-HEA-0068,,ingredients,"It shares the same core herbal ingredients: Ashok, Satavari, Lodhra, Guduchi, Punarnava, and Ashvagandha.",Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Dayjoy_Product_Brochure_English_July2026.pdf,needs_review,
GAP-00305,faq,DJP1068,DJ-HEA-0069,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,,missing,
GAP-00306,faq,DJP1068,DJ-HEA-0069,,target_customer,"Men looking to boost stamina, manage fatigue, or support healthy natural testosterone levels. The recommendation chart also notes its use for Hypoactive Sexual Desire Disorder.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,recommendation_chart_clean.csv,needs_review,
GAP-00307,faq,DJP1068,DJ-HEA-0069,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,,missing,
GAP-00308,faq,DJP1068,DJ-HEA-0069,,ingredients,"Powerful herbal ingredients include Kaunch Beej, Ashwagandha, Shatavari, Gokshura, and Shuddha Shilajit.",Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Dayjoy_Product_Brochure_English_July2026.pdf,needs_review,
GAP-00309,faq,DJP1068,DJ-HEA-0069,,dosage,"Take 1-2 tablets twice daily after meals, or as per brochure: It is advisable to take 1 tablet with milk 2 hours before the activity.",Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Dayjoy_Product_Brochure_English_July2026.pdf,needs_review,
GAP-00310,faq,DJP1068,DJ-HEA-0069,,warnings,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved warnings / side-effects statement,Dayjoy QA / Regulatory / Product Content,P1,,missing,
GAP-00311,faq,DJP1069,DJ-HEA-0070,,target_customer,"Men seeking enhanced stamina, vitality, and support for male performance.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Dayjoy_Product_Brochure_English_July2026.pdf,needs_review,
GAP-00312,faq,DJP1069,DJ-HEA-0070,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,,missing,
GAP-00313,faq,DJP1069,DJ-HEA-0070,,ingredients,"Powerful herbal ingredients include Kaunch Beej, Ashwagandha, Shatavari, Gokshura, and Shuddha Shilajit.",Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Dayjoy_Product_Brochure_English_July2026.pdf,needs_review,
GAP-00314,faq,DJP1069,DJ-HEA-0070,,dosage,"Take 1-2 tablets twice daily after meals, or as per brochure: It is advisable to take 1 tablet with milk 2 hours before the activity.",Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Dayjoy_Product_Brochure_English_July2026.pdf,needs_review,
GAP-00315,faq,DJP1069,DJ-HEA-0070,,warnings,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved warnings / side-effects statement,Dayjoy QA / Regulatory / Product Content,P1,,missing,
GAP-00316,faq,DJP1069,DJ-HEA-0070,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,,missing,
GAP-00317,faq,DJP1070,DJ-HEA-0071,,target_customer,"Individuals looking to support cardiovascular wellness, manage cholesterol, or individuals experiencing abnormal heart rhythms or varicose veins.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,recommendation_chart_clean.csv,needs_review,
GAP-00318,faq,DJP1070,DJ-HEA-0071,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,,missing,
GAP-00319,faq,DJP1070,DJ-HEA-0071,,ingredients,"Herbal ingredients include Arjuna, Guggulu, Lahasun, Pushkarmula, and Atasi.",Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Dayjoy_Product_Brochure_English_July2026.pdf,needs_review,
GAP-00320,faq,DJP1070,DJ-HEA-0071,,dosage,"Take 1-2 tablets twice daily on an empty stomach in the morning, or as directed by the physician.",Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Dayjoy_Product_Brochure_English_July2026.pdf,needs_review,
