image_id,product_id,sku,filename,source_id,image_url,caption,alt_text,image_type,version,verified,product_name,category,brand,image_path,match_confidence,seo_title,slug
DJ-HEA-0094.webp,94,DJ-HEA-0094,DJ-HEA-0094.webp,06_IMAGES/products/DJ-HEA-0094.webp,,Liv-Ease (500ml),Liv-Ease (500ml),webp,1,True,Liv-Ease (500ml),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0094.webp,exact_match_verified_2026-08-09,Liv-Ease (500ml),dj-hea-0094-liv-ease-500ml
DJ-HEA-0094_1.webp,94,DJ-HEA-0094,DJ-HEA-0094_1.webp,06_IMAGES/products/DJ-HEA-0094_1.webp,,Liv-Ease (500ml),Liv-Ease (500ml),webp,1,True,Liv-Ease (500ml),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0094_1.webp,exact_match_verified_2026-08-09,Liv-Ease (500ml),dj-hea-0094-liv-ease-500ml
DJ-HEA-0094_3.webp,94,DJ-HEA-0094,DJ-HEA-0094_3.webp,06_IMAGES/products/DJ-HEA-0094_3.webp,,Liv-Ease (500ml),Liv-Ease (500ml),webp,3,True,Liv-Ease (500ml),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0094_3.webp,exact_match_verified_2026-08-09,Liv-Ease (500ml),dj-hea-0094-liv-ease-500ml
DJ-HEA-0095.webp,95,DJ-HEA-0095,DJ-HEA-0095.webp,06_IMAGES/products/DJ-HEA-0095.webp,,Multivitamins Tablets,Multivitamins Tablets,webp,1,True,Multivitamins Tablets,HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0095.webp,exact_match_verified_2026-08-09,Multivitamins Tablets,dj-hea-0095-multivitamins-tablets
DJ-HEA-0096.webp,96,DJ-HEA-0096,DJ-HEA-0096.webp,06_IMAGES/products/DJ-HEA-0096.webp,,Nonima (500ml),Nonima (500ml),webp,1,True,Nonima (500ml),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0096.webp,exact_match_verified_2026-08-09,Nonima (500ml),dj-hea-0096-nonima-500ml
DJ-HEA-0098.webp,98,DJ-HEA-0098,DJ-HEA-0098.webp,06_IMAGES/products/DJ-HEA-0098.webp,,N-astheal (60 Tab),N-astheal (60 Tab),webp,1,True,N-astheal (60 Tab),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0098.webp,exact_match_verified_2026-08-09,N-astheal (60 Tab),dj-hea-0098-n-astheal-60-tab
DJ-HEA-0100.webp,100,DJ-HEA-0100,DJ-HEA-0100.webp,06_IMAGES/products/DJ-HEA-0100.webp,,Orthofix Oil (100ml),Orthofix Oil (100ml),webp,1,True,Orthofix Oil (100ml),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0100.webp,exact_match_verified_2026-08-09,Orthofix Oil (100ml),dj-hea-0100-orthofix-oil-100ml
DJ-HEA-0100_1.webp,100,DJ-HEA-0100,DJ-HEA-0100_1.webp,06_IMAGES/products/DJ-HEA-0100_1.webp,,Orthofix Oil (100ml),Orthofix Oil (100ml),webp,1,True,Orthofix Oil (100ml),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0100_1.webp,exact_match_verified_2026-08-09,Orthofix Oil (100ml),dj-hea-0100-orthofix-oil-100ml
DJ-HEA-0100_3.webp,100,DJ-HEA-0100,DJ-HEA-0100_3.webp,06_IMAGES/products/DJ-HEA-0100_3.webp,,Orthofix Oil (100ml),Orthofix Oil (100ml),webp,3,True,Orthofix Oil (100ml),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0100_3.webp,exact_match_verified_2026-08-09,Orthofix Oil (100ml),dj-hea-0100-orthofix-oil-100ml
DJ-HEA-0101.webp,101,DJ-HEA-0101,DJ-HEA-0101.webp,06_IMAGES/products/DJ-HEA-0101.webp,,Omega 3-6-9,Omega 3-6-9,webp,1,True,Omega 3-6-9,HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0101.webp,exact_match_verified_2026-08-09,Omega 3-6-9,dj-hea-0101-omega-3-6-9
DJ-HEA-0102.webp,102,DJ-HEA-0102,DJ-HEA-0102.webp,06_IMAGES/products/DJ-HEA-0102.webp,,Quick 6 Pain Relief Gel (30g),Quick 6 Pain Relief Gel (30g),webp,1,True,Quick 6 Pain Relief Gel (30g),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0102.webp,exact_match_verified_2026-08-09,Quick 6 Pain Relief Gel (30g),dj-hea-0102-quick-6-pain-relief-gel-30g
DJ-HEA-0103.webp,103,DJ-HEA-0103,DJ-HEA-0103.webp,06_IMAGES/products/DJ-HEA-0103.webp,,Super Rich Berry Juice (1 Ltr.),Super Rich Berry Juice (1 Ltr.),webp,1,True,Super Rich Berry Juice (1 Ltr.),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0103.webp,exact_match_verified_2026-08-09,Super Rich Berry Juice (1 Ltr.),dj-hea-0103-super-rich-berry-juice-1-ltr
DJ-HEA-0104.webp,104,DJ-HEA-0104,DJ-HEA-0104.webp,06_IMAGES/products/DJ-HEA-0104.webp,,Seabuckthron Juice (1 Ltr.),Seabuckthron Juice (1 Ltr.),webp,1,True,Seabuckthron Juice (1 Ltr.),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0104.webp,exact_match_verified_2026-08-09,Seabuckthron Juice (1 Ltr.),dj-hea-0104-seabuckthron-juice-1-ltr
DJ-HEA-0105.jpeg,105,DJ-HEA-0105,DJ-HEA-0105.jpeg,06_IMAGES/products/DJ-HEA-0105.jpeg,,Shatavari Extract (60 Veg Capsules),Shatavari Extract (60 Veg Capsules),jpeg,1,True,Shatavari Extract (60 Veg Capsules),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0105.jpeg,exact_match_verified_2026-08-09,Shatavari Extract (60 Veg Capsules),dj-hea-0105-shatavari-extract-60-veg-capsules
DJ-HEA-0106.webp,106,DJ-HEA-0106,DJ-HEA-0106.webp,06_IMAGES/products/DJ-HEA-0106.webp,,Super Food Capsule,Super Food Capsule,webp,1,True,Super Food Capsule,HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0106.webp,exact_match_verified_2026-08-09,Super Food Capsule,dj-hea-0106-super-food-capsule
DJ-HEA-0107.jpg,107,DJ-HEA-0107,DJ-HEA-0107.jpg,06_IMAGES/products/DJ-HEA-0107.jpg,,Premium Tulsi Max (30ml),Premium Tulsi Max (30ml),jpg,1,True,Premium Tulsi Max (30ml),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0107.jpg,exact_match_verified_2026-08-09,Premium Tulsi Max (30ml),dj-hea-0107-premium-tulsi-max-30ml
DJ-HEA-0108.webp,108,DJ-HEA-0108,DJ-HEA-0108.webp,06_IMAGES/products/DJ-HEA-0108.webp,,Vital Protein Powder (300gm),Vital Protein Powder (300gm),webp,1,True,Vital Protein Powder (300gm),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0108.webp,exact_match_verified_2026-08-09,Vital Protein Powder (300gm),dj-hea-0108-vital-protein-powder-300gm
DJ-HEA-0109.webp,109,DJ-HEA-0109,DJ-HEA-0109.webp,06_IMAGES/products/DJ-HEA-0109.webp,,L-Arginine++ - Energy Drink (100g),L-Arginine++ - Energy Drink (100g),webp,1,True,L-Arginine++ - Energy Drink (100g),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0109.webp,exact_match_verified_2026-08-09,L-Arginine++ - Energy Drink (100g),dj-hea-0109-l-arginine-energy-drink-100g
DJ-HEA-0110.jpeg,110,DJ-HEA-0110,DJ-HEA-0110.jpeg,06_IMAGES/products/DJ-HEA-0110.jpeg,,Ample Meal - Meal Replacement Nutritional Shake (500g),Ample Meal - Meal Replacement Nutritional Shake (500g),jpeg,1,True,Ample Meal - Meal Replacement Nutritional Shake (500g),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0110.jpeg,exact_match_verified_2026-08-09,Ample Meal - Meal Replacement Nutritional Shake (500g),dj-hea-0110-ample-meal-meal-replacement-nutritional-shake-500g
DJ-HEA-0111.webp,111,DJ-HEA-0111,DJ-HEA-0111.webp,06_IMAGES/products/DJ-HEA-0111.webp,,JuniorJoy - Kids Nutritional Drink (300g),JuniorJoy - Kids Nutritional Drink (300g),webp,1,True,JuniorJoy - Kids Nutritional Drink (300g),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0111.webp,exact_match_verified_2026-08-09,JuniorJoy - Kids Nutritional Drink (300g),dj-hea-0111-juniorjoy-kids-nutritional-drink-300g
DJ-HEA-0112.jpeg,112,DJ-HEA-0112,DJ-HEA-0112.jpeg,06_IMAGES/products/DJ-HEA-0112.jpeg,,Kahwa Masala Chai (25 Pcs),Kahwa Masala Chai (25 Pcs),jpeg,1,True,Kahwa Masala Chai (25 Pcs),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0112.jpeg,exact_match_verified_2026-08-09,Kahwa Masala Chai (25 Pcs),dj-hea-0112-kahwa-masala-chai-25-pcs
DJ-HEA-0113.jpeg,113,DJ-HEA-0113,DJ-HEA-0113.jpeg,06_IMAGES/products/DJ-HEA-0113.jpeg,,Shilajit Gummies (60 Gummies),Shilajit Gummies (60 Gummies),jpeg,1,True,Shilajit Gummies (60 Gummies),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0113.jpeg,exact_match_verified_2026-08-09,Shilajit Gummies (60 Gummies),dj-hea-0113-shilajit-gummies-60-gummies
DJ-HEA-0114.jpeg,114,DJ-HEA-0114,DJ-HEA-0114.jpeg,06_IMAGES/products/DJ-HEA-0114.jpeg,,Apple Cider Vinegar (3X20 Tablets),Apple Cider Vinegar (3X20 Tablets),jpeg,1,True,Apple Cider Vinegar (3X20 Tablets),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0114.jpeg,exact_match_verified_2026-08-09,Apple Cider Vinegar (3X20 Tablets),dj-hea-0114-apple-cider-vinegar-3x20-tablets
DJ-HEA-0115.jpeg,115,DJ-HEA-0115,DJ-HEA-0115.jpeg,06_IMAGES/products/DJ-HEA-0115.jpeg,,Marine Collagen (200g),Marine Collagen (200g),jpeg,1,True,Marine Collagen (200g),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0115.jpeg,exact_match_verified_2026-08-09,Marine Collagen (200g),dj-hea-0115-marine-collagen-200g
DJ-HOM-0116.jpg,116,DJ-HOM-0116,DJ-HOM-0116.jpg,06_IMAGES/products/DJ-HOM-0116.jpg,,Dishwash Liquid Gel (500ml),Dishwash Liquid Gel (500ml),jpg,1,True,Dishwash Liquid Gel (500ml),HOME CARE,HomeShine,06_IMAGES/products/DJ-HOM-0116.jpg,exact_match_verified_2026-08-09,Dishwash Liquid Gel (500ml),dj-hom-0116-dishwash-liquid-gel-500ml
DJ-HOM-0117.jpg,117,DJ-HOM-0117,DJ-HOM-0117.jpg,06_IMAGES/products/DJ-HOM-0117.jpg,,Toilet Bowl Cleaner (500ml),Toilet Bowl Cleaner (500ml),jpg,1,True,Toilet Bowl Cleaner (500ml),HOME CARE,HomeShine,06_IMAGES/products/DJ-HOM-0117.jpg,exact_match_verified_2026-08-09,Toilet Bowl Cleaner (500ml),dj-hom-0117-toilet-bowl-cleaner-500ml
DJ-HOM-0118.jpeg,118,DJ-HOM-0118,DJ-HOM-0118.jpeg,06_IMAGES/products/DJ-HOM-0118.jpeg,,Liquid Detergent (1Ltr.),Liquid Detergent (1Ltr.),jpeg,1,True,Liquid Detergent (1Ltr.),HOME CARE,HomeShine,06_IMAGES/products/DJ-HOM-0118.jpeg,exact_match_verified_2026-08-09,Liquid Detergent (1Ltr.),dj-hom-0118-liquid-detergent-1ltr
DJ-HOM-0119.jpg,119,DJ-HOM-0119,DJ-HOM-0119.jpg,06_IMAGES/products/DJ-HOM-0119.jpg,,All in 1 Surface Cleaner (500ml),All in 1 Surface Cleaner (500ml),jpg,1,True,All in 1 Surface Cleaner (500ml),HOME CARE,HomeShine,06_IMAGES/products/DJ-HOM-0119.jpg,exact_match_verified_2026-08-09,All in 1 Surface Cleaner (500ml),dj-hom-0119-all-in-1-surface-cleaner-500ml
DJ-PER-0028.jpg,28,DJ-PER-0028,DJ-PER-0028.jpg,06_IMAGES/products/DJ-PER-0028.jpg,,Anti Pollution Aloevera Face Wash (100ml),Anti Pollution Aloevera Face Wash (100ml),jpg,1,True,Anti Pollution Aloevera Face Wash (100ml),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0028.jpg,exact_match_verified_2026-08-09,Anti Pollution Aloevera Face Wash (100ml),dj-per-0028-anti-pollution-aloevera-face-wash-100ml
DJ-PER-0029.webp,29,DJ-PER-0029,DJ-PER-0029.webp,06_IMAGES/products/DJ-PER-0029.webp,,Aloevera Gel (100g),Aloevera Gel (100g),webp,1,True,Aloevera Gel (100g),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0029.webp,exact_match_verified_2026-08-09,Aloevera Gel (100g),dj-per-0029-aloevera-gel-100g
DJ-PER-0030.webp,30,DJ-PER-0030,DJ-PER-0030.webp,06_IMAGES/products/DJ-PER-0030.webp,,BR Rich Oil (200ml),BR Rich Oil (200ml),webp,1,True,BR Rich Oil (200ml),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0030.webp,exact_match_verified_2026-08-09,BR Rich Oil (200ml),dj-per-0030-br-rich-oil-200ml
DJ-PER-0031.jpeg,31,DJ-PER-0031,DJ-PER-0031.jpeg,06_IMAGES/products/DJ-PER-0031.jpeg,,Daily Care Cream (60g),Daily Care Cream (60g),jpeg,1,True,Daily Care Cream (60g),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0031.jpeg,exact_match_verified_2026-08-09,Daily Care Cream (60g),dj-per-0031-daily-care-cream-60g
DJ-PER-0032.webp,32,DJ-PER-0032,DJ-PER-0032.webp,06_IMAGES/products/DJ-PER-0032.webp,,Luxury Saffron Soap (100g),Luxury Saffron Soap (100g),webp,1,True,Luxury Saffron Soap (100g),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0032.webp,exact_match_verified_2026-08-09,Luxury Saffron Soap (100g),dj-per-0032-luxury-saffron-soap-100g
DJ-PER-0033.webp,33,DJ-PER-0033,DJ-PER-0033.webp,06_IMAGES/products/DJ-PER-0033.webp,,Ecofriendly Toothbrush (Pack of 2),Ecofriendly Toothbrush (Pack of 2),webp,1,True,Ecofriendly Toothbrush (Pack of 2),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0033.webp,exact_match_verified_2026-08-09,Ecofriendly Toothbrush (Pack of 2),dj-per-0033-ecofriendly-toothbrush-pack-of-2
DJ-PER-0034.webp,34,DJ-PER-0034,DJ-PER-0034.webp,06_IMAGES/products/DJ-PER-0034.webp,,HerboSmile Herbal Toothpaste (100g),HerboSmile Herbal Toothpaste (100g),webp,1,True,HerboSmile Herbal Toothpaste (100g),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0034.webp,exact_match_verified_2026-08-09,HerboSmile Herbal Toothpaste (100g),dj-per-0034-herbosmile-herbal-toothpaste-100g
DJ-PER-0035.webp,35,DJ-PER-0035,DJ-PER-0035.webp,06_IMAGES/products/DJ-PER-0035.webp,,Hydra Aloevera Body Lotion (300ml),Hydra Aloevera Body Lotion (300ml),webp,1,True,Hydra Aloevera Body Lotion (300ml),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0035.webp,exact_match_verified_2026-08-09,Hydra Aloevera Body Lotion (300ml),dj-per-0035-hydra-aloevera-body-lotion-300ml
DJ-PER-0036.webp,36,DJ-PER-0036,DJ-PER-0036.webp,06_IMAGES/products/DJ-PER-0036.webp,,Kesham (100ml),Kesham (100ml),webp,1,True,Kesham (100ml),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0036.webp,exact_match_verified_2026-08-09,Kesham (100ml),dj-per-0036-kesham-100ml
DJ-PER-0037.webp,37,DJ-PER-0037,DJ-PER-0037.webp,06_IMAGES/products/DJ-PER-0037.webp,,Luxwash Handwash (250ml),Luxwash Handwash (250ml),webp,1,True,Luxwash Handwash (250ml),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0037.webp,exact_match_verified_2026-08-09,Luxwash Handwash (250ml),dj-per-0037-luxwash-handwash-250ml
DJ-PER-0038.jpeg,38,DJ-PER-0038,DJ-PER-0038.jpeg,06_IMAGES/products/DJ-PER-0038.jpeg,,Milk & Keratin Extracts Shampoo (100ml),Milk & Keratin Extracts Shampoo (100ml),jpeg,1,True,Milk & Keratin Extracts Shampoo (100ml),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0038.jpeg,exact_match_verified_2026-08-09,Milk & Keratin Extracts Shampoo (100ml),dj-per-0038-milk-keratin-extracts-shampoo-100ml
DJ-PER-0040.webp,40,DJ-PER-0040,DJ-PER-0040.webp,06_IMAGES/products/DJ-PER-0040.webp,,Milk Bath Soap (Pack of 3) (100g),Milk Bath Soap (Pack of 3) (100g),webp,1,True,Milk Bath Soap (Pack of 3) (100g),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0040.webp,exact_match_verified_2026-08-09,Milk Bath Soap (Pack of 3) (100g),dj-per-0040-milk-bath-soap-pack-of-3-100g
DJ-PER-0041.jpeg,41,DJ-PER-0041,DJ-PER-0041.jpeg,06_IMAGES/products/DJ-PER-0041.jpeg,,Neem & Tulsi Herbal Soap (100g) (Pack of 3),Neem & Tulsi Herbal Soap (100g) (Pack of 3),jpeg,1,True,Neem & Tulsi Herbal Soap (100g) (Pack of 3),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0041.jpeg,exact_match_verified_2026-08-09,Neem & Tulsi Herbal Soap (100g) (Pack of 3),dj-per-0041-neem-tulsi-herbal-soap-100g-pack-of-3
DJ-PER-0042.webp,42,DJ-PER-0042,DJ-PER-0042.webp,06_IMAGES/products/DJ-PER-0042.webp,,Regain Aloevera Shampoo (300ml),Regain Aloevera Shampoo (300ml),webp,1,True,Regain Aloevera Shampoo (300ml),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0042.webp,exact_match_verified_2026-08-09,Regain Aloevera Shampoo (300ml),dj-per-0042-regain-aloevera-shampoo-300ml
DJ-PER-0045.jpeg,45,DJ-PER-0045,DJ-PER-0045.jpeg,06_IMAGES/products/DJ-PER-0045.jpeg,,Sanitary Pad (XXL) (Pack of 10),Sanitary Pad (XXL) (Pack of 10),jpeg,1,True,Sanitary Pad (XXL) (Pack of 10),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0045.jpeg,exact_match_verified_2026-08-09,Sanitary Pad (XXL) (Pack of 10),dj-per-0045-sanitary-pad-xxl-pack-of-10
DJ-PER-0045.webp,45,DJ-PER-0045,DJ-PER-0045.webp,06_IMAGES/products/DJ-PER-0045.webp,,Sanitary Pad (XXL) (Pack of 10),Sanitary Pad (XXL) (Pack of 10),webp,1,True,Sanitary Pad (XXL) (Pack of 10),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0045.webp,exact_match_verified_2026-08-09,Sanitary Pad (XXL) (Pack of 10),dj-per-0045-sanitary-pad-xxl-pack-of-10
DJ-PER-0046.jpeg,46,DJ-PER-0046,DJ-PER-0046.jpeg,06_IMAGES/products/DJ-PER-0046.jpeg,,Seabuckthron Facial Kit (30g) (Pack of 6),Seabuckthron Facial Kit (30g) (Pack of 6),jpeg,1,True,Seabuckthron Facial Kit (30g) (Pack of 6),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0046.jpeg,exact_match_verified_2026-08-09,Seabuckthron Facial Kit (30g) (Pack of 6),dj-per-0046-seabuckthron-facial-kit-30g-pack-of-6
DJ-PER-0046.webp,46,DJ-PER-0046,DJ-PER-0046.webp,06_IMAGES/products/DJ-PER-0046.webp,,Seabuckthron Facial Kit (30g) (Pack of 6),Seabuckthron Facial Kit (30g) (Pack of 6),webp,1,True,Seabuckthron Facial Kit (30g) (Pack of 6),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0046.webp,exact_match_verified_2026-08-09,Seabuckthron Facial Kit (30g) (Pack of 6),dj-per-0046-seabuckthron-facial-kit-30g-pack-of-6
DJ-PER-0047.webp,47,DJ-PER-0047,DJ-PER-0047.webp,06_IMAGES/products/DJ-PER-0047.webp,,Seabuckthron Cleanser (30g),Seabuckthron Cleanser (30g),webp,1,True,Seabuckthron Cleanser (30g),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0047.webp,exact_match_verified_2026-08-09,Seabuckthron Cleanser (30g),dj-per-0047-seabuckthron-cleanser-30g
DJ-PER-0048.webp,48,DJ-PER-0048,DJ-PER-0048.webp,06_IMAGES/products/DJ-PER-0048.webp,,Seabuckthron Scrub (30g),Seabuckthron Scrub (30g),webp,1,True,Seabuckthron Scrub (30g),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0048.webp,exact_match_verified_2026-08-09,Seabuckthron Scrub (30g),dj-per-0048-seabuckthron-scrub-30g
DJ-PER-0049.webp,49,DJ-PER-0049,DJ-PER-0049.webp,06_IMAGES/products/DJ-PER-0049.webp,,Seabuckthron Massage Gel (30g),Seabuckthron Massage Gel (30g),webp,1,True,Seabuckthron Massage Gel (30g),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0049.webp,exact_match_verified_2026-08-09,Seabuckthron Massage Gel (30g),dj-per-0049-seabuckthron-massage-gel-30g
DJ-PER-0050.webp,50,DJ-PER-0050,DJ-PER-0050.webp,06_IMAGES/products/DJ-PER-0050.webp,,Seabuckthron Massage Cream (30g),Seabuckthron Massage Cream (30g),webp,1,True,Seabuckthron Massage Cream (30g),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0050.webp,exact_match_verified_2026-08-09,Seabuckthron Massage Cream (30g),dj-per-0050-seabuckthron-massage-cream-30g
DJ-PER-0051.webp,51,DJ-PER-0051,DJ-PER-0051.webp,06_IMAGES/products/DJ-PER-0051.webp,,Seabuckthron Face Pack (30g),Seabuckthron Face Pack (30g),webp,1,True,Seabuckthron Face Pack (30g),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0051.webp,exact_match_verified_2026-08-09,Seabuckthron Face Pack (30g),dj-per-0051-seabuckthron-face-pack-30g
DJ-PER-0052.webp,52,DJ-PER-0052,DJ-PER-0052.webp,06_IMAGES/products/DJ-PER-0052.webp,,Seabuckthron Facial Fluid (10ml),Seabuckthron Facial Fluid (10ml),webp,1,True,Seabuckthron Facial Fluid (10ml),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0052.webp,exact_match_verified_2026-08-09,Seabuckthron Facial Fluid (10ml),dj-per-0052-seabuckthron-facial-fluid-10ml
DJ-PER-0054.jpeg,54,DJ-PER-0054,DJ-PER-0054.jpeg,06_IMAGES/products/DJ-PER-0054.jpeg,,Deep Cleansing Facewash (60ml),Deep Cleansing Facewash (60ml),jpeg,1,True,Deep Cleansing Facewash (60ml),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0054.jpeg,exact_match_verified_2026-08-09,Deep Cleansing Facewash (60ml),dj-per-0054-deep-cleansing-facewash-60ml
DJ-PER-0055.webp,55,DJ-PER-0055,DJ-PER-0055.webp,06_IMAGES/products/DJ-PER-0055.webp,,WildMuse Premium Loofah,WildMuse Premium Loofah,webp,1,True,WildMuse Premium Loofah,PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0055.webp,exact_match_verified_2026-08-09,WildMuse Premium Loofah,dj-per-0055-wildmuse-premium-loofah
DJ-PER-0056.jpeg,56,DJ-PER-0056,DJ-PER-0056.jpeg,06_IMAGES/products/DJ-PER-0056.jpeg,,Amla Reetha Sikakai Shampoo (100ml),Amla Reetha Sikakai Shampoo (100ml),jpeg,1,True,Amla Reetha Sikakai Shampoo (100ml),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0056.jpeg,exact_match_verified_2026-08-09,Amla Reetha Sikakai Shampoo (100ml),dj-per-0056-amla-reetha-sikakai-shampoo-100ml
DJ-PER-0057.jpeg,57,DJ-PER-0057,DJ-PER-0057.jpeg,06_IMAGES/products/DJ-PER-0057.jpeg,,Haldi Chandan Facewash (60ml),Haldi Chandan Facewash (60ml),jpeg,1,True,Haldi Chandan Facewash (60ml),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0057.jpeg,exact_match_verified_2026-08-09,Haldi Chandan Facewash (60ml),dj-per-0057-haldi-chandan-facewash-60ml
DJ-SKI-0058.jpeg,58,DJ-SKI-0058,DJ-SKI-0058.jpeg,06_IMAGES/products/DJ-SKI-0058.jpeg,,Face Serum (30ml),Face Serum (30ml),jpeg,1,True,Face Serum (30ml),SKIN CARE,Amara Beauty,06_IMAGES/products/DJ-SKI-0058.jpeg,exact_match_verified_2026-08-09,Face Serum (30ml),dj-ski-0058-face-serum-30ml
DJ-SKI-0060.jpeg,60,DJ-SKI-0060,DJ-SKI-0060.jpeg,06_IMAGES/products/DJ-SKI-0060.jpeg,,Sunscreen SPF 50+ (50gm),Sunscreen SPF 50+ (50gm),jpeg,1,True,Sunscreen SPF 50+ (50gm),SKIN CARE,Amara Beauty,06_IMAGES/products/DJ-SKI-0060.jpeg,exact_match_verified_2026-08-09,Sunscreen SPF 50+ (50gm),dj-ski-0060-sunscreen-spf-50-50gm
DJ-SKI-0061.jpeg,61,DJ-SKI-0061,DJ-SKI-0061.jpeg,06_IMAGES/products/DJ-SKI-0061.jpeg,,Hydra Max Moisturizer (50gm),Hydra Max Moisturizer (50gm),jpeg,1,True,Hydra Max Moisturizer (50gm),SKIN CARE,Amara Beauty,06_IMAGES/products/DJ-SKI-0061.jpeg,exact_match_verified_2026-08-09,Hydra Max Moisturizer (50gm),dj-ski-0061-hydra-max-moisturizer-50gm
DJ-SKI-0062.jpg,62,DJ-SKI-0062,DJ-SKI-0062.jpg,06_IMAGES/products/DJ-SKI-0062.jpg,,AgeX Anti-Ageing Night Cream (50gm),AgeX Anti-Ageing Night Cream (50gm),jpg,1,True,AgeX Anti-Ageing Night Cream (50gm),SKIN CARE,Amara Beauty,06_IMAGES/products/DJ-SKI-0062.jpg,exact_match_verified_2026-08-09,AgeX Anti-Ageing Night Cream (50gm),dj-ski-0062-agex-anti-ageing-night-cream-50gm
DJ-SKI-0063.jpeg,63,DJ-SKI-0063,DJ-SKI-0063.jpeg,06_IMAGES/products/DJ-SKI-0063.jpeg,,AcneX Anti-Acne Foaming Cleanser (100ml),AcneX Anti-Acne Foaming Cleanser (100ml),jpeg,1,True,AcneX Anti-Acne Foaming Cleanser (100ml),SKIN CARE,Amara Beauty,06_IMAGES/products/DJ-SKI-0063.jpeg,exact_match_verified_2026-08-09,AcneX Anti-Acne Foaming Cleanser (100ml),dj-ski-0063-acnex-anti-acne-foaming-cleanser-100ml
