product_id,product_code,sku,product_name,question,answer,faq_category,sort_order,source_document,source_page_or_section,confidence
21,DJP1020,DJ-FOO-0021,Sabji Masala (100g),Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,,low
21,DJP1020,DJ-FOO-0021,Sabji Masala (100g),How does it compare to other FOOD PRODUCTS products?,This product is uniquely formulated under the Aayushmaan / YumDum / Total Joy brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,,medium
21,DJP1020,DJ-FOO-0021,Sabji Masala (100g),What is the pack size?,This specific item comes in a 100g pack size.,dosage,10,Various Documents,,medium
21,DJP1020,DJ-FOO-0021,Sabji Masala (100g),Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,,medium
22,DJP1021,DJ-FOO-0022,New Total Joy Rice Bran Oil (1 Litre),What is New Total Joy Rice Bran Oil (1 Litre)?,"New Total Joy Rice Bran Oil (1 Litre) is a product under the FOOD PRODUCTS category, offered by the brand Total Joy.",general_info,1,Various Documents,,medium
22,DJP1021,DJ-FOO-0022,New Total Joy Rice Bran Oil (1 Litre),What is the price and business volume (BV) for New Total Joy Rice Bran Oil (1 Litre)?,"The MRP is ₹299.0, Distributor Price (DP) is ₹235.0, and the Business Volume (BV) is 24.0.",pricing,2,Various Documents,,high
22,DJP1021,DJ-FOO-0022,New Total Joy Rice Bran Oil (1 Litre),Who should use this?,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",usage,3,Various Documents,,medium
22,DJP1021,DJ-FOO-0022,New Total Joy Rice Bran Oil (1 Litre),Is this product organic?,"Aayushmaan and YumDum products emphasize pure, authentic ingredients. Please check the specific packaging for organic certification.",general_info,4,Various Documents,,medium
22,DJP1021,DJ-FOO-0022,New Total Joy Rice Bran Oil (1 Litre),How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,,low
22,DJP1021,DJ-FOO-0022,New Total Joy Rice Bran Oil (1 Litre),What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,,low
22,DJP1021,DJ-FOO-0022,New Total Joy Rice Bran Oil (1 Litre),What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,,low
22,DJP1021,DJ-FOO-0022,New Total Joy Rice Bran Oil (1 Litre),Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,,low
22,DJP1021,DJ-FOO-0022,New Total Joy Rice Bran Oil (1 Litre),How does it compare to other FOOD PRODUCTS products?,This product is uniquely formulated under the Total Joy brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,,medium
22,DJP1021,DJ-FOO-0022,New Total Joy Rice Bran Oil (1 Litre),What is the pack size?,This specific item comes in a 1 Litre pack size.,dosage,10,Various Documents,,medium
22,DJP1021,DJ-FOO-0022,New Total Joy Rice Bran Oil (1 Litre),Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,,medium
23,DJP1022,DJ-FOO-0023,Total Joy Rice Bran Oil (2 Litre),What is Total Joy Rice Bran Oil (2 Litre)?,"Total Joy Rice Bran Oil (2 Litre) is a product under the FOOD PRODUCTS category, offered by the brand Total Joy.",general_info,1,Various Documents,,medium
23,DJP1022,DJ-FOO-0023,Total Joy Rice Bran Oil (2 Litre),What is the price and business volume (BV) for Total Joy Rice Bran Oil (2 Litre)?,"The MRP is ₹599.0, Distributor Price (DP) is ₹470.0, and the Business Volume (BV) is 40.0.",pricing,2,Various Documents,,high
23,DJP1022,DJ-FOO-0023,Total Joy Rice Bran Oil (2 Litre),Who should use this?,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",usage,3,Various Documents,,medium
23,DJP1022,DJ-FOO-0023,Total Joy Rice Bran Oil (2 Litre),Is this product organic?,"Aayushmaan and YumDum products emphasize pure, authentic ingredients. Please check the specific packaging for organic certification.",general_info,4,Various Documents,,medium
23,DJP1022,DJ-FOO-0023,Total Joy Rice Bran Oil (2 Litre),How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,,low
23,DJP1022,DJ-FOO-0023,Total Joy Rice Bran Oil (2 Litre),What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,,low
23,DJP1022,DJ-FOO-0023,Total Joy Rice Bran Oil (2 Litre),What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,,low
23,DJP1022,DJ-FOO-0023,Total Joy Rice Bran Oil (2 Litre),Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,,low
23,DJP1022,DJ-FOO-0023,Total Joy Rice Bran Oil (2 Litre),How does it compare to other FOOD PRODUCTS products?,This product is uniquely formulated under the Total Joy brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,,medium
23,DJP1022,DJ-FOO-0023,Total Joy Rice Bran Oil (2 Litre),What is the pack size?,This specific item comes in a 2 Litre pack size.,dosage,10,Various Documents,,medium
23,DJP1022,DJ-FOO-0023,Total Joy Rice Bran Oil (2 Litre),Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,,medium
24,DJP1023,DJ-FOO-0024,Veg Biryani with Shahi Gravy,What is Veg Biryani with Shahi Gravy?,"Veg Biryani with Shahi Gravy is a product under the FOOD PRODUCTS category, offered by the brand Aayushmaan / YumDum / Total Joy.",general_info,1,Various Documents,,medium
24,DJP1023,DJ-FOO-0024,Veg Biryani with Shahi Gravy,What is the price and business volume (BV) for Veg Biryani with Shahi Gravy?,"The MRP is ₹199.0, Distributor Price (DP) is ₹135.0, and the Business Volume (BV) is 17.0.",pricing,2,Various Documents,,high
24,DJP1023,DJ-FOO-0024,Veg Biryani with Shahi Gravy,Who should use this?,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",usage,3,Various Documents,,medium
24,DJP1023,DJ-FOO-0024,Veg Biryani with Shahi Gravy,Is this product organic?,"Aayushmaan and YumDum products emphasize pure, authentic ingredients. Please check the specific packaging for organic certification.",general_info,4,Various Documents,,medium
24,DJP1023,DJ-FOO-0024,Veg Biryani with Shahi Gravy,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,,low
24,DJP1023,DJ-FOO-0024,Veg Biryani with Shahi Gravy,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,,low
24,DJP1023,DJ-FOO-0024,Veg Biryani with Shahi Gravy,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,,low
24,DJP1023,DJ-FOO-0024,Veg Biryani with Shahi Gravy,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,,low
24,DJP1023,DJ-FOO-0024,Veg Biryani with Shahi Gravy,How does it compare to other FOOD PRODUCTS products?,This product is uniquely formulated under the Aayushmaan / YumDum / Total Joy brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,,medium
24,DJP1023,DJ-FOO-0024,Veg Biryani with Shahi Gravy,What is the pack size?,This specific item comes in a nan pack size.,dosage,10,Various Documents,,medium
24,DJP1023,DJ-FOO-0024,Veg Biryani with Shahi Gravy,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,,medium
25,DJP1024,DJ-FOO-0025,Poha with Bhujia,What is Poha with Bhujia?,"Poha with Bhujia is a product under the FOOD PRODUCTS category, offered by the brand Aayushmaan / YumDum / Total Joy.",general_info,1,Various Documents,,medium
25,DJP1024,DJ-FOO-0025,Poha with Bhujia,What is the price and business volume (BV) for Poha with Bhujia?,"The MRP is ₹99.0, Distributor Price (DP) is ₹67.0, and the Business Volume (BV) is 9.0.",pricing,2,Various Documents,,high
25,DJP1024,DJ-FOO-0025,Poha with Bhujia,Who should use this?,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",usage,3,Various Documents,,medium
25,DJP1024,DJ-FOO-0025,Poha with Bhujia,Is this product organic?,"Aayushmaan and YumDum products emphasize pure, authentic ingredients. Please check the specific packaging for organic certification.",general_info,4,Various Documents,,medium
25,DJP1024,DJ-FOO-0025,Poha with Bhujia,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,,low
25,DJP1024,DJ-FOO-0025,Poha with Bhujia,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,,low
25,DJP1024,DJ-FOO-0025,Poha with Bhujia,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,,low
25,DJP1024,DJ-FOO-0025,Poha with Bhujia,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,,low
25,DJP1024,DJ-FOO-0025,Poha with Bhujia,How does it compare to other FOOD PRODUCTS products?,This product is uniquely formulated under the Aayushmaan / YumDum / Total Joy brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,,medium
25,DJP1024,DJ-FOO-0025,Poha with Bhujia,What is the pack size?,This specific item comes in a nan pack size.,dosage,10,Various Documents,,medium
25,DJP1024,DJ-FOO-0025,Poha with Bhujia,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,,medium
26,DJP1025,DJ-FOO-0026,Upma with Bhujia,What is Upma with Bhujia?,"Upma with Bhujia is a product under the FOOD PRODUCTS category, offered by the brand Aayushmaan / YumDum / Total Joy.",general_info,1,Various Documents,,medium
26,DJP1025,DJ-FOO-0026,Upma with Bhujia,What is the price and business volume (BV) for Upma with Bhujia?,"The MRP is ₹99.0, Distributor Price (DP) is ₹71.0, and the Business Volume (BV) is 9.0.",pricing,2,Various Documents,,high
26,DJP1025,DJ-FOO-0026,Upma with Bhujia,Who should use this?,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",usage,3,Various Documents,,medium
26,DJP1025,DJ-FOO-0026,Upma with Bhujia,Is this product organic?,"Aayushmaan and YumDum products emphasize pure, authentic ingredients. Please check the specific packaging for organic certification.",general_info,4,Various Documents,,medium
26,DJP1025,DJ-FOO-0026,Upma with Bhujia,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,,low
26,DJP1025,DJ-FOO-0026,Upma with Bhujia,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,,low
26,DJP1025,DJ-FOO-0026,Upma with Bhujia,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,,low
26,DJP1025,DJ-FOO-0026,Upma with Bhujia,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,,low
26,DJP1025,DJ-FOO-0026,Upma with Bhujia,How does it compare to other FOOD PRODUCTS products?,This product is uniquely formulated under the Aayushmaan / YumDum / Total Joy brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,,medium
26,DJP1025,DJ-FOO-0026,Upma with Bhujia,What is the pack size?,This specific item comes in a nan pack size.,dosage,10,Various Documents,,medium
26,DJP1025,DJ-FOO-0026,Upma with Bhujia,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,,medium
27,DJP1026,DJ-PER-0027,Anti Pollution Face Wash (150ml),What is Anti Pollution Face Wash (150ml)?,"Anti Pollution Face Wash (150ml) is a product under the PERSONAL CARE category, offered by the brand Wild Muse.",general_info,1,Various Documents,,medium
27,DJP1026,DJ-PER-0027,Anti Pollution Face Wash (150ml),What is the price and business volume (BV) for Anti Pollution Face Wash (150ml)?,"The MRP is ₹249.0, Distributor Price (DP) is ₹165.0, and the Business Volume (BV) is 50.0.",pricing,2,Various Documents,,high
27,DJP1026,DJ-PER-0027,Anti Pollution Face Wash (150ml),Who is this suitable for?,"Suitable for anyone looking for natural, high-quality personal care products. Always perform a patch test if you have sensitive skin.",usage,3,Various Documents,,medium
27,DJP1026,DJ-PER-0027,Anti Pollution Face Wash (150ml),Is this safe for sensitive skin?,"While made with natural-inspired ingredients, please consult the ingredient list or perform a patch test to ensure it is suitable for your skin.",safety,4,Various Documents,,medium
27,DJP1026,DJ-PER-0027,Anti Pollution Face Wash (150ml),How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,,low
27,DJP1026,DJ-PER-0027,Anti Pollution Face Wash (150ml),What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,,low
27,DJP1026,DJ-PER-0027,Anti Pollution Face Wash (150ml),What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,,low
27,DJP1026,DJ-PER-0027,Anti Pollution Face Wash (150ml),Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,,low
27,DJP1026,DJ-PER-0027,Anti Pollution Face Wash (150ml),How does it compare to other PERSONAL CARE products?,This product is uniquely formulated under the Wild Muse brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,,medium
27,DJP1026,DJ-PER-0027,Anti Pollution Face Wash (150ml),What is the pack size?,This specific item comes in a 150ml pack size.,dosage,10,Various Documents,,medium
27,DJP1026,DJ-PER-0027,Anti Pollution Face Wash (150ml),Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,,medium
28,DJP1027,DJ-PER-0028,Anti Pollution Aloevera Face Wash (100ml),What is Anti Pollution Aloevera Face Wash (100ml)?,"Anti Pollution Aloevera Face Wash (100ml) is a product under the PERSONAL CARE category, offered by the brand Wild Muse.",general_info,1,Various Documents,,medium
28,DJP1027,DJ-PER-0028,Anti Pollution Aloevera Face Wash (100ml),What is the price and business volume (BV) for Anti Pollution Aloevera Face Wash (100ml)?,"The MRP is ₹135.0, Distributor Price (DP) is ₹94.0, and the Business Volume (BV) is 23.0.",pricing,2,Various Documents,,high
28,DJP1027,DJ-PER-0028,Anti Pollution Aloevera Face Wash (100ml),Who is this suitable for?,"Suitable for anyone looking for natural, high-quality personal care products. Always perform a patch test if you have sensitive skin.",usage,3,Various Documents,,medium
28,DJP1027,DJ-PER-0028,Anti Pollution Aloevera Face Wash (100ml),Is this safe for sensitive skin?,"While made with natural-inspired ingredients, please consult the ingredient list or perform a patch test to ensure it is suitable for your skin.",safety,4,Various Documents,,medium
28,DJP1027,DJ-PER-0028,Anti Pollution Aloevera Face Wash (100ml),How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,,low
28,DJP1027,DJ-PER-0028,Anti Pollution Aloevera Face Wash (100ml),What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,,low
28,DJP1027,DJ-PER-0028,Anti Pollution Aloevera Face Wash (100ml),What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,,low
28,DJP1027,DJ-PER-0028,Anti Pollution Aloevera Face Wash (100ml),Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,,low
28,DJP1027,DJ-PER-0028,Anti Pollution Aloevera Face Wash (100ml),How does it compare to other PERSONAL CARE products?,This product is uniquely formulated under the Wild Muse brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,,medium
28,DJP1027,DJ-PER-0028,Anti Pollution Aloevera Face Wash (100ml),What is the pack size?,This specific item comes in a 100ml pack size.,dosage,10,Various Documents,,medium
28,DJP1027,DJ-PER-0028,Anti Pollution Aloevera Face Wash (100ml),Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,,medium
29,DJP1028,DJ-PER-0029,Aloevera Gel (100g),What is Aloevera Gel (100g)?,"Aloevera Gel (100g) is a product under the PERSONAL CARE category, offered by the brand Wild Muse.",general_info,1,Various Documents,,medium
29,DJP1028,DJ-PER-0029,Aloevera Gel (100g),What is the price and business volume (BV) for Aloevera Gel (100g)?,"The MRP is ₹150.0, Distributor Price (DP) is ₹115.0, and the Business Volume (BV) is 36.0.",pricing,2,Various Documents,,high
29,DJP1028,DJ-PER-0029,Aloevera Gel (100g),Who is this suitable for?,"Suitable for anyone looking for natural, high-quality personal care products. Always perform a patch test if you have sensitive skin.",usage,3,Various Documents,,medium
29,DJP1028,DJ-PER-0029,Aloevera Gel (100g),Is this safe for sensitive skin?,"While made with natural-inspired ingredients, please consult the ingredient list or perform a patch test to ensure it is suitable for your skin.",safety,4,Various Documents,,medium
29,DJP1028,DJ-PER-0029,Aloevera Gel (100g),How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,,low
29,DJP1028,DJ-PER-0029,Aloevera Gel (100g),What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,,low
29,DJP1028,DJ-PER-0029,Aloevera Gel (100g),What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,,low
29,DJP1028,DJ-PER-0029,Aloevera Gel (100g),Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,,low
29,DJP1028,DJ-PER-0029,Aloevera Gel (100g),How does it compare to other PERSONAL CARE products?,This product is uniquely formulated under the Wild Muse brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,,medium
29,DJP1028,DJ-PER-0029,Aloevera Gel (100g),What is the pack size?,This specific item comes in a 100g pack size.,dosage,10,Various Documents,,medium
29,DJP1028,DJ-PER-0029,Aloevera Gel (100g),Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,,medium
30,DJP1029,DJ-PER-0030,BR Rich Oil (200ml),What is BR Rich Oil (200ml)?,"BR Rich Oil (200ml) is a product under the PERSONAL CARE category, offered by the brand Wild Muse.",general_info,1,Various Documents,,medium
30,DJP1029,DJ-PER-0030,BR Rich Oil (200ml),What is the price and business volume (BV) for BR Rich Oil (200ml)?,"The MRP is ₹249.0, Distributor Price (DP) is ₹165.0, and the Business Volume (BV) is 44.0.",pricing,2,Various Documents,,high
30,DJP1029,DJ-PER-0030,BR Rich Oil (200ml),Who is this suitable for?,"Suitable for anyone looking for natural, high-quality personal care products. Always perform a patch test if you have sensitive skin.",usage,3,Various Documents,,medium
30,DJP1029,DJ-PER-0030,BR Rich Oil (200ml),Is this safe for sensitive skin?,"While made with natural-inspired ingredients, please consult the ingredient list or perform a patch test to ensure it is suitable for your skin.",safety,4,Various Documents,,medium
30,DJP1029,DJ-PER-0030,BR Rich Oil (200ml),How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,,low
30,DJP1029,DJ-PER-0030,BR Rich Oil (200ml),What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,,low
30,DJP1029,DJ-PER-0030,BR Rich Oil (200ml),What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,,low
30,DJP1029,DJ-PER-0030,BR Rich Oil (200ml),Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,,low
30,DJP1029,DJ-PER-0030,BR Rich Oil (200ml),How does it compare to other PERSONAL CARE products?,This product is uniquely formulated under the Wild Muse brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,,medium
30,DJP1029,DJ-PER-0030,BR Rich Oil (200ml),What is the pack size?,This specific item comes in a 200ml pack size.,dosage,10,Various Documents,,medium
30,DJP1029,DJ-PER-0030,BR Rich Oil (200ml),Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,,medium
31,DJP1030,DJ-PER-0031,Daily Care Cream (60g),What is Daily Care Cream (60g)?,"Daily Care Cream (60g) is a product under the PERSONAL CARE category, offered by the brand Wild Muse.",general_info,1,Various Documents,,medium
31,DJP1030,DJ-PER-0031,Daily Care Cream (60g),What is the price and business volume (BV) for Daily Care Cream (60g)?,"The MRP is ₹149.0, Distributor Price (DP) is ₹95.0, and the Business Volume (BV) is 30.0.",pricing,2,Various Documents,,high
31,DJP1030,DJ-PER-0031,Daily Care Cream (60g),Who is this suitable for?,"Suitable for anyone looking for natural, high-quality personal care products. Always perform a patch test if you have sensitive skin.",usage,3,Various Documents,,medium
31,DJP1030,DJ-PER-0031,Daily Care Cream (60g),Is this safe for sensitive skin?,"While made with natural-inspired ingredients, please consult the ingredient list or perform a patch test to ensure it is suitable for your skin.",safety,4,Various Documents,,medium
31,DJP1030,DJ-PER-0031,Daily Care Cream (60g),How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,,low
31,DJP1030,DJ-PER-0031,Daily Care Cream (60g),What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,,low
31,DJP1030,DJ-PER-0031,Daily Care Cream (60g),What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,,low
31,DJP1030,DJ-PER-0031,Daily Care Cream (60g),Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,,low
31,DJP1030,DJ-PER-0031,Daily Care Cream (60g),How does it compare to other PERSONAL CARE products?,This product is uniquely formulated under the Wild Muse brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,,medium
31,DJP1030,DJ-PER-0031,Daily Care Cream (60g),What is the pack size?,This specific item comes in a 60g pack size.,dosage,10,Various Documents,,medium
31,DJP1030,DJ-PER-0031,Daily Care Cream (60g),Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,,medium
32,DJP1031,DJ-PER-0032,Luxury Saffron Soap (100g),What is Luxury Saffron Soap (100g)?,"Luxury Saffron Soap (100g) is a product under the PERSONAL CARE category, offered by the brand Wild Muse.",general_info,1,Various Documents,,medium
32,DJP1031,DJ-PER-0032,Luxury Saffron Soap (100g),What is the price and business volume (BV) for Luxury Saffron Soap (100g)?,"The MRP is ₹125.0, Distributor Price (DP) is ₹82.0, and the Business Volume (BV) is 20.0.",pricing,2,Various Documents,,high
32,DJP1031,DJ-PER-0032,Luxury Saffron Soap (100g),Who is this suitable for?,"Suitable for anyone looking for natural, high-quality personal care products. Always perform a patch test if you have sensitive skin.",usage,3,Various Documents,,medium
32,DJP1031,DJ-PER-0032,Luxury Saffron Soap (100g),Is this safe for sensitive skin?,"While made with natural-inspired ingredients, please consult the ingredient list or perform a patch test to ensure it is suitable for your skin.",safety,4,Various Documents,,medium
32,DJP1031,DJ-PER-0032,Luxury Saffron Soap (100g),How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,,low
32,DJP1031,DJ-PER-0032,Luxury Saffron Soap (100g),What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,,low
32,DJP1031,DJ-PER-0032,Luxury Saffron Soap (100g),What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,,low
32,DJP1031,DJ-PER-0032,Luxury Saffron Soap (100g),Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,,low
32,DJP1031,DJ-PER-0032,Luxury Saffron Soap (100g),How does it compare to other PERSONAL CARE products?,This product is uniquely formulated under the Wild Muse brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,,medium
32,DJP1031,DJ-PER-0032,Luxury Saffron Soap (100g),What is the pack size?,This specific item comes in a 100g pack size.,dosage,10,Various Documents,,medium
32,DJP1031,DJ-PER-0032,Luxury Saffron Soap (100g),Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,,medium
33,DJP1032,DJ-PER-0033,Ecofriendly Toothbrush (Pack of 2),What is Ecofriendly Toothbrush (Pack of 2)?,"Ecofriendly Toothbrush (Pack of 2) is a product under the PERSONAL CARE category, offered by the brand Wild Muse.",general_info,1,Various Documents,,medium
33,DJP1032,DJ-PER-0033,Ecofriendly Toothbrush (Pack of 2),What is the price and business volume (BV) for Ecofriendly Toothbrush (Pack of 2)?,"The MRP is ₹149.0, Distributor Price (DP) is ₹100.0, and the Business Volume (BV) is 30.0.",pricing,2,Various Documents,,high
33,DJP1032,DJ-PER-0033,Ecofriendly Toothbrush (Pack of 2),Who is this suitable for?,"Suitable for anyone looking for natural, high-quality personal care products. Always perform a patch test if you have sensitive skin.",usage,3,Various Documents,,medium
33,DJP1032,DJ-PER-0033,Ecofriendly Toothbrush (Pack of 2),Is this safe for sensitive skin?,"While made with natural-inspired ingredients, please consult the ingredient list or perform a patch test to ensure it is suitable for your skin.",safety,4,Various Documents,,medium
33,DJP1032,DJ-PER-0033,Ecofriendly Toothbrush (Pack of 2),How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,,low
33,DJP1032,DJ-PER-0033,Ecofriendly Toothbrush (Pack of 2),What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,,low
33,DJP1032,DJ-PER-0033,Ecofriendly Toothbrush (Pack of 2),What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,,low
33,DJP1032,DJ-PER-0033,Ecofriendly Toothbrush (Pack of 2),Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,,low
33,DJP1032,DJ-PER-0033,Ecofriendly Toothbrush (Pack of 2),How does it compare to other PERSONAL CARE products?,This product is uniquely formulated under the Wild Muse brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,,medium
33,DJP1032,DJ-PER-0033,Ecofriendly Toothbrush (Pack of 2),What is the pack size?,This specific item comes in a Pack of 2 pack size.,dosage,10,Various Documents,,medium
33,DJP1032,DJ-PER-0033,Ecofriendly Toothbrush (Pack of 2),Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,,medium
34,DJP1033,DJ-PER-0034,HerboSmile Herbal Toothpaste (100g),What is HerboSmile Herbal Toothpaste (100g)?,"HerboSmile Herbal Toothpaste (100g) is a product under the PERSONAL CARE category, offered by the brand Wild Muse.",general_info,1,Various Documents,,medium
34,DJP1033,DJ-PER-0034,HerboSmile Herbal Toothpaste (100g),What is the price and business volume (BV) for HerboSmile Herbal Toothpaste (100g)?,"The MRP is ₹125.0, Distributor Price (DP) is ₹82.0, and the Business Volume (BV) is 20.0.",pricing,2,Various Documents,,high
