product_code,sku,product_name,brand,category,subcategory,pack_size,pack_size_confidence,mrp,distributor_price,bv,pv,pricing_confidence,source_document_id,source_version,approval_status,effective_from,effective_to,missing_fields_count,risk_level
DJP1117,DJ-HOM-0118,Liquid Detergent (1Ltr.),,,,1Ltr.,verified_from_name_or_source,449.0,370.0,74.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1118,DJ-HOM-0119,All in 1 Surface Cleaner (500ml),,,,500ml,verified_from_name_or_source,179.0,140.0,27.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1119,DJ-CLO-0120,Premium Suit Length (Black),,,,1 unit,verified_from_name_or_source,10000.0,5999.0,2800.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1120,DJ-CLO-0121,Designer Mask (Pack of 5),,,,5,verified_from_name_or_source,220.0,180.0,55.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1121,DJ-CLO-0122,Dayjoy Necktie,,,,1 unit,verified_from_name_or_source,499.0,299.0,50.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1122,DJ-CLO-0123,"T-shirt New Design (L, M, XL)",,,,"L, M, XL",verified_from_name_or_source,699.0,599.0,100.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1123,DJ-AGR-0124,Happy Soil - Humic (500ml),,,,500ml,verified_from_name_or_source,849.0,575.0,200.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1124,DJ-AGR-0125,Nano Tech-19 (500ml),,,,500ml,verified_from_name_or_source,1499.0,949.0,425.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1125,DJ-AGR-0126,Nano Tech-46 (500ml),,,,500ml,verified_from_name_or_source,1499.0,949.0,425.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1126,DJ-AGR-0127,Nano Tech-50 (500ml),,,,500ml,verified_from_name_or_source,1499.0,949.0,425.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1127,DJ-AGR-0128,Nano Tech-52 (500ml),,,,500ml,verified_from_name_or_source,1499.0,949.0,425.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1128,DJ-AGR-0129,Prosperous+ (1 L),,,,1 L,verified_from_name_or_source,1499.0,999.0,340.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1129,DJ-AGR-0130,Prosperous+ Tablets,,,,not stated,unverified,1049.0,599.0,310.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1130,DJ-AGR-0131,Joy-O-Zyme (500ml),,,,500ml,verified_from_name_or_source,1499.0,949.0,335.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1131,DJ-AGR-0132,JoySpread 80+ Gold (250ml),,,,250ml,verified_from_name_or_source,499.0,329.0,75.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1132,DJ-AGR-0133,JoySpread 80+ Gold (100ml),,,,100ml,verified_from_name_or_source,249.0,155.0,37.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1133,DJ-AGR-0134,JoyGrow 2X (Granules) (2kg),,,,2kg,verified_from_name_or_source,999.0,499.0,180.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1134,DJ-AGR-0135,JoyProtect (500ml),,,,500ml,verified_from_name_or_source,1499.0,949.0,390.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1135,DJ-AGR-0136,JoyCalcium (2 Litre),,,,2 L,verified_from_name_or_source,1049.0,699.0,250.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1136,DJ-GER-0137,Bio-Germanium & Magnetic Mattress,,,,1 unit,verified_from_name_or_source,15000.0,9999.0,4250.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1137,DJ-GER-0138,Bio-Germanium & Magnetic Mattress (Pack of 2),,,,2,verified_from_name_or_source,30000.0,14999.0,5000.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1138,DJ-AQU-0139,Aqua Energiser (Pack of 3),,,,3,verified_from_name_or_source,9000.0,5499.0,2500.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1139,DJ-AQU-0140,Aqua Energiser (Single),,,,1 unit,verified_from_name_or_source,3499.0,2000.0,1100.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1140,DJ-AQU-0141,New Perfect-Ion,,,,1 unit,verified_from_name_or_source,23999.0,14999.0,5000.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1141,DJ-AQU-0142,Perfect-Ion Testing Solutions,,,,1 set,verified_from_name_or_source,1399.0,699.0,280.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1142,DJ-AQU-0143,Perfect-Ion Leaflets (Set of 25),,,,25,verified_from_name_or_source,36.0,36.0,0.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1143,DJ-AQU-0144,Perfect-Ion Leaflets (Set of 50),,,,50,verified_from_name_or_source,66.0,66.0,0.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1144,DJ-AQU-0145,N-SF 9.5 Mineraliser,,,,1 unit,verified_from_name_or_source,1999.0,1499.0,450.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1145,DJ-AQU-0146,N-SF 10.5 Mineraliser,,,,1 unit,verified_from_name_or_source,1999.0,1499.0,450.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1146,DJ-PRO-0147,Dayjoy Diary,,,,1 unit,verified_from_name_or_source,299.0,275.0,0.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1147,DJ-PRO-0148,Dayjoy Leather Bag,,,,1 unit,verified_from_name_or_source,2999.0,1599.0,550.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1148,DJ-PRO-0149,Dayjoy Cap,,,,1 unit,verified_from_name_or_source,95.0,95.0,0.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1149,DJ-PRO-0150,Dayjoy Mug,,,,1 unit,verified_from_name_or_source,125.0,125.0,0.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1150,DJ-PRO-0151,Dayjoy Bike Sticker,,,,1 unit,verified_from_name_or_source,20.0,20.0,0.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1151,DJ-PRO-0152,Dayjoy Car Sticker,,,,1 unit,verified_from_name_or_source,40.0,40.0,0.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1152,DJ-PRO-0153,Dayjoy Pin,,,,1 unit,verified_from_name_or_source,150.0,150.0,0.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1153,DJ-PRO-0154,Dayjoy Backpack Bag,,,,1 unit,verified_from_name_or_source,1100.0,1100.0,0.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1154,DJ-PRO-0155,New Dayjoy Product Brochure (Hindi),,,,1 copy,verified_from_name_or_source,250.0,250.0,0.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1155,DJ-PRO-0156,New Dayjoy Product Brochure (English),,,,1 copy,verified_from_name_or_source,250.0,250.0,0.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1156,DJ-PRO-0157,New Dayjoy Product Brochure (Telugu),,,,1 copy,verified_from_name_or_source,250.0,250.0,0.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1157,DJ-PRO-0158,Product Leaflets (Set of 48 Leaflets),,,,48,verified_from_name_or_source,130.0,130.0,0.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1158,DJ-PRO-0159,Hindi One-Page Compensation Plan (Set of 25 Leaflets),,,,25,verified_from_name_or_source,75.0,75.0,0.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1159,DJ-PRO-0160,English One-Page Compensation Plan (Set of 25 Leaflets),,,,25,verified_from_name_or_source,75.0,75.0,0.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1160,DJ-PRO-0161,Hindi One-Page Compensation Plan (Set of 50 Leaflets),,,,50,verified_from_name_or_source,135.0,135.0,0.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1161,DJ-PRO-0162,English One-Page Compensation Plan (Set of 50 Leaflets),,,,50,verified_from_name_or_source,135.0,135.0,0.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1162,DJ-PRO-0163,Dayjoy Business Planner Book (Hindi),,,,1 book,verified_from_name_or_source,250.0,250.0,0.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1163,DJ-PRO-0164,Dayjoy Business Planner Book (English),,,,1 book,verified_from_name_or_source,250.0,250.0,0.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1164,DJ-COM-0165,STANDARD PACKAGE,,,,1 package,verified_from_name_or_source,10997.0,5499.0,2500.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1165,DJ-COM-0166,PREMIUM PACKAGE,,,,1 package,verified_from_name_or_source,17592.0,10499.0,5000.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1166,DJ-COM-0167,ELITE PACKAGE,,,,1 package,verified_from_name_or_source,28286.0,15999.0,7500.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1167,DJ-COM-0168,AGRI PRO PACKAGE,,,,1 package,verified_from_name_or_source,29076.0,22650.0,10000.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1168,DJ-COM-0169,AGRI STARTER PACKAGE,,,,1 package,verified_from_name_or_source,15587.0,11499.0,5000.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
DJP1169,DJ-COM-0170,LEGEND PACKAGE,,,,1 package,verified_from_name_or_source,27687.0,18999.0,10000.0,,verified_price_list,India-BV-Price-May-2026 + approved Dayjoy sources,2026-05-05,approved,2026-05-05,,0,low
