product_id,sku,product_name,brand,category,sub_category,manufacturer,country,pack_size,pack_size_alt_formatting,unit,mrp,dp,bv,pv,currency,price_effective_date,pricing_confidence,ingredients,benefits,features,usage,dosage,warnings,storage,target_customer,related_products,alternative_products,cross_sell_products,frequently_bought_together,certifications,search_keywords,faqs,contraindications,description,faq_ids,image_ids,similar_product_ids,related_product_ids,source_document_id,content_source_document,source_version,approval_status,effective_from,effective_to,content_extraction_status,content_confidence,missing_pricing_governance_fields_count,missing_content_fields_count,pricing_risk_level,content_risk_level,verification_status,confidence,last_verified
DJP1038,DJ-PER-0039,Milk Bath Soap (100g),Wild Muse,PERSONAL CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,100g,100g,,75.0,52.0,9.0,9.0,INR,2026-05-05,verified_price_list,,"Anti-Aging Properties, Non-Irritating Formula, Deeply Moisturizes Skin, Rich In Essential Nutrients.",,,,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1039,DJ-PER-0040,Milk Bath Soap (Pack of 3) (100g),Wild Muse,PERSONAL CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,100g,100g,,225.0,150.0,25.0,25.0,INR,2026-05-05,verified_price_list,Milk (78% TFM),"Anti-Aging Properties, Non-Irritating Formula, Deeply Moisturizes Skin, Rich In Essential Nutrients.",,,Regular use,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1040,DJ-PER-0041,Neem & Tulsi Herbal Soap (100g) (Pack of 3),Wild Muse,PERSONAL CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,100g,Pack of 3,,147.0,107.0,19.0,19.0,INR,2026-05-05,verified_price_list,,"Natural Detoxification, Fights Acne & Pimples, Moisturizes & Hydrates, Gentle on Sensitive Skin.",,,Regular use,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1041,DJ-PER-0042,Regain Aloevera Shampoo (300ml),Wild Muse,PERSONAL CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,300ml,300ml,,349.0,245.0,76.0,76.0,INR,2026-05-05,verified_price_list,Aloe Vera,Reduces hair fall; balances scalp oil; hair growth; strengthens follicles,,,Regular use,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,,,0,4,low,high,approved,verified_price_list | nan,2026-05-05
DJP1042,DJ-PER-0043,Sandalwood & Shahi Gulab Body Lotion (150ml),Wild Muse,PERSONAL CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,150ml,150ml,,249.0,169.0,56.0,56.0,INR,2026-05-05,verified_price_list,,,,,,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,,2026-05-05,approved,2026-05-05,,,,0,4,low,high,approved,verified_price_list | nan,2026-05-05
DJP1043,DJ-PER-0044,Sanitary Pad (XL) (Pack of 10),Wild Muse,PERSONAL CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,10,Pack of 10,,249.0,130.0,40.0,40.0,INR,2026-05-05,verified_price_list,"Organic cotton, biodegradable gel core","8-Layer Gel Technology locks in fluid and neutralizes odors, Ultra-soft surface for instant dry feel, Breathable Base Layer.",,,As needed,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1044,DJ-PER-0045,Sanitary Pad (XXL) (Pack of 10),Wild Muse,PERSONAL CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,10,Pack of 10,,275.0,150.0,45.0,45.0,INR,2026-05-05,verified_price_list,"Organic cotton, biodegradable gel core","8-Layer Gel Technology locks in fluid and neutralizes odors, Ultra-soft surface for instant dry feel, Breathable Base Layer.",,,As needed,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1045,DJ-PER-0046,Seabuckthron Facial Kit (30g) (Pack of 6),Wild Muse,PERSONAL CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,30g,Pack of 6,,1349.0,799.0,290.0,290.0,INR,2026-05-05,verified_price_list,Sea Buckthorn,"Soothes and calms, Hydrates and nourishes, Repairs and rejuvenates skin, Brightens and evens skin tone.",,"6-step process including Cleanser, Scrub, Massage Gel, Massage Cream, Face Pack, and Facial Fluid.",6-step routine,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1046,DJ-PER-0047,Seabuckthron Cleanser (30g),Wild Muse,PERSONAL CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,30g,30g,,225.0,145.0,52.0,52.0,INR,2026-05-05,verified_price_list,,"Balances Skin's Natural Oils, Supports a Healthy Skin Barrier, Deep Cleansing Without Drying.",,,,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1047,DJ-PER-0048,Seabuckthron Scrub (30g),Wild Muse,PERSONAL CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,30g,30g,,225.0,145.0,52.0,52.0,INR,2026-05-05,verified_price_list,,"Refines Skin Texture, Brightens and Revives, Soothes Sensitive Skin, Promotes Skin Renewal.",,,,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1048,DJ-PER-0049,Seabuckthron Massage Gel (30g),Wild Muse,PERSONAL CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,30g,30g,,225.0,145.0,52.0,52.0,INR,2026-05-05,verified_price_list,,"Soothes irritation and calms sensitive skin, Rich in antioxidants to protect against aging, Improves skin elasticity.",,,,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1049,DJ-PER-0050,Seabuckthron Massage Cream (30g),Wild Muse,PERSONAL CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,30g,30g,,225.0,145.0,52.0,52.0,INR,2026-05-05,verified_price_list,,"Deeply Hydrates, Improves Skin Texture, Protects Against Aging, Promotes Skin Elasticity.",,,,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1050,DJ-PER-0051,Seabuckthron Face Pack (30g),Wild Muse,PERSONAL CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,30g,30g,,225.0,145.0,52.0,52.0,INR,2026-05-05,verified_price_list,,"Fights Signs of Aging, Repairs and Revitalizes, Nourishes and Hydrates.",,,,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1051,DJ-PER-0052,Seabuckthron Facial Fluid (10ml),Wild Muse,PERSONAL CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,10ml,10ml,,225.0,145.0,52.0,52.0,INR,2026-05-05,verified_price_list,,"Anti-Aging, Intense Hydration, Brightens and Revitalizes, Protects and Replenishes.",,,,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1052,DJ-PER-0053,Deep Cleansing Face Wash (100ml),Wild Muse,PERSONAL CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,100ml,100ml,,199.0,139.0,48.0,48.0,INR,2026-05-05,verified_price_list,,"Improves Skin Texture, Soothes and Refreshes, Exfoliates Dead Skin Cells, Removes Dirt and Impurities.",,,Regular use,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1053,DJ-PER-0054,Deep Cleansing Facewash (60ml),Wild Muse,PERSONAL CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,60ml,60ml,,125.0,82.0,21.0,21.0,INR,2026-05-05,verified_price_list,,"Improves Skin Texture, Soothes and Refreshes, Exfoliates Dead Skin Cells, Removes Dirt and Impurities.",,,,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1054,DJ-PER-0055,WildMuse Premium Loofah,Wild Muse,PERSONAL CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,1 unit,,,125.0,99.0,36.0,36.0,INR,2026-05-05,verified_price_list,,"Great for Detoxifying, Sustainable and Eco-Friendly, Hypoallergenic and Skin-Safe, Enhances Lathering.",,,Regular use,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1055,DJ-PER-0056,Amla Reetha Sikakai Shampoo (100ml),Wild Muse,PERSONAL CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,100ml,100ml,,130.0,110.0,34.0,34.0,INR,2026-05-05,verified_price_list,"Amla, Reetha, Shikakai, Bhringraj","Helps Strengthen Hair Roots, Supports Healthy Hair Growth, Helps Reduce Hair Fall, Gently Cleanses Scalp & Hair.",,,Regular use,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1056,DJ-PER-0057,Haldi Chandan Facewash (60ml),Wild Muse,PERSONAL CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,60ml,60ml,,85.0,68.0,18.0,18.0,INR,2026-05-05,verified_price_list,"Haldi (Turmeric), Chandan (Sandalwood)","Add rich color, aroma, and flavor to your dishes while supporting digestion and overall wellness. Free from chemicals and additives.",,,Regular use,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1057,DJ-SKI-0058,Face Serum (30ml),Amara Beauty,SKIN CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,30ml,30ml,,699.0,499.0,170.0,170.0,INR,2026-05-05,verified_price_list,"Niacinamide, Hyaluronic Acid, Aloe Vera, Vitamin B5, Green Tea Extract.","Deeply hydrates and plumps skin, fades dark spots and evens out skin tone, refines pores and controls excess oil.",,"Apply 2-3 drops of serum to face and neck, pat into skin. Follow with moisturizer.",2-3 drops twice daily,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1058,DJ-SKI-0059,Gold Facial Kit,Amara Beauty,SKIN CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,1 kit,,,449.0,310.0,100.0,100.0,INR,2026-05-05,verified_price_list,"Hyaluronic Acid, Squalane, Murumuru Butter, Licorice Extract, Witch Hazel, Gold Dust & Vitamin E.","Deeply cleanses and removes impurities, Exfoliates dead skin cells, Hydrates and nourishes the skin.",,"6-step facial treatment: Cleanser, Scrub, Massage Gel, Massage Cream, Face Pack, Serum.",,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1059,DJ-SKI-0060,Sunscreen SPF 50+ (50gm),Amara Beauty,SKIN CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,50gm,50gm,,349.0,299.0,92.0,92.0,INR,2026-05-05,verified_price_list,"Vitamin C, Vitamin E, Glycerin, Zinc Oxide, Aloe Vera.","Protects skin from harmful UVA & UVB rays, helps prevent sun-induced dark spots and tanning, brightens skin.",,Apply evenly on face and neck. Reapply every 2-3 hours.,Daily application,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1060,DJ-SKI-0061,Hydra Max Moisturizer (50gm),Amara Beauty,SKIN CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,50gm,50gm,,449.0,369.0,110.0,110.0,INR,2026-05-05,verified_price_list,"Hyaluronic Acid, Glycerin, Aloe Vera, Panthenol.","Instantly hydrates and refreshes dull, tired skin, soothes and cools with aloe vera, balances oil without clogging pores.",,Apply a small amount to face and neck. Massage gently until fully absorbed.,Apply morning & night,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1061,DJ-SKI-0062,AgeX Anti-Ageing Night Cream (50gm),Amara Beauty,SKIN CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,50gm,50gm,,799.0,599.0,225.0,225.0,INR,2026-05-05,verified_price_list,"Retinol Palmitate, Ceramide-3, Hyaluronic Acid, Niacinamide, Copper Peptides, Vitamin E.","Reduces the appearance of fine lines and wrinkles, Deeply hydrates and plumps the skin overnight, Strengthens the skin barrier.",,Apply evenly on the face and neck. Gently massage in upward circular motions until absorbed. Use every night.,,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1062,DJ-SKI-0063,AcneX Anti-Acne Foaming Cleanser (100ml),Amara Beauty,SKIN CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,100ml,100ml,,399.0,299.0,98.0,98.0,INR,2026-05-05,verified_price_list,"Salicylic Acid 2%, Green Tea Extract 2%, Aloe Vera Extract, Allantoin.","Helps reduce acne, pimples, and blemishes, Removes excess oil and deeply cleanses pores, Soothes redness and irritation.",,"Gently massage onto the face in circular motions, avoiding the eye area. Rinse thoroughly with water.",,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1063,DJ-COL-0064,Amara Beauty Kajal,Amara Beauty,COLOR COSMETICS,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,1 unit,,,299.0,199.0,65.0,65.0,INR,2026-05-05,verified_price_list,"Castor Oil, Carnauba Wax, Aloe Extract, Camphor, Vitamin E, Candelilla Wax.","Smudge-proof and waterproof for up to 12 hours, Enriched with natural, soothing herbal extracts, Non-drying.",,Apply from inner to outer lash line. Layer for intensity.,,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1064,DJ-COL-0065,Amara Beauty Eyeliner,Amara Beauty,COLOR COSMETICS,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,1 unit,,,399.0,299.0,105.0,105.0,INR,2026-05-05,verified_price_list,"Almond Oil, Aloe Vera, Glycerine, Vitamin E, PEG-10 Dimethicone, Carbon Black.","24-hour long stay with an intense matte finish, Ultra-fine tip for sharp, precise application, Quick-drying.",,"Start at the inner corner, glide outward.",,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1065,DJ-HEA-0066,Asthprash (300 grams),Asthprash,HEALTH CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,300 g,300 grams,,2999.0,1499.0,720.0,720.0,INR,2026-05-05,verified_price_list,"Tulsi, Mulethi (Licorice), Kali Mirch (Black Pepper), Adusa (Vasa Patra), Honey.","Cleans lungs from poisonous tar and air pollution, controls asthma and allergy problems, strengthens lung tissue, treats pneumonia, colds & coughs, bronchitis, and infections, boosts immunity, improves digestion.",,,Adults: Take 1 tablespoon (15-20 g) before sleeping. Children: Take 1/2 tablespoon in the morning.,,,Suitable for all age groups,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1066,DJ-HEA-0067,Adicardial (120 Tab),Curind,HEALTH CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,120 tablets,120 Tab,,2099.0,1325.0,620.0,620.0,INR,2026-05-05,verified_price_list,"Ashok, Satavari, Lodhra, Guduchi, Punarnava, Ashvagandha.","Helps regulate menstrual cycles and alleviate related disorders, eases menstrual cramps, abdominal pain, and spasms, supports reproductive system detoxification.",,,1-2 tablets twice daily after a meal.,,,Women,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1067,DJ-HEA-0068,Adicardial Syrup (500ml),Curind,HEALTH CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,500ml,500ml,,1399.0,865.0,400.0,400.0,INR,2026-05-05,verified_price_list,"Ashok, Satavari, Lodhra, Guduchi, Punarnava, Ashvagandha.","Helps regulate menstrual cycles and alleviate related disorders, eases menstrual cramps, abdominal pain, and spasms, supports reproductive system detoxification.",,,Take 2-3 teaspoons (10-15 ml) twice daily.,,,Women,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1068,DJ-HEA-0069,Adila Forte (30 Tab),Curind,HEALTH CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,30 tablets,30 Tab,,1499.0,1030.0,480.0,480.0,INR,2026-05-05,verified_price_list,"Kaunch Beej, Ashwagandha, Shatavari, Gokshura, Shuddha Shilajit.","Helps support stamina, strength, and energy, promotes male vitality and overall wellness, may support healthy mood and performance, helps maintain natural testosterone levels, aids in managing fatigue and boosting confidence.",,,1 tablet with milk 2 hours before the activity.,,,Men,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1069,DJ-HEA-0070,Adila Forte (60 Tab),Curind,HEALTH CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,60 tablets,60 Tab,,2999.0,1875.0,880.0,880.0,INR,2026-05-05,verified_price_list,"Kaunch Beej, Ashwagandha, Shatavari, Gokshura, Shuddha Shilajit.","Helps support stamina, strength, and energy, promotes male vitality and overall wellness, may support healthy mood and performance, helps maintain natural testosterone levels, aids in managing fatigue and boosting confidence.",,,1 tablet with milk 2 hours before the activity.,,,Men,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1070,DJ-HEA-0071,Adilipo (120 Tab),Curind,HEALTH CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,120 tablets,120 Tab,,2699.0,1725.0,840.0,840.0,INR,2026-05-05,verified_price_list,"Arjuna, Guggulu, Lahasun, Pushkarmula, Atasi.","Supports cardiovascular wellness and healthy heart function, helps manage cholesterol and lipid levels, promotes better blood flow and circulation, strengthens heart muscles, rich in antioxidants and Omega-3 for heart protection.",,,Take 1-2 tablets twice daily on an empty stomach in the morning.,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1071,DJ-HEA-0072,Adilipo (60 Tab),Curind,HEALTH CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,60 tablets,60 Tab,,1499.0,950.0,450.0,450.0,INR,2026-05-05,verified_price_list,"Arjuna, Guggulu, Lahasun, Pushkarmula, Atasi.","Supports cardiovascular wellness and healthy heart function, helps manage cholesterol and lipid levels, promotes better blood flow and circulation, strengthens heart muscles, rich in antioxidants and Omega-3 for heart protection.",,,Take 1-2 tablets twice daily on an empty stomach in the morning.,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1072,DJ-HEA-0073,Adiliv (60 Tab),Curind,HEALTH CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,60 tablets,60 Tab,,1199.0,825.0,375.0,375.0,INR,2026-05-05,verified_price_list,"Himsra, Kasani, Arjuna, Punarnava, Bhringaraja, Guduchi.","Promotes healthy liver function and metabolism, supports detoxification and removal of toxins, helps improve digestion and appetite, protects liver cells from oxidative damage.",,,Take 1-2 tablets twice daily on an empty stomach in the morning.,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1073,DJ-HEA-0074,Aloevera with Guava Juice (1L),Curind,HEALTH CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,1L,1L,,1499.0,710.0,285.0,285.0,INR,2026-05-05,verified_price_list,"Aloe Vera, Guava.","Supports digestive health and relieves heartburn, helps detoxify the liver and improve metabolism, boosts immunity.",,,"Drink 1 cup (200-250 ml) daily, preferably on an empty stomach in the morning.",,Store in the refrigerator after opening and consume within a few days.,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
