image_id,sku,product_name,category,brand,image_path,original_filename,match_confidence,caption,alt_text,seo_title,slug
DJ-HEA-0106.webp,DJ-HEA-0106,Super Food Capsule,HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0106.webp,DJ-HEA-0106.webp,exact_match_verified_2026-08-09,Super Food Capsule,Super Food Capsule,Super Food Capsule,dj-hea-0106-super-food-capsule
DJ-HEA-0107.jpg,DJ-HEA-0107,Premium Tulsi Max (30ml),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0107.jpg,DJ-HEA-0107.jpg,exact_match_verified_2026-08-09,Premium Tulsi Max (30ml),Premium Tulsi Max (30ml),Premium Tulsi Max (30ml),dj-hea-0107-premium-tulsi-max-30ml
DJ-HEA-0108.webp,DJ-HEA-0108,Vital Protein Powder (300gm),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0108.webp,DJ-HEA-0108.webp,exact_match_verified_2026-08-09,Vital Protein Powder (300gm),Vital Protein Powder (300gm),Vital Protein Powder (300gm),dj-hea-0108-vital-protein-powder-300gm
DJ-HEA-0109.webp,DJ-HEA-0109,L-Arginine++ - Energy Drink (100g),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0109.webp,DJ-HEA-0109.webp,exact_match_verified_2026-08-09,L-Arginine++ - Energy Drink (100g),L-Arginine++ - Energy Drink (100g),L-Arginine++ - Energy Drink (100g),dj-hea-0109-l-arginine-energy-drink-100g
DJ-HEA-0110.jpeg,DJ-HEA-0110,Ample Meal - Meal Replacement Nutritional Shake (500g),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0110.jpeg,DJ-HEA-0110.jpeg,exact_match_verified_2026-08-09,Ample Meal - Meal Replacement Nutritional Shake (500g),Ample Meal - Meal Replacement Nutritional Shake (500g),Ample Meal - Meal Replacement Nutritional Shake (500g),dj-hea-0110-ample-meal-meal-replacement-nutritional-shake-500g
DJ-HEA-0111.webp,DJ-HEA-0111,JuniorJoy - Kids Nutritional Drink (300g),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0111.webp,DJ-HEA-0111.webp,exact_match_verified_2026-08-09,JuniorJoy - Kids Nutritional Drink (300g),JuniorJoy - Kids Nutritional Drink (300g),JuniorJoy - Kids Nutritional Drink (300g),dj-hea-0111-juniorjoy-kids-nutritional-drink-300g
DJ-HEA-0112.jpeg,DJ-HEA-0112,Kahwa Masala Chai (25 Pcs),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0112.jpeg,DJ-HEA-0112.jpeg,exact_match_verified_2026-08-09,Kahwa Masala Chai (25 Pcs),Kahwa Masala Chai (25 Pcs),Kahwa Masala Chai (25 Pcs),dj-hea-0112-kahwa-masala-chai-25-pcs
DJ-HEA-0113.jpeg,DJ-HEA-0113,Shilajit Gummies (60 Gummies),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0113.jpeg,DJ-HEA-0113.jpeg,exact_match_verified_2026-08-09,Shilajit Gummies (60 Gummies),Shilajit Gummies (60 Gummies),Shilajit Gummies (60 Gummies),dj-hea-0113-shilajit-gummies-60-gummies
DJ-HEA-0114.jpeg,DJ-HEA-0114,Apple Cider Vinegar (3X20 Tablets),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0114.jpeg,DJ-HEA-0114.jpeg,exact_match_verified_2026-08-09,Apple Cider Vinegar (3X20 Tablets),Apple Cider Vinegar (3X20 Tablets),Apple Cider Vinegar (3X20 Tablets),dj-hea-0114-apple-cider-vinegar-3x20-tablets
DJ-HEA-0115.jpeg,DJ-HEA-0115,Marine Collagen (200g),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0115.jpeg,DJ-HEA-0115.jpeg,exact_match_verified_2026-08-09,Marine Collagen (200g),Marine Collagen (200g),Marine Collagen (200g),dj-hea-0115-marine-collagen-200g
DJ-HOM-0116.jpg,DJ-HOM-0116,Dishwash Liquid Gel (500ml),HOME CARE,HomeShine,06_IMAGES/products/DJ-HOM-0116.jpg,DJ-HOM-0116.jpg,exact_match_verified_2026-08-09,Dishwash Liquid Gel (500ml),Dishwash Liquid Gel (500ml),Dishwash Liquid Gel (500ml),dj-hom-0116-dishwash-liquid-gel-500ml
DJ-HOM-0117.jpg,DJ-HOM-0117,Toilet Bowl Cleaner (500ml),HOME CARE,HomeShine,06_IMAGES/products/DJ-HOM-0117.jpg,DJ-HOM-0117.jpg,exact_match_verified_2026-08-09,Toilet Bowl Cleaner (500ml),Toilet Bowl Cleaner (500ml),Toilet Bowl Cleaner (500ml),dj-hom-0117-toilet-bowl-cleaner-500ml
DJ-HOM-0118.jpeg,DJ-HOM-0118,Liquid Detergent (1Ltr.),HOME CARE,HomeShine,06_IMAGES/products/DJ-HOM-0118.jpeg,DJ-HOM-0118.jpeg,exact_match_verified_2026-08-09,Liquid Detergent (1Ltr.),Liquid Detergent (1Ltr.),Liquid Detergent (1Ltr.),dj-hom-0118-liquid-detergent-1ltr
DJ-HOM-0119.jpg,DJ-HOM-0119,All in 1 Surface Cleaner (500ml),HOME CARE,HomeShine,06_IMAGES/products/DJ-HOM-0119.jpg,DJ-HOM-0119.jpg,exact_match_verified_2026-08-09,All in 1 Surface Cleaner (500ml),All in 1 Surface Cleaner (500ml),All in 1 Surface Cleaner (500ml),dj-hom-0119-all-in-1-surface-cleaner-500ml
DJ-PER-0028.jpg,DJ-PER-0028,Anti Pollution Aloevera Face Wash (100ml),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0028.jpg,DJ-PER-0028.jpg,exact_match_verified_2026-08-09,Anti Pollution Aloevera Face Wash (100ml),Anti Pollution Aloevera Face Wash (100ml),Anti Pollution Aloevera Face Wash (100ml),dj-per-0028-anti-pollution-aloevera-face-wash-100ml
DJ-PER-0029.webp,DJ-PER-0029,Aloevera Gel (100g),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0029.webp,DJ-PER-0029.webp,exact_match_verified_2026-08-09,Aloevera Gel (100g),Aloevera Gel (100g),Aloevera Gel (100g),dj-per-0029-aloevera-gel-100g
DJ-PER-0030.webp,DJ-PER-0030,BR Rich Oil (200ml),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0030.webp,DJ-PER-0030.webp,exact_match_verified_2026-08-09,BR Rich Oil (200ml),BR Rich Oil (200ml),BR Rich Oil (200ml),dj-per-0030-br-rich-oil-200ml
DJ-PER-0031.jpeg,DJ-PER-0031,Daily Care Cream (60g),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0031.jpeg,DJ-PER-0031.jpeg,exact_match_verified_2026-08-09,Daily Care Cream (60g),Daily Care Cream (60g),Daily Care Cream (60g),dj-per-0031-daily-care-cream-60g
DJ-PER-0032.webp,DJ-PER-0032,Luxury Saffron Soap (100g),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0032.webp,DJ-PER-0032.webp,exact_match_verified_2026-08-09,Luxury Saffron Soap (100g),Luxury Saffron Soap (100g),Luxury Saffron Soap (100g),dj-per-0032-luxury-saffron-soap-100g
DJ-PER-0033.webp,DJ-PER-0033,Ecofriendly Toothbrush (Pack of 2),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0033.webp,DJ-PER-0033.webp,exact_match_verified_2026-08-09,Ecofriendly Toothbrush (Pack of 2),Ecofriendly Toothbrush (Pack of 2),Ecofriendly Toothbrush (Pack of 2),dj-per-0033-ecofriendly-toothbrush-pack-of-2
DJ-PER-0034.webp,DJ-PER-0034,HerboSmile Herbal Toothpaste (100g),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0034.webp,DJ-PER-0034.webp,exact_match_verified_2026-08-09,HerboSmile Herbal Toothpaste (100g),HerboSmile Herbal Toothpaste (100g),HerboSmile Herbal Toothpaste (100g),dj-per-0034-herbosmile-herbal-toothpaste-100g
DJ-PER-0035.webp,DJ-PER-0035,Hydra Aloevera Body Lotion (300ml),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0035.webp,DJ-PER-0035.webp,exact_match_verified_2026-08-09,Hydra Aloevera Body Lotion (300ml),Hydra Aloevera Body Lotion (300ml),Hydra Aloevera Body Lotion (300ml),dj-per-0035-hydra-aloevera-body-lotion-300ml
DJ-PER-0036.webp,DJ-PER-0036,Kesham (100ml),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0036.webp,DJ-PER-0036.webp,exact_match_verified_2026-08-09,Kesham (100ml),Kesham (100ml),Kesham (100ml),dj-per-0036-kesham-100ml
DJ-PER-0037.webp,DJ-PER-0037,Luxwash Handwash (250ml),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0037.webp,DJ-PER-0037.webp,exact_match_verified_2026-08-09,Luxwash Handwash (250ml),Luxwash Handwash (250ml),Luxwash Handwash (250ml),dj-per-0037-luxwash-handwash-250ml
DJ-PER-0038.jpeg,DJ-PER-0038,Milk & Keratin Extracts Shampoo (100ml),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0038.jpeg,DJ-PER-0038.jpeg,exact_match_verified_2026-08-09,Milk & Keratin Extracts Shampoo (100ml),Milk & Keratin Extracts Shampoo (100ml),Milk & Keratin Extracts Shampoo (100ml),dj-per-0038-milk-keratin-extracts-shampoo-100ml
DJ-PER-0040.webp,DJ-PER-0040,Milk Bath Soap (Pack of 3) (100g),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0040.webp,DJ-PER-0040.webp,exact_match_verified_2026-08-09,Milk Bath Soap (Pack of 3) (100g),Milk Bath Soap (Pack of 3) (100g),Milk Bath Soap (Pack of 3) (100g),dj-per-0040-milk-bath-soap-pack-of-3-100g
DJ-PER-0041.jpeg,DJ-PER-0041,Neem & Tulsi Herbal Soap (100g) (Pack of 3),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0041.jpeg,DJ-PER-0041.jpeg,exact_match_verified_2026-08-09,Neem & Tulsi Herbal Soap (100g) (Pack of 3),Neem & Tulsi Herbal Soap (100g) (Pack of 3),Neem & Tulsi Herbal Soap (100g) (Pack of 3),dj-per-0041-neem-tulsi-herbal-soap-100g-pack-of-3
DJ-PER-0042.webp,DJ-PER-0042,Regain Aloevera Shampoo (300ml),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0042.webp,DJ-PER-0042.webp,exact_match_verified_2026-08-09,Regain Aloevera Shampoo (300ml),Regain Aloevera Shampoo (300ml),Regain Aloevera Shampoo (300ml),dj-per-0042-regain-aloevera-shampoo-300ml
DJ-PER-0045.jpeg,DJ-PER-0045,Sanitary Pad (XXL) (Pack of 10),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0045.jpeg,DJ-PER-0045.jpeg,exact_match_verified_2026-08-09,Sanitary Pad (XXL) (Pack of 10),Sanitary Pad (XXL) (Pack of 10),Sanitary Pad (XXL) (Pack of 10),dj-per-0045-sanitary-pad-xxl-pack-of-10
DJ-PER-0045.webp,DJ-PER-0045,Sanitary Pad (XXL) (Pack of 10),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0045.webp,DJ-PER-0045.webp,exact_match_verified_2026-08-09,Sanitary Pad (XXL) (Pack of 10),Sanitary Pad (XXL) (Pack of 10),Sanitary Pad (XXL) (Pack of 10),dj-per-0045-sanitary-pad-xxl-pack-of-10
DJ-PER-0046.jpeg,DJ-PER-0046,Seabuckthron Facial Kit (30g) (Pack of 6),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0046.jpeg,DJ-PER-0046.jpeg,exact_match_verified_2026-08-09,Seabuckthron Facial Kit (30g) (Pack of 6),Seabuckthron Facial Kit (30g) (Pack of 6),Seabuckthron Facial Kit (30g) (Pack of 6),dj-per-0046-seabuckthron-facial-kit-30g-pack-of-6
DJ-PER-0046.webp,DJ-PER-0046,Seabuckthron Facial Kit (30g) (Pack of 6),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0046.webp,DJ-PER-0046.webp,exact_match_verified_2026-08-09,Seabuckthron Facial Kit (30g) (Pack of 6),Seabuckthron Facial Kit (30g) (Pack of 6),Seabuckthron Facial Kit (30g) (Pack of 6),dj-per-0046-seabuckthron-facial-kit-30g-pack-of-6
DJ-PER-0047.webp,DJ-PER-0047,Seabuckthron Cleanser (30g),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0047.webp,DJ-PER-0047.webp,exact_match_verified_2026-08-09,Seabuckthron Cleanser (30g),Seabuckthron Cleanser (30g),Seabuckthron Cleanser (30g),dj-per-0047-seabuckthron-cleanser-30g
DJ-PER-0048.webp,DJ-PER-0048,Seabuckthron Scrub (30g),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0048.webp,DJ-PER-0048.webp,exact_match_verified_2026-08-09,Seabuckthron Scrub (30g),Seabuckthron Scrub (30g),Seabuckthron Scrub (30g),dj-per-0048-seabuckthron-scrub-30g
DJ-PER-0049.webp,DJ-PER-0049,Seabuckthron Massage Gel (30g),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0049.webp,DJ-PER-0049.webp,exact_match_verified_2026-08-09,Seabuckthron Massage Gel (30g),Seabuckthron Massage Gel (30g),Seabuckthron Massage Gel (30g),dj-per-0049-seabuckthron-massage-gel-30g
DJ-PER-0050.webp,DJ-PER-0050,Seabuckthron Massage Cream (30g),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0050.webp,DJ-PER-0050.webp,exact_match_verified_2026-08-09,Seabuckthron Massage Cream (30g),Seabuckthron Massage Cream (30g),Seabuckthron Massage Cream (30g),dj-per-0050-seabuckthron-massage-cream-30g
DJ-PER-0051.webp,DJ-PER-0051,Seabuckthron Face Pack (30g),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0051.webp,DJ-PER-0051.webp,exact_match_verified_2026-08-09,Seabuckthron Face Pack (30g),Seabuckthron Face Pack (30g),Seabuckthron Face Pack (30g),dj-per-0051-seabuckthron-face-pack-30g
DJ-PER-0052.webp,DJ-PER-0052,Seabuckthron Facial Fluid (10ml),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0052.webp,DJ-PER-0052.webp,exact_match_verified_2026-08-09,Seabuckthron Facial Fluid (10ml),Seabuckthron Facial Fluid (10ml),Seabuckthron Facial Fluid (10ml),dj-per-0052-seabuckthron-facial-fluid-10ml
DJ-PER-0054.jpeg,DJ-PER-0054,Deep Cleansing Facewash (60ml),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0054.jpeg,DJ-PER-0054.jpeg,exact_match_verified_2026-08-09,Deep Cleansing Facewash (60ml),Deep Cleansing Facewash (60ml),Deep Cleansing Facewash (60ml),dj-per-0054-deep-cleansing-facewash-60ml
DJ-PER-0055.webp,DJ-PER-0055,WildMuse Premium Loofah,PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0055.webp,DJ-PER-0055.webp,exact_match_verified_2026-08-09,WildMuse Premium Loofah,WildMuse Premium Loofah,WildMuse Premium Loofah,dj-per-0055-wildmuse-premium-loofah
DJ-PER-0056.jpeg,DJ-PER-0056,Amla Reetha Sikakai Shampoo (100ml),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0056.jpeg,DJ-PER-0056.jpeg,exact_match_verified_2026-08-09,Amla Reetha Sikakai Shampoo (100ml),Amla Reetha Sikakai Shampoo (100ml),Amla Reetha Sikakai Shampoo (100ml),dj-per-0056-amla-reetha-sikakai-shampoo-100ml
DJ-PER-0057.jpeg,DJ-PER-0057,Haldi Chandan Facewash (60ml),PERSONAL CARE,Wild Muse,06_IMAGES/products/DJ-PER-0057.jpeg,DJ-PER-0057.jpeg,exact_match_verified_2026-08-09,Haldi Chandan Facewash (60ml),Haldi Chandan Facewash (60ml),Haldi Chandan Facewash (60ml),dj-per-0057-haldi-chandan-facewash-60ml
DJ-SKI-0058.jpeg,DJ-SKI-0058,Face Serum (30ml),SKIN CARE,Amara Beauty,06_IMAGES/products/DJ-SKI-0058.jpeg,DJ-SKI-0058.jpeg,exact_match_verified_2026-08-09,Face Serum (30ml),Face Serum (30ml),Face Serum (30ml),dj-ski-0058-face-serum-30ml
DJ-SKI-0060.jpeg,DJ-SKI-0060,Sunscreen SPF 50+ (50gm),SKIN CARE,Amara Beauty,06_IMAGES/products/DJ-SKI-0060.jpeg,DJ-SKI-0060.jpeg,exact_match_verified_2026-08-09,Sunscreen SPF 50+ (50gm),Sunscreen SPF 50+ (50gm),Sunscreen SPF 50+ (50gm),dj-ski-0060-sunscreen-spf-50-50gm
DJ-SKI-0061.jpeg,DJ-SKI-0061,Hydra Max Moisturizer (50gm),SKIN CARE,Amara Beauty,06_IMAGES/products/DJ-SKI-0061.jpeg,DJ-SKI-0061.jpeg,exact_match_verified_2026-08-09,Hydra Max Moisturizer (50gm),Hydra Max Moisturizer (50gm),Hydra Max Moisturizer (50gm),dj-ski-0061-hydra-max-moisturizer-50gm
DJ-SKI-0062.jpg,DJ-SKI-0062,AgeX Anti-Ageing Night Cream (50gm),SKIN CARE,Amara Beauty,06_IMAGES/products/DJ-SKI-0062.jpg,DJ-SKI-0062.jpg,exact_match_verified_2026-08-09,AgeX Anti-Ageing Night Cream (50gm),AgeX Anti-Ageing Night Cream (50gm),AgeX Anti-Ageing Night Cream (50gm),dj-ski-0062-agex-anti-ageing-night-cream-50gm
DJ-SKI-0063.jpeg,DJ-SKI-0063,AcneX Anti-Acne Foaming Cleanser (100ml),SKIN CARE,Amara Beauty,06_IMAGES/products/DJ-SKI-0063.jpeg,DJ-SKI-0063.jpeg,exact_match_verified_2026-08-09,AcneX Anti-Acne Foaming Cleanser (100ml),AcneX Anti-Acne Foaming Cleanser (100ml),AcneX Anti-Acne Foaming Cleanser (100ml),dj-ski-0063-acnex-anti-acne-foaming-cleanser-100ml
