product_code,sku,product_name,category,source_document,last_updated,status,subcategory,mrp,distributor_price,bv,pv,pack_size,ingredients,benefits,features,usage,dosage,warnings,storage,target_customer,related_products,alternative_products,cross_sell_products,frequently_bought_together,certifications,search_keywords,metadata,faqs,source_page,extraction_status,confidence,contraindications,brand,source_document_id,source_version,approval_status,effective_from,effective_to,missing_fields_count,risk_level
DJP1071,DJ-HEA-0072,Adilipo (60 Tab),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Arjuna, Guggulu, Lahasun, Pushkarmula, Atasi.","Supports cardiovascular wellness and healthy heart function, helps manage cholesterol and lipid levels, promotes better blood flow and circulation, strengthens heart muscles, rich in antioxidants and Omega-3 for heart protection.",,,Take 1-2 tablets twice daily on an empty stomach in the morning.,,,,,,,,,,,,21.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1072,DJ-HEA-0073,Adiliv (60 Tab),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Himsra, Kasani, Arjuna, Punarnava, Bhringaraja, Guduchi.","Promotes healthy liver function and metabolism, supports detoxification and removal of toxins, helps improve digestion and appetite, protects liver cells from oxidative damage.",,,Take 1-2 tablets twice daily on an empty stomach in the morning.,,,,,,,,,,,,22.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1073,DJ-HEA-0074,Aloevera with Guava Juice (1L),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Aloe Vera, Guava.","Supports digestive health and relieves heartburn, helps detoxify the liver and improve metabolism, boosts immunity.",,,"Drink 1 cup (200-250 ml) daily, preferably on an empty stomach in the morning.",,Store in the refrigerator after opening and consume within a few days.,,,,,,,,,,28.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1074,DJ-HEA-0075,Astheal Cough Syrup (100ml),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Tulsi, Mulethi, Banafsha, Vasaka, Pippali, Pudina Satva.","Helps clear chest congestion and phlegm, provides relief from cough, cold, and throat irritation, supports easier breathing, reduces allergic symptoms and inflammation.",,,Adults (12+ years): 10-15 ml every 4-6 hours. Children (6-12 years): 5-10 ml every 4-6 hours.,,,Adults and Children 6+ years,,,,,,,,,22.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1075,DJ-HEA-0076,Ashvagandha Extract (60 Veg Capsules),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,,"Reduces stress and anxiety, helps combat fatigue and tiredness, promotes mental clarity and focus, revitalizes overall body and mind.",,,"Take 1-2 capsules twice daily, preferably with meals.",,,,,,,,,,,,25.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1076,DJ-HEA-0077,Amla Extract (60 Veg Capsules),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,,"Supports immune system function, improves digestion and metabolism, promotes healthy hair growth, enhances skin health.",,,"Take 1-2 capsules twice daily, preferably before meals.",,,,,,,,,,,,25.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1077,DJ-HEA-0078,Advanced Calcium Tablets,,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Calcium Citrate, Magnesium, Alfalfa, Moringa Bark Extract, Vitamin D3, Vitamin K2, Vitamin B12, Folic Acid.","Supports bone density and joint strength, enhances calcium absorption, aids red blood cell and DNA formation.",,,2 Tablets twice a day with meals (with a full glass of water or milk).,,,,,,,,,,,,29.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1078,DJ-HEA-0079,Arogya Churn (100g),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Harad, Baheda, Amla, Kali Mirch, Pipul.","Improves digestion and nutrient absorption, reduces bloating, flatulence, and abdominal discomfort, relieves constipation.",,,Take 8-10 gm with lukewarm water at bedtime.,Do not exceed the recommended dose.,,,,,,,,,,,24.0,Extracted,High,Pregnant and lactating women should consult their physician before using.,,,,approved,2026-05-01,,4,high
DJP1079,DJ-HEA-0080,Di-beat (60 Tab),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Jamun, Karela, Gudmaar, Vijayasara, Methi.","Helps regulate blood sugar levels naturally, supports insulin function and glucose metabolism, reduces symptoms like frequent urination and fatigue, promotes pancreatic health and overall vitality.",,,Take 2 tablets twice daily.,,,,,,,,,,,,21.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1080,DJ-HEA-0081,Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,,"Enhances brain function, heart health, and digestion. Reduces inflammation, joint pain, and promotes liver detox.",,,Adults: 1 ML per day. Children (2.5-6 years): 0.6 ML per day.,,,,,,,,US Patented SNEC30,,,,31.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1081,DJ-HEA-0082,Gas-O-Free (200ml),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Amla, Mulethi, Saunf, Nishoth, Giloe, Satavari.","Relieves indigestion, bloating, and flatulence, stimulates gastric juice secretion and improves digestion, supports intestinal motility, helps ease constipation.",,,Take 1-2 teaspoon (5-10 ml) twice a day after meals.,,,,,,,,,,,,23.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1082,DJ-HEA-0083,Gas-O-Free (500ml),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Amla, Mulethi, Saunf, Nishoth, Giloe, Satavari.","Relieves indigestion, bloating, and flatulence, stimulates gastric juice secretion and improves digestion, supports intestinal motility, helps ease constipation.",,,Take 1-2 teaspoon (5-10 ml) twice a day after meals.,,,,,,,,,,,,23.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1083,DJ-HEA-0084,GoPiles (60 Tab),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Bakain, Chavya, Nagkesar, Daruhaldi, Harad.","Reduces pain and inflammation linked to piles, controls bleeding and shrinks pile mass, alleviates itching and irritation, supports digestive health.",,,Take 2 tablets twice or thrice daily before meals.,,,,,,,,,,,,24.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1084,DJ-HEA-0085,GoPiles Syrup (500ml),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Bakain, Chavya, Nagkesar, Daruhaldi, Harad.","Reduces pain and inflammation linked to piles, controls bleeding and shrinks pile mass, alleviates itching and irritation, supports digestive health.",,,Take 2-3 teaspoons (10-15 ml) twice daily.,,,,,,,,,,,,24.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1085,DJ-HEA-0086,Giloe Extract (60 Veg Capsules),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,,"Boosts immunity and helps fight off infections, aids in improving digestion and removing toxins from the body, enhances blood formation.",,,Take 1 capsule twice a day.,,,,,,,,,,,,24.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1086,DJ-HEA-0087,Eye Elixir Drops (10ml),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,,"Enhances clear vision and supports eye health, reduces eye fatigue dryness, and stress, protects against retinal damage.",,,Put 1-2 drops in your eyes 3-4 times a day.,,,,,,,,,,,,31.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1087,DJ-HEA-0088,Eye Health++ (60 Capsules),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Grape Seed Extract, Bilberry Extract, Lutein, Zeaxanthin (Lutemax 2020), Glycyrrhiza Glabra.","Enhances clear vision and supports eye health, reduces eye fatigue dryness, and stress, protects against retinal damage.",,,Take 1 capsule twice a day.,,,,,,,,,,,,31.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1088,DJ-HEA-0089,HB+ (200ml),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Amla, Anar, Shilajit, Mulethi, Bhui Amla.","Helps manage iron deficiency and prevent anemia, supports the production of red blood cells and improves blood circulation, provides essential vitamins, minerals, and antioxidants.",,,Take 1 to 2 teaspoons (5-10ml) twice daily after meals.,,,,,,,,,,,,23.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1089,DJ-HEA-0090,HB+ (500ml),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Amla, Anar, Shilajit, Mulethi, Bhui Amla.","Helps manage iron deficiency and prevent anemia, supports the production of red blood cells and improves blood circulation, provides essential vitamins, minerals, and antioxidants.",,,Take 1 to 2 teaspoons (5-10ml) twice daily after meals.,,,,,,,,,,,,23.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1090,DJ-HEA-0091,Hi-Energy (60 Tab),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Amaltas, Mulethi, Akarakara, Utangan, and Kalaunji.","Increases daily energy and stamina, supports a healthy immune response, helps reduce physical and mental fatigue, aids the body in managing stress naturally, promotes overall vitality and resilience.",,,Take 2 tablets twice daily.,,,,,,,,,,,,21.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1091,DJ-HEA-0092,Kidney Kawach (300 g),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Safed Punarnava, Varuna, Gokhru, Giloe, Amla.","Promotes healthy urine flow and fluid balance, supports kidney and urinary tract health, helps ease discomfort linked to urinary issues, assists in flushing out toxins, strengthens natural immunity, encourages overall detox and vitality.",,,"Take 5-15 g twice a day, or as directed by your physician.",,,,,,,,,,,,20.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1092,DJ-HEA-0093,Liv-Ease (200ml),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Himsra, Kasani, Arjuna, Punarnava, Bhringaraja, Guduchi.","Promotes healthy liver function and metabolism, supports detoxification and removal of toxins, helps improve digestion and appetite, protects liver cells from oxidative damage.",,,1-2 teaspoonfuls (5-10 ml) twice daily after meals.,,,,,,,,,,,,22.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1093,DJ-HEA-0094,Liv-Ease (500ml),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Himsra, Kasani, Arjuna, Punarnava, Bhringaraja, Guduchi.","Promotes healthy liver function and metabolism, supports detoxification and removal of toxins, helps improve digestion and appetite, protects liver cells from oxidative damage.",,,1-2 teaspoonfuls (5-10 ml) twice daily after meals.,,,,,,,,,,,,22.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1094,DJ-HEA-0095,Multivitamins Tablets,,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Ginseng Extract, Taurine, Soya Protein Hydrolysate, Amino Acids.","Fortified with essential amino acids and Ginseng for energy, boosts immunity and sharpens focus, supports better athletic performance.",,,"Take 1 tablet daily, during or immediately after a meal.",,,,,,,,,,,,29.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1095,DJ-HEA-0096,Nonima (500ml),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Amlaki, Noni, Guduchi, Manduki, Garcinia.","Strengthens immunity and protects from infections, supports healthy metabolism and weight management, improves skin health.",,,Adults: scale up to 15 ml with 300 ml water. Children: scale up to 7 ml with 300 ml water.,,,,,,,,,,,,27.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1096,DJ-HEA-0097,N-astheal (120 Tab),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Aragvadha, Mulethi, Akarakara, Utangan, Kalaunji.","Helps relieve chest congestion and expel phlegm, supports easier breathing and lung function, useful in managing cough, bronchitis, and asthma, helps reduce allergic reactions and inflammation, boosts respiratory immunity.",,,Take 1-2 tablets twice daily.,,,,,,,,,,,,22.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1097,DJ-HEA-0098,N-astheal (60 Tab),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Aragvadha, Mulethi, Akarakara, Utangan, Kalaunji.","Helps relieve chest congestion and expel phlegm, supports easier breathing and lung function, useful in managing cough, bronchitis, and asthma, helps reduce allergic reactions and inflammation, boosts respiratory immunity.",,,Take 1-2 tablets twice daily.,,,,,,,,,,,,22.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1098,DJ-HEA-0099,Orthofix (60 Tab),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Ashwagandha, Guggulu, Rasna, Sonth (Dry Ginger), Punarnava.","Helps relieve joint stiffness, swelling, and discomfort, supports flexibility and easier movement, soothes tired, aching muscles, enhances blood flow to the joints.",,,Take 1-2 tablets twice daily.,,,,,,,,,,,,20.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1099,DJ-HEA-0100,Orthofix Oil (100ml),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Camphor, Peppermint, Nilgiri (Eucalyptus) Oil, Clove Oil, Sesame Oil.","Helps relieve joint stiffness, swelling, and discomfort, supports flexibility and easier movement, soothes tired, aching muscles, provides a warming, relaxing effect on sore areas.",,Massage gently until absorbed.,Apply 3-5 ml of oil to the affected area twice a day.,,,,,,,,,,,,20.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1100,DJ-HEA-0101,Omega 3-6-9,,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"EPA, DHA, GLA, Oleic Acid, Olive Oil, Vitamin E.","Boosts brain and heart health, supports healthy weight and reduces liver fat, enhances vitamin and nutrient absorption.",,,Take 1 capsule a day.,,,,,,,,,,,,28.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1101,DJ-HEA-0102,Quick 6 Pain Relief Gel (30g),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,,"Relieves joint and muscle pain, eases back and knee pain, provides fast and long-lasting relief from stiffness.",,Apply a thin film of the gel over the affected area and gently massage until it is completely absorbed.,,,,Safe for use by all family members.,,,,,,,,,26.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1102,DJ-HEA-0103,Super Rich Berry Juice (1 Ltr.),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Aloe Vera, Ashwagandha, Moringa, Triphala, Turmeric, Amla, Spirulina.","Enhances immunity, supports cardiovascular, liver, and kidney health, rich in antioxidants, anti-inflammatory, and antibacterial properties.",,,Adults: Take 30 ml twice daily. Children: Take 5-10 ml twice daily.,,,,,,,,,,,,26.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1103,DJ-HEA-0104,Seabuckthron Juice (1 Ltr.),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Vitamin A, B12, C, E, K, Potassium, Calcium, Iron, Phosphorus, Carotenoids, Omega-7 Fatty Acids, Flavonoids, Plant Sterols.","Enhances heart health by improving cholesterol levels, supports liver function and promotes detoxification, boosts skin health, promotes fat loss.",,,Adults: Take 30 ml twice daily. Children: Take 5-10 ml twice daily.,,,,,,,,,,,,27.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1104,DJ-HEA-0105,Shatavari Extract (60 Veg Capsules),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,,"Tones and nourishes the female reproductive system, boosts immunity and combats fatigue, supports menstrual and menopausal health.",,,Take 1-2 tablets twice daily.,,,Women,,,,,,,,,25.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1105,DJ-HEA-0106,Super Food Capsule,,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Turmeric Root, Whole Foods Blend, Fruit & Vegetable Blend, Calcium.","Supports heart health, stamina, and immunity, promotes bone strength and glowing skin, packed with antioxidants.",,,Take 2 capsules daily (1 with breakfast and 1 with dinner).,,,,,,,,,,,,28.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1106,DJ-HEA-0107,Premium Tulsi Max (30ml),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,Blend of five Tulsi species.,"Reduces cold, cough, and respiratory disorders, supports cardiovascular health and reduces inflammation, aids in detoxification.",,,Mix 3 drops in a glass of hot water or a cup of green tea. Consume 4-5 times daily.,,,,,,,,,,,,26.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1107,DJ-HEA-0108,Vital Protein Powder (300gm),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Pea Protein Isolate, Brown Rice Protein, DigeZyme, Electrolytes (Sodium & Potassium), Natural Amino Acids.","Supports lean muscle development & recovery, helps maintain healthy body weight, strengthens bones & joints.",,,Adults (12+): 1 scoop (10g) up to 3 times daily. Children (5-12): 1 scoop (10g) once daily. Mix with 150-200 ml water/milk.,,,,,,,,PDCAAS VALUE 1,,,,30.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1108,DJ-HEA-0109,L-Arginine++ - Energy Drink (100g),,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1109,DJ-HEA-0110,Ample Meal - Meal Replacement Nutritional Shake (500g),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Whey Protein Concentrate, Skimmed Milk Powder, MCTs, FOS, High Oleic Sunflower Oil Powder, Essential Vitamins & Minerals, Sucralose (INS 955).","Supports healthy weight management and fat control, helps reduce excess fat deposition & cholesterol levels, provides long-lasting satiety.",,,Add 1 scoop (25g) to 300 ml lukewarm skimmed milk. Replace 1 or 2 meals daily.,,,,,,,,PDCAAS VALUE 1,,,,30.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1110,DJ-HEA-0111,JuniorJoy - Kids Nutritional Drink (300g),,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1111,DJ-HEA-0112,Kahwa Masala Chai (25 Pcs),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Pepper, Ginger, Green Tea, Tulsi (Holy Basil), Cloves, Cardamom, Cinnamon, Almonds, Saffron.","Promotes general well-being, great source of antioxidants, helps in detoxification, aids digestion.",,Place one tea bag in a cup. Add boiling water. Brew for 2-3 minutes.,,,,,,,,,,,,,32.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1112,DJ-HEA-0113,Shilajit Gummies (60 Gummies),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Shilajit (asphaltum Punjabinum), Fulvic Acid And Essential Minerals.","Enhances strength and stamina, helps boost energy levels, helps overcome fatigue and weakness, supports overall vitality.",,,"1 gummy after breakfast, 1 gummy after dinner. Consume 2 gummies daily.",,,,,,,,,,,,33.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1113,DJ-HEA-0114,Apple Cider Vinegar (3X20 Tablets),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Apple Cider Vinegar, Probiotics, Vitamin B6, Vitamin B12.","Supports healthy digestion, helps in weight management, improves gut health, supports metabolism and energy levels.",,,"Drop 1 effervescent tablet in 200 ml of water. Take 1 tablet twice daily, 30 minutes before lunch or dinner.",,,,,,,,FSSAI,,,,32.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1114,DJ-HEA-0115,Marine Collagen (200g),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,"Marine Collagen (Type I & III), Astaxanthin, Resveratrol, Hyaluronic Acid, Vitamin C & E, Biotin, Zinc & Selenium.","Improves skin firmness & hydration, supports joint flexibility, strengthens hair & nails, helps reduce signs of ageing.",,,Mix 1 scoop (8g) with 150 ml water and take once daily.,,,,,,,,FSSAI,,,,33.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1115,DJ-HOM-0116,Dishwash Liquid Gel (500ml),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,,"Powerful grease-fighting formula that cuts through tough stains while being gentle on hands. Removes oil, food residues, and odors.",,,,,,,,,,,,,,,52.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1116,DJ-HOM-0117,Toilet Bowl Cleaner (500ml),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,,"Removes tough stains, kills germs, and eliminates bad odors, leaving your toilet sparkling clean and fresh.",,,,,,,,,,,,,,,52.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1117,DJ-HOM-0118,Liquid Detergent (1Ltr.),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,,Removes tough stains while keeping fabrics soft and fresh. Effectively cleans clothes without fading colors.,,,,,,,,,,,,,,,52.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1118,DJ-HOM-0119,All in 1 Surface Cleaner (500ml),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,,"Multi-purpose solution that removes dirt, stains, and germs while leaving a fresh, lasting fragrance.",,,,,,,,,,,,,,,52.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1119,DJ-CLO-0120,Premium Suit Length (Black),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,,"Sweat resistance, odor control, stain protection, elasticity, and UV protection for ultimate comfort.",,,,,,,,,,,,,,,54.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1120,DJ-CLO-0121,Designer Mask (Pack of 5),,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1121,DJ-CLO-0122,Dayjoy Necktie,,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,,"Premium fabric, a sleek finish, and lasting quality, adding elegance to any look.",,,,,,,,,,,,,,,54.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1122,DJ-CLO-0123,"T-shirt New Design (L, M, XL)",,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,,"Breathable fabric, ensures comfort, durability, and a perfect fit. Soft, moisture-wicking design.",,,,,,,,,,,,,,,54.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1123,DJ-AGR-0124,Happy Soil - Humic (500ml),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,,Helps in moisture and nutrient retention. Assists in soil wetting. Increases seedling vigor and drought tolerance. Improves soil structure.,,"Diluted at a rate of 1 liter in 200 liters of water per acre, applied every 15 to 20 days.",,,,,,,,,,,,,56.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1124,DJ-AGR-0125,Nano Tech-19 (500ml),,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1125,DJ-AGR-0126,Nano Tech-46 (500ml),,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1126,DJ-AGR-0127,Nano Tech-50 (500ml),,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1127,DJ-AGR-0128,Nano Tech-52 (500ml),,,2026-08-04,needs_source_enrichment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,approved,2026-05-01,,4,high
DJP1128,DJ-AGR-0129,Prosperous+ (1 L),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,,"Promotes faster and healthier plant growth. Strengthens resistance to stress, pests, and diseases. Increases flowering and fruiting.",,Dilute 5 ml of Prosperous Liquid per 1 liter of water.,,,,,,,,,,,,,56.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1129,DJ-AGR-0130,Prosperous+ Tablets,,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,,"Promotes faster and healthier plant growth. Strengthens resistance to stress, pests, and diseases. Increases flowering and fruiting.",,Dilute 5 ml of Prosperous Liquid per 1 liter of water.,,,,,,,,,,,,,56.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1130,DJ-AGR-0131,Joy-O-Zyme (500ml),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,,Enhances germination for better yield. 100% plant-based for sustainable growth. Improves soil health for higher productivity.,,Foliar Spray: Mix 1-2 ml per liter of water.,,,,,,,,,,,,,57.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1131,DJ-AGR-0132,JoySpread 80+ Gold (250ml),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,,Enhances pest wetting. Safeguards crop health. Adjusts pH of spray solutions. Ensures uniform spray deposits.,,Add 5 ml of Joyspread 80-Gold to a 15-liter spray tank for insecticides/pesticides.,,,,,,,,,,,,,57.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1132,DJ-AGR-0133,JoySpread 80+ Gold (100ml),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,,Enhances pest wetting. Safeguards crop health. Adjusts pH of spray solutions. Ensures uniform spray deposits.,,Add 5 ml of Joyspread 80-Gold to a 15-liter spray tank for insecticides/pesticides.,,,,,,,,,,,,,57.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1133,DJ-AGR-0134,JoyGrow 2X (Granules) (2kg),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,,Increases overall crop yield. Improves soil health by reducing chemical use. Boosts root formation. Increases nutrient uptake.,,Apply 2 kg per acre. Use twice at 15-20 day intervals.,,,,,,,,,,,,,58.0,Extracted,High,,,,,approved,2026-05-01,,4,high
DJP1134,DJ-AGR-0135,JoyProtect (500ml),,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-08-04,needs_source_enrichment,,,,,,,,Helps plants better resist insect attacks. Protects plants from various harmful insects. Increases the quality and quantity of produce.,,Mix 30 ml of JoyProtect with 15 liters of clean water. Spray a fine mist evenly over plants.,,,,,,,,,,,,,57.0,Extracted,High,,,,,approved,2026-05-01,,4,high
