product_id,chunk_type,chunk_text,tags,source_file,confidence_score
108,product,"Vital Protein Powder (300gm) is a HEALTH CARE product from Curind. Price: MRP 1999.0, DP 1199.0, BV 430.0. Pack size: 300gm.","HEALTH CARE,Curind,Vital Protein Powder (300gm)",dayjoy_products_master.csv,0.95
109,product,"L-Arginine++ - Energy Drink (100g) is a HEALTH CARE product from Curind. Price: MRP 1499.0, DP 799.0, BV 300.0. Pack size: 100g.","HEALTH CARE,Curind,L-Arginine++ - Energy Drink (100g)",dayjoy_products_master.csv,0.95
110,product,"Ample Meal - Meal Replacement Nutritional Shake (500g) is a HEALTH CARE product from Curind. Price: MRP 2699.0, DP 1799.0, BV 650.0. Pack size: 500g.","HEALTH CARE,Curind,Ample Meal - Meal Replacement Nutritional Shake (500g)",dayjoy_products_master.csv,0.95
111,product,"JuniorJoy - Kids Nutritional Drink (300g) is a HEALTH CARE product from Curind. Price: MRP 1499.0, DP 899.0, BV 325.0. Pack size: 300g.","HEALTH CARE,Curind,JuniorJoy - Kids Nutritional Drink (300g)",dayjoy_products_master.csv,0.95
112,product,"Kahwa Masala Chai (25 Pcs) is a HEALTH CARE product from Curind. Price: MRP 399.0, DP 295.0, BV 95.0. Pack size: 25 Pcs.","HEALTH CARE,Curind,Kahwa Masala Chai (25 Pcs)",dayjoy_products_master.csv,0.95
113,product,"Shilajit Gummies (60 Gummies) is a HEALTH CARE product from Curind. Price: MRP 1499.0, DP 999.0, BV 400.0. Pack size: 60 Gummies.","HEALTH CARE,Curind,Shilajit Gummies (60 Gummies)",dayjoy_products_master.csv,0.95
114,product,"Apple Cider Vinegar (3X20 Tablets) is a HEALTH CARE product from Curind. Price: MRP 1425.0, DP 875.0, BV 350.0. Pack size: 3X20 Tablets.","HEALTH CARE,Curind,Apple Cider Vinegar (3X20 Tablets)",dayjoy_products_master.csv,0.95
115,product,"Marine Collagen (200g) is a HEALTH CARE product from Curind. Price: MRP 1799.0, DP 999.0, BV 380.0. Pack size: 200g.","HEALTH CARE,Curind,Marine Collagen (200g)",dayjoy_products_master.csv,0.95
116,product,"Dishwash Liquid Gel (500ml) is a HOME CARE product from HomeShine. Price: MRP 189.0, DP 149.0, BV 29.0. Pack size: 500ml.","HOME CARE,HomeShine,Dishwash Liquid Gel (500ml)",dayjoy_products_master.csv,0.95
117,product,"Toilet Bowl Cleaner (500ml) is a HOME CARE product from HomeShine. Price: MRP 149.0, DP 115.0, BV 21.0. Pack size: 500ml.","HOME CARE,HomeShine,Toilet Bowl Cleaner (500ml)",dayjoy_products_master.csv,0.95
118,product,"Liquid Detergent (1Ltr.) is a HOME CARE product from HomeShine. Price: MRP 449.0, DP 370.0, BV 74.0. Pack size: 1Ltr..","HOME CARE,HomeShine,Liquid Detergent (1Ltr.)",dayjoy_products_master.csv,0.95
119,product,"All in 1 Surface Cleaner (500ml) is a HOME CARE product from HomeShine. Price: MRP 179.0, DP 140.0, BV 27.0. Pack size: 500ml.","HOME CARE,HomeShine,All in 1 Surface Cleaner (500ml)",dayjoy_products_master.csv,0.95
120,product,"Premium Suit Length (Black) is a CLOTHING product from Domatti. Price: MRP 10000.0, DP 5999.0, BV 2800.0. Pack size: Black.","CLOTHING,Domatti,Premium Suit Length (Black)",dayjoy_products_master.csv,0.95
121,product,"Designer Mask (Pack of 5) is a CLOTHING product from Domatti. Price: MRP 220.0, DP 180.0, BV 55.0. Pack size: Pack of 5.","CLOTHING,Domatti,Designer Mask (Pack of 5)",dayjoy_products_master.csv,0.95
122,product,"Dayjoy Necktie is a CLOTHING product from Domatti. Price: MRP 499.0, DP 299.0, BV 50.0. Pack size: nan.","CLOTHING,Domatti,Dayjoy Necktie",dayjoy_products_master.csv,0.95
123,product,"T-shirt New Design (L, M, XL) is a CLOTHING product from Domatti. Price: MRP 699.0, DP 599.0, BV 100.0. Pack size: L, M, XL.","CLOTHING,Domatti,T-shirt New Design (L, M, XL)",dayjoy_products_master.csv,0.95
124,product,"Happy Soil - Humic (500ml) is a AGRICULTURE & VETERINARY product from HappyGrow. Price: MRP 849.0, DP 575.0, BV 200.0. Pack size: 500ml.","AGRICULTURE & VETERINARY,HappyGrow,Happy Soil - Humic (500ml)",dayjoy_products_master.csv,0.95
125,product,"Nano Tech-19 (500ml) is a AGRICULTURE & VETERINARY product from HappyGrow. Price: MRP 1499.0, DP 949.0, BV 425.0. Pack size: 500ml.","AGRICULTURE & VETERINARY,HappyGrow,Nano Tech-19 (500ml)",dayjoy_products_master.csv,0.95
126,product,"Nano Tech-46 (500ml) is a AGRICULTURE & VETERINARY product from HappyGrow. Price: MRP 1499.0, DP 949.0, BV 425.0. Pack size: 500ml.","AGRICULTURE & VETERINARY,HappyGrow,Nano Tech-46 (500ml)",dayjoy_products_master.csv,0.95
127,product,"Nano Tech-50 (500ml) is a AGRICULTURE & VETERINARY product from HappyGrow. Price: MRP 1499.0, DP 949.0, BV 425.0. Pack size: 500ml.","AGRICULTURE & VETERINARY,HappyGrow,Nano Tech-50 (500ml)",dayjoy_products_master.csv,0.95
128,product,"Nano Tech-52 (500ml) is a AGRICULTURE & VETERINARY product from HappyGrow. Price: MRP 1499.0, DP 949.0, BV 425.0. Pack size: 500ml.","AGRICULTURE & VETERINARY,HappyGrow,Nano Tech-52 (500ml)",dayjoy_products_master.csv,0.95
129,product,"Prosperous+ (1 L) is a AGRICULTURE & VETERINARY product from HappyGrow. Price: MRP 1499.0, DP 999.0, BV 340.0. Pack size: 1 L.","AGRICULTURE & VETERINARY,HappyGrow,Prosperous+ (1 L)",dayjoy_products_master.csv,0.95
130,product,"Prosperous+ Tablets is a AGRICULTURE & VETERINARY product from HappyGrow. Price: MRP 1049.0, DP 599.0, BV 310.0. Pack size: nan.","AGRICULTURE & VETERINARY,HappyGrow,Prosperous+ Tablets",dayjoy_products_master.csv,0.95
131,product,"Joy-O-Zyme (500ml) is a AGRICULTURE & VETERINARY product from HappyGrow. Price: MRP 1499.0, DP 949.0, BV 335.0. Pack size: 500ml.","AGRICULTURE & VETERINARY,HappyGrow,Joy-O-Zyme (500ml)",dayjoy_products_master.csv,0.95
132,product,"JoySpread 80+ Gold (250ml) is a AGRICULTURE & VETERINARY product from HappyGrow. Price: MRP 499.0, DP 329.0, BV 75.0. Pack size: 250ml.","AGRICULTURE & VETERINARY,HappyGrow,JoySpread 80+ Gold (250ml)",dayjoy_products_master.csv,0.95
133,product,"JoySpread 80+ Gold (100ml) is a AGRICULTURE & VETERINARY product from HappyGrow. Price: MRP 249.0, DP 155.0, BV 37.0. Pack size: 100ml.","AGRICULTURE & VETERINARY,HappyGrow,JoySpread 80+ Gold (100ml)",dayjoy_products_master.csv,0.95
134,product,"JoyGrow 2X (Granules) (2kg) is a AGRICULTURE & VETERINARY product from HappyGrow. Price: MRP 999.0, DP 499.0, BV 180.0. Pack size: 2kg.","AGRICULTURE & VETERINARY,HappyGrow,JoyGrow 2X (Granules) (2kg)",dayjoy_products_master.csv,0.95
135,product,"JoyProtect (500ml) is a AGRICULTURE & VETERINARY product from HappyGrow. Price: MRP 1499.0, DP 949.0, BV 390.0. Pack size: 500ml.","AGRICULTURE & VETERINARY,HappyGrow,JoyProtect (500ml)",dayjoy_products_master.csv,0.95
136,product,"JoyCalcium (2 Litre) is a AGRICULTURE & VETERINARY product from HappyGrow. Price: MRP 1049.0, DP 699.0, BV 250.0. Pack size: 2 Litre.","AGRICULTURE & VETERINARY,HappyGrow,JoyCalcium (2 Litre)",dayjoy_products_master.csv,0.95
137,product,"Bio-Germanium & Magnetic Mattress is a GERMANIUM & MAGNETIC product from Dayjoy. Price: MRP 15000.0, DP 9999.0, BV 4250.0. Pack size: nan.","GERMANIUM & MAGNETIC,Dayjoy,Bio-Germanium & Magnetic Mattress",dayjoy_products_master.csv,0.95
138,product,"Bio-Germanium & Magnetic Mattress (Pack of 2) is a GERMANIUM & MAGNETIC product from Dayjoy. Price: MRP 30000.0, DP 14999.0, BV 5000.0. Pack size: Pack of 2.","GERMANIUM & MAGNETIC,Dayjoy,Bio-Germanium & Magnetic Mattress (Pack of 2)",dayjoy_products_master.csv,0.95
139,product,"Aqua Energiser (Pack of 3) is a AQUA ESSENTIALS product from Dayjoy. Price: MRP 9000.0, DP 5499.0, BV 2500.0. Pack size: Pack of 3.","AQUA ESSENTIALS,Dayjoy,Aqua Energiser (Pack of 3)",dayjoy_products_master.csv,0.95
140,product,"Aqua Energiser (Single) is a AQUA ESSENTIALS product from Dayjoy. Price: MRP 3499.0, DP 2000.0, BV 1100.0. Pack size: Single.","AQUA ESSENTIALS,Dayjoy,Aqua Energiser (Single)",dayjoy_products_master.csv,0.95
141,product,"New Perfect-Ion is a AQUA ESSENTIALS product from Dayjoy. Price: MRP 23999.0, DP 14999.0, BV 5000.0. Pack size: nan.","AQUA ESSENTIALS,Dayjoy,New Perfect-Ion",dayjoy_products_master.csv,0.95
142,product,"Perfect-Ion Testing Solutions is a AQUA ESSENTIALS product from Dayjoy. Price: MRP 1399.0, DP 699.0, BV 280.0. Pack size: nan.","AQUA ESSENTIALS,Dayjoy,Perfect-Ion Testing Solutions",dayjoy_products_master.csv,0.95
143,product,"Perfect-Ion Leaflets (Set of 25) is a AQUA ESSENTIALS product from Dayjoy. Price: MRP 36.0, DP 36.0, BV 0.0. Pack size: Set of 25.","AQUA ESSENTIALS,Dayjoy,Perfect-Ion Leaflets (Set of 25)",dayjoy_products_master.csv,0.95
144,product,"Perfect-Ion Leaflets (Set of 50) is a AQUA ESSENTIALS product from Dayjoy. Price: MRP 66.0, DP 66.0, BV 0.0. Pack size: Set of 50.","AQUA ESSENTIALS,Dayjoy,Perfect-Ion Leaflets (Set of 50)",dayjoy_products_master.csv,0.95
145,product,"N-SF 9.5 Mineraliser is a AQUA ESSENTIALS product from Dayjoy. Price: MRP 1999.0, DP 1499.0, BV 450.0. Pack size: nan.","AQUA ESSENTIALS,Dayjoy,N-SF 9.5 Mineraliser",dayjoy_products_master.csv,0.95
146,product,"N-SF 10.5 Mineraliser is a AQUA ESSENTIALS product from Dayjoy. Price: MRP 1999.0, DP 1499.0, BV 450.0. Pack size: nan.","AQUA ESSENTIALS,Dayjoy,N-SF 10.5 Mineraliser",dayjoy_products_master.csv,0.95
147,product,"Dayjoy Diary is a PROMOTION TOOLS product from Dayjoy. Price: MRP 299.0, DP 275.0, BV 0.0. Pack size: nan.","PROMOTION TOOLS,Dayjoy,Dayjoy Diary",dayjoy_products_master.csv,0.95
148,product,"Dayjoy Leather Bag is a PROMOTION TOOLS product from Dayjoy. Price: MRP 2999.0, DP 1599.0, BV 550.0. Pack size: nan.","PROMOTION TOOLS,Dayjoy,Dayjoy Leather Bag",dayjoy_products_master.csv,0.95
149,product,"Dayjoy Cap is a PROMOTION TOOLS product from Dayjoy. Price: MRP 95.0, DP 95.0, BV 0.0. Pack size: nan.","PROMOTION TOOLS,Dayjoy,Dayjoy Cap",dayjoy_products_master.csv,0.95
150,product,"Dayjoy Mug is a PROMOTION TOOLS product from Dayjoy. Price: MRP 125.0, DP 125.0, BV 0.0. Pack size: nan.","PROMOTION TOOLS,Dayjoy,Dayjoy Mug",dayjoy_products_master.csv,0.95
151,product,"Dayjoy Bike Sticker is a PROMOTION TOOLS product from Dayjoy. Price: MRP 20.0, DP 20.0, BV 0.0. Pack size: nan.","PROMOTION TOOLS,Dayjoy,Dayjoy Bike Sticker",dayjoy_products_master.csv,0.95
152,product,"Dayjoy Car Sticker is a PROMOTION TOOLS product from Dayjoy. Price: MRP 40.0, DP 40.0, BV 0.0. Pack size: nan.","PROMOTION TOOLS,Dayjoy,Dayjoy Car Sticker",dayjoy_products_master.csv,0.95
153,product,"Dayjoy Pin is a PROMOTION TOOLS product from Dayjoy. Price: MRP 150.0, DP 150.0, BV 0.0. Pack size: nan.","PROMOTION TOOLS,Dayjoy,Dayjoy Pin",dayjoy_products_master.csv,0.95
154,product,"Dayjoy Backpack Bag is a PROMOTION TOOLS product from Dayjoy. Price: MRP 1100.0, DP 1100.0, BV 0.0. Pack size: nan.","PROMOTION TOOLS,Dayjoy,Dayjoy Backpack Bag",dayjoy_products_master.csv,0.95
155,product,"New Dayjoy Product Brochure (Hindi) is a PROMOTION TOOLS product from Dayjoy. Price: MRP 250.0, DP 250.0, BV 0.0. Pack size: Hindi.","PROMOTION TOOLS,Dayjoy,New Dayjoy Product Brochure (Hindi)",dayjoy_products_master.csv,0.95
156,product,"New Dayjoy Product Brochure (English) is a PROMOTION TOOLS product from Dayjoy. Price: MRP 250.0, DP 250.0, BV 0.0. Pack size: English.","PROMOTION TOOLS,Dayjoy,New Dayjoy Product Brochure (English)",dayjoy_products_master.csv,0.95
157,product,"New Dayjoy Product Brochure (Telugu) is a PROMOTION TOOLS product from Dayjoy. Price: MRP 250.0, DP 250.0, BV 0.0. Pack size: Telugu.","PROMOTION TOOLS,Dayjoy,New Dayjoy Product Brochure (Telugu)",dayjoy_products_master.csv,0.95
158,product,"Product Leaflets (Set of 48 Leaflets) is a PROMOTION TOOLS product from Dayjoy. Price: MRP 130.0, DP 130.0, BV 0.0. Pack size: Set of 48 Leaflets.","PROMOTION TOOLS,Dayjoy,Product Leaflets (Set of 48 Leaflets)",dayjoy_products_master.csv,0.95
159,product,"Hindi One-Page Compensation Plan (Set of 25 Leaflets) is a PROMOTION TOOLS product from Dayjoy. Price: MRP 75.0, DP 75.0, BV 0.0. Pack size: Set of 25 Leaflets.","PROMOTION TOOLS,Dayjoy,Hindi One-Page Compensation Plan (Set of 25 Leaflets)",dayjoy_products_master.csv,0.95
160,product,"English One-Page Compensation Plan (Set of 25 Leaflets) is a PROMOTION TOOLS product from Dayjoy. Price: MRP 75.0, DP 75.0, BV 0.0. Pack size: Set of 25 Leaflets.","PROMOTION TOOLS,Dayjoy,English One-Page Compensation Plan (Set of 25 Leaflets)",dayjoy_products_master.csv,0.95
161,product,"Hindi One-Page Compensation Plan (Set of 50 Leaflets) is a PROMOTION TOOLS product from Dayjoy. Price: MRP 135.0, DP 135.0, BV 0.0. Pack size: Set of 50 Leaflets.","PROMOTION TOOLS,Dayjoy,Hindi One-Page Compensation Plan (Set of 50 Leaflets)",dayjoy_products_master.csv,0.95
162,product,"English One-Page Compensation Plan (Set of 50 Leaflets) is a PROMOTION TOOLS product from Dayjoy. Price: MRP 135.0, DP 135.0, BV 0.0. Pack size: Set of 50 Leaflets.","PROMOTION TOOLS,Dayjoy,English One-Page Compensation Plan (Set of 50 Leaflets)",dayjoy_products_master.csv,0.95
163,product,"Dayjoy Business Planner Book (Hindi) is a PROMOTION TOOLS product from Dayjoy. Price: MRP 250.0, DP 250.0, BV 0.0. Pack size: Hindi.","PROMOTION TOOLS,Dayjoy,Dayjoy Business Planner Book (Hindi)",dayjoy_products_master.csv,0.95
164,product,"Dayjoy Business Planner Book (English) is a PROMOTION TOOLS product from Dayjoy. Price: MRP 250.0, DP 250.0, BV 0.0. Pack size: English.","PROMOTION TOOLS,Dayjoy,Dayjoy Business Planner Book (English)",dayjoy_products_master.csv,0.95
165,product,"STANDARD PACKAGE is a COMBO PACKAGES product from Dayjoy. Price: MRP 10997.0, DP 5499.0, BV 2500.0. Pack size: nan.","COMBO PACKAGES,Dayjoy,STANDARD PACKAGE",dayjoy_products_master.csv,0.95
166,product,"PREMIUM PACKAGE is a COMBO PACKAGES product from Dayjoy. Price: MRP 17592.0, DP 10499.0, BV 5000.0. Pack size: nan.","COMBO PACKAGES,Dayjoy,PREMIUM PACKAGE",dayjoy_products_master.csv,0.95
167,product,"ELITE PACKAGE is a COMBO PACKAGES product from Dayjoy. Price: MRP 28286.0, DP 15999.0, BV 7500.0. Pack size: nan.","COMBO PACKAGES,Dayjoy,ELITE PACKAGE",dayjoy_products_master.csv,0.95
168,product,"AGRI PRO PACKAGE is a COMBO PACKAGES product from Dayjoy. Price: MRP 29076.0, DP 22650.0, BV 10000.0. Pack size: nan.","COMBO PACKAGES,Dayjoy,AGRI PRO PACKAGE",dayjoy_products_master.csv,0.95
169,product,"AGRI STARTER PACKAGE is a COMBO PACKAGES product from Dayjoy. Price: MRP 15587.0, DP 11499.0, BV 5000.0. Pack size: nan.","COMBO PACKAGES,Dayjoy,AGRI STARTER PACKAGE",dayjoy_products_master.csv,0.95
170,product,"LEGEND PACKAGE is a COMBO PACKAGES product from Dayjoy. Price: MRP 27687.0, DP 18999.0, BV 10000.0. Pack size: nan.","COMBO PACKAGES,Dayjoy,LEGEND PACKAGE",dayjoy_products_master.csv,0.95
