chunk_id,parent_doc_id,chunk_index,chunk_text,doc_type,source_document,source_section,product_name,product_code,sku,tags,keywords,category,confidence,source_reference,notes
intent_1,dayjoy_master_intent_dataset,1,Q: What is Multivitamins Tablets? A: Multivitamins Tablets is a HEALTH CARE product by Dayjoy.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Multivitamins Tablets,DJP1094,DJ-HEA-0095,informational;product_info,what is multivitamins tablets,informational,high,Products Master,
intent_740,dayjoy_master_intent_dataset,740,"Q: Which product is good for Waking up too early? A: Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for waking up too,recommendation,high,Recommendation Chart,
intent_741,dayjoy_master_intent_dataset,741,Q: What is the MRP of Prosperous+ Tablets? A: The MRP is ₹1049.0.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,pricing,Prosperous+ Tablets,DJP1129,DJ-AGR-0130,pricing;mrp,what is the mrp of prosperous tablets,pricing,high,Price List,
intent_742,dayjoy_master_intent_dataset,742,"Q: Which product is good for Erectile Dysfunction? A: Based on Dayjoy recommendations, you may consider ADILAFORTE TABLET. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for erectile dysfunction,recommendation,high,Recommendation Chart,
intent_743,dayjoy_master_intent_dataset,743,"Q: Which product is good for Shortness of breath? A: Based on Dayjoy recommendations, you may consider KIDNEY KAWACH. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for shortness of breath,recommendation,high,Recommendation Chart,
intent_744,dayjoy_master_intent_dataset,744,"Q: Which product is good for Itchy Skin? A: Based on Dayjoy recommendations, you may consider ADILIV TABLETS. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for itchy skin,recommendation,high,Recommendation Chart,
intent_745,dayjoy_master_intent_dataset,745,"Q: Do you have Dayjoy Business Planner Book (Hindi)? A: Yes, Dayjoy Business Planner Book (Hindi) is available. Code: DJP1162",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,transactional,Dayjoy Business Planner Book (Hindi),DJP1162,DJ-PRO-0163,transactional;availability,do you have dayjoy business planner book hindi,transactional,high,Products Master,
intent_746,dayjoy_master_intent_dataset,746,Q: What is the MRP of ELITE PACKAGE? A: The MRP is ₹28286.0.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,pricing,ELITE PACKAGE,DJP1166,DJ-COM-0167,pricing;mrp,what is the mrp of elite package,pricing,high,Price List,
intent_747,dayjoy_master_intent_dataset,747,"Q: I have Heat intolerance, what should I take? A: Dayjoy suggests ADICARDIAL TABLET for Heat intolerance. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have heat intolerance what should i take,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_748,dayjoy_master_intent_dataset,748,"Q: Do you have N-SF 10.5 Mineraliser? A: Yes, N-SF 10.5 Mineraliser is available. Code: DJP1145",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,transactional,N-SF 10.5 Mineraliser,DJP1145,DJ-AQU-0146,transactional;availability,do you have n sf 10 5 mineraliser,transactional,high,Products Master,
intent_749,dayjoy_master_intent_dataset,749,"Q: Do you have Arogya Churn (100g)? A: Yes, Arogya Churn (100g) is available. Code: DJP1078",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,transactional,Arogya Churn (100g),DJP1078,DJ-HEA-0079,transactional;availability,do you have arogya churn 100g,transactional,high,Products Master,
intent_750,dayjoy_master_intent_dataset,750,Q: How much is in one pack of LEGEND PACKAGE? A: The pack size is nan.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,LEGEND PACKAGE,DJP1169,DJ-COM-0170,informational;pack_size,how much is in one pack of legend,informational,high,Products Master,
intent_751,dayjoy_master_intent_dataset,751,Q: Tell me about Kahwa Masala Chai (25 Pcs) A: This is a premium product under Curind.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Kahwa Masala Chai (25 Pcs),DJP1111,DJ-HEA-0112,informational;product_discovery,tell me about kahwa masala chai 25 pcs,informational,high,Products Master,
intent_752,dayjoy_master_intent_dataset,752,Q: DP of DJP1102 A: The Distributor Price (DP) is ₹1660.0.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,pricing,Super Rich Berry Juice (1 Ltr.),DJP1102,DJ-HEA-0103,pricing;dp,dp of djp1102,pricing,high,Price List,
intent_753,dayjoy_master_intent_dataset,753,Q: DP of DJP1101 A: The Distributor Price (DP) is ₹99.0.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,pricing,Quick 6 Pain Relief Gel (30g),DJP1101,DJ-HEA-0102,pricing;dp,dp of djp1101,pricing,high,Price List,
intent_754,dayjoy_master_intent_dataset,754,"Q: I have Heart Palpitations, what should I take? A: Dayjoy suggests AMPLE MEAL for Heart Palpitations. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have heart palpitations what should i take,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_755,dayjoy_master_intent_dataset,755,Q: How much BV for Giloe Extract (60 Veg Capsules)? A: The Business Volume (BV) is 100.0.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,pricing,Giloe Extract (60 Veg Capsules),DJP1085,DJ-HEA-0086,pricing;bv,how much bv for giloe extract 60 veg,pricing,high,Price List,
intent_756,dayjoy_master_intent_dataset,756,"Q: Which product is good for Shortness of Breath? A: Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for shortness of breath,recommendation,high,Recommendation Chart,
intent_757,dayjoy_master_intent_dataset,757,"Q: I have Hand tremor, what should I take? A: Dayjoy suggests ADICARDIAL TABLET for Hand tremor. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have hand tremor what should i take,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_758,dayjoy_master_intent_dataset,758,Q: What is Dayjoy's mission? A: To create values for customers through high-quality products backed by a satisfaction guarantee and uncompromising principles.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,company,,,,company;info,what is dayjoy s mission,company,high,Dayjoy Brochure,
intent_759,dayjoy_master_intent_dataset,759,Q: What is JoySpread 80+ Gold (100ml)? A: JoySpread 80+ Gold (100ml) is a AGRICULTURE & VETERINARY product by Dayjoy.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,JoySpread 80+ Gold (100ml),DJP1132,DJ-AGR-0133,informational;product_info,what is joyspread 80 gold 100ml,informational,high,Products Master,
intent_760,dayjoy_master_intent_dataset,760,Q: Do I need to maintain inventory? A: No large investments in inventory or stock management are required.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,business,,,,business;joining,do i need to maintain inventory,business,high,Dayjoy Brochure / Loyalty Program,
intent_761,dayjoy_master_intent_dataset,761,"Q: I have Physical Retardation, what should I take? A: Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE for Physical Retardation. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have physical retardation what should i take,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_762,dayjoy_master_intent_dataset,762,"Q: I have Allergic Conjunctivitis, what should I take? A: Dayjoy suggests EYE ELIXIR DROPS for Allergic Conjunctivitis. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have allergic conjunctivitis what should i take,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_763,dayjoy_master_intent_dataset,763,Q: What is Adila Forte (30 Tab)? A: Adila Forte (30 Tab) is a HEALTH CARE product by Dayjoy.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Adila Forte (30 Tab),DJP1068,DJ-HEA-0069,informational;product_info,what is adila forte 30 tab,informational,high,Products Master,
intent_764,dayjoy_master_intent_dataset,764,"Q: I have Dizziness or Fainting, what should I take? A: Dayjoy suggests ADILIPO TABLET for Dizziness or Fainting. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have dizziness or fainting what should i,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_765,dayjoy_master_intent_dataset,765,"Q: Do you have Product Leaflets (Set of 48 Leaflets)? A: Yes, Product Leaflets (Set of 48 Leaflets) is available. Code: DJP1157",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,transactional,Product Leaflets (Set of 48 Leaflets),DJP1157,DJ-PRO-0158,transactional;availability,do you have product leaflets set of 48,transactional,high,Products Master,
intent_766,dayjoy_master_intent_dataset,766,Q: How much is in one pack of Amla Reetha Sikakai Shampoo (100ml)? A: The pack size is 100ml.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Amla Reetha Sikakai Shampoo (100ml),DJP1055,DJ-PER-0056,informational;pack_size,how much is in one pack of amla,informational,high,Products Master,
intent_767,dayjoy_master_intent_dataset,767,"Q: I have Memory loss, what should I take? A: Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE for Memory loss. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have memory loss what should i take,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_768,dayjoy_master_intent_dataset,768,Q: What is the MRP of Luxwash Handwash (250ml)? A: The MRP is ₹150.0.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,pricing,Luxwash Handwash (250ml),DJP1036,DJ-PER-0037,pricing;mrp,what is the mrp of luxwash handwash 250ml,pricing,high,Price List,
intent_769,dayjoy_master_intent_dataset,769,"Q: Do you have Seabuckthron Scrub (30g)? A: Yes, Seabuckthron Scrub (30g) is available. Code: DJP1047",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,transactional,Seabuckthron Scrub (30g),DJP1047,DJ-PER-0048,transactional;availability,do you have seabuckthron scrub 30g,transactional,high,Products Master,
intent_770,dayjoy_master_intent_dataset,770,"Q: Do you have Sunscreen SPF 50+ (50gm)? A: Yes, Sunscreen SPF 50+ (50gm) is available. Code: DJP1059",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,transactional,Sunscreen SPF 50+ (50gm),DJP1059,DJ-SKI-0060,transactional;availability,do you have sunscreen spf 50 50gm,transactional,high,Products Master,
intent_771,dayjoy_master_intent_dataset,771,Q: What is JoySpread 80+ Gold (100ml)? A: JoySpread 80+ Gold (100ml) is a AGRICULTURE & VETERINARY product by Dayjoy.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,JoySpread 80+ Gold (100ml),DJP1132,DJ-AGR-0133,informational;product_info,what is joyspread 80 gold 100ml,informational,high,Products Master,
intent_772,dayjoy_master_intent_dataset,772,"Q: Are Shilajit Gummies (60 Gummies) and New Dayjoy Product Brochure (Hindi) the same? A: No, Shilajit Gummies (60 Gummies) is in HEALTH CARE while New Dayjoy Product Brochure (Hindi) is in PROMOTION TOOLS.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,comparison,,,,comparison;category_difference,are shilajit gummies 60 gummies and new dayjoy,comparison,high,Products Master,
intent_773,dayjoy_master_intent_dataset,773,"Q: I have Aging, what should I take? A: Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER FOOD CAPSULE for Aging. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have aging what should i take,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_774,dayjoy_master_intent_dataset,774,"Q: Which product is good for Fatigue? A: Based on Dayjoy recommendations, you may consider ADILIPO TABLET. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for fatigue,recommendation,high,Recommendation Chart,
intent_775,dayjoy_master_intent_dataset,775,"Q: I have Breathlessness, what should I take? A: Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Breathlessness. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have breathlessness what should i take,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_776,dayjoy_master_intent_dataset,776,"Q: Do you have Luxury Saffron Soap (100g)? A: Yes, Luxury Saffron Soap (100g) is available. Code: DJP1031",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,transactional,Luxury Saffron Soap (100g),DJP1031,DJ-PER-0032,transactional;availability,do you have luxury saffron soap 100g,transactional,high,Products Master,
intent_777,dayjoy_master_intent_dataset,777,Q: Tell me about Premium Tulsi Max (30ml) A: This is a premium product under Curind.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Premium Tulsi Max (30ml),DJP1106,DJ-HEA-0107,informational;product_discovery,tell me about premium tulsi max 30ml,informational,high,Products Master,
intent_778,dayjoy_master_intent_dataset,778,Q: How much is in one pack of Adicardial Syrup (500ml)? A: The pack size is 500ml.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Adicardial Syrup (500ml),DJP1067,DJ-HEA-0068,informational;pack_size,how much is in one pack of adicardial,informational,high,Products Master,
intent_779,dayjoy_master_intent_dataset,779,Q: How much BV for Sandalwood & Shahi Gulab Body Lotion (150ml)? A: The Business Volume (BV) is 56.0.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,pricing,Sandalwood & Shahi Gulab Body Lotion (150ml),DJP1042,DJ-PER-0043,pricing;bv,how much bv for sandalwood shahi gulab body,pricing,high,Price List,
intent_780,dayjoy_master_intent_dataset,780,"Q: Which product is good for Slow Healing Sores? A: Based on Dayjoy recommendations, you may consider DIBEAT TABLETS. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for slow healing sores,recommendation,high,Recommendation Chart,
intent_781,dayjoy_master_intent_dataset,781,Q: Can I return it? A: You may return marketable products within 30 days of invoice with original bill (5% handling charge applies).,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,policy,,,,policy;shipping_refund,can i return it,policy,high,Shipping/Refund Policy,
intent_782,dayjoy_master_intent_dataset,782,"Q: Which product is good for Unexplained Weight loss? A: Based on Dayjoy recommendations, you may consider DIBEAT TABLETS. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for unexplained weight loss,recommendation,high,Recommendation Chart,
intent_783,dayjoy_master_intent_dataset,783,Q: DP of DJP1066 A: The Distributor Price (DP) is ₹1325.0.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,pricing,Adicardial (120 Tab),DJP1066,DJ-HEA-0067,pricing;dp,dp of djp1066,pricing,high,Price List,
intent_784,dayjoy_master_intent_dataset,784,"Q: I have Photo Damage (UV Rays), what should I take? A: Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER FOOD CAPSULE for Photo Damage (UV Rays). This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have photo damage uv rays what should,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_785,dayjoy_master_intent_dataset,785,Q: How much is in one pack of Liv-Ease (500ml)? A: The pack size is 500ml.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Liv-Ease (500ml),DJP1093,DJ-HEA-0094,informational;pack_size,how much is in one pack of liv,informational,high,Products Master,
intent_786,dayjoy_master_intent_dataset,786,"Q: Is Dayjoy a get-rich-quick scheme? A: No, Dayjoy does not present its business as a get-rich-quick scheme. It requires commitment and effort.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,compliance,,,,compliance;policy,is dayjoy a get rich quick scheme,compliance,high,FSSAI / Social Media Policy / Income Disclaimer,
intent_787,dayjoy_master_intent_dataset,787,Q: How much BV for Dhaniya Powder (500g)? A: The Business Volume (BV) is 30.0.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,pricing,Dhaniya Powder (500g),DJP1007,DJ-FOO-0008,pricing;bv,how much bv for dhaniya powder 500g,pricing,high,Price List,
intent_788,dayjoy_master_intent_dataset,788,Q: How much is in one pack of Black Salt Sprinkler (200g)? A: The pack size is 200g.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Black Salt Sprinkler (200g),DJP1000,DJ-FOO-0001,informational;pack_size,how much is in one pack of black,informational,high,Products Master,
intent_789,dayjoy_master_intent_dataset,789,"Q: Do you have Regain Aloevera Shampoo (300ml)? A: Yes, Regain Aloevera Shampoo (300ml) is available. Code: DJP1041",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,transactional,Regain Aloevera Shampoo (300ml),DJP1041,DJ-PER-0042,transactional;availability,do you have regain aloevera shampoo 300ml,transactional,high,Products Master,
intent_790,dayjoy_master_intent_dataset,790,Q: How much is in one pack of JoyCalcium (2 Litre)? A: The pack size is 2 Litre.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,JoyCalcium (2 Litre),DJP1135,DJ-AGR-0136,informational;pack_size,how much is in one pack of joycalcium,informational,high,Products Master,
intent_791,dayjoy_master_intent_dataset,791,Q: What is the MRP of Haldi Powder (500g)? A: The MRP is ₹320.0.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,pricing,Haldi Powder (500g),DJP1011,DJ-FOO-0012,pricing;mrp,what is the mrp of haldi powder 500g,pricing,high,Price List,
intent_792,dayjoy_master_intent_dataset,792,"Q: Which product is good for Pain or pressure in your chest? A: Based on Dayjoy recommendations, you may consider KIDNEY KAWACH. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for pain or pressure,recommendation,high,Recommendation Chart,
intent_793,dayjoy_master_intent_dataset,793,"Q: Which product is good for Dry Skin? A: Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for dry skin,recommendation,high,Recommendation Chart,
intent_794,dayjoy_master_intent_dataset,794,"Q: Do you have Seabuckthron Cleanser (30g)? A: Yes, Seabuckthron Cleanser (30g) is available. Code: DJP1046",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,transactional,Seabuckthron Cleanser (30g),DJP1046,DJ-PER-0047,transactional;availability,do you have seabuckthron cleanser 30g,transactional,high,Products Master,
intent_795,dayjoy_master_intent_dataset,795,"Q: Do you have Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml)? A: Yes, Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml) is available. Code: DJP1080",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,transactional,Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml),DJP1080,DJ-HEA-0081,transactional;availability,do you have golden elixir nano curcumin drops,transactional,high,Products Master,
intent_796,dayjoy_master_intent_dataset,796,"Q: How is my payment secured? A: Dayjoy uses PAYU and Razorpay gateways which employ data encryption, SSL, and Tokenization to secure payments.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,compliance,,,,compliance;policy,how is my payment secured,compliance,high,FSSAI / Social Media Policy / Income Disclaimer,
intent_797,dayjoy_master_intent_dataset,797,Q: DP of DJP1024 A: The Distributor Price (DP) is ₹67.0.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,pricing,Poha with Bhujia,DJP1024,DJ-FOO-0025,pricing;dp,dp of djp1024,pricing,high,Price List,
intent_798,dayjoy_master_intent_dataset,798,"Q: Do you have Omega 3-6-9? A: Yes, Omega 3-6-9 is available. Code: DJP1100",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,transactional,Omega 3-6-9,DJP1100,DJ-HEA-0101,transactional;availability,do you have omega 3 6 9,transactional,high,Products Master,
intent_799,dayjoy_master_intent_dataset,799,"Q: I have Fatigue, what should I take? A: Dayjoy suggests ADICARDIAL TABLET for Fatigue. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have fatigue what should i take,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_800,dayjoy_master_intent_dataset,800,Q: How much BV for Poha with Bhujia? A: The Business Volume (BV) is 9.0.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,pricing,Poha with Bhujia,DJP1024,DJ-FOO-0025,pricing;bv,how much bv for poha with bhujia,pricing,high,Price List,
intent_801,dayjoy_master_intent_dataset,801,Q: Is Adilipo (120 Tab) a food product? A: It is categorized under HEALTH CARE.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Adilipo (120 Tab),DJP1070,DJ-HEA-0071,informational;product_category,is adilipo 120 tab a food product,informational,high,Products Master,
intent_802,dayjoy_master_intent_dataset,802,Q: What is the Loyalty Offer? A: Distributors buying Rs. 2500+ from 2nd-15th for 4 months get free products in the 5th month.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,business,,,,business;joining,what is the loyalty offer,business,high,Dayjoy Brochure / Loyalty Program,
intent_803,dayjoy_master_intent_dataset,803,"Q: Which product is good for Physical Retardation? A: Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for physical retardation,recommendation,high,Recommendation Chart,
intent_804,dayjoy_master_intent_dataset,804,"Q: Which product is good for Chest Pain? A: Based on Dayjoy recommendations, you may consider ADILIPO TABLET. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for chest pain,recommendation,high,Recommendation Chart,
intent_805,dayjoy_master_intent_dataset,805,Q: What is the MRP of Dhaniya Powder (25g)? A: The MRP is ₹20.0.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,pricing,Dhaniya Powder (25g),DJP1005,DJ-FOO-0006,pricing;mrp,what is the mrp of dhaniya powder 25g,pricing,high,Price List,
intent_806,dayjoy_master_intent_dataset,806,Q: What is Hindi One-Page Compensation Plan (Set of 50 Leaflets)? A: Hindi One-Page Compensation Plan (Set of 50 Leaflets) is a PROMOTION TOOLS product by Dayjoy.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Hindi One-Page Compensation Plan (Set of 50 Leaflets),DJP1160,DJ-PRO-0161,informational;product_info,what is hindi one page compensation plan set,informational,high,Products Master,
intent_807,dayjoy_master_intent_dataset,807,"Q: I have Bright Red Blood in Stools an Itchy Anus, what should I take? A: Dayjoy suggests GO PILES TABLETS for Bright Red Blood in Stools an Itchy Anus. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have bright red blood in stools an,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_808,dayjoy_master_intent_dataset,808,"Q: Is Dayjoy a get-rich-quick scheme? A: No, Dayjoy does not present its business as a get-rich-quick scheme. It requires commitment and effort.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,compliance,,,,compliance;policy,is dayjoy a get rich quick scheme,compliance,high,FSSAI / Social Media Policy / Income Disclaimer,
intent_809,dayjoy_master_intent_dataset,809,Q: How much is in one pack of Haldi Powder (200g)? A: The pack size is 200g.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Haldi Powder (200g),DJP1010,DJ-FOO-0011,informational;pack_size,how much is in one pack of haldi,informational,high,Products Master,
intent_810,dayjoy_master_intent_dataset,810,"Q: I have Dry Skin, what should I take? A: Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER FOOD CAPSULE for Dry Skin. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have dry skin what should i take,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_811,dayjoy_master_intent_dataset,811,"Q: I have Difficulty paying attention, what should I take? A: Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE for Difficulty paying attention. This is a supplement, not a cure.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,health-condition,,,,health-condition;consultation,i have difficulty paying attention what should i,health-condition,medium,Recommendation Chart,Medical disclaimer included
intent_812,dayjoy_master_intent_dataset,812,Q: How much is in one pack of Quick 6 Pain Relief Gel (30g)? A: The pack size is 30g.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Quick 6 Pain Relief Gel (30g),DJP1101,DJ-HEA-0102,informational;pack_size,how much is in one pack of quick,informational,high,Products Master,
intent_813,dayjoy_master_intent_dataset,813,Q: Tell me about Ashvagandha Extract (60 Veg Capsules) A: This is a premium product under Curind.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Ashvagandha Extract (60 Veg Capsules),DJP1075,DJ-HEA-0076,informational;product_discovery,tell me about ashvagandha extract 60 veg capsules,informational,high,Products Master,
intent_814,dayjoy_master_intent_dataset,814,Q: How much is in one pack of Aloevera Gel (100g)? A: The pack size is 100g.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Aloevera Gel (100g),DJP1028,DJ-PER-0029,informational;pack_size,how much is in one pack of aloevera,informational,high,Products Master,
intent_815,dayjoy_master_intent_dataset,815,Q: What is the MRP of Mirchi Powder (25g)? A: The MRP is ₹20.0.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,pricing,Mirchi Powder (25g),DJP1016,DJ-FOO-0017,pricing;mrp,what is the mrp of mirchi powder 25g,pricing,high,Price List,
intent_816,dayjoy_master_intent_dataset,816,Q: Tell me about Seabuckthron Juice (1 Ltr.) A: This is a premium product under Curind.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,Seabuckthron Juice (1 Ltr.),DJP1103,DJ-HEA-0104,informational;product_discovery,tell me about seabuckthron juice 1 ltr,informational,high,Products Master,
intent_817,dayjoy_master_intent_dataset,817,Q: Is STANDARD PACKAGE a food product? A: It is categorized under COMBO PACKAGES.,intent_dataset,Dayjoy_Master_Intent_Dataset.csv,informational,STANDARD PACKAGE,DJP1164,DJ-COM-0165,informational;product_category,is standard package a food product,informational,high,Products Master,
intent_818,dayjoy_master_intent_dataset,818,"Q: Which product is good for Blocked or stuffy (congested) nose causing difficulty breathing through nose? A: Based on Dayjoy recommendations, you may consider ASTHPRASH OR N-ASTHEAL TABLET. Consult a physician for medical advice.",intent_dataset,Dayjoy_Master_Intent_Dataset.csv,recommendation,,,,recommendation;health_need,which product is good for blocked or stuffy,recommendation,high,Recommendation Chart,
