chunk_id,chunk_type,document_id,source_page,product_code,sku,category,role_scope,risk_level,confidence,effective_from,approval_status,text
product_core::DJP1085::DJ-HEA-0086,product_core,dayjoy-canonical-product-master-final,,DJP1085,DJ-HEA-0086,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Giloe Extract (60 Veg Capsules). Code: DJP1085. SKU: DJ-HEA-0086. Pack size: 60 capsules. MRP: 499.0. DP: 275.0. BV: 100.0.
pricing_row::DJP1085::DJ-HEA-0086,pricing_row,India-BV-Price-May-2026,,DJP1085,DJ-HEA-0086,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Giloe Extract (60 Veg Capsules): MRP INR 499; DP INR 275; BV 100; pack size 60 capsules.
product_core::DJP1086::DJ-HEA-0087,product_core,dayjoy-canonical-product-master-final,,DJP1086,DJ-HEA-0087,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Eye Elixir Drops (10ml). Code: DJP1086. SKU: DJ-HEA-0087. Pack size: 10ml. MRP: 149.0. DP: 100.0. BV: 42.0.
pricing_row::DJP1086::DJ-HEA-0087,pricing_row,India-BV-Price-May-2026,,DJP1086,DJ-HEA-0087,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Eye Elixir Drops (10ml): MRP INR 149; DP INR 100; BV 42; pack size 10ml.
product_core::DJP1087::DJ-HEA-0088,product_core,dayjoy-canonical-product-master-final,,DJP1087,DJ-HEA-0088,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Eye Health++ (60 Capsules). Code: DJP1087. SKU: DJ-HEA-0088. Pack size: 60 Capsules. MRP: 1799.0. DP: 1099.0. BV: 480.0.
pricing_row::DJP1087::DJ-HEA-0088,pricing_row,India-BV-Price-May-2026,,DJP1087,DJ-HEA-0088,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Eye Health++ (60 Capsules): MRP INR 1799; DP INR 1099; BV 480; pack size 60 Capsules.
product_core::DJP1088::DJ-HEA-0089,product_core,dayjoy-canonical-product-master-final,,DJP1088,DJ-HEA-0089,,"public, distributor, internal",low,high,2026-05-05,approved,Product: HB+ (200ml). Code: DJP1088. SKU: DJ-HEA-0089. Pack size: 200ml. MRP: 599.0. DP: 375.0. BV: 160.0.
pricing_row::DJP1088::DJ-HEA-0089,pricing_row,India-BV-Price-May-2026,,DJP1088,DJ-HEA-0089,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for HB+ (200ml): MRP INR 599; DP INR 375; BV 160; pack size 200ml.
product_core::DJP1089::DJ-HEA-0090,product_core,dayjoy-canonical-product-master-final,,DJP1089,DJ-HEA-0090,,"public, distributor, internal",low,high,2026-05-05,approved,Product: HB+ (500ml). Code: DJP1089. SKU: DJ-HEA-0090. Pack size: 500ml. MRP: 1399.0. DP: 865.0. BV: 400.0.
pricing_row::DJP1089::DJ-HEA-0090,pricing_row,India-BV-Price-May-2026,,DJP1089,DJ-HEA-0090,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for HB+ (500ml): MRP INR 1399; DP INR 865; BV 400; pack size 500ml.
product_core::DJP1090::DJ-HEA-0091,product_core,dayjoy-canonical-product-master-final,,DJP1090,DJ-HEA-0091,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Hi-Energy (60 Tab). Code: DJP1090. SKU: DJ-HEA-0091. Pack size: 60 tablets. MRP: 1199.0. DP: 825.0. BV: 375.0.
pricing_row::DJP1090::DJ-HEA-0091,pricing_row,India-BV-Price-May-2026,,DJP1090,DJ-HEA-0091,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Hi-Energy (60 Tab): MRP INR 1199; DP INR 825; BV 375; pack size 60 tablets.
product_core::DJP1091::DJ-HEA-0092,product_core,dayjoy-canonical-product-master-final,,DJP1091,DJ-HEA-0092,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Kidney Kawach (300 g). Code: DJP1091. SKU: DJ-HEA-0092. Pack size: 300 g. MRP: 2999.0. DP: 1799.0. BV: 840.0.
pricing_row::DJP1091::DJ-HEA-0092,pricing_row,India-BV-Price-May-2026,,DJP1091,DJ-HEA-0092,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Kidney Kawach (300 g): MRP INR 2999; DP INR 1799; BV 840; pack size 300 g.
product_core::DJP1092::DJ-HEA-0093,product_core,dayjoy-canonical-product-master-final,,DJP1092,DJ-HEA-0093,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Liv-Ease (200ml). Code: DJP1092. SKU: DJ-HEA-0093. Pack size: 200ml. MRP: 599.0. DP: 375.0. BV: 160.0.
pricing_row::DJP1092::DJ-HEA-0093,pricing_row,India-BV-Price-May-2026,,DJP1092,DJ-HEA-0093,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Liv-Ease (200ml): MRP INR 599; DP INR 375; BV 160; pack size 200ml.
product_core::DJP1093::DJ-HEA-0094,product_core,dayjoy-canonical-product-master-final,,DJP1093,DJ-HEA-0094,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Liv-Ease (500ml). Code: DJP1093. SKU: DJ-HEA-0094. Pack size: 500ml. MRP: 1399.0. DP: 865.0. BV: 400.0.
pricing_row::DJP1093::DJ-HEA-0094,pricing_row,India-BV-Price-May-2026,,DJP1093,DJ-HEA-0094,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Liv-Ease (500ml): MRP INR 1399; DP INR 865; BV 400; pack size 500ml.
product_core::DJP1094::DJ-HEA-0095,product_core,dayjoy-canonical-product-master-final,,DJP1094,DJ-HEA-0095,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Multivitamins Tablets. Code: DJP1094. SKU: DJ-HEA-0095. Pack size: not stated. MRP: 999.0. DP: 425.0. BV: 180.0.
pricing_row::DJP1094::DJ-HEA-0095,pricing_row,India-BV-Price-May-2026,,DJP1094,DJ-HEA-0095,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Multivitamins Tablets: MRP INR 999; DP INR 425; BV 180; pack size not stated.
product_core::DJP1095::DJ-HEA-0096,product_core,dayjoy-canonical-product-master-final,,DJP1095,DJ-HEA-0096,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Nonima (500ml). Code: DJP1095. SKU: DJ-HEA-0096. Pack size: 500ml. MRP: 1499.0. DP: 949.0. BV: 400.0.
pricing_row::DJP1095::DJ-HEA-0096,pricing_row,India-BV-Price-May-2026,,DJP1095,DJ-HEA-0096,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Nonima (500ml): MRP INR 1499; DP INR 949; BV 400; pack size 500ml.
product_core::DJP1096::DJ-HEA-0097,product_core,dayjoy-canonical-product-master-final,,DJP1096,DJ-HEA-0097,,"public, distributor, internal",low,high,2026-05-05,approved,Product: N-astheal (120 Tab). Code: DJP1096. SKU: DJ-HEA-0097. Pack size: 120 tablets. MRP: 2699.0. DP: 1725.0. BV: 865.0.
pricing_row::DJP1096::DJ-HEA-0097,pricing_row,India-BV-Price-May-2026,,DJP1096,DJ-HEA-0097,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for N-astheal (120 Tab): MRP INR 2699; DP INR 1725; BV 865; pack size 120 tablets.
product_core::DJP1097::DJ-HEA-0098,product_core,dayjoy-canonical-product-master-final,,DJP1097,DJ-HEA-0098,,"public, distributor, internal",low,high,2026-05-05,approved,Product: N-astheal (60 Tab). Code: DJP1097. SKU: DJ-HEA-0098. Pack size: 60 tablets. MRP: 1499.0. DP: 960.0. BV: 465.0.
pricing_row::DJP1097::DJ-HEA-0098,pricing_row,India-BV-Price-May-2026,,DJP1097,DJ-HEA-0098,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for N-astheal (60 Tab): MRP INR 1499; DP INR 960; BV 465; pack size 60 tablets.
product_core::DJP1098::DJ-HEA-0099,product_core,dayjoy-canonical-product-master-final,,DJP1098,DJ-HEA-0099,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Orthofix (60 Tab). Code: DJP1098. SKU: DJ-HEA-0099. Pack size: 60 tablets. MRP: 1199.0. DP: 825.0. BV: 375.0.
pricing_row::DJP1098::DJ-HEA-0099,pricing_row,India-BV-Price-May-2026,,DJP1098,DJ-HEA-0099,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Orthofix (60 Tab): MRP INR 1199; DP INR 825; BV 375; pack size 60 tablets.
product_core::DJP1099::DJ-HEA-0100,product_core,dayjoy-canonical-product-master-final,,DJP1099,DJ-HEA-0100,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Orthofix Oil (100ml). Code: DJP1099. SKU: DJ-HEA-0100. Pack size: 100ml. MRP: 525.0. DP: 325.0. BV: 112.0.
pricing_row::DJP1099::DJ-HEA-0100,pricing_row,India-BV-Price-May-2026,,DJP1099,DJ-HEA-0100,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Orthofix Oil (100ml): MRP INR 525; DP INR 325; BV 112; pack size 100ml.
product_core::DJP1100::DJ-HEA-0101,product_core,dayjoy-canonical-product-master-final,,DJP1100,DJ-HEA-0101,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Omega 3-6-9. Code: DJP1100. SKU: DJ-HEA-0101. Pack size: not stated. MRP: 999.0. DP: 500.0. BV: 200.0.
pricing_row::DJP1100::DJ-HEA-0101,pricing_row,India-BV-Price-May-2026,,DJP1100,DJ-HEA-0101,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Omega 3-6-9: MRP INR 999; DP INR 500; BV 200; pack size not stated.
product_core::DJP1101::DJ-HEA-0102,product_core,dayjoy-canonical-product-master-final,,DJP1101,DJ-HEA-0102,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Quick 6 Pain Relief Gel (30g). Code: DJP1101. SKU: DJ-HEA-0102. Pack size: 30g. MRP: 149.0. DP: 99.0. BV: 32.0.
pricing_row::DJP1101::DJ-HEA-0102,pricing_row,India-BV-Price-May-2026,,DJP1101,DJ-HEA-0102,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Quick 6 Pain Relief Gel (30g): MRP INR 149; DP INR 99; BV 32; pack size 30g.
product_core::DJP1102::DJ-HEA-0103,product_core,dayjoy-canonical-product-master-final,,DJP1102,DJ-HEA-0103,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Super Rich Berry Juice (1 Ltr.). Code: DJP1102. SKU: DJ-HEA-0103. Pack size: 1 L.. MRP: 2999.0. DP: 1660.0. BV: 740.0.
pricing_row::DJP1102::DJ-HEA-0103,pricing_row,India-BV-Price-May-2026,,DJP1102,DJ-HEA-0103,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Super Rich Berry Juice (1 Ltr.): MRP INR 2999; DP INR 1660; BV 740; pack size 1 L..
product_core::DJP1103::DJ-HEA-0104,product_core,dayjoy-canonical-product-master-final,,DJP1103,DJ-HEA-0104,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Seabuckthron Juice (1 Ltr.). Code: DJP1103. SKU: DJ-HEA-0104. Pack size: 1 L.. MRP: 2999.0. DP: 1490.0. BV: 640.0.
pricing_row::DJP1103::DJ-HEA-0104,pricing_row,India-BV-Price-May-2026,,DJP1103,DJ-HEA-0104,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Seabuckthron Juice (1 Ltr.): MRP INR 2999; DP INR 1490; BV 640; pack size 1 L..
product_core::DJP1104::DJ-HEA-0105,product_core,dayjoy-canonical-product-master-final,,DJP1104,DJ-HEA-0105,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Shatavari Extract (60 Veg Capsules). Code: DJP1104. SKU: DJ-HEA-0105. Pack size: 60 capsules. MRP: 499.0. DP: 299.0. BV: 110.0.
pricing_row::DJP1104::DJ-HEA-0105,pricing_row,India-BV-Price-May-2026,,DJP1104,DJ-HEA-0105,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Shatavari Extract (60 Veg Capsules): MRP INR 499; DP INR 299; BV 110; pack size 60 capsules.
product_core::DJP1105::DJ-HEA-0106,product_core,dayjoy-canonical-product-master-final,,DJP1105,DJ-HEA-0106,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Super Food Capsule. Code: DJP1105. SKU: DJ-HEA-0106. Pack size: not stated. MRP: 1999.0. DP: 999.0. BV: 420.0.
pricing_row::DJP1105::DJ-HEA-0106,pricing_row,India-BV-Price-May-2026,,DJP1105,DJ-HEA-0106,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Super Food Capsule: MRP INR 1999; DP INR 999; BV 420; pack size not stated.
product_core::DJP1106::DJ-HEA-0107,product_core,dayjoy-canonical-product-master-final,,DJP1106,DJ-HEA-0107,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Premium Tulsi Max (30ml). Code: DJP1106. SKU: DJ-HEA-0107. Pack size: 30ml. MRP: 299.0. DP: 178.0. BV: 58.0.
pricing_row::DJP1106::DJ-HEA-0107,pricing_row,India-BV-Price-May-2026,,DJP1106,DJ-HEA-0107,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Premium Tulsi Max (30ml): MRP INR 299; DP INR 178; BV 58; pack size 30ml.
product_core::DJP1107::DJ-HEA-0108,product_core,dayjoy-canonical-product-master-final,,DJP1107,DJ-HEA-0108,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Vital Protein Powder (300gm). Code: DJP1107. SKU: DJ-HEA-0108. Pack size: 300gm. MRP: 1999.0. DP: 1199.0. BV: 430.0.
pricing_row::DJP1107::DJ-HEA-0108,pricing_row,India-BV-Price-May-2026,,DJP1107,DJ-HEA-0108,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Vital Protein Powder (300gm): MRP INR 1999; DP INR 1199; BV 430; pack size 300gm.
product_core::DJP1108::DJ-HEA-0109,product_core,dayjoy-canonical-product-master-final,,DJP1108,DJ-HEA-0109,,"public, distributor, internal",low,high,2026-05-05,approved,Product: L-Arginine++ - Energy Drink (100g). Code: DJP1108. SKU: DJ-HEA-0109. Pack size: 100g. MRP: 1499.0. DP: 799.0. BV: 300.0.
pricing_row::DJP1108::DJ-HEA-0109,pricing_row,India-BV-Price-May-2026,,DJP1108,DJ-HEA-0109,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for L-Arginine++ - Energy Drink (100g): MRP INR 1499; DP INR 799; BV 300; pack size 100g.
product_core::DJP1109::DJ-HEA-0110,product_core,dayjoy-canonical-product-master-final,,DJP1109,DJ-HEA-0110,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Ample Meal - Meal Replacement Nutritional Shake (500g). Code: DJP1109. SKU: DJ-HEA-0110. Pack size: 500g. MRP: 2699.0. DP: 1799.0. BV: 650.0.
pricing_row::DJP1109::DJ-HEA-0110,pricing_row,India-BV-Price-May-2026,,DJP1109,DJ-HEA-0110,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Ample Meal - Meal Replacement Nutritional Shake (500g): MRP INR 2699; DP INR 1799; BV 650; pack size 500g.
product_core::DJP1110::DJ-HEA-0111,product_core,dayjoy-canonical-product-master-final,,DJP1110,DJ-HEA-0111,,"public, distributor, internal",low,high,2026-05-05,approved,Product: JuniorJoy - Kids Nutritional Drink (300g). Code: DJP1110. SKU: DJ-HEA-0111. Pack size: 300g. MRP: 1499.0. DP: 899.0. BV: 325.0.
pricing_row::DJP1110::DJ-HEA-0111,pricing_row,India-BV-Price-May-2026,,DJP1110,DJ-HEA-0111,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for JuniorJoy - Kids Nutritional Drink (300g): MRP INR 1499; DP INR 899; BV 325; pack size 300g.
product_core::DJP1111::DJ-HEA-0112,product_core,dayjoy-canonical-product-master-final,,DJP1111,DJ-HEA-0112,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Kahwa Masala Chai (25 Pcs). Code: DJP1111. SKU: DJ-HEA-0112. Pack size: 25 Pcs. MRP: 399.0. DP: 295.0. BV: 95.0.
pricing_row::DJP1111::DJ-HEA-0112,pricing_row,India-BV-Price-May-2026,,DJP1111,DJ-HEA-0112,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Kahwa Masala Chai (25 Pcs): MRP INR 399; DP INR 295; BV 95; pack size 25 Pcs.
product_core::DJP1112::DJ-HEA-0113,product_core,dayjoy-canonical-product-master-final,,DJP1112,DJ-HEA-0113,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Shilajit Gummies (60 Gummies). Code: DJP1112. SKU: DJ-HEA-0113. Pack size: 60 Gummies. MRP: 1499.0. DP: 999.0. BV: 400.0.
pricing_row::DJP1112::DJ-HEA-0113,pricing_row,India-BV-Price-May-2026,,DJP1112,DJ-HEA-0113,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Shilajit Gummies (60 Gummies): MRP INR 1499; DP INR 999; BV 400; pack size 60 Gummies.
product_core::DJP1113::DJ-HEA-0114,product_core,dayjoy-canonical-product-master-final,,DJP1113,DJ-HEA-0114,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Apple Cider Vinegar (3X20 Tablets). Code: DJP1113. SKU: DJ-HEA-0114. Pack size: 60 tablets. MRP: 1425.0. DP: 875.0. BV: 350.0.
pricing_row::DJP1113::DJ-HEA-0114,pricing_row,India-BV-Price-May-2026,,DJP1113,DJ-HEA-0114,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Apple Cider Vinegar (3X20 Tablets): MRP INR 1425; DP INR 875; BV 350; pack size 60 tablets.
product_core::DJP1114::DJ-HEA-0115,product_core,dayjoy-canonical-product-master-final,,DJP1114,DJ-HEA-0115,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Marine Collagen (200g). Code: DJP1114. SKU: DJ-HEA-0115. Pack size: 200g. MRP: 1799.0. DP: 999.0. BV: 380.0.
pricing_row::DJP1114::DJ-HEA-0115,pricing_row,India-BV-Price-May-2026,,DJP1114,DJ-HEA-0115,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Marine Collagen (200g): MRP INR 1799; DP INR 999; BV 380; pack size 200g.
product_core::DJP1115::DJ-HOM-0116,product_core,dayjoy-canonical-product-master-final,,DJP1115,DJ-HOM-0116,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Dishwash Liquid Gel (500ml). Code: DJP1115. SKU: DJ-HOM-0116. Pack size: 500ml. MRP: 189.0. DP: 149.0. BV: 29.0.
pricing_row::DJP1115::DJ-HOM-0116,pricing_row,India-BV-Price-May-2026,,DJP1115,DJ-HOM-0116,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Dishwash Liquid Gel (500ml): MRP INR 189; DP INR 149; BV 29; pack size 500ml.
product_core::DJP1116::DJ-HOM-0117,product_core,dayjoy-canonical-product-master-final,,DJP1116,DJ-HOM-0117,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Toilet Bowl Cleaner (500ml). Code: DJP1116. SKU: DJ-HOM-0117. Pack size: 500ml. MRP: 149.0. DP: 115.0. BV: 21.0.
pricing_row::DJP1116::DJ-HOM-0117,pricing_row,India-BV-Price-May-2026,,DJP1116,DJ-HOM-0117,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Toilet Bowl Cleaner (500ml): MRP INR 149; DP INR 115; BV 21; pack size 500ml.
product_core::DJP1117::DJ-HOM-0118,product_core,dayjoy-canonical-product-master-final,,DJP1117,DJ-HOM-0118,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Liquid Detergent (1Ltr.). Code: DJP1117. SKU: DJ-HOM-0118. Pack size: 1Ltr.. MRP: 449.0. DP: 370.0. BV: 74.0.
pricing_row::DJP1117::DJ-HOM-0118,pricing_row,India-BV-Price-May-2026,,DJP1117,DJ-HOM-0118,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Liquid Detergent (1Ltr.): MRP INR 449; DP INR 370; BV 74; pack size 1Ltr..
product_core::DJP1118::DJ-HOM-0119,product_core,dayjoy-canonical-product-master-final,,DJP1118,DJ-HOM-0119,,"public, distributor, internal",low,high,2026-05-05,approved,Product: All in 1 Surface Cleaner (500ml). Code: DJP1118. SKU: DJ-HOM-0119. Pack size: 500ml. MRP: 179.0. DP: 140.0. BV: 27.0.
pricing_row::DJP1118::DJ-HOM-0119,pricing_row,India-BV-Price-May-2026,,DJP1118,DJ-HOM-0119,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for All in 1 Surface Cleaner (500ml): MRP INR 179; DP INR 140; BV 27; pack size 500ml.
product_core::DJP1119::DJ-CLO-0120,product_core,dayjoy-canonical-product-master-final,,DJP1119,DJ-CLO-0120,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Premium Suit Length (Black). Code: DJP1119. SKU: DJ-CLO-0120. Pack size: 1 unit. MRP: 10000.0. DP: 5999.0. BV: 2800.0.
pricing_row::DJP1119::DJ-CLO-0120,pricing_row,India-BV-Price-May-2026,,DJP1119,DJ-CLO-0120,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Premium Suit Length (Black): MRP INR 10000; DP INR 5999; BV 2800; pack size 1 unit.
product_core::DJP1120::DJ-CLO-0121,product_core,dayjoy-canonical-product-master-final,,DJP1120,DJ-CLO-0121,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Designer Mask (Pack of 5). Code: DJP1120. SKU: DJ-CLO-0121. Pack size: 5. MRP: 220.0. DP: 180.0. BV: 55.0.
pricing_row::DJP1120::DJ-CLO-0121,pricing_row,India-BV-Price-May-2026,,DJP1120,DJ-CLO-0121,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Designer Mask (Pack of 5): MRP INR 220; DP INR 180; BV 55; pack size 5.
product_core::DJP1121::DJ-CLO-0122,product_core,dayjoy-canonical-product-master-final,,DJP1121,DJ-CLO-0122,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Dayjoy Necktie. Code: DJP1121. SKU: DJ-CLO-0122. Pack size: 1 unit. MRP: 499.0. DP: 299.0. BV: 50.0.
pricing_row::DJP1121::DJ-CLO-0122,pricing_row,India-BV-Price-May-2026,,DJP1121,DJ-CLO-0122,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Dayjoy Necktie: MRP INR 499; DP INR 299; BV 50; pack size 1 unit.
product_core::DJP1122::DJ-CLO-0123,product_core,dayjoy-canonical-product-master-final,,DJP1122,DJ-CLO-0123,,"public, distributor, internal",low,high,2026-05-05,approved,"Product: T-shirt New Design (L, M, XL). Code: DJP1122. SKU: DJ-CLO-0123. Pack size: L, M, XL. MRP: 699.0. DP: 599.0. BV: 100.0."
pricing_row::DJP1122::DJ-CLO-0123,pricing_row,India-BV-Price-May-2026,,DJP1122,DJ-CLO-0123,,"public, distributor, internal",safe_general,high,2026-05-05,approved,"Pricing for T-shirt New Design (L, M, XL): MRP INR 699; DP INR 599; BV 100; pack size L, M, XL."
product_core::DJP1123::DJ-AGR-0124,product_core,dayjoy-canonical-product-master-final,,DJP1123,DJ-AGR-0124,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Happy Soil - Humic (500ml). Code: DJP1123. SKU: DJ-AGR-0124. Pack size: 500ml. MRP: 849.0. DP: 575.0. BV: 200.0.
pricing_row::DJP1123::DJ-AGR-0124,pricing_row,India-BV-Price-May-2026,,DJP1123,DJ-AGR-0124,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Happy Soil - Humic (500ml): MRP INR 849; DP INR 575; BV 200; pack size 500ml.
product_core::DJP1124::DJ-AGR-0125,product_core,dayjoy-canonical-product-master-final,,DJP1124,DJ-AGR-0125,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Nano Tech-19 (500ml). Code: DJP1124. SKU: DJ-AGR-0125. Pack size: 500ml. MRP: 1499.0. DP: 949.0. BV: 425.0.
pricing_row::DJP1124::DJ-AGR-0125,pricing_row,India-BV-Price-May-2026,,DJP1124,DJ-AGR-0125,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Nano Tech-19 (500ml): MRP INR 1499; DP INR 949; BV 425; pack size 500ml.
product_core::DJP1125::DJ-AGR-0126,product_core,dayjoy-canonical-product-master-final,,DJP1125,DJ-AGR-0126,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Nano Tech-46 (500ml). Code: DJP1125. SKU: DJ-AGR-0126. Pack size: 500ml. MRP: 1499.0. DP: 949.0. BV: 425.0.
pricing_row::DJP1125::DJ-AGR-0126,pricing_row,India-BV-Price-May-2026,,DJP1125,DJ-AGR-0126,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Nano Tech-46 (500ml): MRP INR 1499; DP INR 949; BV 425; pack size 500ml.
product_core::DJP1126::DJ-AGR-0127,product_core,dayjoy-canonical-product-master-final,,DJP1126,DJ-AGR-0127,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Nano Tech-50 (500ml). Code: DJP1126. SKU: DJ-AGR-0127. Pack size: 500ml. MRP: 1499.0. DP: 949.0. BV: 425.0.
pricing_row::DJP1126::DJ-AGR-0127,pricing_row,India-BV-Price-May-2026,,DJP1126,DJ-AGR-0127,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Nano Tech-50 (500ml): MRP INR 1499; DP INR 949; BV 425; pack size 500ml.
product_core::DJP1127::DJ-AGR-0128,product_core,dayjoy-canonical-product-master-final,,DJP1127,DJ-AGR-0128,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Nano Tech-52 (500ml). Code: DJP1127. SKU: DJ-AGR-0128. Pack size: 500ml. MRP: 1499.0. DP: 949.0. BV: 425.0.
pricing_row::DJP1127::DJ-AGR-0128,pricing_row,India-BV-Price-May-2026,,DJP1127,DJ-AGR-0128,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Nano Tech-52 (500ml): MRP INR 1499; DP INR 949; BV 425; pack size 500ml.
product_core::DJP1128::DJ-AGR-0129,product_core,dayjoy-canonical-product-master-final,,DJP1128,DJ-AGR-0129,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Prosperous+ (1 L). Code: DJP1128. SKU: DJ-AGR-0129. Pack size: 1 L. MRP: 1499.0. DP: 999.0. BV: 340.0.
pricing_row::DJP1128::DJ-AGR-0129,pricing_row,India-BV-Price-May-2026,,DJP1128,DJ-AGR-0129,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Prosperous+ (1 L): MRP INR 1499; DP INR 999; BV 340; pack size 1 L.
product_core::DJP1129::DJ-AGR-0130,product_core,dayjoy-canonical-product-master-final,,DJP1129,DJ-AGR-0130,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Prosperous+ Tablets. Code: DJP1129. SKU: DJ-AGR-0130. Pack size: not stated. MRP: 1049.0. DP: 599.0. BV: 310.0.
pricing_row::DJP1129::DJ-AGR-0130,pricing_row,India-BV-Price-May-2026,,DJP1129,DJ-AGR-0130,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Prosperous+ Tablets: MRP INR 1049; DP INR 599; BV 310; pack size not stated.
product_core::DJP1130::DJ-AGR-0131,product_core,dayjoy-canonical-product-master-final,,DJP1130,DJ-AGR-0131,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Joy-O-Zyme (500ml). Code: DJP1130. SKU: DJ-AGR-0131. Pack size: 500ml. MRP: 1499.0. DP: 949.0. BV: 335.0.
pricing_row::DJP1130::DJ-AGR-0131,pricing_row,India-BV-Price-May-2026,,DJP1130,DJ-AGR-0131,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Joy-O-Zyme (500ml): MRP INR 1499; DP INR 949; BV 335; pack size 500ml.
