chunk_id,parent_doc_id,chunk_index,question,answer,intent_category,subcategory,product_name,product_code,sku,confidence,source_reference,notes,source_document,source_section,page_number,document_type,tags,keywords,categories
dayjoy_master_intent_dataset_1019,dayjoy_master_intent_dataset,1019,How much is in one pack of JuniorJoy - Kids Nutritional Drink (300g)?,The pack size is 300g.,informational,pack_size,JuniorJoy - Kids Nutritional Drink (300g),DJP1110,DJ-HEA-0111,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;pack_size,how much is in one pack of juniorjoy,informational
dayjoy_master_intent_dataset_1020,dayjoy_master_intent_dataset,1020,Which product is good for Focusing on tasks or remembering?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for focusing on tasks,recommendation
dayjoy_master_intent_dataset_1021,dayjoy_master_intent_dataset,1021,How much is in one pack of Adila Forte (60 Tab)?,The pack size is 60 Tab.,informational,pack_size,Adila Forte (60 Tab),DJP1069,DJ-HEA-0070,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;pack_size,how much is in one pack of adila,informational
dayjoy_master_intent_dataset_1022,dayjoy_master_intent_dataset,1022,Which product is good for Loss of sensation or numbness?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE OR OMEGA 3-6-9 SOFTGEL CAPSULES. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for loss of sensation,recommendation
dayjoy_master_intent_dataset_1023,dayjoy_master_intent_dataset,1023,DP of DJP1125,The Distributor Price (DP) is ₹949.0.,pricing,dp,Nano Tech-46 (500ml),DJP1125,DJ-AGR-0126,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;dp,dp of djp1125,pricing
dayjoy_master_intent_dataset_1024,dayjoy_master_intent_dataset,1024,"I have Headache, what should I take?","Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Headache. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have headache what should i take,health-condition
dayjoy_master_intent_dataset_1025,dayjoy_master_intent_dataset,1025,How much BV for All in 1 Surface Cleaner (500ml)?,The Business Volume (BV) is 27.0.,pricing,bv,All in 1 Surface Cleaner (500ml),DJP1118,DJ-HOM-0119,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;bv,how much bv for all in 1 surface,pricing
dayjoy_master_intent_dataset_1026,dayjoy_master_intent_dataset,1026,What is the MRP of Shatavari Extract (60 Veg Capsules)?,The MRP is ₹499.0.,pricing,mrp,Shatavari Extract (60 Veg Capsules),DJP1104,DJ-HEA-0105,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;mrp,what is the mrp of shatavari extract 60,pricing
dayjoy_master_intent_dataset_1027,dayjoy_master_intent_dataset,1027,How much is in one pack of Multivitamins Tablets?,The pack size is nan.,informational,pack_size,Multivitamins Tablets,DJP1094,DJ-HEA-0095,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;pack_size,how much is in one pack of multivitamins,informational
dayjoy_master_intent_dataset_1028,dayjoy_master_intent_dataset,1028,Do you have JoyProtect (500ml)?,"Yes, JoyProtect (500ml) is available. Code: DJP1134",transactional,availability,JoyProtect (500ml),DJP1134,DJ-AGR-0135,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,transactional,,intent_dataset,transactional;availability,do you have joyprotect 500ml,transactional
dayjoy_master_intent_dataset_1029,dayjoy_master_intent_dataset,1029,What is the MRP of Eye Health++ (60 Capsules)?,The MRP is ₹1799.0.,pricing,mrp,Eye Health++ (60 Capsules),DJP1087,DJ-HEA-0088,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;mrp,what is the mrp of eye health 60,pricing
dayjoy_master_intent_dataset_1030,dayjoy_master_intent_dataset,1030,Which product is good for Dementia?,"Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for dementia,recommendation
dayjoy_master_intent_dataset_1031,dayjoy_master_intent_dataset,1031,Where is Dayjoy manufacturing?,"Dayjoy has a 400-acre state-of-the-art facility in Kota, Rajasthan.",company,info,,,,high,Dayjoy Brochure,,Dayjoy_Master_Intent_Dataset.csv,company,,intent_dataset,company;info,where is dayjoy manufacturing,company
dayjoy_master_intent_dataset_1032,dayjoy_master_intent_dataset,1032,What is Dayjoy's mission?,To create values for customers through high-quality products backed by a satisfaction guarantee and uncompromising principles.,company,info,,,,high,Dayjoy Brochure,,Dayjoy_Master_Intent_Dataset.csv,company,,intent_dataset,company;info,what is dayjoy s mission,company
dayjoy_master_intent_dataset_1033,dayjoy_master_intent_dataset,1033,"I have Difficulty concentrating, what should I take?","Dayjoy suggests ADICARDIAL TABLET for Difficulty concentrating. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have difficulty concentrating what should i take,health-condition
dayjoy_master_intent_dataset_1034,dayjoy_master_intent_dataset,1034,How do I join Dayjoy?,You can join by purchasing products through an existing Independent Distributor or via the official website.,business,joining,,,,high,Dayjoy Brochure / Loyalty Program,,Dayjoy_Master_Intent_Dataset.csv,business,,intent_dataset,business;joining,how do i join dayjoy,business
dayjoy_master_intent_dataset_1035,dayjoy_master_intent_dataset,1035,Which product is good for Delayed Growth and Development?,"Based on Dayjoy recommendations, you may consider HIENERGY TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for delayed growth and,recommendation
dayjoy_master_intent_dataset_1036,dayjoy_master_intent_dataset,1036,How much BV for Hydra Max Moisturizer (50gm)?,The Business Volume (BV) is 110.0.,pricing,bv,Hydra Max Moisturizer (50gm),DJP1060,DJ-SKI-0061,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;bv,how much bv for hydra max moisturizer 50gm,pricing
dayjoy_master_intent_dataset_1037,dayjoy_master_intent_dataset,1037,Who pays for return shipping?,You are responsible for paying your own shipping cost for returning your items.,policy,shipping_refund,,,,high,Shipping/Refund Policy,,Dayjoy_Master_Intent_Dataset.csv,policy,,intent_dataset,policy;shipping_refund,who pays for return shipping,policy
dayjoy_master_intent_dataset_1038,dayjoy_master_intent_dataset,1038,Is Amla Reetha Sikakai Shampoo (100ml) a food product?,It is categorized under PERSONAL CARE.,informational,product_category,Amla Reetha Sikakai Shampoo (100ml),DJP1055,DJ-PER-0056,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_category,is amla reetha sikakai shampoo 100ml a food,informational
dayjoy_master_intent_dataset_1039,dayjoy_master_intent_dataset,1039,Tell me about Organic Jeera (250g),This is a premium product under Aayushmaan / YumDum / Total Joy.,informational,product_discovery,Organic Jeera (250g),DJP1014,DJ-FOO-0015,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_discovery,tell me about organic jeera 250g,informational
dayjoy_master_intent_dataset_1040,dayjoy_master_intent_dataset,1040,How much is in one pack of Regain Aloevera Shampoo (300ml)?,The pack size is 300ml.,informational,pack_size,Regain Aloevera Shampoo (300ml),DJP1041,DJ-PER-0042,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;pack_size,how much is in one pack of regain,informational
dayjoy_master_intent_dataset_1041,dayjoy_master_intent_dataset,1041,Which product is good for Headache?,"Based on Dayjoy recommendations, you may consider ASTHPRASH OR N-ASTHEAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for headache,recommendation
dayjoy_master_intent_dataset_1042,dayjoy_master_intent_dataset,1042,How much BV for Organic Jeera (250g)?,The Business Volume (BV) is 33.0.,pricing,bv,Organic Jeera (250g),DJP1014,DJ-FOO-0015,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;bv,how much bv for organic jeera 250g,pricing
dayjoy_master_intent_dataset_1043,dayjoy_master_intent_dataset,1043,What is the MRP of Vital Protein Powder (300gm)?,The MRP is ₹1999.0.,pricing,mrp,Vital Protein Powder (300gm),DJP1107,DJ-HEA-0108,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;mrp,what is the mrp of vital protein powder,pricing
dayjoy_master_intent_dataset_1044,dayjoy_master_intent_dataset,1044,Which product is good for Anxiety?,"Based on Dayjoy recommendations, you may consider ADICARDIAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for anxiety,recommendation
dayjoy_master_intent_dataset_1045,dayjoy_master_intent_dataset,1045,Which product is good for Bright Red Blood in Stools an Itchy Anus?,"Based on Dayjoy recommendations, you may consider GO PILES TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for bright red blood,recommendation
dayjoy_master_intent_dataset_1046,dayjoy_master_intent_dataset,1046,"I have An achy or heavy feeling in the legs, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE for An achy or heavy feeling in the legs. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have an achy or heavy feeling in,health-condition
dayjoy_master_intent_dataset_1047,dayjoy_master_intent_dataset,1047,Which product is good for Slimy mucus in your underwear or on Toilet Paper After Wiping your bottom?,"Based on Dayjoy recommendations, you may consider GO PILES TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for slimy mucus in,recommendation
dayjoy_master_intent_dataset_1048,dayjoy_master_intent_dataset,1048,Which product is good for Back Pain or Joints Pain?,"Based on Dayjoy recommendations, you may consider ORTHOFIX TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for back pain or,recommendation
dayjoy_master_intent_dataset_1049,dayjoy_master_intent_dataset,1049,Is Kesham (100ml) a food product?,It is categorized under PERSONAL CARE.,informational,product_category,Kesham (100ml),DJP1035,DJ-PER-0036,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_category,is kesham 100ml a food product,informational
dayjoy_master_intent_dataset_1050,dayjoy_master_intent_dataset,1050,"I have Photo Damage (UV Rays), what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER FOOD CAPSULE for Photo Damage (UV Rays). This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have photo damage uv rays what should,health-condition
dayjoy_master_intent_dataset_1051,dayjoy_master_intent_dataset,1051,Can I sell Dayjoy products part-time?,"Yes, you can set your own work hours and commitment levels, full-time or part-time.",business,joining,,,,high,Dayjoy Brochure / Loyalty Program,,Dayjoy_Master_Intent_Dataset.csv,business,,intent_dataset,business;joining,can i sell dayjoy products part time,business
dayjoy_master_intent_dataset_1052,dayjoy_master_intent_dataset,1052,Which product is good for Nausea and Diarrhoea?,"Based on Dayjoy recommendations, you may consider HIENERGY TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for nausea and diarrhoea,recommendation
dayjoy_master_intent_dataset_1053,dayjoy_master_intent_dataset,1053,Which product is good for Slow Wound Healing?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for slow wound healing,recommendation
dayjoy_master_intent_dataset_1054,dayjoy_master_intent_dataset,1054,DP of DJP1062,The Distributor Price (DP) is ₹299.0.,pricing,dp,AcneX Anti-Acne Foaming Cleanser (100ml),DJP1062,DJ-SKI-0063,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;dp,dp of djp1062,pricing
dayjoy_master_intent_dataset_1055,dayjoy_master_intent_dataset,1055,Is cash refund available?,No cash refunds under any circumstances will be made.,policy,shipping_refund,,,,high,Shipping/Refund Policy,,Dayjoy_Master_Intent_Dataset.csv,policy,,intent_dataset,policy;shipping_refund,is cash refund available,policy
dayjoy_master_intent_dataset_1056,dayjoy_master_intent_dataset,1056,Tell me about New Dayjoy Product Brochure (Telugu),This is a premium product under Dayjoy.,informational,product_discovery,New Dayjoy Product Brochure (Telugu),DJP1156,DJ-PRO-0157,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_discovery,tell me about new dayjoy product brochure telugu,informational
dayjoy_master_intent_dataset_1057,dayjoy_master_intent_dataset,1057,How much BV for Himalayan Pink Salt Sprinkler (200g)?,The Business Volume (BV) is 13.0.,pricing,bv,Himalayan Pink Salt Sprinkler (200g),DJP1012,DJ-FOO-0013,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;bv,how much bv for himalayan pink salt sprinkler,pricing
dayjoy_master_intent_dataset_1058,dayjoy_master_intent_dataset,1058,Do I need to maintain inventory?,No large investments in inventory or stock management are required.,business,joining,,,,high,Dayjoy Brochure / Loyalty Program,,Dayjoy_Master_Intent_Dataset.csv,business,,intent_dataset,business;joining,do i need to maintain inventory,business
dayjoy_master_intent_dataset_1059,dayjoy_master_intent_dataset,1059,"I have Continuous Fatigue, what should I take?","Dayjoy suggests ADILIV TABLETS for Continuous Fatigue. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have continuous fatigue what should i take,health-condition
dayjoy_master_intent_dataset_1060,dayjoy_master_intent_dataset,1060,"I have Excessive Production of Gastric Acid, what should I take?","Dayjoy suggests LIVEASE SYRUP OR GAS-O-FREE SYRUP for Excessive Production of Gastric Acid. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have excessive production of gastric acid what,health-condition
dayjoy_master_intent_dataset_1061,dayjoy_master_intent_dataset,1061,Where is Dayjoy manufacturing?,"Dayjoy has a 400-acre state-of-the-art facility in Kota, Rajasthan.",company,info,,,,high,Dayjoy Brochure,,Dayjoy_Master_Intent_Dataset.csv,company,,intent_dataset,company;info,where is dayjoy manufacturing,company
dayjoy_master_intent_dataset_1062,dayjoy_master_intent_dataset,1062,How much is in one pack of Omega 3-6-9?,The pack size is nan.,informational,pack_size,Omega 3-6-9,DJP1100,DJ-HEA-0101,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;pack_size,how much is in one pack of omega,informational
dayjoy_master_intent_dataset_1063,dayjoy_master_intent_dataset,1063,What is the MRP of Super Rich Berry Juice (1 Ltr.)?,The MRP is ₹2999.0.,pricing,mrp,Super Rich Berry Juice (1 Ltr.),DJP1102,DJ-HEA-0103,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;mrp,what is the mrp of super rich berry,pricing
dayjoy_master_intent_dataset_1064,dayjoy_master_intent_dataset,1064,Which product is good for Fever?,"Based on Dayjoy recommendations, you may consider ASTHPRASH OR N-ASTHEAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for fever,recommendation
dayjoy_master_intent_dataset_1065,dayjoy_master_intent_dataset,1065,"I have Cold Hands and Feet, what should I take?","Dayjoy suggests MULTI VITAMINS TABLETS for Cold Hands and Feet. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have cold hands and feet what should,health-condition
dayjoy_master_intent_dataset_1066,dayjoy_master_intent_dataset,1066,Which product is good for Itchy Skin?,"Based on Dayjoy recommendations, you may consider ADILIV TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for itchy skin,recommendation
dayjoy_master_intent_dataset_1067,dayjoy_master_intent_dataset,1067,Do you have Anti Pollution Aloevera Face Wash (100ml)?,"Yes, Anti Pollution Aloevera Face Wash (100ml) is available. Code: DJP1027",transactional,availability,Anti Pollution Aloevera Face Wash (100ml),DJP1027,DJ-PER-0028,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,transactional,,intent_dataset,transactional;availability,do you have anti pollution aloevera face wash,transactional
dayjoy_master_intent_dataset_1068,dayjoy_master_intent_dataset,1068,"I have Abnormal Heart Rhythms, what should I take?","Dayjoy suggests ADILIPO TABLET for Abnormal Heart Rhythms. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have abnormal heart rhythms what should i,health-condition
dayjoy_master_intent_dataset_1069,dayjoy_master_intent_dataset,1069,Which product is good for Decreased Appetite?,"Based on Dayjoy recommendations, you may consider ADILIV TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for decreased appetite,recommendation
dayjoy_master_intent_dataset_1070,dayjoy_master_intent_dataset,1070,"I have Waking up too early, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE for Waking up too early. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have waking up too early what should,health-condition
dayjoy_master_intent_dataset_1071,dayjoy_master_intent_dataset,1071,How much BV for Seabuckthron Face Pack (30g)?,The Business Volume (BV) is 52.0.,pricing,bv,Seabuckthron Face Pack (30g),DJP1050,DJ-PER-0051,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;bv,how much bv for seabuckthron face pack 30g,pricing
dayjoy_master_intent_dataset_1072,dayjoy_master_intent_dataset,1072,What is the MRP of N-SF 9.5 Mineraliser?,The MRP is ₹1999.0.,pricing,mrp,N-SF 9.5 Mineraliser,DJP1144,DJ-AQU-0145,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;mrp,what is the mrp of n sf 9,pricing
dayjoy_master_intent_dataset_1073,dayjoy_master_intent_dataset,1073,How much is in one pack of Adiliv (60 Tab)?,The pack size is 60 Tab.,informational,pack_size,Adiliv (60 Tab),DJP1072,DJ-HEA-0073,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;pack_size,how much is in one pack of adiliv,informational
dayjoy_master_intent_dataset_1074,dayjoy_master_intent_dataset,1074,Tell me about Seabuckthron Massage Gel (30g),This is a premium product under Wild Muse.,informational,product_discovery,Seabuckthron Massage Gel (30g),DJP1048,DJ-PER-0049,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_discovery,tell me about seabuckthron massage gel 30g,informational
dayjoy_master_intent_dataset_1075,dayjoy_master_intent_dataset,1075,How much is in one pack of Garam Masala (100g)?,The pack size is 100g.,informational,pack_size,Garam Masala (100g),DJP1008,DJ-FOO-0009,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;pack_size,how much is in one pack of garam,informational
dayjoy_master_intent_dataset_1076,dayjoy_master_intent_dataset,1076,Is Dayjoy Mug a food product?,It is categorized under PROMOTION TOOLS.,informational,product_category,Dayjoy Mug,DJP1149,DJ-PRO-0150,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_category,is dayjoy mug a food product,informational
dayjoy_master_intent_dataset_1077,dayjoy_master_intent_dataset,1077,"I have Dementia, what should I take?","Dayjoy suggests MULTI VITAMINS TABLETS for Dementia. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have dementia what should i take,health-condition
dayjoy_master_intent_dataset_1078,dayjoy_master_intent_dataset,1078,What is PREMIUM PACKAGE?,PREMIUM PACKAGE is a COMBO PACKAGES product by Dayjoy.,informational,product_info,PREMIUM PACKAGE,DJP1165,DJ-COM-0166,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_info,what is premium package,informational
dayjoy_master_intent_dataset_1079,dayjoy_master_intent_dataset,1079,Which product is good for Dry Eye?,"Based on Dayjoy recommendations, you may consider EYE ELIXIR DROPS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for dry eye,recommendation
dayjoy_master_intent_dataset_1080,dayjoy_master_intent_dataset,1080,Is Dayjoy FSSAI approved?,"Yes, Dayjoy holds FSSAI License Number 12224999000129 valid until 2030.",compliance,policy,,,,high,FSSAI / Social Media Policy / Income Disclaimer,,Dayjoy_Master_Intent_Dataset.csv,compliance,,intent_dataset,compliance;policy,is dayjoy fssai approved,compliance
dayjoy_master_intent_dataset_1081,dayjoy_master_intent_dataset,1081,DP of DJP1096,The Distributor Price (DP) is ₹1725.0.,pricing,dp,N-astheal (120 Tab),DJP1096,DJ-HEA-0097,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;dp,dp of djp1096,pricing
dayjoy_master_intent_dataset_1082,dayjoy_master_intent_dataset,1082,"I have Persistent nausea, what should I take?","Dayjoy suggests KIDNEY KAWACH for Persistent nausea. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have persistent nausea what should i take,health-condition
dayjoy_master_intent_dataset_1083,dayjoy_master_intent_dataset,1083,How much is in one pack of Ashvagandha Extract (60 Veg Capsules)?,The pack size is 60 Veg Capsules.,informational,pack_size,Ashvagandha Extract (60 Veg Capsules),DJP1075,DJ-HEA-0076,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;pack_size,how much is in one pack of ashvagandha,informational
dayjoy_master_intent_dataset_1084,dayjoy_master_intent_dataset,1084,Tell me about WildMuse Premium Loofah,This is a premium product under Wild Muse.,informational,product_discovery,WildMuse Premium Loofah,DJP1054,DJ-PER-0055,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_discovery,tell me about wildmuse premium loofah,informational
dayjoy_master_intent_dataset_1085,dayjoy_master_intent_dataset,1085,Which product is good for Gas?,"Based on Dayjoy recommendations, you may consider LIVEASE SYRUP OR GAS-O-FREE SYRUP. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for gas,recommendation
dayjoy_master_intent_dataset_1086,dayjoy_master_intent_dataset,1086,What if my product arrives damaged?,Notify Dayjoy within 24 hours of receipt of the shipment.,policy,shipping_refund,,,,high,Shipping/Refund Policy,,Dayjoy_Master_Intent_Dataset.csv,policy,,intent_dataset,policy;shipping_refund,what if my product arrives damaged,policy
dayjoy_master_intent_dataset_1087,dayjoy_master_intent_dataset,1087,What is WildMuse Premium Loofah?,WildMuse Premium Loofah is a PERSONAL CARE product by Dayjoy.,informational,product_info,WildMuse Premium Loofah,DJP1054,DJ-PER-0055,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_info,what is wildmuse premium loofah,informational
dayjoy_master_intent_dataset_1088,dayjoy_master_intent_dataset,1088,"I have Reduced amount of urine, what should I take?","Dayjoy suggests KIDNEY KAWACH for Reduced amount of urine. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have reduced amount of urine what should,health-condition
dayjoy_master_intent_dataset_1089,dayjoy_master_intent_dataset,1089,Are Dayjoy Diary and AGRI STARTER PACKAGE the same?,"No, Dayjoy Diary is in PROMOTION TOOLS while AGRI STARTER PACKAGE is in COMBO PACKAGES.",comparison,category_difference,,,,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,comparison,,intent_dataset,comparison;category_difference,are dayjoy diary and agri starter package the,comparison
dayjoy_master_intent_dataset_1090,dayjoy_master_intent_dataset,1090,Tell me about Luxury Saffron Soap (100g),This is a premium product under Wild Muse.,informational,product_discovery,Luxury Saffron Soap (100g),DJP1031,DJ-PER-0032,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_discovery,tell me about luxury saffron soap 100g,informational
dayjoy_master_intent_dataset_1091,dayjoy_master_intent_dataset,1091,How much BV for Daily Care Cream (60g)?,The Business Volume (BV) is 30.0.,pricing,bv,Daily Care Cream (60g),DJP1030,DJ-PER-0031,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;bv,how much bv for daily care cream 60g,pricing
dayjoy_master_intent_dataset_1092,dayjoy_master_intent_dataset,1092,How much BV for Dhaniya Powder (500g)?,The Business Volume (BV) is 30.0.,pricing,bv,Dhaniya Powder (500g),DJP1007,DJ-FOO-0008,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;bv,how much bv for dhaniya powder 500g,pricing
dayjoy_master_intent_dataset_1093,dayjoy_master_intent_dataset,1093,What is the MRP of JoySpread 80+ Gold (250ml)?,The MRP is ₹499.0.,pricing,mrp,JoySpread 80+ Gold (250ml),DJP1131,DJ-AGR-0132,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;mrp,what is the mrp of joyspread 80 gold,pricing
