relationship_id,product_a_id,product_a_name,product_b_id,product_b_name,relationship_type,co_occurrence_count,source,approved,notes
239,136,JoyCalcium (2 Litre),130,Prosperous+ Tablets,similar_product,,category_bv_proximity,,
240,130,Prosperous+ Tablets,136,JoyCalcium (2 Litre),similar_product,,category_bv_proximity,,
241,130,Prosperous+ Tablets,131,Joy-O-Zyme (500ml),similar_product,,category_bv_proximity,,
242,131,Joy-O-Zyme (500ml),130,Prosperous+ Tablets,similar_product,,category_bv_proximity,,
243,131,Joy-O-Zyme (500ml),129,Prosperous+ (1 L),similar_product,,category_bv_proximity,,
244,129,Prosperous+ (1 L),131,Joy-O-Zyme (500ml),similar_product,,category_bv_proximity,,
245,129,Prosperous+ (1 L),135,JoyProtect (500ml),similar_product,,category_bv_proximity,,
246,135,JoyProtect (500ml),129,Prosperous+ (1 L),similar_product,,category_bv_proximity,,
247,135,JoyProtect (500ml),125,Nano Tech-19 (500ml),similar_product,,category_bv_proximity,,
248,125,Nano Tech-19 (500ml),135,JoyProtect (500ml),similar_product,,category_bv_proximity,,
249,125,Nano Tech-19 (500ml),126,Nano Tech-46 (500ml),similar_product,,category_bv_proximity,,
250,126,Nano Tech-46 (500ml),125,Nano Tech-19 (500ml),similar_product,,category_bv_proximity,,
251,126,Nano Tech-46 (500ml),127,Nano Tech-50 (500ml),similar_product,,category_bv_proximity,,
252,127,Nano Tech-50 (500ml),126,Nano Tech-46 (500ml),similar_product,,category_bv_proximity,,
253,127,Nano Tech-50 (500ml),128,Nano Tech-52 (500ml),similar_product,,category_bv_proximity,,
254,128,Nano Tech-52 (500ml),127,Nano Tech-50 (500ml),similar_product,,category_bv_proximity,,
255,144,Perfect-Ion Leaflets (Set of 50),143,Perfect-Ion Leaflets (Set of 25),similar_product,,category_bv_proximity,,
256,143,Perfect-Ion Leaflets (Set of 25),144,Perfect-Ion Leaflets (Set of 50),similar_product,,category_bv_proximity,,
257,143,Perfect-Ion Leaflets (Set of 25),142,Perfect-Ion Testing Solutions,similar_product,,category_bv_proximity,,
258,142,Perfect-Ion Testing Solutions,143,Perfect-Ion Leaflets (Set of 25),similar_product,,category_bv_proximity,,
259,142,Perfect-Ion Testing Solutions,145,N-SF 9.5 Mineraliser,similar_product,,category_bv_proximity,,
260,145,N-SF 9.5 Mineraliser,142,Perfect-Ion Testing Solutions,similar_product,,category_bv_proximity,,
261,145,N-SF 9.5 Mineraliser,146,N-SF 10.5 Mineraliser,similar_product,,category_bv_proximity,,
262,146,N-SF 10.5 Mineraliser,145,N-SF 9.5 Mineraliser,similar_product,,category_bv_proximity,,
263,146,N-SF 10.5 Mineraliser,140,Aqua Energiser (Single),similar_product,,category_bv_proximity,,
264,140,Aqua Energiser (Single),146,N-SF 10.5 Mineraliser,similar_product,,category_bv_proximity,,
265,140,Aqua Energiser (Single),139,Aqua Energiser (Pack of 3),similar_product,,category_bv_proximity,,
266,139,Aqua Energiser (Pack of 3),140,Aqua Energiser (Single),similar_product,,category_bv_proximity,,
267,139,Aqua Energiser (Pack of 3),141,New Perfect-Ion,similar_product,,category_bv_proximity,,
268,141,New Perfect-Ion,139,Aqua Energiser (Pack of 3),similar_product,,category_bv_proximity,,
269,122,Dayjoy Necktie,121,Designer Mask (Pack of 5),similar_product,,category_bv_proximity,,
270,121,Designer Mask (Pack of 5),122,Dayjoy Necktie,similar_product,,category_bv_proximity,,
271,121,Designer Mask (Pack of 5),123,"T-shirt New Design (L, M, XL)",similar_product,,category_bv_proximity,,
272,123,"T-shirt New Design (L, M, XL)",121,Designer Mask (Pack of 5),similar_product,,category_bv_proximity,,
273,123,"T-shirt New Design (L, M, XL)",120,Premium Suit Length (Black),similar_product,,category_bv_proximity,,
274,120,Premium Suit Length (Black),123,"T-shirt New Design (L, M, XL)",similar_product,,category_bv_proximity,,
275,64,Amara Beauty Kajal,65,Amara Beauty Eyeliner,similar_product,,category_bv_proximity,,
276,65,Amara Beauty Eyeliner,64,Amara Beauty Kajal,similar_product,,category_bv_proximity,,
277,165,STANDARD PACKAGE,166,PREMIUM PACKAGE,similar_product,,category_bv_proximity,,
278,166,PREMIUM PACKAGE,165,STANDARD PACKAGE,similar_product,,category_bv_proximity,,
279,166,PREMIUM PACKAGE,169,AGRI STARTER PACKAGE,similar_product,,category_bv_proximity,,
280,169,AGRI STARTER PACKAGE,166,PREMIUM PACKAGE,similar_product,,category_bv_proximity,,
281,169,AGRI STARTER PACKAGE,167,ELITE PACKAGE,similar_product,,category_bv_proximity,,
282,167,ELITE PACKAGE,169,AGRI STARTER PACKAGE,similar_product,,category_bv_proximity,,
283,167,ELITE PACKAGE,168,AGRI PRO PACKAGE,similar_product,,category_bv_proximity,,
284,168,AGRI PRO PACKAGE,167,ELITE PACKAGE,similar_product,,category_bv_proximity,,
285,168,AGRI PRO PACKAGE,170,LEGEND PACKAGE,similar_product,,category_bv_proximity,,
286,170,LEGEND PACKAGE,168,AGRI PRO PACKAGE,similar_product,,category_bv_proximity,,
287,6,Dhaniya Powder (25g),10,Haldi Powder (25g),similar_product,,category_bv_proximity,,
288,10,Haldi Powder (25g),6,Dhaniya Powder (25g),similar_product,,category_bv_proximity,,
289,10,Haldi Powder (25g),17,Mirchi Powder (25g),similar_product,,category_bv_proximity,,
290,17,Mirchi Powder (25g),10,Haldi Powder (25g),similar_product,,category_bv_proximity,,
291,17,Mirchi Powder (25g),16,Kasuri Methi (50g),similar_product,,category_bv_proximity,,
292,16,Kasuri Methi (50g),17,Mirchi Powder (25g),similar_product,,category_bv_proximity,,
293,16,Kasuri Methi (50g),25,Poha with Bhujia,similar_product,,category_bv_proximity,,
294,25,Poha with Bhujia,16,Kasuri Methi (50g),similar_product,,category_bv_proximity,,
295,25,Poha with Bhujia,26,Upma with Bhujia,similar_product,,category_bv_proximity,,
296,26,Upma with Bhujia,25,Poha with Bhujia,similar_product,,category_bv_proximity,,
297,26,Upma with Bhujia,2,Chaat Masala (100g),similar_product,,category_bv_proximity,,
298,2,Chaat Masala (100g),26,Upma with Bhujia,similar_product,,category_bv_proximity,,
299,2,Chaat Masala (100g),1,Black Salt Sprinkler (200g),similar_product,,category_bv_proximity,,
300,1,Black Salt Sprinkler (200g),2,Chaat Masala (100g),similar_product,,category_bv_proximity,,
301,1,Black Salt Sprinkler (200g),11,Haldi Powder (200g),similar_product,,category_bv_proximity,,
302,11,Haldi Powder (200g),1,Black Salt Sprinkler (200g),similar_product,,category_bv_proximity,,
303,11,Haldi Powder (200g),20,Rai (250g),similar_product,,category_bv_proximity,,
304,20,Rai (250g),11,Haldi Powder (200g),similar_product,,category_bv_proximity,,
305,20,Rai (250g),13,Himalayan Pink Salt Sprinkler (200g),similar_product,,category_bv_proximity,,
306,13,Himalayan Pink Salt Sprinkler (200g),20,Rai (250g),similar_product,,category_bv_proximity,,
307,13,Himalayan Pink Salt Sprinkler (200g),7,Dhaniya Powder (200g),similar_product,,category_bv_proximity,,
308,7,Dhaniya Powder (200g),13,Himalayan Pink Salt Sprinkler (200g),similar_product,,category_bv_proximity,,
309,7,Dhaniya Powder (200g),14,Jaljeera (100g),similar_product,,category_bv_proximity,,
310,14,Jaljeera (100g),7,Dhaniya Powder (200g),similar_product,,category_bv_proximity,,
311,14,Jaljeera (100g),3,Chicken Masala (100g),similar_product,,category_bv_proximity,,
312,3,Chicken Masala (100g),14,Jaljeera (100g),similar_product,,category_bv_proximity,,
313,3,Chicken Masala (100g),24,Veg Biryani with Shahi Gravy,similar_product,,category_bv_proximity,,
314,24,Veg Biryani with Shahi Gravy,3,Chicken Masala (100g),similar_product,,category_bv_proximity,,
315,24,Veg Biryani with Shahi Gravy,18,Mirchi Powder (200g),similar_product,,category_bv_proximity,,
316,18,Mirchi Powder (200g),24,Veg Biryani with Shahi Gravy,similar_product,,category_bv_proximity,,
317,18,Mirchi Powder (200g),9,Garam Masala (100g),similar_product,,category_bv_proximity,,
318,9,Garam Masala (100g),18,Mirchi Powder (200g),similar_product,,category_bv_proximity,,
319,9,Garam Masala (100g),4,Daily Tea (250g),similar_product,,category_bv_proximity,,
320,4,Daily Tea (250g),9,Garam Masala (100g),similar_product,,category_bv_proximity,,
321,4,Daily Tea (250g),21,Sabji Masala (100g),similar_product,,category_bv_proximity,,
322,21,Sabji Masala (100g),4,Daily Tea (250g),similar_product,,category_bv_proximity,,
323,21,Sabji Masala (100g),22,New Total Joy Rice Bran Oil (1 Litre),similar_product,,category_bv_proximity,,
324,22,New Total Joy Rice Bran Oil (1 Litre),21,Sabji Masala (100g),similar_product,,category_bv_proximity,,
325,22,New Total Joy Rice Bran Oil (1 Litre),12,Haldi Powder (500g),similar_product,,category_bv_proximity,,
326,12,Haldi Powder (500g),22,New Total Joy Rice Bran Oil (1 Litre),similar_product,,category_bv_proximity,,
327,12,Haldi Powder (500g),8,Dhaniya Powder (500g),similar_product,,category_bv_proximity,,
328,8,Dhaniya Powder (500g),12,Haldi Powder (500g),similar_product,,category_bv_proximity,,
329,8,Dhaniya Powder (500g),15,Organic Jeera (250g),similar_product,,category_bv_proximity,,
330,15,Organic Jeera (250g),8,Dhaniya Powder (500g),similar_product,,category_bv_proximity,,
331,15,Organic Jeera (250g),5,Daily Tea (500g),similar_product,,category_bv_proximity,,
332,5,Daily Tea (500g),15,Organic Jeera (250g),similar_product,,category_bv_proximity,,
333,5,Daily Tea (500g),23,Total Joy Rice Bran Oil (2 Litre),similar_product,,category_bv_proximity,,
334,23,Total Joy Rice Bran Oil (2 Litre),5,Daily Tea (500g),similar_product,,category_bv_proximity,,
335,23,Total Joy Rice Bran Oil (2 Litre),19,Mirchi Powder (500g),similar_product,,category_bv_proximity,,
336,19,Mirchi Powder (500g),23,Total Joy Rice Bran Oil (2 Litre),similar_product,,category_bv_proximity,,
337,137,Bio-Germanium & Magnetic Mattress,138,Bio-Germanium & Magnetic Mattress (Pack of 2),similar_product,,category_bv_proximity,,
338,138,Bio-Germanium & Magnetic Mattress (Pack of 2),137,Bio-Germanium & Magnetic Mattress,similar_product,,category_bv_proximity,,
339,75,Astheal Cough Syrup (100ml),102,Quick 6 Pain Relief Gel (30g),similar_product,,category_bv_proximity,,
340,102,Quick 6 Pain Relief Gel (30g),75,Astheal Cough Syrup (100ml),similar_product,,category_bv_proximity,,
341,102,Quick 6 Pain Relief Gel (30g),79,Arogya Churn (100g),similar_product,,category_bv_proximity,,
342,79,Arogya Churn (100g),102,Quick 6 Pain Relief Gel (30g),similar_product,,category_bv_proximity,,
343,79,Arogya Churn (100g),87,Eye Elixir Drops (10ml),similar_product,,category_bv_proximity,,
344,87,Eye Elixir Drops (10ml),79,Arogya Churn (100g),similar_product,,category_bv_proximity,,
345,87,Eye Elixir Drops (10ml),107,Premium Tulsi Max (30ml),similar_product,,category_bv_proximity,,
346,107,Premium Tulsi Max (30ml),87,Eye Elixir Drops (10ml),similar_product,,category_bv_proximity,,
347,107,Premium Tulsi Max (30ml),112,Kahwa Masala Chai (25 Pcs),similar_product,,category_bv_proximity,,
348,112,Kahwa Masala Chai (25 Pcs),107,Premium Tulsi Max (30ml),similar_product,,category_bv_proximity,,
349,112,Kahwa Masala Chai (25 Pcs),86,Giloe Extract (60 Veg Capsules),similar_product,,category_bv_proximity,,
350,86,Giloe Extract (60 Veg Capsules),112,Kahwa Masala Chai (25 Pcs),similar_product,,category_bv_proximity,,
351,86,Giloe Extract (60 Veg Capsules),77,Amla Extract (60 Veg Capsules),similar_product,,category_bv_proximity,,
352,77,Amla Extract (60 Veg Capsules),86,Giloe Extract (60 Veg Capsules),similar_product,,category_bv_proximity,,
353,77,Amla Extract (60 Veg Capsules),105,Shatavari Extract (60 Veg Capsules),similar_product,,category_bv_proximity,,
354,105,Shatavari Extract (60 Veg Capsules),77,Amla Extract (60 Veg Capsules),similar_product,,category_bv_proximity,,
355,105,Shatavari Extract (60 Veg Capsules),76,Ashvagandha Extract (60 Veg Capsules),similar_product,,category_bv_proximity,,
356,76,Ashvagandha Extract (60 Veg Capsules),105,Shatavari Extract (60 Veg Capsules),similar_product,,category_bv_proximity,,
357,76,Ashvagandha Extract (60 Veg Capsules),100,Orthofix Oil (100ml),similar_product,,category_bv_proximity,,
358,100,Orthofix Oil (100ml),76,Ashvagandha Extract (60 Veg Capsules),similar_product,,category_bv_proximity,,
359,100,Orthofix Oil (100ml),78,Advanced Calcium Tablets,similar_product,,category_bv_proximity,,
360,78,Advanced Calcium Tablets,100,Orthofix Oil (100ml),similar_product,,category_bv_proximity,,
361,78,Advanced Calcium Tablets,89,HB+ (200ml),similar_product,,category_bv_proximity,,
362,89,HB+ (200ml),78,Advanced Calcium Tablets,similar_product,,category_bv_proximity,,
363,89,HB+ (200ml),93,Liv-Ease (200ml),similar_product,,category_bv_proximity,,
364,93,Liv-Ease (200ml),89,HB+ (200ml),similar_product,,category_bv_proximity,,
365,93,Liv-Ease (200ml),82,Gas-O-Free (200ml),similar_product,,category_bv_proximity,,
366,82,Gas-O-Free (200ml),93,Liv-Ease (200ml),similar_product,,category_bv_proximity,,
367,82,Gas-O-Free (200ml),95,Multivitamins Tablets,similar_product,,category_bv_proximity,,
368,95,Multivitamins Tablets,82,Gas-O-Free (200ml),similar_product,,category_bv_proximity,,
369,95,Multivitamins Tablets,101,Omega 3-6-9,similar_product,,category_bv_proximity,,
370,101,Omega 3-6-9,95,Multivitamins Tablets,similar_product,,category_bv_proximity,,
371,101,Omega 3-6-9,74,Aloevera with Guava Juice (1L),similar_product,,category_bv_proximity,,
372,74,Aloevera with Guava Juice (1L),101,Omega 3-6-9,similar_product,,category_bv_proximity,,
373,74,Aloevera with Guava Juice (1L),109,L-Arginine++ - Energy Drink (100g),similar_product,,category_bv_proximity,,
374,109,L-Arginine++ - Energy Drink (100g),74,Aloevera with Guava Juice (1L),similar_product,,category_bv_proximity,,
375,109,L-Arginine++ - Energy Drink (100g),111,JuniorJoy - Kids Nutritional Drink (300g),similar_product,,category_bv_proximity,,
376,111,JuniorJoy - Kids Nutritional Drink (300g),109,L-Arginine++ - Energy Drink (100g),similar_product,,category_bv_proximity,,
377,111,JuniorJoy - Kids Nutritional Drink (300g),114,Apple Cider Vinegar (3X20 Tablets),similar_product,,category_bv_proximity,,
378,114,Apple Cider Vinegar (3X20 Tablets),111,JuniorJoy - Kids Nutritional Drink (300g),similar_product,,category_bv_proximity,,
379,114,Apple Cider Vinegar (3X20 Tablets),91,Hi-Energy (60 Tab),similar_product,,category_bv_proximity,,
380,91,Hi-Energy (60 Tab),114,Apple Cider Vinegar (3X20 Tablets),similar_product,,category_bv_proximity,,
381,91,Hi-Energy (60 Tab),99,Orthofix (60 Tab),similar_product,,category_bv_proximity,,
382,99,Orthofix (60 Tab),91,Hi-Energy (60 Tab),similar_product,,category_bv_proximity,,
383,99,Orthofix (60 Tab),84,GoPiles (60 Tab),similar_product,,category_bv_proximity,,
384,84,GoPiles (60 Tab),99,Orthofix (60 Tab),similar_product,,category_bv_proximity,,
385,84,GoPiles (60 Tab),73,Adiliv (60 Tab),similar_product,,category_bv_proximity,,
386,73,Adiliv (60 Tab),84,GoPiles (60 Tab),similar_product,,category_bv_proximity,,
387,73,Adiliv (60 Tab),80,Di-beat (60 Tab),similar_product,,category_bv_proximity,,
388,80,Di-beat (60 Tab),73,Adiliv (60 Tab),similar_product,,category_bv_proximity,,
389,80,Di-beat (60 Tab),115,Marine Collagen (200g),similar_product,,category_bv_proximity,,
390,115,Marine Collagen (200g),80,Di-beat (60 Tab),similar_product,,category_bv_proximity,,
391,115,Marine Collagen (200g),96,Nonima (500ml),similar_product,,category_bv_proximity,,
392,96,Nonima (500ml),115,Marine Collagen (200g),similar_product,,category_bv_proximity,,
393,96,Nonima (500ml),94,Liv-Ease (500ml),similar_product,,category_bv_proximity,,
394,94,Liv-Ease (500ml),96,Nonima (500ml),similar_product,,category_bv_proximity,,
395,94,Liv-Ease (500ml),85,GoPiles Syrup (500ml),similar_product,,category_bv_proximity,,
396,85,GoPiles Syrup (500ml),94,Liv-Ease (500ml),similar_product,,category_bv_proximity,,
397,85,GoPiles Syrup (500ml),83,Gas-O-Free (500ml),similar_product,,category_bv_proximity,,
398,83,Gas-O-Free (500ml),85,GoPiles Syrup (500ml),similar_product,,category_bv_proximity,,
399,83,Gas-O-Free (500ml),90,HB+ (500ml),similar_product,,category_bv_proximity,,
400,90,HB+ (500ml),83,Gas-O-Free (500ml),similar_product,,category_bv_proximity,,
401,90,HB+ (500ml),68,Adicardial Syrup (500ml),similar_product,,category_bv_proximity,,
402,68,Adicardial Syrup (500ml),90,HB+ (500ml),similar_product,,category_bv_proximity,,
403,68,Adicardial Syrup (500ml),113,Shilajit Gummies (60 Gummies),similar_product,,category_bv_proximity,,
404,113,Shilajit Gummies (60 Gummies),68,Adicardial Syrup (500ml),similar_product,,category_bv_proximity,,
405,113,Shilajit Gummies (60 Gummies),106,Super Food Capsule,similar_product,,category_bv_proximity,,
406,106,Super Food Capsule,113,Shilajit Gummies (60 Gummies),similar_product,,category_bv_proximity,,
407,106,Super Food Capsule,108,Vital Protein Powder (300gm),similar_product,,category_bv_proximity,,
408,108,Vital Protein Powder (300gm),106,Super Food Capsule,similar_product,,category_bv_proximity,,
409,108,Vital Protein Powder (300gm),72,Adilipo (60 Tab),similar_product,,category_bv_proximity,,
410,72,Adilipo (60 Tab),108,Vital Protein Powder (300gm),similar_product,,category_bv_proximity,,
411,72,Adilipo (60 Tab),98,N-astheal (60 Tab),similar_product,,category_bv_proximity,,
412,98,N-astheal (60 Tab),72,Adilipo (60 Tab),similar_product,,category_bv_proximity,,
413,98,N-astheal (60 Tab),69,Adila Forte (30 Tab),similar_product,,category_bv_proximity,,
414,69,Adila Forte (30 Tab),98,N-astheal (60 Tab),similar_product,,category_bv_proximity,,
415,69,Adila Forte (30 Tab),88,Eye Health++ (60 Capsules),similar_product,,category_bv_proximity,,
416,88,Eye Health++ (60 Capsules),69,Adila Forte (30 Tab),similar_product,,category_bv_proximity,,
417,88,Eye Health++ (60 Capsules),67,Adicardial (120 Tab),similar_product,,category_bv_proximity,,
418,67,Adicardial (120 Tab),88,Eye Health++ (60 Capsules),similar_product,,category_bv_proximity,,
419,67,Adicardial (120 Tab),104,Seabuckthron Juice (1 Ltr.),similar_product,,category_bv_proximity,,
420,104,Seabuckthron Juice (1 Ltr.),67,Adicardial (120 Tab),similar_product,,category_bv_proximity,,
421,104,Seabuckthron Juice (1 Ltr.),110,Ample Meal - Meal Replacement Nutritional Shake (500g),similar_product,,category_bv_proximity,,
422,110,Ample Meal - Meal Replacement Nutritional Shake (500g),104,Seabuckthron Juice (1 Ltr.),similar_product,,category_bv_proximity,,
423,110,Ample Meal - Meal Replacement Nutritional Shake (500g),66,Asthprash (300 grams),similar_product,,category_bv_proximity,,
424,66,Asthprash (300 grams),110,Ample Meal - Meal Replacement Nutritional Shake (500g),similar_product,,category_bv_proximity,,
425,66,Asthprash (300 grams),103,Super Rich Berry Juice (1 Ltr.),similar_product,,category_bv_proximity,,
426,103,Super Rich Berry Juice (1 Ltr.),66,Asthprash (300 grams),similar_product,,category_bv_proximity,,
427,103,Super Rich Berry Juice (1 Ltr.),71,Adilipo (120 Tab),similar_product,,category_bv_proximity,,
428,71,Adilipo (120 Tab),103,Super Rich Berry Juice (1 Ltr.),similar_product,,category_bv_proximity,,
429,71,Adilipo (120 Tab),92,Kidney Kawach (300 g),similar_product,,category_bv_proximity,,
430,92,Kidney Kawach (300 g),71,Adilipo (120 Tab),similar_product,,category_bv_proximity,,
431,92,Kidney Kawach (300 g),97,N-astheal (120 Tab),similar_product,,category_bv_proximity,,
432,97,N-astheal (120 Tab),92,Kidney Kawach (300 g),similar_product,,category_bv_proximity,,
433,97,N-astheal (120 Tab),70,Adila Forte (60 Tab),similar_product,,category_bv_proximity,,
434,70,Adila Forte (60 Tab),97,N-astheal (120 Tab),similar_product,,category_bv_proximity,,
435,70,Adila Forte (60 Tab),81,Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml),similar_product,,category_bv_proximity,,
436,81,Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml),70,Adila Forte (60 Tab),similar_product,,category_bv_proximity,,
437,117,Toilet Bowl Cleaner (500ml),119,All in 1 Surface Cleaner (500ml),similar_product,,category_bv_proximity,,
438,119,All in 1 Surface Cleaner (500ml),117,Toilet Bowl Cleaner (500ml),similar_product,,category_bv_proximity,,
439,119,All in 1 Surface Cleaner (500ml),116,Dishwash Liquid Gel (500ml),similar_product,,category_bv_proximity,,
440,116,Dishwash Liquid Gel (500ml),119,All in 1 Surface Cleaner (500ml),similar_product,,category_bv_proximity,,
441,116,Dishwash Liquid Gel (500ml),118,Liquid Detergent (1Ltr.),similar_product,,category_bv_proximity,,
442,118,Liquid Detergent (1Ltr.),116,Dishwash Liquid Gel (500ml),similar_product,,category_bv_proximity,,
443,39,Milk Bath Soap (100g),37,Luxwash Handwash (250ml),similar_product,,category_bv_proximity,,
444,37,Luxwash Handwash (250ml),39,Milk Bath Soap (100g),similar_product,,category_bv_proximity,,
445,37,Luxwash Handwash (250ml),57,Haldi Chandan Facewash (60ml),similar_product,,category_bv_proximity,,
446,57,Haldi Chandan Facewash (60ml),37,Luxwash Handwash (250ml),similar_product,,category_bv_proximity,,
447,57,Haldi Chandan Facewash (60ml),41,Neem & Tulsi Herbal Soap (100g) (Pack of 3),similar_product,,category_bv_proximity,,
448,41,Neem & Tulsi Herbal Soap (100g) (Pack of 3),57,Haldi Chandan Facewash (60ml),similar_product,,category_bv_proximity,,
449,41,Neem & Tulsi Herbal Soap (100g) (Pack of 3),32,Luxury Saffron Soap (100g),similar_product,,category_bv_proximity,,
450,32,Luxury Saffron Soap (100g),41,Neem & Tulsi Herbal Soap (100g) (Pack of 3),similar_product,,category_bv_proximity,,
451,32,Luxury Saffron Soap (100g),34,HerboSmile Herbal Toothpaste (100g),similar_product,,category_bv_proximity,,
452,34,HerboSmile Herbal Toothpaste (100g),32,Luxury Saffron Soap (100g),similar_product,,category_bv_proximity,,
453,34,HerboSmile Herbal Toothpaste (100g),54,Deep Cleansing Facewash (60ml),similar_product,,category_bv_proximity,,
454,54,Deep Cleansing Facewash (60ml),34,HerboSmile Herbal Toothpaste (100g),similar_product,,category_bv_proximity,,
455,54,Deep Cleansing Facewash (60ml),28,Anti Pollution Aloevera Face Wash (100ml),similar_product,,category_bv_proximity,,
456,28,Anti Pollution Aloevera Face Wash (100ml),54,Deep Cleansing Facewash (60ml),similar_product,,category_bv_proximity,,
457,28,Anti Pollution Aloevera Face Wash (100ml),36,Kesham (100ml),similar_product,,category_bv_proximity,,
458,36,Kesham (100ml),28,Anti Pollution Aloevera Face Wash (100ml),similar_product,,category_bv_proximity,,
459,36,Kesham (100ml),40,Milk Bath Soap (Pack of 3) (100g),similar_product,,category_bv_proximity,,
460,40,Milk Bath Soap (Pack of 3) (100g),36,Kesham (100ml),similar_product,,category_bv_proximity,,
461,40,Milk Bath Soap (Pack of 3) (100g),31,Daily Care Cream (60g),similar_product,,category_bv_proximity,,
462,31,Daily Care Cream (60g),40,Milk Bath Soap (Pack of 3) (100g),similar_product,,category_bv_proximity,,
463,31,Daily Care Cream (60g),33,Ecofriendly Toothbrush (Pack of 2),similar_product,,category_bv_proximity,,
464,33,Ecofriendly Toothbrush (Pack of 2),31,Daily Care Cream (60g),similar_product,,category_bv_proximity,,
465,33,Ecofriendly Toothbrush (Pack of 2),38,Milk & Keratin Extracts Shampoo (100ml),similar_product,,category_bv_proximity,,
466,38,Milk & Keratin Extracts Shampoo (100ml),33,Ecofriendly Toothbrush (Pack of 2),similar_product,,category_bv_proximity,,
467,38,Milk & Keratin Extracts Shampoo (100ml),56,Amla Reetha Sikakai Shampoo (100ml),similar_product,,category_bv_proximity,,
468,56,Amla Reetha Sikakai Shampoo (100ml),38,Milk & Keratin Extracts Shampoo (100ml),similar_product,,category_bv_proximity,,
469,56,Amla Reetha Sikakai Shampoo (100ml),55,WildMuse Premium Loofah,similar_product,,category_bv_proximity,,
470,55,WildMuse Premium Loofah,56,Amla Reetha Sikakai Shampoo (100ml),similar_product,,category_bv_proximity,,
471,55,WildMuse Premium Loofah,29,Aloevera Gel (100g),similar_product,,category_bv_proximity,,
472,29,Aloevera Gel (100g),55,WildMuse Premium Loofah,similar_product,,category_bv_proximity,,
473,29,Aloevera Gel (100g),44,Sanitary Pad (XL) (Pack of 10),similar_product,,category_bv_proximity,,
474,44,Sanitary Pad (XL) (Pack of 10),29,Aloevera Gel (100g),similar_product,,category_bv_proximity,,
475,44,Sanitary Pad (XL) (Pack of 10),30,BR Rich Oil (200ml),similar_product,,category_bv_proximity,,
476,30,BR Rich Oil (200ml),44,Sanitary Pad (XL) (Pack of 10),similar_product,,category_bv_proximity,,
477,30,BR Rich Oil (200ml),45,Sanitary Pad (XXL) (Pack of 10),similar_product,,category_bv_proximity,,
478,45,Sanitary Pad (XXL) (Pack of 10),30,BR Rich Oil (200ml),similar_product,,category_bv_proximity,,
479,45,Sanitary Pad (XXL) (Pack of 10),53,Deep Cleansing Face Wash (100ml),similar_product,,category_bv_proximity,,
480,53,Deep Cleansing Face Wash (100ml),45,Sanitary Pad (XXL) (Pack of 10),similar_product,,category_bv_proximity,,
481,53,Deep Cleansing Face Wash (100ml),27,Anti Pollution Face Wash (150ml),similar_product,,category_bv_proximity,,
482,27,Anti Pollution Face Wash (150ml),53,Deep Cleansing Face Wash (100ml),similar_product,,category_bv_proximity,,
483,27,Anti Pollution Face Wash (150ml),52,Seabuckthron Facial Fluid (10ml),similar_product,,category_bv_proximity,,
484,52,Seabuckthron Facial Fluid (10ml),27,Anti Pollution Face Wash (150ml),similar_product,,category_bv_proximity,,
485,52,Seabuckthron Facial Fluid (10ml),47,Seabuckthron Cleanser (30g),similar_product,,category_bv_proximity,,
486,47,Seabuckthron Cleanser (30g),52,Seabuckthron Facial Fluid (10ml),similar_product,,category_bv_proximity,,
487,47,Seabuckthron Cleanser (30g),48,Seabuckthron Scrub (30g),similar_product,,category_bv_proximity,,
488,48,Seabuckthron Scrub (30g),47,Seabuckthron Cleanser (30g),similar_product,,category_bv_proximity,,
489,48,Seabuckthron Scrub (30g),51,Seabuckthron Face Pack (30g),similar_product,,category_bv_proximity,,
490,51,Seabuckthron Face Pack (30g),48,Seabuckthron Scrub (30g),similar_product,,category_bv_proximity,,
491,51,Seabuckthron Face Pack (30g),49,Seabuckthron Massage Gel (30g),similar_product,,category_bv_proximity,,
492,49,Seabuckthron Massage Gel (30g),51,Seabuckthron Face Pack (30g),similar_product,,category_bv_proximity,,
493,49,Seabuckthron Massage Gel (30g),50,Seabuckthron Massage Cream (30g),similar_product,,category_bv_proximity,,
494,50,Seabuckthron Massage Cream (30g),49,Seabuckthron Massage Gel (30g),similar_product,,category_bv_proximity,,
495,50,Seabuckthron Massage Cream (30g),43,Sandalwood & Shahi Gulab Body Lotion (150ml),similar_product,,category_bv_proximity,,
496,43,Sandalwood & Shahi Gulab Body Lotion (150ml),50,Seabuckthron Massage Cream (30g),similar_product,,category_bv_proximity,,
497,43,Sandalwood & Shahi Gulab Body Lotion (150ml),42,Regain Aloevera Shampoo (300ml),similar_product,,category_bv_proximity,,
498,42,Regain Aloevera Shampoo (300ml),43,Sandalwood & Shahi Gulab Body Lotion (150ml),similar_product,,category_bv_proximity,,
499,42,Regain Aloevera Shampoo (300ml),35,Hydra Aloevera Body Lotion (300ml),similar_product,,category_bv_proximity,,
500,35,Hydra Aloevera Body Lotion (300ml),42,Regain Aloevera Shampoo (300ml),similar_product,,category_bv_proximity,,
501,35,Hydra Aloevera Body Lotion (300ml),46,Seabuckthron Facial Kit (30g) (Pack of 6),similar_product,,category_bv_proximity,,
