edge_id,from_type,from_id,relationship_type,to_type,to_id,evidence_source
E000853,Product,DJP1046,Category,Category,PERSONAL CARE,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000854,Product,DJP1046,Benefit,Benefit,"Balances Skin's Natural Oils, Supports a Healthy Skin Barrier, Deep Cleansing Without Drying",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000855,Product,DJP1046,FAQ,FAQ,1506,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000856,Product,DJP1046,FAQ,FAQ,1507,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000857,Product,DJP1046,FAQ,FAQ,1508,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000858,Product,DJP1046,FAQ,FAQ,1509,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000859,Product,DJP1046,FAQ,FAQ,1510,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000860,Product,DJP1046,FAQ,FAQ,1511,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000861,Product,DJP1046,FAQ,FAQ,1512,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000862,Product,DJP1046,FAQ,FAQ,1513,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000863,Product,DJP1046,FAQ,FAQ,1514,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000864,Product,DJP1046,FAQ,FAQ,1515,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000865,Product,DJP1046,FAQ,FAQ,1516,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000866,Product,DJP1046,SimilarProduct,Product,DJP1047,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000867,Product,DJP1046,SimilarProduct,Product,DJP1051,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000868,Product,DJP1046,Price,Price,MRP=225.0|DP=145.0|BV=52.0|PV=52.0|INR,01_CANONICAL/pricing/dayjoy_price_list_may2026.csv
E000869,Product,DJP1046,Source,Source,Dayjoy Product Brochure - English July2026_11zon.pdf,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000870,Product,DJP1047,Category,Category,PERSONAL CARE,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000871,Product,DJP1047,Benefit,Benefit,"Refines Skin Texture, Brightens and Revives, Soothes Sensitive Skin, Promotes Skin Renewal",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000872,Product,DJP1047,FAQ,FAQ,1517,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000873,Product,DJP1047,FAQ,FAQ,1518,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000874,Product,DJP1047,FAQ,FAQ,1519,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000875,Product,DJP1047,FAQ,FAQ,1520,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000876,Product,DJP1047,FAQ,FAQ,1521,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000877,Product,DJP1047,FAQ,FAQ,1522,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000878,Product,DJP1047,FAQ,FAQ,1523,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000879,Product,DJP1047,FAQ,FAQ,1524,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000880,Product,DJP1047,FAQ,FAQ,1525,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000881,Product,DJP1047,FAQ,FAQ,1526,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000882,Product,DJP1047,FAQ,FAQ,1527,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000883,Product,DJP1047,SimilarProduct,Product,DJP1046,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000884,Product,DJP1047,SimilarProduct,Product,DJP1050,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000885,Product,DJP1047,Price,Price,MRP=225.0|DP=145.0|BV=52.0|PV=52.0|INR,01_CANONICAL/pricing/dayjoy_price_list_may2026.csv
E000886,Product,DJP1047,Source,Source,Dayjoy Product Brochure - English July2026_11zon.pdf,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000887,Product,DJP1048,Category,Category,PERSONAL CARE,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000888,Product,DJP1048,Benefit,Benefit,"Soothes irritation and calms sensitive skin, Rich in antioxidants to protect against aging, Improves skin elasticity",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000889,Product,DJP1048,FAQ,FAQ,1528,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000890,Product,DJP1048,FAQ,FAQ,1529,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000891,Product,DJP1048,FAQ,FAQ,1530,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000892,Product,DJP1048,FAQ,FAQ,1531,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000893,Product,DJP1048,FAQ,FAQ,1532,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000894,Product,DJP1048,FAQ,FAQ,1533,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000895,Product,DJP1048,FAQ,FAQ,1534,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000896,Product,DJP1048,FAQ,FAQ,1535,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000897,Product,DJP1048,FAQ,FAQ,1536,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000898,Product,DJP1048,FAQ,FAQ,1537,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000899,Product,DJP1048,FAQ,FAQ,1538,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000900,Product,DJP1048,SimilarProduct,Product,DJP1049,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000901,Product,DJP1048,SimilarProduct,Product,DJP1050,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000902,Product,DJP1048,Price,Price,MRP=225.0|DP=145.0|BV=52.0|PV=52.0|INR,01_CANONICAL/pricing/dayjoy_price_list_may2026.csv
E000903,Product,DJP1048,Source,Source,Dayjoy Product Brochure - English July2026_11zon.pdf,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000904,Product,DJP1049,Category,Category,PERSONAL CARE,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000905,Product,DJP1049,Benefit,Benefit,"Deeply Hydrates, Improves Skin Texture, Protects Against Aging, Promotes Skin Elasticity",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000906,Product,DJP1049,FAQ,FAQ,1539,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000907,Product,DJP1049,FAQ,FAQ,1540,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000908,Product,DJP1049,FAQ,FAQ,1541,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000909,Product,DJP1049,FAQ,FAQ,1542,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000910,Product,DJP1049,FAQ,FAQ,1543,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000911,Product,DJP1049,FAQ,FAQ,1544,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000912,Product,DJP1049,FAQ,FAQ,1545,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000913,Product,DJP1049,FAQ,FAQ,1546,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000914,Product,DJP1049,FAQ,FAQ,1547,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000915,Product,DJP1049,FAQ,FAQ,1548,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000916,Product,DJP1049,FAQ,FAQ,1549,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000917,Product,DJP1049,SimilarProduct,Product,DJP1042,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000918,Product,DJP1049,SimilarProduct,Product,DJP1048,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000919,Product,DJP1049,Price,Price,MRP=225.0|DP=145.0|BV=52.0|PV=52.0|INR,01_CANONICAL/pricing/dayjoy_price_list_may2026.csv
E000920,Product,DJP1049,Source,Source,Dayjoy Product Brochure - English July2026_11zon.pdf,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000921,Product,DJP1050,Category,Category,PERSONAL CARE,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000922,Product,DJP1050,Benefit,Benefit,"Fights Signs of Aging, Repairs and Revitalizes, Nourishes and Hydrates",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000923,Product,DJP1050,FAQ,FAQ,1550,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000924,Product,DJP1050,FAQ,FAQ,1551,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000925,Product,DJP1050,FAQ,FAQ,1552,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000926,Product,DJP1050,FAQ,FAQ,1553,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000927,Product,DJP1050,FAQ,FAQ,1554,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000928,Product,DJP1050,FAQ,FAQ,1555,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000929,Product,DJP1050,FAQ,FAQ,1556,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000930,Product,DJP1050,FAQ,FAQ,1557,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000931,Product,DJP1050,FAQ,FAQ,1558,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000932,Product,DJP1050,FAQ,FAQ,1559,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000933,Product,DJP1050,FAQ,FAQ,1560,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000934,Product,DJP1050,SimilarProduct,Product,DJP1047,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000935,Product,DJP1050,SimilarProduct,Product,DJP1048,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000936,Product,DJP1050,Price,Price,MRP=225.0|DP=145.0|BV=52.0|PV=52.0|INR,01_CANONICAL/pricing/dayjoy_price_list_may2026.csv
E000937,Product,DJP1050,Source,Source,Dayjoy Product Brochure - English July2026_11zon.pdf,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000938,Product,DJP1051,Category,Category,PERSONAL CARE,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000939,Product,DJP1051,Benefit,Benefit,"Anti-Aging, Intense Hydration, Brightens and Revitalizes, Protects and Replenishes",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000940,Product,DJP1051,FAQ,FAQ,1561,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000941,Product,DJP1051,FAQ,FAQ,1562,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000942,Product,DJP1051,FAQ,FAQ,1563,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000943,Product,DJP1051,FAQ,FAQ,1564,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000944,Product,DJP1051,FAQ,FAQ,1565,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000945,Product,DJP1051,FAQ,FAQ,1566,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000946,Product,DJP1051,FAQ,FAQ,1567,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000947,Product,DJP1051,FAQ,FAQ,1568,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000948,Product,DJP1051,FAQ,FAQ,1569,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000949,Product,DJP1051,FAQ,FAQ,1570,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000950,Product,DJP1051,FAQ,FAQ,1571,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000951,Product,DJP1051,SimilarProduct,Product,DJP1026,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000952,Product,DJP1051,SimilarProduct,Product,DJP1046,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000953,Product,DJP1051,Price,Price,MRP=225.0|DP=145.0|BV=52.0|PV=52.0|INR,01_CANONICAL/pricing/dayjoy_price_list_may2026.csv
E000954,Product,DJP1051,Source,Source,Dayjoy Product Brochure - English July2026_11zon.pdf,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000955,Product,DJP1052,Category,Category,PERSONAL CARE,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000956,Product,DJP1052,Benefit,Benefit,"Improves Skin Texture, Soothes and Refreshes, Exfoliates Dead Skin Cells, Removes Dirt and Impurities",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000957,Product,DJP1052,FAQ,FAQ,1572,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000958,Product,DJP1052,FAQ,FAQ,1573,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000959,Product,DJP1052,FAQ,FAQ,1574,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000960,Product,DJP1052,FAQ,FAQ,1575,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000961,Product,DJP1052,FAQ,FAQ,1576,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000962,Product,DJP1052,FAQ,FAQ,1577,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000963,Product,DJP1052,FAQ,FAQ,1578,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000964,Product,DJP1052,FAQ,FAQ,1579,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000965,Product,DJP1052,FAQ,FAQ,1580,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000966,Product,DJP1052,FAQ,FAQ,1581,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000967,Product,DJP1052,FAQ,FAQ,1582,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000968,Product,DJP1052,SimilarProduct,Product,DJP1026,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000969,Product,DJP1052,SimilarProduct,Product,DJP1044,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000970,Product,DJP1052,Price,Price,MRP=199.0|DP=139.0|BV=48.0|PV=48.0|INR,01_CANONICAL/pricing/dayjoy_price_list_may2026.csv
E000971,Product,DJP1052,Source,Source,"Dayjoy Product Brochure - English July2026_11zon.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000972,Product,DJP1053,Category,Category,PERSONAL CARE,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000973,Product,DJP1053,Benefit,Benefit,"Improves Skin Texture, Soothes and Refreshes, Exfoliates Dead Skin Cells, Removes Dirt and Impurities",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000974,Product,DJP1053,FAQ,FAQ,1583,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000975,Product,DJP1053,FAQ,FAQ,1584,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000976,Product,DJP1053,FAQ,FAQ,1585,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000977,Product,DJP1053,FAQ,FAQ,1586,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000978,Product,DJP1053,FAQ,FAQ,1587,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000979,Product,DJP1053,FAQ,FAQ,1588,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000980,Product,DJP1053,FAQ,FAQ,1589,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000981,Product,DJP1053,FAQ,FAQ,1590,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000982,Product,DJP1053,FAQ,FAQ,1591,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000983,Product,DJP1053,FAQ,FAQ,1592,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000984,Product,DJP1053,FAQ,FAQ,1593,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000985,Product,DJP1053,SimilarProduct,Product,DJP1027,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000986,Product,DJP1053,SimilarProduct,Product,DJP1033,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000987,Product,DJP1053,Price,Price,MRP=125.0|DP=82.0|BV=21.0|PV=21.0|INR,01_CANONICAL/pricing/dayjoy_price_list_may2026.csv
E000988,Product,DJP1053,Source,Source,Dayjoy Product Brochure - English July2026_11zon.pdf,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000989,Product,DJP1054,Category,Category,PERSONAL CARE,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000990,Product,DJP1054,Benefit,Benefit,"Great for Detoxifying, Sustainable and Eco-Friendly, Hypoallergenic and Skin-Safe, Enhances Lathering",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E000991,Product,DJP1054,FAQ,FAQ,1594,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000992,Product,DJP1054,FAQ,FAQ,1595,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000993,Product,DJP1054,FAQ,FAQ,1596,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000994,Product,DJP1054,FAQ,FAQ,1597,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000995,Product,DJP1054,FAQ,FAQ,1598,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000996,Product,DJP1054,FAQ,FAQ,1599,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000997,Product,DJP1054,FAQ,FAQ,1600,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000998,Product,DJP1054,FAQ,FAQ,1601,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E000999,Product,DJP1054,FAQ,FAQ,1602,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001000,Product,DJP1054,FAQ,FAQ,1603,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001001,Product,DJP1054,FAQ,FAQ,1604,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001002,Product,DJP1054,SimilarProduct,Product,DJP1028,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001003,Product,DJP1054,SimilarProduct,Product,DJP1055,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001004,Product,DJP1054,Price,Price,MRP=125.0|DP=99.0|BV=36.0|PV=36.0|INR,01_CANONICAL/pricing/dayjoy_price_list_may2026.csv
E001005,Product,DJP1054,Source,Source,"Dayjoy Product Brochure - English July2026_11zon.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001006,Product,DJP1055,Category,Category,PERSONAL CARE,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001007,Product,DJP1055,Ingredient,Ingredient,Amla,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001008,Product,DJP1055,Ingredient,Ingredient,Reetha,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001009,Product,DJP1055,Ingredient,Ingredient,Shikakai,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001010,Product,DJP1055,Ingredient,Ingredient,Bhringraj,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001011,Product,DJP1055,Benefit,Benefit,"Helps Strengthen Hair Roots, Supports Healthy Hair Growth, Helps Reduce Hair Fall, Gently Cleanses Scalp & Hair",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001012,Product,DJP1055,FAQ,FAQ,1605,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001013,Product,DJP1055,FAQ,FAQ,1606,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001014,Product,DJP1055,FAQ,FAQ,1607,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001015,Product,DJP1055,FAQ,FAQ,1608,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001016,Product,DJP1055,FAQ,FAQ,1609,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001017,Product,DJP1055,FAQ,FAQ,1610,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001018,Product,DJP1055,FAQ,FAQ,1611,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001019,Product,DJP1055,FAQ,FAQ,1612,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001020,Product,DJP1055,FAQ,FAQ,1613,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001021,Product,DJP1055,FAQ,FAQ,1614,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001022,Product,DJP1055,FAQ,FAQ,1615,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001023,Product,DJP1055,SimilarProduct,Product,DJP1037,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001024,Product,DJP1055,SimilarProduct,Product,DJP1054,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001025,Product,DJP1055,Price,Price,MRP=130.0|DP=110.0|BV=34.0|PV=34.0|INR,01_CANONICAL/pricing/dayjoy_price_list_may2026.csv
E001026,Product,DJP1055,Source,Source,"Dayjoy Product Brochure - English July2026_11zon.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001027,Product,DJP1056,Category,Category,PERSONAL CARE,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001028,Product,DJP1056,Ingredient,Ingredient,Haldi (Turmeric),01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001029,Product,DJP1056,Ingredient,Ingredient,Chandan (Sandalwood),01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001030,Product,DJP1056,Benefit,Benefit,"Add rich color, aroma, and flavor to your dishes while supporting digestion and overall wellness",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001031,Product,DJP1056,Benefit,Benefit,Free from chemicals and additives,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001032,Product,DJP1056,FAQ,FAQ,1616,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001033,Product,DJP1056,FAQ,FAQ,1617,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001034,Product,DJP1056,FAQ,FAQ,1618,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001035,Product,DJP1056,FAQ,FAQ,1619,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001036,Product,DJP1056,FAQ,FAQ,1620,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001037,Product,DJP1056,FAQ,FAQ,1621,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001038,Product,DJP1056,FAQ,FAQ,1622,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001039,Product,DJP1056,FAQ,FAQ,1623,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001040,Product,DJP1056,FAQ,FAQ,1624,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001041,Product,DJP1056,FAQ,FAQ,1625,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001042,Product,DJP1056,FAQ,FAQ,1626,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001043,Product,DJP1056,SimilarProduct,Product,DJP1036,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001044,Product,DJP1056,SimilarProduct,Product,DJP1040,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001045,Product,DJP1056,Price,Price,MRP=85.0|DP=68.0|BV=18.0|PV=18.0|INR,01_CANONICAL/pricing/dayjoy_price_list_may2026.csv
E001046,Product,DJP1056,Source,Source,"Dayjoy Product Brochure - English July2026_11zon.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001047,Product,DJP1057,Category,Category,SKIN CARE,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001048,Product,DJP1057,Ingredient,Ingredient,Niacinamide,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001049,Product,DJP1057,Ingredient,Ingredient,Hyaluronic Acid,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001050,Product,DJP1057,Ingredient,Ingredient,Aloe Vera,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001051,Product,DJP1057,Ingredient,Ingredient,Vitamin B5,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001052,Product,DJP1057,Ingredient,Ingredient,Green Tea Extract,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001053,Product,DJP1057,Benefit,Benefit,"Deeply hydrates and plumps skin, fades dark spots and evens out skin tone, refines pores and controls excess oil",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001054,Product,DJP1057,FAQ,FAQ,1627,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001055,Product,DJP1057,FAQ,FAQ,1628,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001056,Product,DJP1057,FAQ,FAQ,1629,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001057,Product,DJP1057,FAQ,FAQ,1630,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001058,Product,DJP1057,FAQ,FAQ,1631,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001059,Product,DJP1057,FAQ,FAQ,1632,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001060,Product,DJP1057,FAQ,FAQ,1633,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001061,Product,DJP1057,FAQ,FAQ,1634,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001062,Product,DJP1057,FAQ,FAQ,1635,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001063,Product,DJP1057,FAQ,FAQ,1636,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001064,Product,DJP1057,FAQ,FAQ,1637,01_CANONICAL/faq/dayjoy_faq_combined_canonical.csv
E001065,Product,DJP1057,SimilarProduct,Product,DJP1060,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001066,Product,DJP1057,SimilarProduct,Product,DJP1061,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001067,Product,DJP1057,Price,Price,MRP=699.0|DP=499.0|BV=170.0|PV=170.0|INR,01_CANONICAL/pricing/dayjoy_price_list_may2026.csv
E001068,Product,DJP1057,Source,Source,"Dayjoy Product Brochure - English July2026_11zon.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001069,Product,DJP1058,Category,Category,SKIN CARE,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001070,Product,DJP1058,Ingredient,Ingredient,Hyaluronic Acid,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001071,Product,DJP1058,Ingredient,Ingredient,Squalane,01_CANONICAL/products/dayjoy_product_master_canonical.csv
E001072,Product,DJP1058,Ingredient,Ingredient,Murumuru Butter,01_CANONICAL/products/dayjoy_product_master_canonical.csv
