rule_id,rule_category,rule_text,source_id,source_version,effective_date,verified,verification_status,audience,confidence,notes
ELIG-040,eligibility_rules,Minimum monthly self-purchase BV required to remain eligible for Business Plan Payout/Mentorship Income/Lifetime Rewards at rank tier 'Distributor through Silver Executive': 250 BV.,F00003 page 52; dayjoy_compensation_plan_ADDITIONAL_VERIFIED.csv,dayjoy_compensation_plan_ADDITIONAL_VERIFIED.csv,NULL,true,VERIFIED,distributor,high,OCR-verified against GrowthX Plan Presentation page 52 ('Business & Income Eligibility' table).
ELIG-041,eligibility_rules,Minimum monthly self-purchase BV required to remain eligible for Business Plan Payout/Mentorship Income/Lifetime Rewards at rank tier 'Gold Director': 500 BV.,F00003 page 52; dayjoy_compensation_plan_ADDITIONAL_VERIFIED.csv,dayjoy_compensation_plan_ADDITIONAL_VERIFIED.csv,NULL,true,VERIFIED,distributor,high,OCR-verified against GrowthX Plan Presentation page 52 ('Business & Income Eligibility' table).
ELIG-042,eligibility_rules,Minimum monthly self-purchase BV required to remain eligible for Business Plan Payout/Mentorship Income/Lifetime Rewards at rank tier 'Ruby Director through Diamond President': 1000 BV.,F00003 page 52; dayjoy_compensation_plan_ADDITIONAL_VERIFIED.csv,dayjoy_compensation_plan_ADDITIONAL_VERIFIED.csv,NULL,true,VERIFIED,distributor,high,OCR-verified against GrowthX Plan Presentation page 52 ('Business & Income Eligibility' table).
ELIG-043,eligibility_rules,Minimum monthly self-purchase BV required to remain eligible for Business Plan Payout/Mentorship Income/Lifetime Rewards at rank tier 'Blue Diamond through Dayjoy Ambassador': 2000 BV.,F00003 page 52; dayjoy_compensation_plan_ADDITIONAL_VERIFIED.csv,dayjoy_compensation_plan_ADDITIONAL_VERIFIED.csv,NULL,true,VERIFIED,distributor,high,OCR-verified against GrowthX Plan Presentation page 52 ('Business & Income Eligibility' table).
PROMO-044,promotion_rules,"Distributor Rank is calculated based on Lifetime Reward Club achievement — i.e., a distributor's public rank equals the highest of the 17 Lifetime Reward Clubs they have achieved.","F00003, dayjoy_compensation_terms_and_conditions.csv (rule 7)",dayjoy_compensation_terms_and_conditions.csv,NULL,true,VERIFIED,all,high,"OCR-verified, page 53, rule 7 of 10."
PROMO-045,promotion_rules,"There are 17 Lifetime Reward Clubs beyond standard commissions, achieved sequentially from Club 1 (Star Executive) through Club 17 (Universal Ambassador), each requiring a higher BV Matching target than the last.","F00003 pages 35, 50-51",NULL,NULL,true,VERIFIED,all,high,"OCR-verified, 'The Ultimate Destination: 17 Lifetime Reward Clubs' (p.35) and Rank & Recognition table (p.50-51)."
REWARD-046,reward_rules,"Preferred Customer Club Cashback Wallet: self-purchase of 1,000-2,499 BV earns 5% of BV as Cashback Wallet credit; self-purchase of 2,500-4,999 BV earns 8% of BV as Cashback Wallet credit.",F00003 page 31; dayjoy_compensation_plan_ADDITIONAL_VERIFIED.csv,dayjoy_compensation_plan_ADDITIONAL_VERIFIED.csv,NULL,true,VERIFIED,distributor,high,"OCR-verified, page 31."
REWARD-047,reward_rules,"Preferred Retailer Club Cashback Wallet: retail purchase of 5,000-9,999 BV earns 10% of BV as Cashback Wallet credit; retail purchase of 10,000+ BV earns 12% of BV as Cashback Wallet credit.",F00003 page 32; dayjoy_compensation_plan_ADDITIONAL_VERIFIED.csv,dayjoy_compensation_plan_ADDITIONAL_VERIFIED.csv,NULL,true,VERIFIED,distributor,high,"OCR-verified, page 32."
REWARD-048,reward_rules,"Cashback Wallet terms: credited balance is valid 6 months from date of credit; cannot be used toward Aayushmaan, Total Joy, or YumDum brand products; eligibility is calculated on a weekly cycle running Thursday to the following Wednesday.",F00003 pages 31-32,NULL,NULL,true,VERIFIED,distributor,high,"OCR-verified, pages 31-32, Cashback Wallet Terms & Conditions panel."
REWARD-049,reward_rules,"Distributor Loyalty Program (4-month consistency offer): a distributor who buys a minimum of Rs 2,500 worth of product every month, across multiple invoices between the 2nd and 15th of the month, for 4 consecutive months, receives free products worth their 4-month average in the 5th month, capped at a maximum benefit of Rs 7,500. Requires Self ID activated with minimum 2,500 BV. Coupon valid 6 months, single-invoice redemption only, cannot be used on Aayushmaan/YumDum/Total Joy food products, and no BV is earned on purchases made using the coupon.",F00003 page 28; dayjoy_compensation_plan_ADDITIONAL_VERIFIED.csv,dayjoy_compensation_plan_ADDITIONAL_VERIFIED.csv,NULL,true,VERIFIED,distributor,high,"OCR-verified, page 28. IMPORTANT: distributor_system_narrative_UNSTRUCTURED.md section 5.11 describes a DIFFERENT, conflicting version of this program (Rs 3,000/month, 5 consecutive months, 6th-month payout, cap Rs 3,000-6,000 tiered) sourced from web:68. That narrative version is NOT corroborated by this OCR-verified page and is recorded separately as UNVERIFIED (see BONUS-U row for 'Loyalty Program (narrative/web:68 version)'). Use the OCR-verified figures in this row as authoritative; do not blend the two versions."
REWARD-050,reward_rules,"Super Retailer Loyalty Program (4-month consistency offer): a distributor who purchases a minimum of Rs 25,000 worth of product on their Self ID, across multiple invoices between the 2nd and 15th of the month, continuously for 4 months, receives free products worth Rs 25,000 after the 5th month's billing. Offer is repeatable each 4-month cycle.",F00003 page 29,NULL,NULL,true,VERIFIED,distributor,high,"OCR-verified, page 29."
REWARD-051,reward_rules,"Beyond standard commissions, Dayjoy offers 17 Lifetime Reward Clubs — a permanent, one-time reward (cash and/or gifts such as gadgets, vehicles, property, or travel) unlocked at each club milestone. Full per-club detail is in the rank_structure rows of this file.","F00003 page 35, pages 50-51",NULL,NULL,true,VERIFIED,all,high,OCR-verified.
REWARD-052,reward_rules,"Rewards are non-transferable; reward cash must be used solely for the purchase of the specified reward gift (e.g., the car/bike/property/travel package named for that club).","F00003, dayjoy_compensation_terms_and_conditions.csv (rule 9)",dayjoy_compensation_terms_and_conditions.csv,NULL,true,VERIFIED,distributor,high,"OCR-verified, page 53, rule 9 of 10."
REWARD-053,reward_rules,"Mentorship Income can be earned from a single business group — described in the plan as a 'unique advantage' (i.e., a balanced two-team binary structure is not required specifically for mentorship income to accrue, though it is required for other qualification purposes).",F00003 page 34,NULL,NULL,true,VERIFIED,distributor,high,"OCR-verified statement of eligibility mechanics only — this row does NOT state or imply the mentorship rate itself, which remains CONFLICT (see CONF-002)."
COMM-054,commission_rules,"Business Plan closing is done on a weekly basis, every Wednesday. Weekly payout is transferred every Friday, or the next banking working day if Friday is a holiday.","F00003, dayjoy_compensation_terms_and_conditions.csv (rule 6); also stated on page 33",dayjoy_compensation_terms_and_conditions.csv,NULL,true,VERIFIED,distributor,high,"OCR-verified, page 53 rule 6 of 10, and restated on page 33."
COMM-055,commission_rules,"All income illustrations, examples, and figures in the compensation plan are for informational purposes only. Actual income varies and depends entirely on individual performance and the number of direct sponsored distributors — no income is guaranteed.","F00003, dayjoy_compensation_terms_and_conditions.csv (rule 10)",dayjoy_compensation_terms_and_conditions.csv,NULL,true,VERIFIED,all,high,"OCR-verified, page 53, rule 10 of 10 — this is the plan's own official disclaimer language and is the primary compliance anchor for 'do_not_say' income-claim prohibitions across this entire knowledge base. See also 01_CANONICAL/policies/Income_Disclaimer_Dayjoy.pdf (F00030, not yet OCR-extracted in this repo)."
COMM-056,commission_rules,"Minimum payout threshold is Rs 500; payout amounts below this are clubbed with the next payout cycle. Exception: if a distributor resigns, any outstanding amount is paid regardless of the Rs 500 threshold.","distributor_system_narrative_UNSTRUCTURED.md (citing dayjoy.in Terms & Conditions, web:69)",NULL,NULL,false,UNVERIFIED,distributor,low,Not present in the 58-page OCR of the GrowthX Plan Presentation reviewed for this build. Sourced only from the narrative document's website citation. See compensation_gap_report.csv G-006.
DEF-057,definitions,"BV (Business Volume): the point-value unit used throughout the compensation plan to measure purchase volume for matching, rank, and reward calculations.",F00003 (used consistently throughout pages 28-53); dayjoy_compensation_plan_ADDITIONAL_VERIFIED.csv,NULL,NULL,true,VERIFIED,all,high,"BV is used consistently and unambiguously throughout the OCR'd plan; no single explicit dictionary-style definition sentence exists in the OCR text, but usage is uniform across all 58 pages reviewed."
DEF-058,definitions,"DP (Distributor Price): the price at which Dayjoy Independent Distributors may purchase a product, lower than MRP.",F00003 page 30,NULL,NULL,true,VERIFIED,all,high,OCR-verified explicit definition on page 30 ('DP: Distributor Price').
DEF-059,definitions,MRP (Maximum Retail Price): the price at which a distributor may resell a product to a retail customer.,F00003 page 30,NULL,NULL,true,VERIFIED,all,high,"OCR-verified, page 30."
DEF-060,definitions,"Active Distributor: an Independent Distributor whose Self ID has been activated with a minimum of 2,500 BV.","F00003, dayjoy_compensation_terms_and_conditions.csv (rule 2)",dayjoy_compensation_terms_and_conditions.csv,NULL,true,VERIFIED,all,high,Cross-reference JOIN-002.
DEF-061,definitions,"PV (Point Value) terminology conflict: distributor_system_narrative_UNSTRUCTURED.md describes Business Matching Incentive mechanics using the term 'PV' (Point Value) — e.g. '10% of Point Value (PV) matched', '1st Pair: 5,000 PV : 2,500 PV'. The OCR-verified GrowthX Plan Presentation (F00003) uses ONLY the term 'BV' (Business Volume) for this exact mechanic throughout all 58 pages reviewed, and never uses 'PV'.",distributor_system_narrative_UNSTRUCTURED.md vs F00003 (all pages),NULL,NULL,false,UNVERIFIED,all,low,"Do not assume PV and BV are interchangeable/synonymous in Dayjoy's live system without confirmation — treating them as the same unit is an assumption, not a verified fact. See compensation_gap_report.csv G-007."
BONUSU-062,bonus_rules,"Performance Incentive (narrative/web:68 version): 5 slabs from 5% to 21% of Business Volume based on Accumulated BV (ABV) generated by the distributor and their introduced customers/distributors in a month; maximum of 80,000 GBV counted from any single group.",distributor_system_narrative_UNSTRUCTURED.md (web:68),NULL,NULL,false,UNVERIFIED,distributor,low,"Sourced only from distributor_system_narrative_UNSTRUCTURED.md, which cites this figure to 'web:68' — a website reference to a file the narrative document itself identifies as 'Business_compensation_plan.pdf' (see narrative section 21.2), which is a DIFFERENT PDF from the OCR-verified 'Dayjoy GrowthX Plan Presentation_choladeck.pdf' (F00003) used for every VERIFIED row in this file. This income stream/mechanic does not appear anywhere in the 58-page OCR of F00003 reviewed for this build. Treat as UNVERIFIED and DO NOT use to calculate a distributor's earnings. See compensation_gap_report.csv G-002 for the systemic issue this reveals."
BONUSU-063,bonus_rules,"Fast Track Bonus (narrative/web:68 version): 5% of BV turnover pool; qualification is 1,20,000 GBV within 60 days of first billing; matching requirement 10,000 BV in a 30:70 ratio; paid only up to Platinum Directors; maximum 60,000 GBV counted from any single group.",distributor_system_narrative_UNSTRUCTURED.md (web:68),NULL,NULL,false,UNVERIFIED,distributor,low,"Sourced only from distributor_system_narrative_UNSTRUCTURED.md, which cites this figure to 'web:68' — a website reference to a file the narrative document itself identifies as 'Business_compensation_plan.pdf' (see narrative section 21.2), which is a DIFFERENT PDF from the OCR-verified 'Dayjoy GrowthX Plan Presentation_choladeck.pdf' (F00003) used for every VERIFIED row in this file. This income stream/mechanic does not appear anywhere in the 58-page OCR of F00003 reviewed for this build. Treat as UNVERIFIED and DO NOT use to calculate a distributor's earnings. See compensation_gap_report.csv G-002 for the systemic issue this reveals."
BONUSU-064,bonus_rules,"Startup Bonus (narrative/web:68 version): 8% of BV turnover pool; matching requirement 30,000 BV in a 30:70 ratio; maximum threshold of 25 points.",distributor_system_narrative_UNSTRUCTURED.md (web:68),NULL,NULL,false,UNVERIFIED,distributor,low,"Sourced only from distributor_system_narrative_UNSTRUCTURED.md, which cites this figure to 'web:68' — a website reference to a file the narrative document itself identifies as 'Business_compensation_plan.pdf' (see narrative section 21.2), which is a DIFFERENT PDF from the OCR-verified 'Dayjoy GrowthX Plan Presentation_choladeck.pdf' (F00003) used for every VERIFIED row in this file. This income stream/mechanic does not appear anywhere in the 58-page OCR of F00003 reviewed for this build. Treat as UNVERIFIED and DO NOT use to calculate a distributor's earnings. See compensation_gap_report.csv G-002 for the systemic issue this reveals."
BONUSU-065,bonus_rules,"Active Bonus (narrative/web:68 version): 6% of BV turnover pool; matching requirement 1,00,000 BV in a 30:70 ratio.",distributor_system_narrative_UNSTRUCTURED.md (web:68),NULL,NULL,false,UNVERIFIED,distributor,low,"Sourced only from distributor_system_narrative_UNSTRUCTURED.md, which cites this figure to 'web:68' — a website reference to a file the narrative document itself identifies as 'Business_compensation_plan.pdf' (see narrative section 21.2), which is a DIFFERENT PDF from the OCR-verified 'Dayjoy GrowthX Plan Presentation_choladeck.pdf' (F00003) used for every VERIFIED row in this file. This income stream/mechanic does not appear anywhere in the 58-page OCR of F00003 reviewed for this build. Treat as UNVERIFIED and DO NOT use to calculate a distributor's earnings. See compensation_gap_report.csv G-002 for the systemic issue this reveals."
BONUSU-066,bonus_rules,"Super Active Bonus (narrative/web:68 version): 3% of BV turnover pool; matching requirement 3,00,000 BV in a 30:70 ratio.",distributor_system_narrative_UNSTRUCTURED.md (web:68),NULL,NULL,false,UNVERIFIED,distributor,low,"Sourced only from distributor_system_narrative_UNSTRUCTURED.md, which cites this figure to 'web:68' — a website reference to a file the narrative document itself identifies as 'Business_compensation_plan.pdf' (see narrative section 21.2), which is a DIFFERENT PDF from the OCR-verified 'Dayjoy GrowthX Plan Presentation_choladeck.pdf' (F00003) used for every VERIFIED row in this file. This income stream/mechanic does not appear anywhere in the 58-page OCR of F00003 reviewed for this build. Treat as UNVERIFIED and DO NOT use to calculate a distributor's earnings. See compensation_gap_report.csv G-002 for the systemic issue this reveals."
BONUSU-067,bonus_rules,"Leadership Bonus (narrative/web:68 version): 3% of BV turnover pool; matching requirement 7,00,000 BV in a 30:70 ratio.",distributor_system_narrative_UNSTRUCTURED.md (web:68),NULL,NULL,false,UNVERIFIED,distributor,low,"Sourced only from distributor_system_narrative_UNSTRUCTURED.md, which cites this figure to 'web:68' — a website reference to a file the narrative document itself identifies as 'Business_compensation_plan.pdf' (see narrative section 21.2), which is a DIFFERENT PDF from the OCR-verified 'Dayjoy GrowthX Plan Presentation_choladeck.pdf' (F00003) used for every VERIFIED row in this file. This income stream/mechanic does not appear anywhere in the 58-page OCR of F00003 reviewed for this build. Treat as UNVERIFIED and DO NOT use to calculate a distributor's earnings. See compensation_gap_report.csv G-002 for the systemic issue this reveals."
BONUSU-068,reward_rules,"Rewards table (narrative/web:68 version, DISTINCT from the 17 Lifetime Reward Clubs): 1 Lakh BV = Rs 7,000; 2.5 Lakh BV = Rs 17,500; 6.25 Lakh BV = Rs 37,500; 16 Lakh BV = Rs 80,000; 50 Lakh BV = Rs 2,00,000; 1.5 Crore BV = Rs 6,00,000. Reward cycle is two months; distributor receives the highest reward achieved in one cycle; 30% BV must come from the Major Group and 70% from remaining directly sponsored groups; Platinum Directors and above receive the accumulated amount of 6 reward cycles together.",distributor_system_narrative_UNSTRUCTURED.md (web:68),NULL,NULL,false,UNVERIFIED,distributor,low,"Sourced only from distributor_system_narrative_UNSTRUCTURED.md, which cites this figure to 'web:68' — a website reference to a file the narrative document itself identifies as 'Business_compensation_plan.pdf' (see narrative section 21.2), which is a DIFFERENT PDF from the OCR-verified 'Dayjoy GrowthX Plan Presentation_choladeck.pdf' (F00003) used for every VERIFIED row in this file. This income stream/mechanic does not appear anywhere in the 58-page OCR of F00003 reviewed for this build. Treat as UNVERIFIED and DO NOT use to calculate a distributor's earnings. See compensation_gap_report.csv G-002 for the systemic issue this reveals."
BONUSU-069,bonus_rules,"Travel Fund (narrative/web:68 version): 2% of BV turnover, for Platinum Director and above, requiring 30,000 BV matching and 1 Lakh BV qualification, paid before the 10th day of the corresponding month.",distributor_system_narrative_UNSTRUCTURED.md (web:68),NULL,NULL,false,UNVERIFIED,distributor,low,"Sourced only from distributor_system_narrative_UNSTRUCTURED.md, which cites this figure to 'web:68' — a website reference to a file the narrative document itself identifies as 'Business_compensation_plan.pdf' (see narrative section 21.2), which is a DIFFERENT PDF from the OCR-verified 'Dayjoy GrowthX Plan Presentation_choladeck.pdf' (F00003) used for every VERIFIED row in this file. This income stream/mechanic does not appear anywhere in the 58-page OCR of F00003 reviewed for this build. Treat as UNVERIFIED and DO NOT use to calculate a distributor's earnings. See compensation_gap_report.csv G-002 for the systemic issue this reveals."
BONUSU-070,bonus_rules,"Dream Car Fund (narrative/web:68 version): 2% of BV turnover, for Sapphire Vice President and above, requiring 40 Lakh BV qualification and 3 Lakh BV matching, paid before the 10th day of the corresponding month.",distributor_system_narrative_UNSTRUCTURED.md (web:68),NULL,NULL,false,UNVERIFIED,distributor,low,"Sourced only from distributor_system_narrative_UNSTRUCTURED.md, which cites this figure to 'web:68' — a website reference to a file the narrative document itself identifies as 'Business_compensation_plan.pdf' (see narrative section 21.2), which is a DIFFERENT PDF from the OCR-verified 'Dayjoy GrowthX Plan Presentation_choladeck.pdf' (F00003) used for every VERIFIED row in this file. This income stream/mechanic does not appear anywhere in the 58-page OCR of F00003 reviewed for this build. Treat as UNVERIFIED and DO NOT use to calculate a distributor's earnings. See compensation_gap_report.csv G-002 for the systemic issue this reveals."
BONUSU-071,bonus_rules,"Dream House Fund (narrative/web:68 version): 2% of BV turnover, for Emerald Vice President and above, requiring 1.2 Crore BV qualification and 7 Lakh BV matching, paid before the 10th day of the corresponding month.",distributor_system_narrative_UNSTRUCTURED.md (web:68),NULL,NULL,false,UNVERIFIED,distributor,low,"Sourced only from distributor_system_narrative_UNSTRUCTURED.md, which cites this figure to 'web:68' — a website reference to a file the narrative document itself identifies as 'Business_compensation_plan.pdf' (see narrative section 21.2), which is a DIFFERENT PDF from the OCR-verified 'Dayjoy GrowthX Plan Presentation_choladeck.pdf' (F00003) used for every VERIFIED row in this file. This income stream/mechanic does not appear anywhere in the 58-page OCR of F00003 reviewed for this build. Treat as UNVERIFIED and DO NOT use to calculate a distributor's earnings. See compensation_gap_report.csv G-002 for the systemic issue this reveals."
BONUSU-072,bonus_rules,"Lifestyle Fund (narrative/web:68 version): 2% of BV turnover, only for Diamond President Pin Achievers, requiring 3 Crore BV qualification, paid before the 10th day of the corresponding month.",distributor_system_narrative_UNSTRUCTURED.md (web:68),NULL,NULL,false,UNVERIFIED,distributor,low,"Sourced only from distributor_system_narrative_UNSTRUCTURED.md, which cites this figure to 'web:68' — a website reference to a file the narrative document itself identifies as 'Business_compensation_plan.pdf' (see narrative section 21.2), which is a DIFFERENT PDF from the OCR-verified 'Dayjoy GrowthX Plan Presentation_choladeck.pdf' (F00003) used for every VERIFIED row in this file. This income stream/mechanic does not appear anywhere in the 58-page OCR of F00003 reviewed for this build. Treat as UNVERIFIED and DO NOT use to calculate a distributor's earnings. See compensation_gap_report.csv G-002 for the systemic issue this reveals."
BONUSU-073,reward_rules,"Distributor Loyalty Program (narrative/web:68 version — CONFLICTS with REWARD-004): distributor buys minimum Rs 3,000 worth of product per month for 5 consecutive months (billing 1st-30th) to receive free products worth the 5-month average in the 6th month (redemption window 3rd of month to month end); coupon tiers Rs 3,000-3,999 avg = Rs 3,000 coupon, up to Rs 6,000+ avg = Rs 6,000 coupon; capped at Rs 6,000; excludes TotalJoy Rice Bran Oil.",distributor_system_narrative_UNSTRUCTURED.md (web:68),NULL,NULL,false,UNVERIFIED,distributor,low,"Sourced only from distributor_system_narrative_UNSTRUCTURED.md, which cites this figure to 'web:68' — a website reference to a file the narrative document itself identifies as 'Business_compensation_plan.pdf' (see narrative section 21.2), which is a DIFFERENT PDF from the OCR-verified 'Dayjoy GrowthX Plan Presentation_choladeck.pdf' (F00003) used for every VERIFIED row in this file. This income stream/mechanic does not appear anywhere in the 58-page OCR of F00003 reviewed for this build. Treat as UNVERIFIED and DO NOT use to calculate a distributor's earnings. See compensation_gap_report.csv G-002 for the systemic issue this reveals."
BONUSU-074,royalty_rules,"Royalty Income (old CSV, unsourced): 5%, described as 'Gold Director to Gold Director'.","dayjoy_compensation_plan.csv (unregistered, no source cited)",NULL,NULL,false,UNVERIFIED,distributor,low,"Sourced only from dayjoy_compensation_plan.csv, an older internal file whose header/origin carries no source citation. Not found anywhere in the 58-page OCR of F00003 (the highest-authority compensation source in this repo) under this name. Not one of the 3 conflicts already documented in dayjoy_compensation_conflicts.csv, but treated with the same caution: UNVERIFIED, do not use to calculate a distributor's earnings."
BONUSU-075,bonus_rules,"Generation Income / Repurchase (old CSV, unsourced): up to 30%, described as monthly repurchase-based income.","dayjoy_compensation_plan.csv (unregistered, no source cited)",NULL,NULL,false,UNVERIFIED,distributor,low,"Sourced only from dayjoy_compensation_plan.csv, an older internal file whose header/origin carries no source citation. Not found anywhere in the 58-page OCR of F00003 (the highest-authority compensation source in this repo) under this name. Not one of the 3 conflicts already documented in dayjoy_compensation_conflicts.csv, but treated with the same caution: UNVERIFIED, do not use to calculate a distributor's earnings."
BONUSU-076,bonus_rules,"Gold Director Bonus (old CSV, unsourced): 5% on total monthly group BV.","dayjoy_compensation_plan.csv (unregistered, no source cited)",NULL,NULL,false,UNVERIFIED,distributor,low,"Sourced only from dayjoy_compensation_plan.csv, an older internal file whose header/origin carries no source citation. Not found anywhere in the 58-page OCR of F00003 (the highest-authority compensation source in this repo) under this name. Not one of the 3 conflicts already documented in dayjoy_compensation_conflicts.csv, but treated with the same caution: UNVERIFIED, do not use to calculate a distributor's earnings."
BONUSU-077,bonus_rules,"Platinum Director Bonus (old CSV, unsourced): 5% on company turnover; stated criteria 7,50,000 BV. NOTE: this uses a different rank threshold than the narrative/web:68 'Travel Fund' concept for the same Platinum Director+ tier — the two uncorroborated sources do not even agree with each other.","dayjoy_compensation_plan.csv (unregistered, no source cited)",NULL,NULL,false,UNVERIFIED,distributor,low,"Sourced only from dayjoy_compensation_plan.csv, an older internal file whose header/origin carries no source citation. Not found anywhere in the 58-page OCR of F00003 (the highest-authority compensation source in this repo) under this name. Not one of the 3 conflicts already documented in dayjoy_compensation_conflicts.csv, but treated with the same caution: UNVERIFIED, do not use to calculate a distributor's earnings."
BONUSU-078,bonus_rules,"Emerald Vice President Bonus (old CSV, unsourced): 4%, stated criteria 30 Lakh BV.","dayjoy_compensation_plan.csv (unregistered, no source cited)",NULL,NULL,false,UNVERIFIED,distributor,low,"Sourced only from dayjoy_compensation_plan.csv, an older internal file whose header/origin carries no source citation. Not found anywhere in the 58-page OCR of F00003 (the highest-authority compensation source in this repo) under this name. Not one of the 3 conflicts already documented in dayjoy_compensation_conflicts.csv, but treated with the same caution: UNVERIFIED, do not use to calculate a distributor's earnings."
BONUSU-079,bonus_rules,"Sapphire Vice President Bonus (old CSV, unsourced): 3%, stated criteria 1 Crore BV.","dayjoy_compensation_plan.csv (unregistered, no source cited)",NULL,NULL,false,UNVERIFIED,distributor,low,"Sourced only from dayjoy_compensation_plan.csv, an older internal file whose header/origin carries no source citation. Not found anywhere in the 58-page OCR of F00003 (the highest-authority compensation source in this repo) under this name. Not one of the 3 conflicts already documented in dayjoy_compensation_conflicts.csv, but treated with the same caution: UNVERIFIED, do not use to calculate a distributor's earnings."
BONUSU-080,bonus_rules,"Diamond President Bonus (old CSV, unsourced): 3%, stated criteria 2.25 Crore BV.","dayjoy_compensation_plan.csv (unregistered, no source cited)",NULL,NULL,false,UNVERIFIED,distributor,low,"Sourced only from dayjoy_compensation_plan.csv, an older internal file whose header/origin carries no source citation. Not found anywhere in the 58-page OCR of F00003 (the highest-authority compensation source in this repo) under this name. Not one of the 3 conflicts already documented in dayjoy_compensation_conflicts.csv, but treated with the same caution: UNVERIFIED, do not use to calculate a distributor's earnings."
BONUSU-081,bonus_rules,"Retailer Club Bonus (old CSV, unsourced): 3%, described as requiring self-purchase minimum 500 BV monthly. NOTE: this conflicts in mechanism with the OCR-verified Preferred Retailer Club Cashback Wallet (REWARD-002, 10-12% cashback for 5,000+ BV) — likely either an outdated naming of the same benefit or a wholly separate, unconfirmed benefit.","dayjoy_compensation_plan.csv (unregistered, no source cited)",NULL,NULL,false,UNVERIFIED,distributor,low,"Sourced only from dayjoy_compensation_plan.csv, an older internal file whose header/origin carries no source citation. Not found anywhere in the 58-page OCR of F00003 (the highest-authority compensation source in this repo) under this name. Not one of the 3 conflicts already documented in dayjoy_compensation_conflicts.csv, but treated with the same caution: UNVERIFIED, do not use to calculate a distributor's earnings."
