faq_id,product_id,product_code,sku,question,answer,faq_category,sort_order,source_document,source_page_or_section,confidence,audience,verified
1288,27,DJP1026,DJ-PER-0027,Who is this suitable for?,"Suitable for anyone looking for natural, high-quality personal care products. Always perform a patch test if you have sensitive skin.",usage,3,Various Documents,,medium,all,true
1289,27,DJP1026,DJ-PER-0027,Is this safe for sensitive skin?,"While made with natural-inspired ingredients, please consult the ingredient list or perform a patch test to ensure it is suitable for your skin.",safety,4,Various Documents,,medium,all,true
1290,27,DJP1026,DJ-PER-0027,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,,low,all,false
1291,27,DJP1026,DJ-PER-0027,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,,low,all,false
1292,27,DJP1026,DJ-PER-0027,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,,low,all,false
1293,27,DJP1026,DJ-PER-0027,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,,low,all,false
1294,27,DJP1026,DJ-PER-0027,How does it compare to other PERSONAL CARE products?,This product is uniquely formulated under the Wild Muse brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,,medium,all,true
1295,27,DJP1026,DJ-PER-0027,What is the pack size?,This specific item comes in a 150ml pack size.,dosage,10,Various Documents,,medium,all,true
1296,27,DJP1026,DJ-PER-0027,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,,medium,all,true
1297,28,DJP1027,DJ-PER-0028,What is Anti Pollution Aloevera Face Wash (100ml)?,"Anti Pollution Aloevera Face Wash (100ml) is a product under the PERSONAL CARE category, offered by the brand Wild Muse.",general_info,1,Various Documents,,medium,all,true
1298,28,DJP1027,DJ-PER-0028,What is the price and business volume (BV) for Anti Pollution Aloevera Face Wash (100ml)?,"The MRP is ₹135.0, Distributor Price (DP) is ₹94.0, and the Business Volume (BV) is 23.0.",pricing,2,Various Documents,,high,all,true
1299,28,DJP1027,DJ-PER-0028,Who is this suitable for?,"Suitable for anyone looking for natural, high-quality personal care products. Always perform a patch test if you have sensitive skin.",usage,3,Various Documents,,medium,all,true
1300,28,DJP1027,DJ-PER-0028,Is this safe for sensitive skin?,"While made with natural-inspired ingredients, please consult the ingredient list or perform a patch test to ensure it is suitable for your skin.",safety,4,Various Documents,,medium,all,true
1301,28,DJP1027,DJ-PER-0028,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,,low,all,false
1302,28,DJP1027,DJ-PER-0028,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,,low,all,false
1303,28,DJP1027,DJ-PER-0028,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,,low,all,false
1304,28,DJP1027,DJ-PER-0028,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,,low,all,false
1305,28,DJP1027,DJ-PER-0028,How does it compare to other PERSONAL CARE products?,This product is uniquely formulated under the Wild Muse brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,,medium,all,true
1306,28,DJP1027,DJ-PER-0028,What is the pack size?,This specific item comes in a 100ml pack size.,dosage,10,Various Documents,,medium,all,true
1307,28,DJP1027,DJ-PER-0028,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,,medium,all,true
1308,29,DJP1028,DJ-PER-0029,What is Aloevera Gel (100g)?,"Aloevera Gel (100g) is a product under the PERSONAL CARE category, offered by the brand Wild Muse.",general_info,1,Various Documents,,medium,all,true
1309,29,DJP1028,DJ-PER-0029,What is the price and business volume (BV) for Aloevera Gel (100g)?,"The MRP is ₹150.0, Distributor Price (DP) is ₹115.0, and the Business Volume (BV) is 36.0.",pricing,2,Various Documents,,high,all,true
1310,29,DJP1028,DJ-PER-0029,Who is this suitable for?,"Suitable for anyone looking for natural, high-quality personal care products. Always perform a patch test if you have sensitive skin.",usage,3,Various Documents,,medium,all,true
1311,29,DJP1028,DJ-PER-0029,Is this safe for sensitive skin?,"While made with natural-inspired ingredients, please consult the ingredient list or perform a patch test to ensure it is suitable for your skin.",safety,4,Various Documents,,medium,all,true
1312,29,DJP1028,DJ-PER-0029,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,,low,all,false
1313,29,DJP1028,DJ-PER-0029,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,,low,all,false
1314,29,DJP1028,DJ-PER-0029,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,,low,all,false
1315,29,DJP1028,DJ-PER-0029,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,,low,all,false
1316,29,DJP1028,DJ-PER-0029,How does it compare to other PERSONAL CARE products?,This product is uniquely formulated under the Wild Muse brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,,medium,all,true
1317,29,DJP1028,DJ-PER-0029,What is the pack size?,This specific item comes in a 100g pack size.,dosage,10,Various Documents,,medium,all,true
1318,29,DJP1028,DJ-PER-0029,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,,medium,all,true
1319,30,DJP1029,DJ-PER-0030,What is BR Rich Oil (200ml)?,"BR Rich Oil (200ml) is a product under the PERSONAL CARE category, offered by the brand Wild Muse.",general_info,1,Various Documents,,medium,all,true
1320,30,DJP1029,DJ-PER-0030,What is the price and business volume (BV) for BR Rich Oil (200ml)?,"The MRP is ₹249.0, Distributor Price (DP) is ₹165.0, and the Business Volume (BV) is 44.0.",pricing,2,Various Documents,,high,all,true
1321,30,DJP1029,DJ-PER-0030,Who is this suitable for?,"Suitable for anyone looking for natural, high-quality personal care products. Always perform a patch test if you have sensitive skin.",usage,3,Various Documents,,medium,all,true
1322,30,DJP1029,DJ-PER-0030,Is this safe for sensitive skin?,"While made with natural-inspired ingredients, please consult the ingredient list or perform a patch test to ensure it is suitable for your skin.",safety,4,Various Documents,,medium,all,true
1323,30,DJP1029,DJ-PER-0030,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,,low,all,false
1324,30,DJP1029,DJ-PER-0030,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,,low,all,false
1325,30,DJP1029,DJ-PER-0030,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,,low,all,false
1326,30,DJP1029,DJ-PER-0030,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,,low,all,false
1327,30,DJP1029,DJ-PER-0030,How does it compare to other PERSONAL CARE products?,This product is uniquely formulated under the Wild Muse brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,,medium,all,true
1328,30,DJP1029,DJ-PER-0030,What is the pack size?,This specific item comes in a 200ml pack size.,dosage,10,Various Documents,,medium,all,true
1329,30,DJP1029,DJ-PER-0030,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,,medium,all,true
1330,31,DJP1030,DJ-PER-0031,What is Daily Care Cream (60g)?,"Daily Care Cream (60g) is a product under the PERSONAL CARE category, offered by the brand Wild Muse.",general_info,1,Various Documents,,medium,all,true
1331,31,DJP1030,DJ-PER-0031,What is the price and business volume (BV) for Daily Care Cream (60g)?,"The MRP is ₹149.0, Distributor Price (DP) is ₹95.0, and the Business Volume (BV) is 30.0.",pricing,2,Various Documents,,high,all,true
1332,31,DJP1030,DJ-PER-0031,Who is this suitable for?,"Suitable for anyone looking for natural, high-quality personal care products. Always perform a patch test if you have sensitive skin.",usage,3,Various Documents,,medium,all,true
1333,31,DJP1030,DJ-PER-0031,Is this safe for sensitive skin?,"While made with natural-inspired ingredients, please consult the ingredient list or perform a patch test to ensure it is suitable for your skin.",safety,4,Various Documents,,medium,all,true
1334,31,DJP1030,DJ-PER-0031,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,,low,all,false
1335,31,DJP1030,DJ-PER-0031,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,,low,all,false
1336,31,DJP1030,DJ-PER-0031,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,,low,all,false
1337,31,DJP1030,DJ-PER-0031,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,,low,all,false
1338,31,DJP1030,DJ-PER-0031,How does it compare to other PERSONAL CARE products?,This product is uniquely formulated under the Wild Muse brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,,medium,all,true
1339,31,DJP1030,DJ-PER-0031,What is the pack size?,This specific item comes in a 60g pack size.,dosage,10,Various Documents,,medium,all,true
1340,31,DJP1030,DJ-PER-0031,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,,medium,all,true
1341,32,DJP1031,DJ-PER-0032,What is Luxury Saffron Soap (100g)?,"Luxury Saffron Soap (100g) is a product under the PERSONAL CARE category, offered by the brand Wild Muse.",general_info,1,Various Documents,,medium,all,true
1342,32,DJP1031,DJ-PER-0032,What is the price and business volume (BV) for Luxury Saffron Soap (100g)?,"The MRP is ₹125.0, Distributor Price (DP) is ₹82.0, and the Business Volume (BV) is 20.0.",pricing,2,Various Documents,,high,all,true
1343,32,DJP1031,DJ-PER-0032,Who is this suitable for?,"Suitable for anyone looking for natural, high-quality personal care products. Always perform a patch test if you have sensitive skin.",usage,3,Various Documents,,medium,all,true
1344,32,DJP1031,DJ-PER-0032,Is this safe for sensitive skin?,"While made with natural-inspired ingredients, please consult the ingredient list or perform a patch test to ensure it is suitable for your skin.",safety,4,Various Documents,,medium,all,true
1345,32,DJP1031,DJ-PER-0032,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,,low,all,false
1346,32,DJP1031,DJ-PER-0032,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,,low,all,false
1347,32,DJP1031,DJ-PER-0032,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,,low,all,false
1348,32,DJP1031,DJ-PER-0032,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,,low,all,false
1349,32,DJP1031,DJ-PER-0032,How does it compare to other PERSONAL CARE products?,This product is uniquely formulated under the Wild Muse brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,,medium,all,true
1350,32,DJP1031,DJ-PER-0032,What is the pack size?,This specific item comes in a 100g pack size.,dosage,10,Various Documents,,medium,all,true
1351,32,DJP1031,DJ-PER-0032,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,,medium,all,true
1352,33,DJP1032,DJ-PER-0033,What is Ecofriendly Toothbrush (Pack of 2)?,"Ecofriendly Toothbrush (Pack of 2) is a product under the PERSONAL CARE category, offered by the brand Wild Muse.",general_info,1,Various Documents,,medium,all,true
1353,33,DJP1032,DJ-PER-0033,What is the price and business volume (BV) for Ecofriendly Toothbrush (Pack of 2)?,"The MRP is ₹149.0, Distributor Price (DP) is ₹100.0, and the Business Volume (BV) is 30.0.",pricing,2,Various Documents,,high,all,true
1354,33,DJP1032,DJ-PER-0033,Who is this suitable for?,"Suitable for anyone looking for natural, high-quality personal care products. Always perform a patch test if you have sensitive skin.",usage,3,Various Documents,,medium,all,true
1355,33,DJP1032,DJ-PER-0033,Is this safe for sensitive skin?,"While made with natural-inspired ingredients, please consult the ingredient list or perform a patch test to ensure it is suitable for your skin.",safety,4,Various Documents,,medium,all,true
1356,33,DJP1032,DJ-PER-0033,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,,low,all,false
1357,33,DJP1032,DJ-PER-0033,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,,low,all,false
1358,33,DJP1032,DJ-PER-0033,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,,low,all,false
1359,33,DJP1032,DJ-PER-0033,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,,low,all,false
1360,33,DJP1032,DJ-PER-0033,How does it compare to other PERSONAL CARE products?,This product is uniquely formulated under the Wild Muse brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,,medium,all,true
1361,33,DJP1032,DJ-PER-0033,What is the pack size?,This specific item comes in a Pack of 2 pack size.,dosage,10,Various Documents,,medium,all,true
1362,33,DJP1032,DJ-PER-0033,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,,medium,all,true
1363,34,DJP1033,DJ-PER-0034,What is HerboSmile Herbal Toothpaste (100g)?,"HerboSmile Herbal Toothpaste (100g) is a product under the PERSONAL CARE category, offered by the brand Wild Muse.",general_info,1,Various Documents,,medium,all,true
1364,34,DJP1033,DJ-PER-0034,What is the price and business volume (BV) for HerboSmile Herbal Toothpaste (100g)?,"The MRP is ₹125.0, Distributor Price (DP) is ₹82.0, and the Business Volume (BV) is 20.0.",pricing,2,Various Documents,,high,all,true
1365,34,DJP1033,DJ-PER-0034,Who is this suitable for?,"Suitable for anyone looking for natural, high-quality personal care products. Always perform a patch test if you have sensitive skin.",usage,3,Various Documents,,medium,all,true
1366,34,DJP1033,DJ-PER-0034,Is this safe for sensitive skin?,"While made with natural-inspired ingredients, please consult the ingredient list or perform a patch test to ensure it is suitable for your skin.",safety,4,Various Documents,,medium,all,true
1367,34,DJP1033,DJ-PER-0034,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,,low,all,false
1368,34,DJP1033,DJ-PER-0034,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,,low,all,false
1369,34,DJP1033,DJ-PER-0034,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,,low,all,false
1370,34,DJP1033,DJ-PER-0034,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,,low,all,false
1371,34,DJP1033,DJ-PER-0034,How does it compare to other PERSONAL CARE products?,This product is uniquely formulated under the Wild Muse brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,,medium,all,true
1372,34,DJP1033,DJ-PER-0034,What is the pack size?,This specific item comes in a 100g pack size.,dosage,10,Various Documents,,medium,all,true
1373,34,DJP1033,DJ-PER-0034,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,,medium,all,true
1374,35,DJP1034,DJ-PER-0035,What is Hydra Aloevera Body Lotion (300ml)?,"Hydra Aloevera Body Lotion (300ml) is a product under the PERSONAL CARE category, offered by the brand Wild Muse.",general_info,1,Various Documents,,medium,all,true
1375,35,DJP1034,DJ-PER-0035,What is the price and business volume (BV) for Hydra Aloevera Body Lotion (300ml)?,"The MRP is ₹349.0, Distributor Price (DP) is ₹245.0, and the Business Volume (BV) is 76.0.",pricing,2,Various Documents,,high,all,true
1376,35,DJP1034,DJ-PER-0035,Who is this suitable for?,"Suitable for anyone looking for natural, high-quality personal care products. Always perform a patch test if you have sensitive skin.",usage,3,Various Documents,,medium,all,true
1377,35,DJP1034,DJ-PER-0035,Is this safe for sensitive skin?,"While made with natural-inspired ingredients, please consult the ingredient list or perform a patch test to ensure it is suitable for your skin.",safety,4,Various Documents,,medium,all,true
1378,35,DJP1034,DJ-PER-0035,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,,low,all,false
1379,35,DJP1034,DJ-PER-0035,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,,low,all,false
1380,35,DJP1034,DJ-PER-0035,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,,low,all,false
1381,35,DJP1034,DJ-PER-0035,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,,low,all,false
1382,35,DJP1034,DJ-PER-0035,How does it compare to other PERSONAL CARE products?,This product is uniquely formulated under the Wild Muse brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,,medium,all,true
1383,35,DJP1034,DJ-PER-0035,What is the pack size?,This specific item comes in a 300ml pack size.,dosage,10,Various Documents,,medium,all,true
1384,35,DJP1034,DJ-PER-0035,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,,medium,all,true
1385,36,DJP1035,DJ-PER-0036,What is Kesham (100ml)?,"Kesham (100ml) is a product under the PERSONAL CARE category, offered by the brand Wild Muse.",general_info,1,Various Documents,,medium,all,true
1386,36,DJP1035,DJ-PER-0036,What is the price and business volume (BV) for Kesham (100ml)?,"The MRP is ₹149.0, Distributor Price (DP) is ₹91.0, and the Business Volume (BV) is 24.0.",pricing,2,Various Documents,,high,all,true
1387,36,DJP1035,DJ-PER-0036,Who is this suitable for?,"Suitable for anyone looking for natural, high-quality personal care products. Always perform a patch test if you have sensitive skin.",usage,3,Various Documents,,medium,all,true
1388,36,DJP1035,DJ-PER-0036,Is this safe for sensitive skin?,"While made with natural-inspired ingredients, please consult the ingredient list or perform a patch test to ensure it is suitable for your skin.",safety,4,Various Documents,,medium,all,true
1389,36,DJP1035,DJ-PER-0036,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,,low,all,false
1390,36,DJP1035,DJ-PER-0036,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,,low,all,false
1391,36,DJP1035,DJ-PER-0036,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,,low,all,false
1392,36,DJP1035,DJ-PER-0036,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,,low,all,false
1393,36,DJP1035,DJ-PER-0036,How does it compare to other PERSONAL CARE products?,This product is uniquely formulated under the Wild Muse brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,,medium,all,true
1394,36,DJP1035,DJ-PER-0036,What is the pack size?,This specific item comes in a 100ml pack size.,dosage,10,Various Documents,,medium,all,true
1395,36,DJP1035,DJ-PER-0036,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,,medium,all,true
1396,37,DJP1036,DJ-PER-0037,What is Luxwash Handwash (250ml)?,"Luxwash Handwash (250ml) is a product under the PERSONAL CARE category, offered by the brand Wild Muse.",general_info,1,Various Documents,,medium,all,true
1397,37,DJP1036,DJ-PER-0037,What is the price and business volume (BV) for Luxwash Handwash (250ml)?,"The MRP is ₹150.0, Distributor Price (DP) is ₹95.0, and the Business Volume (BV) is 17.0.",pricing,2,Various Documents,,high,all,true
1398,37,DJP1036,DJ-PER-0037,Who is this suitable for?,"Suitable for anyone looking for natural, high-quality personal care products. Always perform a patch test if you have sensitive skin.",usage,3,Various Documents,,medium,all,true
1399,37,DJP1036,DJ-PER-0037,Is this safe for sensitive skin?,"While made with natural-inspired ingredients, please consult the ingredient list or perform a patch test to ensure it is suitable for your skin.",safety,4,Various Documents,,medium,all,true
1400,37,DJP1036,DJ-PER-0037,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,,low,all,false
1401,37,DJP1036,DJ-PER-0037,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,,low,all,false
1402,37,DJP1036,DJ-PER-0037,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,,low,all,false
1403,37,DJP1036,DJ-PER-0037,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,,low,all,false
1404,37,DJP1036,DJ-PER-0037,How does it compare to other PERSONAL CARE products?,This product is uniquely formulated under the Wild Muse brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,,medium,all,true
1405,37,DJP1036,DJ-PER-0037,What is the pack size?,This specific item comes in a 250ml pack size.,dosage,10,Various Documents,,medium,all,true
1406,37,DJP1036,DJ-PER-0037,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,,medium,all,true
1407,38,DJP1037,DJ-PER-0038,What is Milk & Keratin Extracts Shampoo (100ml)?,"Milk & Keratin Extracts Shampoo (100ml) is a product under the PERSONAL CARE category, offered by the brand Wild Muse.",general_info,1,Various Documents,,medium,all,true
1408,38,DJP1037,DJ-PER-0038,What is the price and business volume (BV) for Milk & Keratin Extracts Shampoo (100ml)?,"The MRP is ₹175.0, Distributor Price (DP) is ₹118.0, and the Business Volume (BV) is 33.0.",pricing,2,Various Documents,,high,all,true
1409,38,DJP1037,DJ-PER-0038,Who is this suitable for?,"Suitable for anyone looking for natural, high-quality personal care products. Always perform a patch test if you have sensitive skin.",usage,3,Various Documents,,medium,all,true
1410,38,DJP1037,DJ-PER-0038,Is this safe for sensitive skin?,"While made with natural-inspired ingredients, please consult the ingredient list or perform a patch test to ensure it is suitable for your skin.",safety,4,Various Documents,,medium,all,true
1411,38,DJP1037,DJ-PER-0038,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,,low,all,false
1412,38,DJP1037,DJ-PER-0038,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,,low,all,false
1413,38,DJP1037,DJ-PER-0038,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,,low,all,false
1414,38,DJP1037,DJ-PER-0038,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,,low,all,false
1415,38,DJP1037,DJ-PER-0038,How does it compare to other PERSONAL CARE products?,This product is uniquely formulated under the Wild Muse brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,,medium,all,true
1416,38,DJP1037,DJ-PER-0038,What is the pack size?,This specific item comes in a 100ml pack size.,dosage,10,Various Documents,,medium,all,true
1417,38,DJP1037,DJ-PER-0038,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,,medium,all,true
1418,39,DJP1038,DJ-PER-0039,What is Milk Bath Soap (100g)?,"Milk Bath Soap (100g) is a product under the PERSONAL CARE category, offered by the brand Wild Muse.",general_info,1,Various Documents,,medium,all,true
1419,39,DJP1038,DJ-PER-0039,What is the price and business volume (BV) for Milk Bath Soap (100g)?,"The MRP is ₹75.0, Distributor Price (DP) is ₹52.0, and the Business Volume (BV) is 9.0.",pricing,2,Various Documents,,high,all,true
1420,39,DJP1038,DJ-PER-0039,Who is this suitable for?,"Suitable for anyone looking for natural, high-quality personal care products. Always perform a patch test if you have sensitive skin.",usage,3,Various Documents,,medium,all,true
1421,39,DJP1038,DJ-PER-0039,Is this safe for sensitive skin?,"While made with natural-inspired ingredients, please consult the ingredient list or perform a patch test to ensure it is suitable for your skin.",safety,4,Various Documents,,medium,all,true
1422,39,DJP1038,DJ-PER-0039,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,,low,all,false
1423,39,DJP1038,DJ-PER-0039,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,,low,all,false
1424,39,DJP1038,DJ-PER-0039,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,,low,all,false
1425,39,DJP1038,DJ-PER-0039,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,,low,all,false
1426,39,DJP1038,DJ-PER-0039,How does it compare to other PERSONAL CARE products?,This product is uniquely formulated under the Wild Muse brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,,medium,all,true
1427,39,DJP1038,DJ-PER-0039,What is the pack size?,This specific item comes in a 100g pack size.,dosage,10,Various Documents,,medium,all,true
1428,39,DJP1038,DJ-PER-0039,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,,medium,all,true
1429,40,DJP1039,DJ-PER-0040,What is Milk Bath Soap (Pack of 3) (100g)?,"Milk Bath Soap (Pack of 3) (100g) is a product under the PERSONAL CARE category, offered by the brand Wild Muse.",general_info,1,Various Documents,,medium,all,true
1430,40,DJP1039,DJ-PER-0040,What is the price and business volume (BV) for Milk Bath Soap (Pack of 3) (100g)?,"The MRP is ₹225.0, Distributor Price (DP) is ₹150.0, and the Business Volume (BV) is 25.0.",pricing,2,Various Documents,,high,all,true
1431,40,DJP1039,DJ-PER-0040,Who is this suitable for?,"Suitable for anyone looking for natural, high-quality personal care products. Always perform a patch test if you have sensitive skin.",usage,3,Various Documents,,medium,all,true
1432,40,DJP1039,DJ-PER-0040,Is this safe for sensitive skin?,"While made with natural-inspired ingredients, please consult the ingredient list or perform a patch test to ensure it is suitable for your skin.",safety,4,Various Documents,,medium,all,true
1433,40,DJP1039,DJ-PER-0040,How should it be stored?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,storage,5,Various Documents,,low,all,false
1434,40,DJP1039,DJ-PER-0040,What is the shelf life / expiry?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,shelf_life,6,Various Documents,,low,all,false
1435,40,DJP1039,DJ-PER-0040,What are the ingredients?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,ingredients,7,Various Documents,,low,all,false
1436,40,DJP1039,DJ-PER-0040,Who should avoid it / contraindications?,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,safety,8,Various Documents,,low,all,false
1437,40,DJP1039,DJ-PER-0040,How does it compare to other PERSONAL CARE products?,This product is uniquely formulated under the Wild Muse brand. Specific comparison requires more details on the exact variant you are comparing it to.,comparison,9,Various Documents,,medium,all,true
1438,40,DJP1039,DJ-PER-0040,What is the pack size?,This specific item comes in a 100g pack size.,dosage,10,Various Documents,,medium,all,true
1439,40,DJP1039,DJ-PER-0040,Who manufactures this product?,This product is associated with Adila Biotech / Dayjoy Marketing Pvt. Ltd..,general_info,11,Various Documents,,medium,all,true
