chunk_id,chunk_type,document_id,source_page,product_code,sku,category,role_scope,risk_level,confidence,effective_from,approval_status,text,title,section,subcategory,tags,keywords,source_url,document_version,created_at,updated_at
pricing_row::DJP1138::DJ-AQU-0139,pricing_row,India-BV-Price-May-2026,,DJP1138,DJ-AQU-0139,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Aqua Energiser (Pack of 3): MRP INR 9000; DP INR 5499; BV 2500; pack size 3.,Pricing: Aqua Energiser (Pack of 3),Pricing,pricing_row,pricing_row; safe_general; DJP1138,"aqua, energiser, pack, pricing, row",,2026-05,2026-05-05,2026-08-09
product_core::DJP1139::DJ-AQU-0140,product_core,dayjoy-canonical-product-master-final,,DJP1139,DJ-AQU-0140,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Aqua Energiser (Single). Code: DJP1139. SKU: DJ-AQU-0140. Pack size: 1 unit. MRP: 3499.0. DP: 2000.0. BV: 1100.0.,Product Master: Aqua Energiser (Single),Product Master,product_core,product_core; low; DJP1139,"aqua, energiser, single, product, core",,final,2026-05-05,2026-08-09
pricing_row::DJP1139::DJ-AQU-0140,pricing_row,India-BV-Price-May-2026,,DJP1139,DJ-AQU-0140,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Aqua Energiser (Single): MRP INR 3499; DP INR 2000; BV 1100; pack size 1 unit.,Pricing: Aqua Energiser (Single),Pricing,pricing_row,pricing_row; safe_general; DJP1139,"aqua, energiser, single, pricing, row",,2026-05,2026-05-05,2026-08-09
product_core::DJP1140::DJ-AQU-0141,product_core,dayjoy-canonical-product-master-final,,DJP1140,DJ-AQU-0141,,"public, distributor, internal",low,high,2026-05-05,approved,Product: New Perfect-Ion. Code: DJP1140. SKU: DJ-AQU-0141. Pack size: 1 unit. MRP: 23999.0. DP: 14999.0. BV: 5000.0.,Product Master: New Perfect-Ion,Product Master,product_core,product_core; low; DJP1140,"new, perfect, ion, product, core",,final,2026-05-05,2026-08-09
pricing_row::DJP1140::DJ-AQU-0141,pricing_row,India-BV-Price-May-2026,,DJP1140,DJ-AQU-0141,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for New Perfect-Ion: MRP INR 23999; DP INR 14999; BV 5000; pack size 1 unit.,Pricing: New Perfect-Ion,Pricing,pricing_row,pricing_row; safe_general; DJP1140,"new, perfect, ion, pricing, row",,2026-05,2026-05-05,2026-08-09
product_core::DJP1141::DJ-AQU-0142,product_core,dayjoy-canonical-product-master-final,,DJP1141,DJ-AQU-0142,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Perfect-Ion Testing Solutions. Code: DJP1141. SKU: DJ-AQU-0142. Pack size: 1 set. MRP: 1399.0. DP: 699.0. BV: 280.0.,Product Master: Perfect-Ion Testing Solutions,Product Master,product_core,product_core; low; DJP1141,"perfect, ion, testing, solutions, product, core",,final,2026-05-05,2026-08-09
pricing_row::DJP1141::DJ-AQU-0142,pricing_row,India-BV-Price-May-2026,,DJP1141,DJ-AQU-0142,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Perfect-Ion Testing Solutions: MRP INR 1399; DP INR 699; BV 280; pack size 1 set.,Pricing: Perfect-Ion Testing Solutions,Pricing,pricing_row,pricing_row; safe_general; DJP1141,"perfect, ion, testing, solutions, pricing, row",,2026-05,2026-05-05,2026-08-09
product_core::DJP1142::DJ-AQU-0143,product_core,dayjoy-canonical-product-master-final,,DJP1142,DJ-AQU-0143,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Perfect-Ion Leaflets (Set of 25). Code: DJP1142. SKU: DJ-AQU-0143. Pack size: 25. MRP: 36.0. DP: 36.0. BV: 0.0.,Product Master: Perfect-Ion Leaflets (Set of 25),Product Master,product_core,product_core; low; DJP1142,"perfect, ion, leaflets, set, product, core",,final,2026-05-05,2026-08-09
pricing_row::DJP1142::DJ-AQU-0143,pricing_row,India-BV-Price-May-2026,,DJP1142,DJ-AQU-0143,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Perfect-Ion Leaflets (Set of 25): MRP INR 36; DP INR 36; BV 0; pack size 25.,Pricing: Perfect-Ion Leaflets (Set of 25),Pricing,pricing_row,pricing_row; safe_general; DJP1142,"perfect, ion, leaflets, set, pricing, row",,2026-05,2026-05-05,2026-08-09
product_core::DJP1143::DJ-AQU-0144,product_core,dayjoy-canonical-product-master-final,,DJP1143,DJ-AQU-0144,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Perfect-Ion Leaflets (Set of 50). Code: DJP1143. SKU: DJ-AQU-0144. Pack size: 50. MRP: 66.0. DP: 66.0. BV: 0.0.,Product Master: Perfect-Ion Leaflets (Set of 50),Product Master,product_core,product_core; low; DJP1143,"perfect, ion, leaflets, set, product, core",,final,2026-05-05,2026-08-09
pricing_row::DJP1143::DJ-AQU-0144,pricing_row,India-BV-Price-May-2026,,DJP1143,DJ-AQU-0144,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Perfect-Ion Leaflets (Set of 50): MRP INR 66; DP INR 66; BV 0; pack size 50.,Pricing: Perfect-Ion Leaflets (Set of 50),Pricing,pricing_row,pricing_row; safe_general; DJP1143,"perfect, ion, leaflets, set, pricing, row",,2026-05,2026-05-05,2026-08-09
product_core::DJP1144::DJ-AQU-0145,product_core,dayjoy-canonical-product-master-final,,DJP1144,DJ-AQU-0145,,"public, distributor, internal",low,high,2026-05-05,approved,Product: N-SF 9.5 Mineraliser. Code: DJP1144. SKU: DJ-AQU-0145. Pack size: 1 unit. MRP: 1999.0. DP: 1499.0. BV: 450.0.,Product Master: N-SF 9.5 Mineraliser,Product Master,product_core,product_core; low; DJP1144,"mineraliser, product, core",,final,2026-05-05,2026-08-09
pricing_row::DJP1144::DJ-AQU-0145,pricing_row,India-BV-Price-May-2026,,DJP1144,DJ-AQU-0145,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for N-SF 9.5 Mineraliser: MRP INR 1999; DP INR 1499; BV 450; pack size 1 unit.,Pricing: N-SF 9.5 Mineraliser,Pricing,pricing_row,pricing_row; safe_general; DJP1144,"mineraliser, pricing, row",,2026-05,2026-05-05,2026-08-09
product_core::DJP1145::DJ-AQU-0146,product_core,dayjoy-canonical-product-master-final,,DJP1145,DJ-AQU-0146,,"public, distributor, internal",low,high,2026-05-05,approved,Product: N-SF 10.5 Mineraliser. Code: DJP1145. SKU: DJ-AQU-0146. Pack size: 1 unit. MRP: 1999.0. DP: 1499.0. BV: 450.0.,Product Master: N-SF 10.5 Mineraliser,Product Master,product_core,product_core; low; DJP1145,"mineraliser, product, core",,final,2026-05-05,2026-08-09
pricing_row::DJP1145::DJ-AQU-0146,pricing_row,India-BV-Price-May-2026,,DJP1145,DJ-AQU-0146,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for N-SF 10.5 Mineraliser: MRP INR 1999; DP INR 1499; BV 450; pack size 1 unit.,Pricing: N-SF 10.5 Mineraliser,Pricing,pricing_row,pricing_row; safe_general; DJP1145,"mineraliser, pricing, row",,2026-05,2026-05-05,2026-08-09
product_core::DJP1146::DJ-PRO-0147,product_core,dayjoy-canonical-product-master-final,,DJP1146,DJ-PRO-0147,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Dayjoy Diary. Code: DJP1146. SKU: DJ-PRO-0147. Pack size: 1 unit. MRP: 299.0. DP: 275.0. BV: 0.0.,Product Master: Dayjoy Diary,Product Master,product_core,product_core; low; DJP1146,"dayjoy, diary, product, core",,final,2026-05-05,2026-08-09
pricing_row::DJP1146::DJ-PRO-0147,pricing_row,India-BV-Price-May-2026,,DJP1146,DJ-PRO-0147,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Dayjoy Diary: MRP INR 299; DP INR 275; BV 0; pack size 1 unit.,Pricing: Dayjoy Diary,Pricing,pricing_row,pricing_row; safe_general; DJP1146,"dayjoy, diary, pricing, row",,2026-05,2026-05-05,2026-08-09
product_core::DJP1147::DJ-PRO-0148,product_core,dayjoy-canonical-product-master-final,,DJP1147,DJ-PRO-0148,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Dayjoy Leather Bag. Code: DJP1147. SKU: DJ-PRO-0148. Pack size: 1 unit. MRP: 2999.0. DP: 1599.0. BV: 550.0.,Product Master: Dayjoy Leather Bag,Product Master,product_core,product_core; low; DJP1147,"dayjoy, leather, bag, product, core",,final,2026-05-05,2026-08-09
pricing_row::DJP1147::DJ-PRO-0148,pricing_row,India-BV-Price-May-2026,,DJP1147,DJ-PRO-0148,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Dayjoy Leather Bag: MRP INR 2999; DP INR 1599; BV 550; pack size 1 unit.,Pricing: Dayjoy Leather Bag,Pricing,pricing_row,pricing_row; safe_general; DJP1147,"dayjoy, leather, bag, pricing, row",,2026-05,2026-05-05,2026-08-09
product_core::DJP1148::DJ-PRO-0149,product_core,dayjoy-canonical-product-master-final,,DJP1148,DJ-PRO-0149,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Dayjoy Cap. Code: DJP1148. SKU: DJ-PRO-0149. Pack size: 1 unit. MRP: 95.0. DP: 95.0. BV: 0.0.,Product Master: Dayjoy Cap,Product Master,product_core,product_core; low; DJP1148,"dayjoy, cap, product, core",,final,2026-05-05,2026-08-09
pricing_row::DJP1148::DJ-PRO-0149,pricing_row,India-BV-Price-May-2026,,DJP1148,DJ-PRO-0149,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Dayjoy Cap: MRP INR 95; DP INR 95; BV 0; pack size 1 unit.,Pricing: Dayjoy Cap,Pricing,pricing_row,pricing_row; safe_general; DJP1148,"dayjoy, cap, pricing, row",,2026-05,2026-05-05,2026-08-09
product_core::DJP1149::DJ-PRO-0150,product_core,dayjoy-canonical-product-master-final,,DJP1149,DJ-PRO-0150,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Dayjoy Mug. Code: DJP1149. SKU: DJ-PRO-0150. Pack size: 1 unit. MRP: 125.0. DP: 125.0. BV: 0.0.,Product Master: Dayjoy Mug,Product Master,product_core,product_core; low; DJP1149,"dayjoy, mug, product, core",,final,2026-05-05,2026-08-09
pricing_row::DJP1149::DJ-PRO-0150,pricing_row,India-BV-Price-May-2026,,DJP1149,DJ-PRO-0150,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Dayjoy Mug: MRP INR 125; DP INR 125; BV 0; pack size 1 unit.,Pricing: Dayjoy Mug,Pricing,pricing_row,pricing_row; safe_general; DJP1149,"dayjoy, mug, pricing, row",,2026-05,2026-05-05,2026-08-09
product_core::DJP1150::DJ-PRO-0151,product_core,dayjoy-canonical-product-master-final,,DJP1150,DJ-PRO-0151,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Dayjoy Bike Sticker. Code: DJP1150. SKU: DJ-PRO-0151. Pack size: 1 unit. MRP: 20.0. DP: 20.0. BV: 0.0.,Product Master: Dayjoy Bike Sticker,Product Master,product_core,product_core; low; DJP1150,"dayjoy, bike, sticker, product, core",,final,2026-05-05,2026-08-09
pricing_row::DJP1150::DJ-PRO-0151,pricing_row,India-BV-Price-May-2026,,DJP1150,DJ-PRO-0151,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Dayjoy Bike Sticker: MRP INR 20; DP INR 20; BV 0; pack size 1 unit.,Pricing: Dayjoy Bike Sticker,Pricing,pricing_row,pricing_row; safe_general; DJP1150,"dayjoy, bike, sticker, pricing, row",,2026-05,2026-05-05,2026-08-09
product_core::DJP1151::DJ-PRO-0152,product_core,dayjoy-canonical-product-master-final,,DJP1151,DJ-PRO-0152,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Dayjoy Car Sticker. Code: DJP1151. SKU: DJ-PRO-0152. Pack size: 1 unit. MRP: 40.0. DP: 40.0. BV: 0.0.,Product Master: Dayjoy Car Sticker,Product Master,product_core,product_core; low; DJP1151,"dayjoy, car, sticker, product, core",,final,2026-05-05,2026-08-09
pricing_row::DJP1151::DJ-PRO-0152,pricing_row,India-BV-Price-May-2026,,DJP1151,DJ-PRO-0152,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Dayjoy Car Sticker: MRP INR 40; DP INR 40; BV 0; pack size 1 unit.,Pricing: Dayjoy Car Sticker,Pricing,pricing_row,pricing_row; safe_general; DJP1151,"dayjoy, car, sticker, pricing, row",,2026-05,2026-05-05,2026-08-09
product_core::DJP1152::DJ-PRO-0153,product_core,dayjoy-canonical-product-master-final,,DJP1152,DJ-PRO-0153,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Dayjoy Pin. Code: DJP1152. SKU: DJ-PRO-0153. Pack size: 1 unit. MRP: 150.0. DP: 150.0. BV: 0.0.,Product Master: Dayjoy Pin,Product Master,product_core,product_core; low; DJP1152,"dayjoy, pin, product, core",,final,2026-05-05,2026-08-09
pricing_row::DJP1152::DJ-PRO-0153,pricing_row,India-BV-Price-May-2026,,DJP1152,DJ-PRO-0153,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Dayjoy Pin: MRP INR 150; DP INR 150; BV 0; pack size 1 unit.,Pricing: Dayjoy Pin,Pricing,pricing_row,pricing_row; safe_general; DJP1152,"dayjoy, pin, pricing, row",,2026-05,2026-05-05,2026-08-09
product_core::DJP1153::DJ-PRO-0154,product_core,dayjoy-canonical-product-master-final,,DJP1153,DJ-PRO-0154,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Dayjoy Backpack Bag. Code: DJP1153. SKU: DJ-PRO-0154. Pack size: 1 unit. MRP: 1100.0. DP: 1100.0. BV: 0.0.,Product Master: Dayjoy Backpack Bag,Product Master,product_core,product_core; low; DJP1153,"dayjoy, backpack, bag, product, core",,final,2026-05-05,2026-08-09
pricing_row::DJP1153::DJ-PRO-0154,pricing_row,India-BV-Price-May-2026,,DJP1153,DJ-PRO-0154,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Dayjoy Backpack Bag: MRP INR 1100; DP INR 1100; BV 0; pack size 1 unit.,Pricing: Dayjoy Backpack Bag,Pricing,pricing_row,pricing_row; safe_general; DJP1153,"dayjoy, backpack, bag, pricing, row",,2026-05,2026-05-05,2026-08-09
product_core::DJP1154::DJ-PRO-0155,product_core,dayjoy-canonical-product-master-final,,DJP1154,DJ-PRO-0155,,"public, distributor, internal",low,high,2026-05-05,approved,Product: New Dayjoy Product Brochure (Hindi). Code: DJP1154. SKU: DJ-PRO-0155. Pack size: 1 copy. MRP: 250.0. DP: 250.0. BV: 0.0.,Product Master: New Dayjoy Product Brochure (Hindi),Product Master,product_core,product_core; low; DJP1154,"new, dayjoy, product, brochure, hindi, core",,final,2026-05-05,2026-08-09
pricing_row::DJP1154::DJ-PRO-0155,pricing_row,India-BV-Price-May-2026,,DJP1154,DJ-PRO-0155,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for New Dayjoy Product Brochure (Hindi): MRP INR 250; DP INR 250; BV 0; pack size 1 copy.,Pricing: New Dayjoy Product Brochure (Hindi),Pricing,pricing_row,pricing_row; safe_general; DJP1154,"new, dayjoy, product, brochure, hindi, pricing, row",,2026-05,2026-05-05,2026-08-09
product_core::DJP1155::DJ-PRO-0156,product_core,dayjoy-canonical-product-master-final,,DJP1155,DJ-PRO-0156,,"public, distributor, internal",low,high,2026-05-05,approved,Product: New Dayjoy Product Brochure (English). Code: DJP1155. SKU: DJ-PRO-0156. Pack size: 1 copy. MRP: 250.0. DP: 250.0. BV: 0.0.,Product Master: New Dayjoy Product Brochure (English),Product Master,product_core,product_core; low; DJP1155,"new, dayjoy, product, brochure, english, core",,final,2026-05-05,2026-08-09
pricing_row::DJP1155::DJ-PRO-0156,pricing_row,India-BV-Price-May-2026,,DJP1155,DJ-PRO-0156,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for New Dayjoy Product Brochure (English): MRP INR 250; DP INR 250; BV 0; pack size 1 copy.,Pricing: New Dayjoy Product Brochure (English),Pricing,pricing_row,pricing_row; safe_general; DJP1155,"new, dayjoy, product, brochure, english, pricing, row",,2026-05,2026-05-05,2026-08-09
product_core::DJP1156::DJ-PRO-0157,product_core,dayjoy-canonical-product-master-final,,DJP1156,DJ-PRO-0157,,"public, distributor, internal",low,high,2026-05-05,approved,Product: New Dayjoy Product Brochure (Telugu). Code: DJP1156. SKU: DJ-PRO-0157. Pack size: 1 copy. MRP: 250.0. DP: 250.0. BV: 0.0.,Product Master: New Dayjoy Product Brochure (Telugu),Product Master,product_core,product_core; low; DJP1156,"new, dayjoy, product, brochure, telugu, core",,final,2026-05-05,2026-08-09
pricing_row::DJP1156::DJ-PRO-0157,pricing_row,India-BV-Price-May-2026,,DJP1156,DJ-PRO-0157,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for New Dayjoy Product Brochure (Telugu): MRP INR 250; DP INR 250; BV 0; pack size 1 copy.,Pricing: New Dayjoy Product Brochure (Telugu),Pricing,pricing_row,pricing_row; safe_general; DJP1156,"new, dayjoy, product, brochure, telugu, pricing, row",,2026-05,2026-05-05,2026-08-09
product_core::DJP1157::DJ-PRO-0158,product_core,dayjoy-canonical-product-master-final,,DJP1157,DJ-PRO-0158,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Product Leaflets (Set of 48 Leaflets). Code: DJP1157. SKU: DJ-PRO-0158. Pack size: 48. MRP: 130.0. DP: 130.0. BV: 0.0.,Product Master: Product Leaflets (Set of 48 Leaflets),Product Master,product_core,product_core; low; DJP1157,"product, leaflets, set, core",,final,2026-05-05,2026-08-09
pricing_row::DJP1157::DJ-PRO-0158,pricing_row,India-BV-Price-May-2026,,DJP1157,DJ-PRO-0158,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Product Leaflets (Set of 48 Leaflets): MRP INR 130; DP INR 130; BV 0; pack size 48.,Pricing: Product Leaflets (Set of 48 Leaflets),Pricing,pricing_row,pricing_row; safe_general; DJP1157,"product, leaflets, set, pricing, row",,2026-05,2026-05-05,2026-08-09
product_core::DJP1158::DJ-PRO-0159,product_core,dayjoy-canonical-product-master-final,,DJP1158,DJ-PRO-0159,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Hindi One-Page Compensation Plan (Set of 25 Leaflets). Code: DJP1158. SKU: DJ-PRO-0159. Pack size: 25. MRP: 75.0. DP: 75.0. BV: 0.0.,Product Master: Hindi One-Page Compensation Plan (Set of 25 Leaflets),Product Master,product_core,product_core; low; DJP1158,"hindi, one, page, compensation, plan, set, leaflets, product, core",,final,2026-05-05,2026-08-09
pricing_row::DJP1158::DJ-PRO-0159,pricing_row,India-BV-Price-May-2026,,DJP1158,DJ-PRO-0159,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Hindi One-Page Compensation Plan (Set of 25 Leaflets): MRP INR 75; DP INR 75; BV 0; pack size 25.,Pricing: Hindi One-Page Compensation Plan (Set of 25 Leaflets),Pricing,pricing_row,pricing_row; safe_general; DJP1158,"hindi, one, page, compensation, plan, set, leaflets, pricing, row",,2026-05,2026-05-05,2026-08-09
product_core::DJP1159::DJ-PRO-0160,product_core,dayjoy-canonical-product-master-final,,DJP1159,DJ-PRO-0160,,"public, distributor, internal",low,high,2026-05-05,approved,Product: English One-Page Compensation Plan (Set of 25 Leaflets). Code: DJP1159. SKU: DJ-PRO-0160. Pack size: 25. MRP: 75.0. DP: 75.0. BV: 0.0.,Product Master: English One-Page Compensation Plan (Set of 25 Leaflets),Product Master,product_core,product_core; low; DJP1159,"english, one, page, compensation, plan, set, leaflets, product, core",,final,2026-05-05,2026-08-09
pricing_row::DJP1159::DJ-PRO-0160,pricing_row,India-BV-Price-May-2026,,DJP1159,DJ-PRO-0160,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for English One-Page Compensation Plan (Set of 25 Leaflets): MRP INR 75; DP INR 75; BV 0; pack size 25.,Pricing: English One-Page Compensation Plan (Set of 25 Leaflets),Pricing,pricing_row,pricing_row; safe_general; DJP1159,"english, one, page, compensation, plan, set, leaflets, pricing, row",,2026-05,2026-05-05,2026-08-09
product_core::DJP1160::DJ-PRO-0161,product_core,dayjoy-canonical-product-master-final,,DJP1160,DJ-PRO-0161,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Hindi One-Page Compensation Plan (Set of 50 Leaflets). Code: DJP1160. SKU: DJ-PRO-0161. Pack size: 50. MRP: 135.0. DP: 135.0. BV: 0.0.,Product Master: Hindi One-Page Compensation Plan (Set of 50 Leaflets),Product Master,product_core,product_core; low; DJP1160,"hindi, one, page, compensation, plan, set, leaflets, product, core",,final,2026-05-05,2026-08-09
pricing_row::DJP1160::DJ-PRO-0161,pricing_row,India-BV-Price-May-2026,,DJP1160,DJ-PRO-0161,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Hindi One-Page Compensation Plan (Set of 50 Leaflets): MRP INR 135; DP INR 135; BV 0; pack size 50.,Pricing: Hindi One-Page Compensation Plan (Set of 50 Leaflets),Pricing,pricing_row,pricing_row; safe_general; DJP1160,"hindi, one, page, compensation, plan, set, leaflets, pricing, row",,2026-05,2026-05-05,2026-08-09
product_core::DJP1161::DJ-PRO-0162,product_core,dayjoy-canonical-product-master-final,,DJP1161,DJ-PRO-0162,,"public, distributor, internal",low,high,2026-05-05,approved,Product: English One-Page Compensation Plan (Set of 50 Leaflets). Code: DJP1161. SKU: DJ-PRO-0162. Pack size: 50. MRP: 135.0. DP: 135.0. BV: 0.0.,Product Master: English One-Page Compensation Plan (Set of 50 Leaflets),Product Master,product_core,product_core; low; DJP1161,"english, one, page, compensation, plan, set, leaflets, product, core",,final,2026-05-05,2026-08-09
pricing_row::DJP1161::DJ-PRO-0162,pricing_row,India-BV-Price-May-2026,,DJP1161,DJ-PRO-0162,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for English One-Page Compensation Plan (Set of 50 Leaflets): MRP INR 135; DP INR 135; BV 0; pack size 50.,Pricing: English One-Page Compensation Plan (Set of 50 Leaflets),Pricing,pricing_row,pricing_row; safe_general; DJP1161,"english, one, page, compensation, plan, set, leaflets, pricing, row",,2026-05,2026-05-05,2026-08-09
product_core::DJP1162::DJ-PRO-0163,product_core,dayjoy-canonical-product-master-final,,DJP1162,DJ-PRO-0163,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Dayjoy Business Planner Book (Hindi). Code: DJP1162. SKU: DJ-PRO-0163. Pack size: 1 book. MRP: 250.0. DP: 250.0. BV: 0.0.,Product Master: Dayjoy Business Planner Book (Hindi),Product Master,product_core,product_core; low; DJP1162,"dayjoy, business, planner, book, hindi, product, core",,final,2026-05-05,2026-08-09
pricing_row::DJP1162::DJ-PRO-0163,pricing_row,India-BV-Price-May-2026,,DJP1162,DJ-PRO-0163,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Dayjoy Business Planner Book (Hindi): MRP INR 250; DP INR 250; BV 0; pack size 1 book.,Pricing: Dayjoy Business Planner Book (Hindi),Pricing,pricing_row,pricing_row; safe_general; DJP1162,"dayjoy, business, planner, book, hindi, pricing, row",,2026-05,2026-05-05,2026-08-09
product_core::DJP1163::DJ-PRO-0164,product_core,dayjoy-canonical-product-master-final,,DJP1163,DJ-PRO-0164,,"public, distributor, internal",low,high,2026-05-05,approved,Product: Dayjoy Business Planner Book (English). Code: DJP1163. SKU: DJ-PRO-0164. Pack size: 1 book. MRP: 250.0. DP: 250.0. BV: 0.0.,Product Master: Dayjoy Business Planner Book (English),Product Master,product_core,product_core; low; DJP1163,"dayjoy, business, planner, book, english, product, core",,final,2026-05-05,2026-08-09
pricing_row::DJP1163::DJ-PRO-0164,pricing_row,India-BV-Price-May-2026,,DJP1163,DJ-PRO-0164,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for Dayjoy Business Planner Book (English): MRP INR 250; DP INR 250; BV 0; pack size 1 book.,Pricing: Dayjoy Business Planner Book (English),Pricing,pricing_row,pricing_row; safe_general; DJP1163,"dayjoy, business, planner, book, english, pricing, row",,2026-05,2026-05-05,2026-08-09
product_core::DJP1164::DJ-COM-0165,product_core,dayjoy-canonical-product-master-final,,DJP1164,DJ-COM-0165,,"public, distributor, internal",low,high,2026-05-05,approved,Product: STANDARD PACKAGE. Code: DJP1164. SKU: DJ-COM-0165. Pack size: 1 package. MRP: 10997.0. DP: 5499.0. BV: 2500.0.,Product Master: STANDARD PACKAGE,Product Master,product_core,product_core; low; DJP1164,"standard, package, product, core",,final,2026-05-05,2026-08-09
pricing_row::DJP1164::DJ-COM-0165,pricing_row,India-BV-Price-May-2026,,DJP1164,DJ-COM-0165,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for STANDARD PACKAGE: MRP INR 10997; DP INR 5499; BV 2500; pack size 1 package.,Pricing: STANDARD PACKAGE,Pricing,pricing_row,pricing_row; safe_general; DJP1164,"standard, package, pricing, row",,2026-05,2026-05-05,2026-08-09
product_core::DJP1165::DJ-COM-0166,product_core,dayjoy-canonical-product-master-final,,DJP1165,DJ-COM-0166,,"public, distributor, internal",low,high,2026-05-05,approved,Product: PREMIUM PACKAGE. Code: DJP1165. SKU: DJ-COM-0166. Pack size: 1 package. MRP: 17592.0. DP: 10499.0. BV: 5000.0.,Product Master: PREMIUM PACKAGE,Product Master,product_core,product_core; low; DJP1165,"premium, package, product, core",,final,2026-05-05,2026-08-09
pricing_row::DJP1165::DJ-COM-0166,pricing_row,India-BV-Price-May-2026,,DJP1165,DJ-COM-0166,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for PREMIUM PACKAGE: MRP INR 17592; DP INR 10499; BV 5000; pack size 1 package.,Pricing: PREMIUM PACKAGE,Pricing,pricing_row,pricing_row; safe_general; DJP1165,"premium, package, pricing, row",,2026-05,2026-05-05,2026-08-09
product_core::DJP1166::DJ-COM-0167,product_core,dayjoy-canonical-product-master-final,,DJP1166,DJ-COM-0167,,"public, distributor, internal",low,high,2026-05-05,approved,Product: ELITE PACKAGE. Code: DJP1166. SKU: DJ-COM-0167. Pack size: 1 package. MRP: 28286.0. DP: 15999.0. BV: 7500.0.,Product Master: ELITE PACKAGE,Product Master,product_core,product_core; low; DJP1166,"elite, package, product, core",,final,2026-05-05,2026-08-09
pricing_row::DJP1166::DJ-COM-0167,pricing_row,India-BV-Price-May-2026,,DJP1166,DJ-COM-0167,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for ELITE PACKAGE: MRP INR 28286; DP INR 15999; BV 7500; pack size 1 package.,Pricing: ELITE PACKAGE,Pricing,pricing_row,pricing_row; safe_general; DJP1166,"elite, package, pricing, row",,2026-05,2026-05-05,2026-08-09
product_core::DJP1167::DJ-COM-0168,product_core,dayjoy-canonical-product-master-final,,DJP1167,DJ-COM-0168,,"public, distributor, internal",low,high,2026-05-05,approved,Product: AGRI PRO PACKAGE. Code: DJP1167. SKU: DJ-COM-0168. Pack size: 1 package. MRP: 29076.0. DP: 22650.0. BV: 10000.0.,Product Master: AGRI PRO PACKAGE,Product Master,product_core,product_core; low; DJP1167,"agri, pro, package, product, core",,final,2026-05-05,2026-08-09
pricing_row::DJP1167::DJ-COM-0168,pricing_row,India-BV-Price-May-2026,,DJP1167,DJ-COM-0168,,"public, distributor, internal",safe_general,high,2026-05-05,approved,Pricing for AGRI PRO PACKAGE: MRP INR 29076; DP INR 22650; BV 10000; pack size 1 package.,Pricing: AGRI PRO PACKAGE,Pricing,pricing_row,pricing_row; safe_general; DJP1167,"agri, pro, package, pricing, row",,2026-05,2026-05-05,2026-08-09
