chunk_id,document_id,source_page,product_code,sku,category,role_scope,risk_level,confidence,effective_from,approval_status,chunk_type
pricing_row::DJP1081::DJ-HEA-0082,India-BV-Price-May-2026,,DJP1081,DJ-HEA-0082,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1082::DJ-HEA-0083,dayjoy-canonical-product-master-final,,DJP1082,DJ-HEA-0083,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1082::DJ-HEA-0083,India-BV-Price-May-2026,,DJP1082,DJ-HEA-0083,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1083::DJ-HEA-0084,dayjoy-canonical-product-master-final,,DJP1083,DJ-HEA-0084,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1083::DJ-HEA-0084,India-BV-Price-May-2026,,DJP1083,DJ-HEA-0084,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1084::DJ-HEA-0085,dayjoy-canonical-product-master-final,,DJP1084,DJ-HEA-0085,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1084::DJ-HEA-0085,India-BV-Price-May-2026,,DJP1084,DJ-HEA-0085,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1085::DJ-HEA-0086,dayjoy-canonical-product-master-final,,DJP1085,DJ-HEA-0086,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1085::DJ-HEA-0086,India-BV-Price-May-2026,,DJP1085,DJ-HEA-0086,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1086::DJ-HEA-0087,dayjoy-canonical-product-master-final,,DJP1086,DJ-HEA-0087,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1086::DJ-HEA-0087,India-BV-Price-May-2026,,DJP1086,DJ-HEA-0087,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1087::DJ-HEA-0088,dayjoy-canonical-product-master-final,,DJP1087,DJ-HEA-0088,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1087::DJ-HEA-0088,India-BV-Price-May-2026,,DJP1087,DJ-HEA-0088,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1088::DJ-HEA-0089,dayjoy-canonical-product-master-final,,DJP1088,DJ-HEA-0089,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1088::DJ-HEA-0089,India-BV-Price-May-2026,,DJP1088,DJ-HEA-0089,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1089::DJ-HEA-0090,dayjoy-canonical-product-master-final,,DJP1089,DJ-HEA-0090,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1089::DJ-HEA-0090,India-BV-Price-May-2026,,DJP1089,DJ-HEA-0090,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1090::DJ-HEA-0091,dayjoy-canonical-product-master-final,,DJP1090,DJ-HEA-0091,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1090::DJ-HEA-0091,India-BV-Price-May-2026,,DJP1090,DJ-HEA-0091,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1091::DJ-HEA-0092,dayjoy-canonical-product-master-final,,DJP1091,DJ-HEA-0092,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1091::DJ-HEA-0092,India-BV-Price-May-2026,,DJP1091,DJ-HEA-0092,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1092::DJ-HEA-0093,dayjoy-canonical-product-master-final,,DJP1092,DJ-HEA-0093,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1092::DJ-HEA-0093,India-BV-Price-May-2026,,DJP1092,DJ-HEA-0093,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1093::DJ-HEA-0094,dayjoy-canonical-product-master-final,,DJP1093,DJ-HEA-0094,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1093::DJ-HEA-0094,India-BV-Price-May-2026,,DJP1093,DJ-HEA-0094,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1094::DJ-HEA-0095,dayjoy-canonical-product-master-final,,DJP1094,DJ-HEA-0095,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1094::DJ-HEA-0095,India-BV-Price-May-2026,,DJP1094,DJ-HEA-0095,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1095::DJ-HEA-0096,dayjoy-canonical-product-master-final,,DJP1095,DJ-HEA-0096,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1095::DJ-HEA-0096,India-BV-Price-May-2026,,DJP1095,DJ-HEA-0096,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1096::DJ-HEA-0097,dayjoy-canonical-product-master-final,,DJP1096,DJ-HEA-0097,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1096::DJ-HEA-0097,India-BV-Price-May-2026,,DJP1096,DJ-HEA-0097,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1097::DJ-HEA-0098,dayjoy-canonical-product-master-final,,DJP1097,DJ-HEA-0098,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1097::DJ-HEA-0098,India-BV-Price-May-2026,,DJP1097,DJ-HEA-0098,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1098::DJ-HEA-0099,dayjoy-canonical-product-master-final,,DJP1098,DJ-HEA-0099,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1098::DJ-HEA-0099,India-BV-Price-May-2026,,DJP1098,DJ-HEA-0099,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1099::DJ-HEA-0100,dayjoy-canonical-product-master-final,,DJP1099,DJ-HEA-0100,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1099::DJ-HEA-0100,India-BV-Price-May-2026,,DJP1099,DJ-HEA-0100,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1100::DJ-HEA-0101,dayjoy-canonical-product-master-final,,DJP1100,DJ-HEA-0101,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1100::DJ-HEA-0101,India-BV-Price-May-2026,,DJP1100,DJ-HEA-0101,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1101::DJ-HEA-0102,dayjoy-canonical-product-master-final,,DJP1101,DJ-HEA-0102,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1101::DJ-HEA-0102,India-BV-Price-May-2026,,DJP1101,DJ-HEA-0102,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1102::DJ-HEA-0103,dayjoy-canonical-product-master-final,,DJP1102,DJ-HEA-0103,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1102::DJ-HEA-0103,India-BV-Price-May-2026,,DJP1102,DJ-HEA-0103,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1103::DJ-HEA-0104,dayjoy-canonical-product-master-final,,DJP1103,DJ-HEA-0104,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1103::DJ-HEA-0104,India-BV-Price-May-2026,,DJP1103,DJ-HEA-0104,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1104::DJ-HEA-0105,dayjoy-canonical-product-master-final,,DJP1104,DJ-HEA-0105,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1104::DJ-HEA-0105,India-BV-Price-May-2026,,DJP1104,DJ-HEA-0105,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1105::DJ-HEA-0106,dayjoy-canonical-product-master-final,,DJP1105,DJ-HEA-0106,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1105::DJ-HEA-0106,India-BV-Price-May-2026,,DJP1105,DJ-HEA-0106,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1106::DJ-HEA-0107,dayjoy-canonical-product-master-final,,DJP1106,DJ-HEA-0107,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1106::DJ-HEA-0107,India-BV-Price-May-2026,,DJP1106,DJ-HEA-0107,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1107::DJ-HEA-0108,dayjoy-canonical-product-master-final,,DJP1107,DJ-HEA-0108,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1107::DJ-HEA-0108,India-BV-Price-May-2026,,DJP1107,DJ-HEA-0108,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1108::DJ-HEA-0109,dayjoy-canonical-product-master-final,,DJP1108,DJ-HEA-0109,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1108::DJ-HEA-0109,India-BV-Price-May-2026,,DJP1108,DJ-HEA-0109,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1109::DJ-HEA-0110,dayjoy-canonical-product-master-final,,DJP1109,DJ-HEA-0110,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1109::DJ-HEA-0110,India-BV-Price-May-2026,,DJP1109,DJ-HEA-0110,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1110::DJ-HEA-0111,dayjoy-canonical-product-master-final,,DJP1110,DJ-HEA-0111,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1110::DJ-HEA-0111,India-BV-Price-May-2026,,DJP1110,DJ-HEA-0111,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1111::DJ-HEA-0112,dayjoy-canonical-product-master-final,,DJP1111,DJ-HEA-0112,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1111::DJ-HEA-0112,India-BV-Price-May-2026,,DJP1111,DJ-HEA-0112,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1112::DJ-HEA-0113,dayjoy-canonical-product-master-final,,DJP1112,DJ-HEA-0113,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1112::DJ-HEA-0113,India-BV-Price-May-2026,,DJP1112,DJ-HEA-0113,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1113::DJ-HEA-0114,dayjoy-canonical-product-master-final,,DJP1113,DJ-HEA-0114,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1113::DJ-HEA-0114,India-BV-Price-May-2026,,DJP1113,DJ-HEA-0114,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1114::DJ-HEA-0115,dayjoy-canonical-product-master-final,,DJP1114,DJ-HEA-0115,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1114::DJ-HEA-0115,India-BV-Price-May-2026,,DJP1114,DJ-HEA-0115,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1115::DJ-HOM-0116,dayjoy-canonical-product-master-final,,DJP1115,DJ-HOM-0116,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1115::DJ-HOM-0116,India-BV-Price-May-2026,,DJP1115,DJ-HOM-0116,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1116::DJ-HOM-0117,dayjoy-canonical-product-master-final,,DJP1116,DJ-HOM-0117,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1116::DJ-HOM-0117,India-BV-Price-May-2026,,DJP1116,DJ-HOM-0117,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1117::DJ-HOM-0118,dayjoy-canonical-product-master-final,,DJP1117,DJ-HOM-0118,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1117::DJ-HOM-0118,India-BV-Price-May-2026,,DJP1117,DJ-HOM-0118,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1118::DJ-HOM-0119,dayjoy-canonical-product-master-final,,DJP1118,DJ-HOM-0119,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1118::DJ-HOM-0119,India-BV-Price-May-2026,,DJP1118,DJ-HOM-0119,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1119::DJ-CLO-0120,dayjoy-canonical-product-master-final,,DJP1119,DJ-CLO-0120,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1119::DJ-CLO-0120,India-BV-Price-May-2026,,DJP1119,DJ-CLO-0120,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1120::DJ-CLO-0121,dayjoy-canonical-product-master-final,,DJP1120,DJ-CLO-0121,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1120::DJ-CLO-0121,India-BV-Price-May-2026,,DJP1120,DJ-CLO-0121,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1121::DJ-CLO-0122,dayjoy-canonical-product-master-final,,DJP1121,DJ-CLO-0122,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1121::DJ-CLO-0122,India-BV-Price-May-2026,,DJP1121,DJ-CLO-0122,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1122::DJ-CLO-0123,dayjoy-canonical-product-master-final,,DJP1122,DJ-CLO-0123,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1122::DJ-CLO-0123,India-BV-Price-May-2026,,DJP1122,DJ-CLO-0123,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1123::DJ-AGR-0124,dayjoy-canonical-product-master-final,,DJP1123,DJ-AGR-0124,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1123::DJ-AGR-0124,India-BV-Price-May-2026,,DJP1123,DJ-AGR-0124,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1124::DJ-AGR-0125,dayjoy-canonical-product-master-final,,DJP1124,DJ-AGR-0125,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1124::DJ-AGR-0125,India-BV-Price-May-2026,,DJP1124,DJ-AGR-0125,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1125::DJ-AGR-0126,dayjoy-canonical-product-master-final,,DJP1125,DJ-AGR-0126,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1125::DJ-AGR-0126,India-BV-Price-May-2026,,DJP1125,DJ-AGR-0126,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1126::DJ-AGR-0127,dayjoy-canonical-product-master-final,,DJP1126,DJ-AGR-0127,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1126::DJ-AGR-0127,India-BV-Price-May-2026,,DJP1126,DJ-AGR-0127,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1127::DJ-AGR-0128,dayjoy-canonical-product-master-final,,DJP1127,DJ-AGR-0128,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1127::DJ-AGR-0128,India-BV-Price-May-2026,,DJP1127,DJ-AGR-0128,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1128::DJ-AGR-0129,dayjoy-canonical-product-master-final,,DJP1128,DJ-AGR-0129,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1128::DJ-AGR-0129,India-BV-Price-May-2026,,DJP1128,DJ-AGR-0129,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1129::DJ-AGR-0130,dayjoy-canonical-product-master-final,,DJP1129,DJ-AGR-0130,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1129::DJ-AGR-0130,India-BV-Price-May-2026,,DJP1129,DJ-AGR-0130,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1130::DJ-AGR-0131,dayjoy-canonical-product-master-final,,DJP1130,DJ-AGR-0131,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1130::DJ-AGR-0131,India-BV-Price-May-2026,,DJP1130,DJ-AGR-0131,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1131::DJ-AGR-0132,dayjoy-canonical-product-master-final,,DJP1131,DJ-AGR-0132,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1131::DJ-AGR-0132,India-BV-Price-May-2026,,DJP1131,DJ-AGR-0132,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1132::DJ-AGR-0133,dayjoy-canonical-product-master-final,,DJP1132,DJ-AGR-0133,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1132::DJ-AGR-0133,India-BV-Price-May-2026,,DJP1132,DJ-AGR-0133,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1133::DJ-AGR-0134,dayjoy-canonical-product-master-final,,DJP1133,DJ-AGR-0134,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1133::DJ-AGR-0134,India-BV-Price-May-2026,,DJP1133,DJ-AGR-0134,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1134::DJ-AGR-0135,dayjoy-canonical-product-master-final,,DJP1134,DJ-AGR-0135,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1134::DJ-AGR-0135,India-BV-Price-May-2026,,DJP1134,DJ-AGR-0135,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1135::DJ-AGR-0136,dayjoy-canonical-product-master-final,,DJP1135,DJ-AGR-0136,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1135::DJ-AGR-0136,India-BV-Price-May-2026,,DJP1135,DJ-AGR-0136,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1136::DJ-GER-0137,dayjoy-canonical-product-master-final,,DJP1136,DJ-GER-0137,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1136::DJ-GER-0137,India-BV-Price-May-2026,,DJP1136,DJ-GER-0137,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1137::DJ-GER-0138,dayjoy-canonical-product-master-final,,DJP1137,DJ-GER-0138,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1137::DJ-GER-0138,India-BV-Price-May-2026,,DJP1137,DJ-GER-0138,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1138::DJ-AQU-0139,dayjoy-canonical-product-master-final,,DJP1138,DJ-AQU-0139,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1138::DJ-AQU-0139,India-BV-Price-May-2026,,DJP1138,DJ-AQU-0139,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1139::DJ-AQU-0140,dayjoy-canonical-product-master-final,,DJP1139,DJ-AQU-0140,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1139::DJ-AQU-0140,India-BV-Price-May-2026,,DJP1139,DJ-AQU-0140,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1140::DJ-AQU-0141,dayjoy-canonical-product-master-final,,DJP1140,DJ-AQU-0141,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1140::DJ-AQU-0141,India-BV-Price-May-2026,,DJP1140,DJ-AQU-0141,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1141::DJ-AQU-0142,dayjoy-canonical-product-master-final,,DJP1141,DJ-AQU-0142,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1141::DJ-AQU-0142,India-BV-Price-May-2026,,DJP1141,DJ-AQU-0142,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1142::DJ-AQU-0143,dayjoy-canonical-product-master-final,,DJP1142,DJ-AQU-0143,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1142::DJ-AQU-0143,India-BV-Price-May-2026,,DJP1142,DJ-AQU-0143,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1143::DJ-AQU-0144,dayjoy-canonical-product-master-final,,DJP1143,DJ-AQU-0144,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1143::DJ-AQU-0144,India-BV-Price-May-2026,,DJP1143,DJ-AQU-0144,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1144::DJ-AQU-0145,dayjoy-canonical-product-master-final,,DJP1144,DJ-AQU-0145,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1144::DJ-AQU-0145,India-BV-Price-May-2026,,DJP1144,DJ-AQU-0145,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1145::DJ-AQU-0146,dayjoy-canonical-product-master-final,,DJP1145,DJ-AQU-0146,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1145::DJ-AQU-0146,India-BV-Price-May-2026,,DJP1145,DJ-AQU-0146,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1146::DJ-PRO-0147,dayjoy-canonical-product-master-final,,DJP1146,DJ-PRO-0147,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1146::DJ-PRO-0147,India-BV-Price-May-2026,,DJP1146,DJ-PRO-0147,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1147::DJ-PRO-0148,dayjoy-canonical-product-master-final,,DJP1147,DJ-PRO-0148,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1147::DJ-PRO-0148,India-BV-Price-May-2026,,DJP1147,DJ-PRO-0148,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1148::DJ-PRO-0149,dayjoy-canonical-product-master-final,,DJP1148,DJ-PRO-0149,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1148::DJ-PRO-0149,India-BV-Price-May-2026,,DJP1148,DJ-PRO-0149,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1149::DJ-PRO-0150,dayjoy-canonical-product-master-final,,DJP1149,DJ-PRO-0150,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1149::DJ-PRO-0150,India-BV-Price-May-2026,,DJP1149,DJ-PRO-0150,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1150::DJ-PRO-0151,dayjoy-canonical-product-master-final,,DJP1150,DJ-PRO-0151,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1150::DJ-PRO-0151,India-BV-Price-May-2026,,DJP1150,DJ-PRO-0151,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1151::DJ-PRO-0152,dayjoy-canonical-product-master-final,,DJP1151,DJ-PRO-0152,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1151::DJ-PRO-0152,India-BV-Price-May-2026,,DJP1151,DJ-PRO-0152,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1152::DJ-PRO-0153,dayjoy-canonical-product-master-final,,DJP1152,DJ-PRO-0153,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1152::DJ-PRO-0153,India-BV-Price-May-2026,,DJP1152,DJ-PRO-0153,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1153::DJ-PRO-0154,dayjoy-canonical-product-master-final,,DJP1153,DJ-PRO-0154,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1153::DJ-PRO-0154,India-BV-Price-May-2026,,DJP1153,DJ-PRO-0154,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1154::DJ-PRO-0155,dayjoy-canonical-product-master-final,,DJP1154,DJ-PRO-0155,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1154::DJ-PRO-0155,India-BV-Price-May-2026,,DJP1154,DJ-PRO-0155,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1155::DJ-PRO-0156,dayjoy-canonical-product-master-final,,DJP1155,DJ-PRO-0156,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1155::DJ-PRO-0156,India-BV-Price-May-2026,,DJP1155,DJ-PRO-0156,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1156::DJ-PRO-0157,dayjoy-canonical-product-master-final,,DJP1156,DJ-PRO-0157,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1156::DJ-PRO-0157,India-BV-Price-May-2026,,DJP1156,DJ-PRO-0157,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1157::DJ-PRO-0158,dayjoy-canonical-product-master-final,,DJP1157,DJ-PRO-0158,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1157::DJ-PRO-0158,India-BV-Price-May-2026,,DJP1157,DJ-PRO-0158,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1158::DJ-PRO-0159,dayjoy-canonical-product-master-final,,DJP1158,DJ-PRO-0159,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1158::DJ-PRO-0159,India-BV-Price-May-2026,,DJP1158,DJ-PRO-0159,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1159::DJ-PRO-0160,dayjoy-canonical-product-master-final,,DJP1159,DJ-PRO-0160,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1159::DJ-PRO-0160,India-BV-Price-May-2026,,DJP1159,DJ-PRO-0160,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1160::DJ-PRO-0161,dayjoy-canonical-product-master-final,,DJP1160,DJ-PRO-0161,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1160::DJ-PRO-0161,India-BV-Price-May-2026,,DJP1160,DJ-PRO-0161,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1161::DJ-PRO-0162,dayjoy-canonical-product-master-final,,DJP1161,DJ-PRO-0162,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
pricing_row::DJP1161::DJ-PRO-0162,India-BV-Price-May-2026,,DJP1161,DJ-PRO-0162,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1162::DJ-PRO-0163,dayjoy-canonical-product-master-final,,DJP1162,DJ-PRO-0163,,"public, distributor, internal",low,high,2026-05-05,approved,product_core
