test_id,question,expected_intent,expected_source,expected_answer,required_tool,must_cite,must_abstain,category,difficulty,notes
PR0293,How much does Dayjoy Diary cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 299.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0147; product_id=DJP1146; field=mrp
PR0294,What price does a Dayjoy distributor pay for Dayjoy Diary (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 275.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0147; product_id=DJP1146; field=dp
PR0295,How much does Dayjoy Leather Bag cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 2999.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0148; product_id=DJP1147; field=mrp
PR0296,What price does a Dayjoy distributor pay for Dayjoy Leather Bag (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 1599.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0148; product_id=DJP1147; field=dp
PR0297,How much does Dayjoy Cap cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 95.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0149; product_id=DJP1148; field=mrp
PR0298,What price does a Dayjoy distributor pay for Dayjoy Cap (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 95.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0149; product_id=DJP1148; field=dp
PR0299,How much does Dayjoy Mug cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 125.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0150; product_id=DJP1149; field=mrp
PR0300,What price does a Dayjoy distributor pay for Dayjoy Mug (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 125.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0150; product_id=DJP1149; field=dp
PR0301,How much does Dayjoy Bike Sticker cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 20.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0151; product_id=DJP1150; field=mrp
PR0302,What price does a Dayjoy distributor pay for Dayjoy Bike Sticker (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 20.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0151; product_id=DJP1150; field=dp
PR0303,How much does Dayjoy Car Sticker cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 40.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0152; product_id=DJP1151; field=mrp
PR0304,What price does a Dayjoy distributor pay for Dayjoy Car Sticker (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 40.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0152; product_id=DJP1151; field=dp
PR0305,How much does Dayjoy Pin cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 150.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0153; product_id=DJP1152; field=mrp
PR0306,What price does a Dayjoy distributor pay for Dayjoy Pin (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 150.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0153; product_id=DJP1152; field=dp
PR0307,How much does Dayjoy Backpack Bag cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 1100.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0154; product_id=DJP1153; field=mrp
PR0308,What price does a Dayjoy distributor pay for Dayjoy Backpack Bag (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 1100.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0154; product_id=DJP1153; field=dp
PR0309,How much does New Dayjoy Product Brochure (Hindi) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 250.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0155; product_id=DJP1154; field=mrp
PR0310,What price does a Dayjoy distributor pay for New Dayjoy Product Brochure (Hindi) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 250.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0155; product_id=DJP1154; field=dp
PR0311,How much does New Dayjoy Product Brochure (English) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 250.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0156; product_id=DJP1155; field=mrp
PR0312,What price does a Dayjoy distributor pay for New Dayjoy Product Brochure (English) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 250.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0156; product_id=DJP1155; field=dp
PR0313,How much does New Dayjoy Product Brochure (Telugu) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 250.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0157; product_id=DJP1156; field=mrp
PR0314,What price does a Dayjoy distributor pay for New Dayjoy Product Brochure (Telugu) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 250.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0157; product_id=DJP1156; field=dp
PR0315,How much does Product Leaflets (Set of 48 Leaflets) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 130.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0158; product_id=DJP1157; field=mrp
PR0316,What price does a Dayjoy distributor pay for Product Leaflets (Set of 48 Leaflets) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 130.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0158; product_id=DJP1157; field=dp
PR0317,How much does Hindi One-Page Compensation Plan (Set of 25 Leaflets) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 75.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0159; product_id=DJP1158; field=mrp
PR0318,What price does a Dayjoy distributor pay for Hindi One-Page Compensation Plan (Set of 25 Leaflets) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 75.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0159; product_id=DJP1158; field=dp
PR0319,How much does English One-Page Compensation Plan (Set of 25 Leaflets) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 75.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0160; product_id=DJP1159; field=mrp
PR0320,What price does a Dayjoy distributor pay for English One-Page Compensation Plan (Set of 25 Leaflets) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 75.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0160; product_id=DJP1159; field=dp
PR0321,How much does Hindi One-Page Compensation Plan (Set of 50 Leaflets) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 135.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0161; product_id=DJP1160; field=mrp
PR0322,What price does a Dayjoy distributor pay for Hindi One-Page Compensation Plan (Set of 50 Leaflets) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 135.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0161; product_id=DJP1160; field=dp
PR0323,How much does English One-Page Compensation Plan (Set of 50 Leaflets) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 135.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0162; product_id=DJP1161; field=mrp
PR0324,What price does a Dayjoy distributor pay for English One-Page Compensation Plan (Set of 50 Leaflets) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 135.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0162; product_id=DJP1161; field=dp
PR0325,How much does Dayjoy Business Planner Book (Hindi) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 250.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0163; product_id=DJP1162; field=mrp
PR0326,What price does a Dayjoy distributor pay for Dayjoy Business Planner Book (Hindi) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 250.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0163; product_id=DJP1162; field=dp
PR0327,How much does Dayjoy Business Planner Book (English) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 250.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0164; product_id=DJP1163; field=mrp
PR0328,What price does a Dayjoy distributor pay for Dayjoy Business Planner Book (English) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 250.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PRO-0164; product_id=DJP1163; field=dp
PR0329,How much does STANDARD PACKAGE cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 10997.0,product_db_lookup,true,false,pricing,easy,sku=DJ-COM-0165; product_id=DJP1164; field=mrp
PR0330,What price does a Dayjoy distributor pay for STANDARD PACKAGE (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 5499.0,product_db_lookup,true,false,pricing,easy,sku=DJ-COM-0165; product_id=DJP1164; field=dp
PR0331,How much does PREMIUM PACKAGE cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 17592.0,product_db_lookup,true,false,pricing,easy,sku=DJ-COM-0166; product_id=DJP1165; field=mrp
PR0332,What price does a Dayjoy distributor pay for PREMIUM PACKAGE (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 10499.0,product_db_lookup,true,false,pricing,easy,sku=DJ-COM-0166; product_id=DJP1165; field=dp
PR0333,How much does ELITE PACKAGE cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 28286.0,product_db_lookup,true,false,pricing,easy,sku=DJ-COM-0167; product_id=DJP1166; field=mrp
PR0334,What price does a Dayjoy distributor pay for ELITE PACKAGE (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 15999.0,product_db_lookup,true,false,pricing,easy,sku=DJ-COM-0167; product_id=DJP1166; field=dp
PR0335,How much does AGRI PRO PACKAGE cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 29076.0,product_db_lookup,true,false,pricing,easy,sku=DJ-COM-0168; product_id=DJP1167; field=mrp
PR0336,What price does a Dayjoy distributor pay for AGRI PRO PACKAGE (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 22650.0,product_db_lookup,true,false,pricing,easy,sku=DJ-COM-0168; product_id=DJP1167; field=dp
PR0337,How much does AGRI STARTER PACKAGE cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 15587.0,product_db_lookup,true,false,pricing,easy,sku=DJ-COM-0169; product_id=DJP1168; field=mrp
PR0338,What price does a Dayjoy distributor pay for AGRI STARTER PACKAGE (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 11499.0,product_db_lookup,true,false,pricing,easy,sku=DJ-COM-0169; product_id=DJP1168; field=dp
PR0339,How much does LEGEND PACKAGE cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 27687.0,product_db_lookup,true,false,pricing,easy,sku=DJ-COM-0170; product_id=DJP1169; field=mrp
PR0340,What price does a Dayjoy distributor pay for LEGEND PACKAGE (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 18999.0,product_db_lookup,true,false,pricing,easy,sku=DJ-COM-0170; product_id=DJP1169; field=dp
PD0001,What brand is Black Salt Sprinkler (200g) sold under?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Aayushmaan / YumDum / Total Joy,product_db_lookup,true,false,product,easy,sku=DJ-FOO-0001; field=brand
PD0002,What product category does Chaat Masala (100g) belong to?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,FOOD PRODUCTS,product_db_lookup,true,false,product,easy,sku=DJ-FOO-0002; field=category
PD0003,What pack size does Chicken Masala (100g) come in?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,100g,product_db_lookup,true,false,product,easy,sku=DJ-FOO-0003; field=pack_size
PD0004,What are the stated benefits of Daily Tea (500g)?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Antioxidant-rich tea supports a healthy lifestyle while delivering a natural caffeine boost. Free from additives and preservatives.,product_db_lookup,true,false,product,medium,"sku=DJ-FOO-0005; field=benefits; NOTE: unverified marketing claim, cite+disclaimer per answer policy"
PD0005,Is Dhaniya Powder (25g) currently available for purchase from Dayjoy?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,"Yes - listed as an approved, active product in the verified May 2026 Dayjoy price list.",product_db_lookup,true,false,product,easy,sku=DJ-FOO-0006; field=approval_status
PD0006,What brand is Dhaniya Powder (200g) sold under?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Aayushmaan / YumDum / Total Joy,product_db_lookup,true,false,product,easy,sku=DJ-FOO-0007; field=brand
PD0007,What product category does Dhaniya Powder (500g) belong to?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,FOOD PRODUCTS,product_db_lookup,true,false,product,easy,sku=DJ-FOO-0008; field=category
PD0008,What pack size does Garam Masala (100g) come in?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,100g,product_db_lookup,true,false,product,easy,sku=DJ-FOO-0009; field=pack_size
PD0009,What are the stated benefits of Haldi Powder (200g)?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,"Add rich color, aroma, and flavor to your dishes while supporting digestion and overall wellness. Free from chemicals and additives.",product_db_lookup,true,false,product,medium,"sku=DJ-FOO-0011; field=benefits; NOTE: unverified marketing claim, cite+disclaimer per answer policy"
PD0010,Is Haldi Powder (500g) currently available for purchase from Dayjoy?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,"Yes - listed as an approved, active product in the verified May 2026 Dayjoy price list.",product_db_lookup,true,false,product,easy,sku=DJ-FOO-0012; field=approval_status
PD0011,What brand is Himalayan Pink Salt Sprinkler (200g) sold under?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Aayushmaan / YumDum / Total Joy,product_db_lookup,true,false,product,easy,sku=DJ-FOO-0013; field=brand
PD0012,What product category does Jaljeera (100g) belong to?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,FOOD PRODUCTS,product_db_lookup,true,false,product,easy,sku=DJ-FOO-0014; field=category
PD0013,What pack size does Organic Jeera (250g) come in?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,250g,product_db_lookup,true,false,product,easy,sku=DJ-FOO-0015; field=pack_size
PD0014,What are the key ingredients in Kasuri Methi (50g)?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Organic fenugreek leaves,product_db_lookup,true,false,product,medium,sku=DJ-FOO-0016; field=ingredients
PD0015,What are the stated benefits of Mirchi Powder (25g)?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,"Add rich color, aroma, and flavor to your dishes while supporting digestion and overall wellness. Free from chemicals and additives.",product_db_lookup,true,false,product,medium,"sku=DJ-FOO-0017; field=benefits; NOTE: unverified marketing claim, cite+disclaimer per answer policy"
PD0016,Is Mirchi Powder (200g) currently available for purchase from Dayjoy?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,"Yes - listed as an approved, active product in the verified May 2026 Dayjoy price list.",product_db_lookup,true,false,product,easy,sku=DJ-FOO-0018; field=approval_status
PD0017,What brand is Mirchi Powder (500g) sold under?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Aayushmaan / YumDum / Total Joy,product_db_lookup,true,false,product,easy,sku=DJ-FOO-0019; field=brand
PD0018,What product category does Rai (250g) belong to?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,FOOD PRODUCTS,product_db_lookup,true,false,product,easy,sku=DJ-FOO-0020; field=category
PD0019,What pack size does Sabji Masala (100g) come in?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,100g,product_db_lookup,true,false,product,easy,sku=DJ-FOO-0021; field=pack_size
PD0020,What are the stated benefits of Total Joy Rice Bran Oil (2 Litre)?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Light and less greasy for healthier meals. Rich in Vitamins A & D. High smoke point. Strengthens immunity.,product_db_lookup,true,false,product,medium,"sku=DJ-FOO-0023; field=benefits; NOTE: unverified marketing claim, cite+disclaimer per answer policy"
PD0021,Is Veg Biryani with Shahi Gravy currently available for purchase from Dayjoy?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,"Yes - listed as an approved, active product in the verified May 2026 Dayjoy price list.",product_db_lookup,true,false,product,easy,sku=DJ-FOO-0024; field=approval_status
PD0022,What brand is Poha with Bhujia sold under?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Aayushmaan / YumDum / Total Joy,product_db_lookup,true,false,product,easy,sku=DJ-FOO-0025; field=brand
PD0023,What product category does Upma with Bhujia belong to?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,FOOD PRODUCTS,product_db_lookup,true,false,product,easy,sku=DJ-FOO-0026; field=category
PD0024,What pack size does Anti Pollution Face Wash (150ml) come in?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,150ml,product_db_lookup,true,false,product,easy,sku=DJ-PER-0027; field=pack_size
PD0025,What are the key ingredients in Anti Pollution Aloevera Face Wash (100ml)?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Aloe Vera,product_db_lookup,true,false,product,medium,sku=DJ-PER-0028; field=ingredients
PD0026,What are the stated benefits of Aloevera Gel (100g)?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,"Reduces acne & pimple, Heals minor burns & wounds, Soothes sunburn & Skin Irritation.",product_db_lookup,true,false,product,medium,"sku=DJ-PER-0029; field=benefits; NOTE: unverified marketing claim, cite+disclaimer per answer policy"
PD0027,Is BR Rich Oil (200ml) currently available for purchase from Dayjoy?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,"Yes - listed as an approved, active product in the verified May 2026 Dayjoy price list.",product_db_lookup,true,false,product,easy,sku=DJ-PER-0030; field=approval_status
PD0028,What brand is Daily Care Cream (60g) sold under?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Wild Muse,product_db_lookup,true,false,product,easy,sku=DJ-PER-0031; field=brand
PD0029,What product category does Luxury Saffron Soap (100g) belong to?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,PERSONAL CARE,product_db_lookup,true,false,product,easy,sku=DJ-PER-0032; field=category
PD0030,What pack size does Ecofriendly Toothbrush (Pack of 2) come in?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,2,product_db_lookup,true,false,product,easy,sku=DJ-PER-0033; field=pack_size
PD0031,What are the key ingredients in HerboSmile Herbal Toothpaste (100g)?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Herbal blend,product_db_lookup,true,false,product,medium,sku=DJ-PER-0034; field=ingredients
PD0032,What are the stated benefits of Hydra Aloevera Body Lotion (300ml)?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,"Soothes Irritated Skin, Maintains Skin Softness, Leaves Skin Feeling Refreshed, Provides intense moisture to dry skin.",product_db_lookup,true,false,product,medium,"sku=DJ-PER-0035; field=benefits; NOTE: unverified marketing claim, cite+disclaimer per answer policy"
PD0033,Is Kesham (100ml) currently available for purchase from Dayjoy?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,"Yes - listed as an approved, active product in the verified May 2026 Dayjoy price list.",product_db_lookup,true,false,product,easy,sku=DJ-PER-0036; field=approval_status
PD0034,What brand is Luxwash Handwash (250ml) sold under?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Wild Muse,product_db_lookup,true,false,product,easy,sku=DJ-PER-0037; field=brand
PD0035,What product category does Milk & Keratin Extracts Shampoo (100ml) belong to?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,PERSONAL CARE,product_db_lookup,true,false,product,easy,sku=DJ-PER-0038; field=category
PD0036,What pack size does Milk Bath Soap (100g) come in?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,100g,product_db_lookup,true,false,product,easy,sku=DJ-PER-0039; field=pack_size
PD0037,What are the key ingredients in Milk Bath Soap (Pack of 3) (100g)?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Milk (78% TFM),product_db_lookup,true,false,product,medium,sku=DJ-PER-0040; field=ingredients
PD0038,What are the stated benefits of Neem & Tulsi Herbal Soap (100g) (Pack of 3)?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,"Natural Detoxification, Fights Acne & Pimples, Moisturizes & Hydrates, Gentle on Sensitive Skin.",product_db_lookup,true,false,product,medium,"sku=DJ-PER-0041; field=benefits; NOTE: unverified marketing claim, cite+disclaimer per answer policy"
PD0039,Is Regain Aloevera Shampoo (300ml) currently available for purchase from Dayjoy?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,"Yes - listed as an approved, active product in the verified May 2026 Dayjoy price list.",product_db_lookup,true,false,product,easy,sku=DJ-PER-0042; field=approval_status
PD0040,What brand is Sandalwood & Shahi Gulab Body Lotion (150ml) sold under?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Wild Muse,product_db_lookup,true,false,product,easy,sku=DJ-PER-0043; field=brand
PD0041,What product category does Sanitary Pad (XL) (Pack of 10) belong to?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,PERSONAL CARE,product_db_lookup,true,false,product,easy,sku=DJ-PER-0044; field=category
PD0042,What pack size does Sanitary Pad (XXL) (Pack of 10) come in?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,10,product_db_lookup,true,false,product,easy,sku=DJ-PER-0045; field=pack_size
PD0043,What are the key ingredients in Seabuckthron Facial Kit (30g) (Pack of 6)?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Sea Buckthorn,product_db_lookup,true,false,product,medium,sku=DJ-PER-0046; field=ingredients
PD0044,What are the stated benefits of Seabuckthron Cleanser (30g)?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,"Balances Skin's Natural Oils, Supports a Healthy Skin Barrier, Deep Cleansing Without Drying.",product_db_lookup,true,false,product,medium,"sku=DJ-PER-0047; field=benefits; NOTE: unverified marketing claim, cite+disclaimer per answer policy"
PD0045,Is Seabuckthron Scrub (30g) currently available for purchase from Dayjoy?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,"Yes - listed as an approved, active product in the verified May 2026 Dayjoy price list.",product_db_lookup,true,false,product,easy,sku=DJ-PER-0048; field=approval_status
PD0046,What brand is Seabuckthron Massage Gel (30g) sold under?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Wild Muse,product_db_lookup,true,false,product,easy,sku=DJ-PER-0049; field=brand
PD0047,What product category does Seabuckthron Massage Cream (30g) belong to?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,PERSONAL CARE,product_db_lookup,true,false,product,easy,sku=DJ-PER-0050; field=category
PD0048,What pack size does Seabuckthron Face Pack (30g) come in?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,30g,product_db_lookup,true,false,product,easy,sku=DJ-PER-0051; field=pack_size
PD0049,What are the stated benefits of Deep Cleansing Face Wash (100ml)?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,"Improves Skin Texture, Soothes and Refreshes, Exfoliates Dead Skin Cells, Removes Dirt and Impurities.",product_db_lookup,true,false,product,medium,"sku=DJ-PER-0053; field=benefits; NOTE: unverified marketing claim, cite+disclaimer per answer policy"
PD0050,Is Deep Cleansing Facewash (60ml) currently available for purchase from Dayjoy?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,"Yes - listed as an approved, active product in the verified May 2026 Dayjoy price list.",product_db_lookup,true,false,product,easy,sku=DJ-PER-0054; field=approval_status
PD0051,What brand is WildMuse Premium Loofah sold under?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Wild Muse,product_db_lookup,true,false,product,easy,sku=DJ-PER-0055; field=brand
PD0052,What product category does Amla Reetha Sikakai Shampoo (100ml) belong to?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,PERSONAL CARE,product_db_lookup,true,false,product,easy,sku=DJ-PER-0056; field=category
PD0053,What pack size does Haldi Chandan Facewash (60ml) come in?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,60ml,product_db_lookup,true,false,product,easy,sku=DJ-PER-0057; field=pack_size
PD0054,What are the key ingredients in Face Serum (30ml)?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,"Niacinamide, Hyaluronic Acid, Aloe Vera, Vitamin B5, Green Tea Extract.",product_db_lookup,true,false,product,medium,sku=DJ-SKI-0058; field=ingredients
PD0055,What are the stated benefits of Gold Facial Kit?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,"Deeply cleanses and removes impurities, Exfoliates dead skin cells, Hydrates and nourishes the skin.",product_db_lookup,true,false,product,medium,"sku=DJ-SKI-0059; field=benefits; NOTE: unverified marketing claim, cite+disclaimer per answer policy"
PD0056,Is Sunscreen SPF 50+ (50gm) currently available for purchase from Dayjoy?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,"Yes - listed as an approved, active product in the verified May 2026 Dayjoy price list.",product_db_lookup,true,false,product,easy,sku=DJ-SKI-0060; field=approval_status
PD0057,What brand is Hydra Max Moisturizer (50gm) sold under?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Amara Beauty,product_db_lookup,true,false,product,easy,sku=DJ-SKI-0061; field=brand
PD0058,What product category does AgeX Anti-Ageing Night Cream (50gm) belong to?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,SKIN CARE,product_db_lookup,true,false,product,easy,sku=DJ-SKI-0062; field=category
PD0059,What pack size does AcneX Anti-Acne Foaming Cleanser (100ml) come in?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,100ml,product_db_lookup,true,false,product,easy,sku=DJ-SKI-0063; field=pack_size
PD0060,What are the key ingredients in Amara Beauty Kajal?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,"Castor Oil, Carnauba Wax, Aloe Extract, Camphor, Vitamin E, Candelilla Wax.",product_db_lookup,true,false,product,medium,sku=DJ-COL-0064; field=ingredients
PD0061,What are the stated benefits of Amara Beauty Eyeliner?,product_info,01_CANONICAL/products/dayjoy_product_master_canonical.csv,"24-hour long stay with an intense matte finish, Ultra-fine tip for sharp, precise application, Quick-drying.",product_db_lookup,true,false,product,medium,"sku=DJ-COL-0065; field=benefits; NOTE: unverified marketing claim, cite+disclaimer per answer policy"
