edge_id,source_node_id,target_node_id,relationship,evidence_source,verification_status
KGE000759,PRODUCT:DJP1103,INGREDIENT:0165,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000760,PRODUCT:DJP1103,BENEFIT:0084,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000761,PRODUCT:DJP1104,INGREDIENT:0072,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000762,PRODUCT:DJP1104,BENEFIT:0085,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000763,PRODUCT:DJP1105,INGREDIENT:0166,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000764,PRODUCT:DJP1105,INGREDIENT:0167,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000765,PRODUCT:DJP1105,INGREDIENT:0168,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000766,PRODUCT:DJP1105,INGREDIENT:0159,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000767,PRODUCT:DJP1105,BENEFIT:0086,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000768,PRODUCT:DJP1106,INGREDIENT:0169,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000769,PRODUCT:DJP1106,BENEFIT:0087,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000770,PRODUCT:DJP1107,INGREDIENT:0170,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000771,PRODUCT:DJP1107,INGREDIENT:0171,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000772,PRODUCT:DJP1107,INGREDIENT:0172,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000773,PRODUCT:DJP1107,INGREDIENT:0173,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000774,PRODUCT:DJP1107,INGREDIENT:0174,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000775,PRODUCT:DJP1107,BENEFIT:0088,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000776,PRODUCT:DJP1109,INGREDIENT:0175,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000777,PRODUCT:DJP1109,INGREDIENT:0176,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000778,PRODUCT:DJP1109,INGREDIENT:0177,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000779,PRODUCT:DJP1109,INGREDIENT:0178,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000780,PRODUCT:DJP1109,INGREDIENT:0179,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000781,PRODUCT:DJP1109,INGREDIENT:0180,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000782,PRODUCT:DJP1109,INGREDIENT:0181,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000783,PRODUCT:DJP1109,BENEFIT:0089,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000784,PRODUCT:DJP1110,INGREDIENT:0182,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000785,PRODUCT:DJP1110,INGREDIENT:0068,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000786,PRODUCT:DJP1110,INGREDIENT:0183,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000787,PRODUCT:DJP1110,BENEFIT:0090,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000788,PRODUCT:DJP1110,BENEFIT:0091,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000789,PRODUCT:DJP1110,BENEFIT:0092,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000790,PRODUCT:DJP1110,BENEFIT:0093,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000791,PRODUCT:DJP1111,INGREDIENT:0184,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000792,PRODUCT:DJP1111,INGREDIENT:0185,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000793,PRODUCT:DJP1111,INGREDIENT:0186,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000794,PRODUCT:DJP1111,INGREDIENT:0187,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000795,PRODUCT:DJP1111,INGREDIENT:0188,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000796,PRODUCT:DJP1111,INGREDIENT:0189,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000797,PRODUCT:DJP1111,INGREDIENT:0190,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000798,PRODUCT:DJP1111,INGREDIENT:0191,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000799,PRODUCT:DJP1111,INGREDIENT:0014,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000800,PRODUCT:DJP1111,BENEFIT:0094,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000801,PRODUCT:DJP1112,INGREDIENT:0192,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000802,PRODUCT:DJP1112,INGREDIENT:0193,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000803,PRODUCT:DJP1112,BENEFIT:0095,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000804,PRODUCT:DJP1113,INGREDIENT:0194,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000805,PRODUCT:DJP1113,INGREDIENT:0195,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000806,PRODUCT:DJP1113,INGREDIENT:0196,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000807,PRODUCT:DJP1113,INGREDIENT:0095,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000808,PRODUCT:DJP1113,BENEFIT:0096,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000809,PRODUCT:DJP1114,INGREDIENT:0197,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000810,PRODUCT:DJP1114,INGREDIENT:0198,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000811,PRODUCT:DJP1114,INGREDIENT:0199,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000812,PRODUCT:DJP1114,INGREDIENT:0030,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000813,PRODUCT:DJP1114,INGREDIENT:0200,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000814,PRODUCT:DJP1114,INGREDIENT:0201,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000815,PRODUCT:DJP1114,INGREDIENT:0202,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000816,PRODUCT:DJP1114,BENEFIT:0097,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000817,PRODUCT:DJP1115,INGREDIENT:0203,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000818,PRODUCT:DJP1115,BENEFIT:0098,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000819,PRODUCT:DJP1115,BENEFIT:0099,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000820,PRODUCT:DJP1116,BENEFIT:0100,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000821,PRODUCT:DJP1117,BENEFIT:0101,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000822,PRODUCT:DJP1117,BENEFIT:0102,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000823,PRODUCT:DJP1118,BENEFIT:0103,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000824,PRODUCT:DJP1119,INGREDIENT:0204,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000825,PRODUCT:DJP1119,BENEFIT:0104,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000826,PRODUCT:DJP1121,INGREDIENT:0205,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000827,PRODUCT:DJP1121,BENEFIT:0105,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000828,PRODUCT:DJP1122,INGREDIENT:0206,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000829,PRODUCT:DJP1122,BENEFIT:0106,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000830,PRODUCT:DJP1122,BENEFIT:0107,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000831,PRODUCT:DJP1123,INGREDIENT:0207,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000832,PRODUCT:DJP1123,INGREDIENT:0208,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000833,PRODUCT:DJP1123,BENEFIT:0108,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000834,PRODUCT:DJP1123,BENEFIT:0109,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000835,PRODUCT:DJP1123,BENEFIT:0110,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000836,PRODUCT:DJP1123,BENEFIT:0111,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000837,PRODUCT:DJP1128,BENEFIT:0112,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000838,PRODUCT:DJP1128,BENEFIT:0113,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000839,PRODUCT:DJP1128,BENEFIT:0114,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000840,PRODUCT:DJP1129,INGREDIENT:0209,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000841,PRODUCT:DJP1129,BENEFIT:0112,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000842,PRODUCT:DJP1129,BENEFIT:0113,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000843,PRODUCT:DJP1129,BENEFIT:0114,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000844,PRODUCT:DJP1130,INGREDIENT:0210,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000845,PRODUCT:DJP1130,BENEFIT:0115,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000846,PRODUCT:DJP1130,BENEFIT:0116,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000847,PRODUCT:DJP1130,BENEFIT:0117,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000848,PRODUCT:DJP1131,BENEFIT:0118,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000849,PRODUCT:DJP1131,BENEFIT:0119,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000850,PRODUCT:DJP1131,BENEFIT:0120,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000851,PRODUCT:DJP1131,BENEFIT:0121,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000852,PRODUCT:DJP1132,INGREDIENT:0211,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000853,PRODUCT:DJP1132,BENEFIT:0118,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000854,PRODUCT:DJP1132,BENEFIT:0119,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000855,PRODUCT:DJP1132,BENEFIT:0120,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000856,PRODUCT:DJP1132,BENEFIT:0121,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000857,PRODUCT:DJP1133,INGREDIENT:0212,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000858,PRODUCT:DJP1133,BENEFIT:0122,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000859,PRODUCT:DJP1133,BENEFIT:0123,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000860,PRODUCT:DJP1133,BENEFIT:0124,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000861,PRODUCT:DJP1133,BENEFIT:0125,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000862,PRODUCT:DJP1134,INGREDIENT:0213,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000863,PRODUCT:DJP1134,BENEFIT:0126,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000864,PRODUCT:DJP1134,BENEFIT:0127,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000865,PRODUCT:DJP1134,BENEFIT:0128,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000866,PRODUCT:DJP1135,INGREDIENT:0159,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000867,PRODUCT:DJP1135,INGREDIENT:0161,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000868,PRODUCT:DJP1135,INGREDIENT:0214,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000869,PRODUCT:DJP1135,INGREDIENT:0090,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000870,PRODUCT:DJP1135,INGREDIENT:0215,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000871,PRODUCT:DJP1135,INGREDIENT:0093,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000872,PRODUCT:DJP1135,INGREDIENT:0039,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000873,PRODUCT:DJP1135,INGREDIENT:0095,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000874,PRODUCT:DJP1135,INGREDIENT:0201,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000875,PRODUCT:DJP1135,INGREDIENT:0216,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000876,PRODUCT:DJP1135,BENEFIT:0129,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000877,PRODUCT:DJP1136,BENEFIT:0130,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000878,PRODUCT:DJP1137,BENEFIT:0130,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000879,PRODUCT:DJP1138,BENEFIT:0131,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000880,PRODUCT:DJP1138,BENEFIT:0132,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000881,PRODUCT:DJP1138,BENEFIT:0133,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000882,PRODUCT:DJP1138,BENEFIT:0134,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000883,PRODUCT:DJP1139,INGREDIENT:0217,CONTAINS_INGREDIENT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000884,PRODUCT:DJP1139,BENEFIT:0131,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000885,PRODUCT:DJP1139,BENEFIT:0132,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000886,PRODUCT:DJP1139,BENEFIT:0133,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000887,PRODUCT:DJP1139,BENEFIT:0134,HAS_BENEFIT,01_CANONICAL/products/dayjoy_product_master_canonical.csv,verified
KGE000888,PRODUCT:DJP1000,FAQ:1000,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000889,PRODUCT:DJP1000,FAQ:1001,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000890,PRODUCT:DJP1000,FAQ:1002,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000891,PRODUCT:DJP1000,FAQ:1003,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000892,PRODUCT:DJP1000,FAQ:1004,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,unverified
KGE000893,PRODUCT:DJP1000,FAQ:1005,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,unverified
KGE000894,PRODUCT:DJP1000,FAQ:1006,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,unverified
KGE000895,PRODUCT:DJP1000,FAQ:1007,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,unverified
KGE000896,PRODUCT:DJP1000,FAQ:1008,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000897,PRODUCT:DJP1000,FAQ:1009,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000898,PRODUCT:DJP1000,FAQ:1010,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000899,PRODUCT:DJP1001,FAQ:1011,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000900,PRODUCT:DJP1001,FAQ:1012,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000901,PRODUCT:DJP1001,FAQ:1013,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000902,PRODUCT:DJP1001,FAQ:1014,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000903,PRODUCT:DJP1001,FAQ:1015,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,unverified
KGE000904,PRODUCT:DJP1001,FAQ:1016,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,unverified
KGE000905,PRODUCT:DJP1001,FAQ:1017,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,unverified
KGE000906,PRODUCT:DJP1001,FAQ:1018,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,unverified
KGE000907,PRODUCT:DJP1001,FAQ:1019,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000908,PRODUCT:DJP1001,FAQ:1020,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000909,PRODUCT:DJP1001,FAQ:1021,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000910,PRODUCT:DJP1002,FAQ:1022,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000911,PRODUCT:DJP1002,FAQ:1023,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000912,PRODUCT:DJP1002,FAQ:1024,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000913,PRODUCT:DJP1002,FAQ:1025,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000914,PRODUCT:DJP1002,FAQ:1026,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,unverified
KGE000915,PRODUCT:DJP1002,FAQ:1027,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,unverified
KGE000916,PRODUCT:DJP1002,FAQ:1028,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,unverified
KGE000917,PRODUCT:DJP1002,FAQ:1029,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,unverified
KGE000918,PRODUCT:DJP1002,FAQ:1030,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000919,PRODUCT:DJP1002,FAQ:1031,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000920,PRODUCT:DJP1002,FAQ:1032,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000921,PRODUCT:DJP1003,FAQ:1033,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000922,PRODUCT:DJP1003,FAQ:1034,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000923,PRODUCT:DJP1003,FAQ:1035,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000924,PRODUCT:DJP1003,FAQ:1036,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000925,PRODUCT:DJP1003,FAQ:1037,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,unverified
KGE000926,PRODUCT:DJP1003,FAQ:1038,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,unverified
KGE000927,PRODUCT:DJP1003,FAQ:1039,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,unverified
KGE000928,PRODUCT:DJP1003,FAQ:1040,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,unverified
KGE000929,PRODUCT:DJP1003,FAQ:1041,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000930,PRODUCT:DJP1003,FAQ:1042,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000931,PRODUCT:DJP1003,FAQ:1043,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000932,PRODUCT:DJP1004,FAQ:1044,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000933,PRODUCT:DJP1004,FAQ:1045,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000934,PRODUCT:DJP1004,FAQ:1046,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000935,PRODUCT:DJP1004,FAQ:1047,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000936,PRODUCT:DJP1004,FAQ:1048,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,unverified
KGE000937,PRODUCT:DJP1004,FAQ:1049,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,unverified
KGE000938,PRODUCT:DJP1004,FAQ:1050,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,unverified
KGE000939,PRODUCT:DJP1004,FAQ:1051,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,unverified
KGE000940,PRODUCT:DJP1004,FAQ:1052,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000941,PRODUCT:DJP1004,FAQ:1053,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000942,PRODUCT:DJP1004,FAQ:1054,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000943,PRODUCT:DJP1005,FAQ:1055,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000944,PRODUCT:DJP1005,FAQ:1056,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000945,PRODUCT:DJP1005,FAQ:1057,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000946,PRODUCT:DJP1005,FAQ:1058,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,verified
KGE000947,PRODUCT:DJP1005,FAQ:1059,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,unverified
KGE000948,PRODUCT:DJP1005,FAQ:1060,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,unverified
KGE000949,PRODUCT:DJP1005,FAQ:1061,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,unverified
KGE000950,PRODUCT:DJP1005,FAQ:1062,HAS_FAQ,01_CANONICAL/faq/dayjoy_faq_canonical_v2.csv,unverified
