node_id,node_type,label,source_id
BENEFIT:0053,Benefit,"Smudge-proof and waterproof for up to 12 hours, Enriched with natural, soothing herbal extracts, Non-drying",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0055,Ingredient,Almond Oil,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0056,Ingredient,Glycerine,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0057,Ingredient,PEG-10 Dimethicone,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0058,Ingredient,Carbon Black,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0054,Benefit,"24-hour long stay with an intense matte finish, Ultra-fine tip for sharp, precise application, Quick-drying",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0059,Ingredient,Tulsi,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0060,Ingredient,Mulethi (Licorice),01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0061,Ingredient,Kali Mirch (Black Pepper),01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0062,Ingredient,Adusa (Vasa Patra),01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0063,Ingredient,Honey,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0055,Benefit,"Cleans lungs from poisonous tar and air pollution, controls asthma and allergy problems, strengthens lung tissue, treats pneumonia, colds & coughs, bronchitis, and infections, boosts immunity, improves digestion",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0064,Ingredient,Ashok,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0065,Ingredient,Satavari,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0066,Ingredient,Lodhra,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0067,Ingredient,Guduchi,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0068,Ingredient,Punarnava,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0069,Ingredient,Ashvagandha,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0056,Benefit,"Helps regulate menstrual cycles and alleviate related disorders, eases menstrual cramps, abdominal pain, and spasms, supports reproductive system detoxification",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0070,Ingredient,Kaunch Beej,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0071,Ingredient,Ashwagandha,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0072,Ingredient,Shatavari,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0073,Ingredient,Gokshura,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0074,Ingredient,Shuddha Shilajit,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0057,Benefit,"Helps support stamina, strength, and energy, promotes male vitality and overall wellness, may support healthy mood and performance, helps maintain natural testosterone levels, aids in managing fatigue and boosting confidence",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0075,Ingredient,Arjuna,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0076,Ingredient,Guggulu,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0077,Ingredient,Lahasun,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0078,Ingredient,Pushkarmula,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0079,Ingredient,Atasi,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0058,Benefit,"Supports cardiovascular wellness and healthy heart function, helps manage cholesterol and lipid levels, promotes better blood flow and circulation, strengthens heart muscles, rich in antioxidants and Omega-3 for heart protection",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0080,Ingredient,Himsra,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0081,Ingredient,Kasani,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0082,Ingredient,Bhringaraja,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0059,Benefit,"Promotes healthy liver function and metabolism, supports detoxification and removal of toxins, helps improve digestion and appetite, protects liver cells from oxidative damage",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0083,Ingredient,Guava,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0060,Benefit,"Supports digestive health and relieves heartburn, helps detoxify the liver and improve metabolism, boosts immunity",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0084,Ingredient,Mulethi,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0085,Ingredient,Banafsha,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0086,Ingredient,Vasaka,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0087,Ingredient,Pippali,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0088,Ingredient,Pudina Satva,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0061,Benefit,"Helps clear chest congestion and phlegm, provides relief from cough, cold, and throat irritation, supports easier breathing, reduces allergic symptoms and inflammation",01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0062,Benefit,"Reduces stress and anxiety, helps combat fatigue and tiredness, promotes mental clarity and focus, revitalizes overall body and mind",01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0063,Benefit,"Supports immune system function, improves digestion and metabolism, promotes healthy hair growth, enhances skin health",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0089,Ingredient,Calcium Citrate,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0090,Ingredient,Magnesium,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0091,Ingredient,Alfalfa,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0092,Ingredient,Moringa Bark Extract,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0093,Ingredient,Vitamin D3,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0094,Ingredient,Vitamin K2,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0095,Ingredient,Vitamin B12,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0096,Ingredient,Folic Acid,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0064,Benefit,"Supports bone density and joint strength, enhances calcium absorption, aids red blood cell and DNA formation",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0097,Ingredient,Harad,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0098,Ingredient,Baheda,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0099,Ingredient,Kali Mirch,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0100,Ingredient,Pipul,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0065,Benefit,"Improves digestion and nutrient absorption, reduces bloating, flatulence, and abdominal discomfort, relieves constipation",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0101,Ingredient,Jamun,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0102,Ingredient,Karela,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0103,Ingredient,Gudmaar,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0104,Ingredient,Vijayasara,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0105,Ingredient,Methi,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0066,Benefit,"Helps regulate blood sugar levels naturally, supports insulin function and glucose metabolism, reduces symptoms like frequent urination and fatigue, promotes pancreatic health and overall vitality",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0106,Ingredient,Nano Curcumin (SNEC30 patented),01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0067,Benefit,"Enhances brain function, heart health, and digestion",01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0068,Benefit,"Reduces inflammation, joint pain, and promotes liver detox",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0107,Ingredient,Saunf,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0108,Ingredient,Nishoth,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0109,Ingredient,Giloe,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0069,Benefit,"Relieves indigestion, bloating, and flatulence, stimulates gastric juice secretion and improves digestion, supports intestinal motility, helps ease constipation",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0110,Ingredient,Bakain,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0111,Ingredient,Chavya,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0112,Ingredient,Nagkesar,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0113,Ingredient,Daruhaldi,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0070,Benefit,"Reduces pain and inflammation linked to piles, controls bleeding and shrinks pile mass, alleviates itching and irritation, supports digestive health",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0114,Ingredient,Giloe (Tinospora cordifolia),01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0071,Benefit,"Boosts immunity and helps fight off infections, aids in improving digestion and removing toxins from the body, enhances blood formation",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0115,Ingredient,Grape Seed Extract,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0116,Ingredient,Bilberry Extract,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0117,Ingredient,Lutein,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0118,Ingredient,Zeaxanthin,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0119,Ingredient,Glycyrrhiza Glabra,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0072,Benefit,"Enhances clear vision and supports eye health, reduces eye fatigue dryness, and stress, protects against retinal damage",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0120,Ingredient,Zeaxanthin (Lutemax 2020),01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0121,Ingredient,Anar,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0122,Ingredient,Shilajit,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0123,Ingredient,Bhui Amla,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0073,Benefit,"Helps manage iron deficiency and prevent anemia, supports the production of red blood cells and improves blood circulation, provides essential vitamins, minerals, and antioxidants",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0124,Ingredient,Amaltas,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0125,Ingredient,Akarakara,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0126,Ingredient,Utangan,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0127,Ingredient,and Kalaunji,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0074,Benefit,"Increases daily energy and stamina, supports a healthy immune response, helps reduce physical and mental fatigue, aids the body in managing stress naturally, promotes overall vitality and resilience",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0128,Ingredient,Safed Punarnava,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0129,Ingredient,Varuna,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0130,Ingredient,Gokhru,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0075,Benefit,"Promotes healthy urine flow and fluid balance, supports kidney and urinary tract health, helps ease discomfort linked to urinary issues, assists in flushing out toxins, strengthens natural immunity, encourages overall detox and vitality",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0131,Ingredient,Ginseng Extract,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0132,Ingredient,Taurine,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0133,Ingredient,Soya Protein Hydrolysate,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0134,Ingredient,Amino Acids,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0076,Benefit,"Fortified with essential amino acids and Ginseng for energy, boosts immunity and sharpens focus, supports better athletic performance",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0135,Ingredient,Amlaki,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0136,Ingredient,Noni,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0137,Ingredient,Manduki,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0138,Ingredient,Garcinia,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0077,Benefit,"Strengthens immunity and protects from infections, supports healthy metabolism and weight management, improves skin health",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0139,Ingredient,Aragvadha,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0140,Ingredient,Kalaunji,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0078,Benefit,"Helps relieve chest congestion and expel phlegm, supports easier breathing and lung function, useful in managing cough, bronchitis, and asthma, helps reduce allergic reactions and inflammation, boosts respiratory immunity",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0141,Ingredient,Rasna,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0142,Ingredient,Sonth (Dry Ginger),01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0079,Benefit,"Helps relieve joint stiffness, swelling, and discomfort, supports flexibility and easier movement, soothes tired, aching muscles, enhances blood flow to the joints",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0143,Ingredient,Peppermint,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0144,Ingredient,Nilgiri (Eucalyptus) Oil,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0145,Ingredient,Clove Oil,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0146,Ingredient,Sesame Oil,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0080,Benefit,"Helps relieve joint stiffness, swelling, and discomfort, supports flexibility and easier movement, soothes tired, aching muscles, provides a warming, relaxing effect on sore areas",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0147,Ingredient,EPA,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0148,Ingredient,DHA,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0149,Ingredient,GLA,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0150,Ingredient,Oleic Acid,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0151,Ingredient,Olive Oil,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0081,Benefit,"Boosts brain and heart health, supports healthy weight and reduces liver fat, enhances vitamin and nutrient absorption",01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0082,Benefit,"Relieves joint and muscle pain, eases back and knee pain, provides fast and long-lasting relief from stiffness",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0152,Ingredient,Moringa,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0153,Ingredient,Triphala,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0154,Ingredient,Turmeric,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0155,Ingredient,Spirulina,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0083,Benefit,"Enhances immunity, supports cardiovascular, liver, and kidney health, rich in antioxidants, anti-inflammatory, and antibacterial properties",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0156,Ingredient,Vitamin A,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0157,Ingredient,Vitamin K,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0158,Ingredient,Potassium,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0159,Ingredient,Calcium,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0160,Ingredient,Iron,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0161,Ingredient,Phosphorus,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0162,Ingredient,Carotenoids,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0163,Ingredient,Omega-7 Fatty Acids,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0164,Ingredient,Flavonoids,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0165,Ingredient,Plant Sterols,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0084,Benefit,"Enhances heart health by improving cholesterol levels, supports liver function and promotes detoxification, boosts skin health, promotes fat loss",01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0085,Benefit,"Tones and nourishes the female reproductive system, boosts immunity and combats fatigue, supports menstrual and menopausal health",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0166,Ingredient,Turmeric Root,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0167,Ingredient,Whole Foods Blend,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0168,Ingredient,Fruit & Vegetable Blend,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0086,Benefit,"Supports heart health, stamina, and immunity, promotes bone strength and glowing skin, packed with antioxidants",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0169,Ingredient,Blend of five Tulsi species,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0087,Benefit,"Reduces cold, cough, and respiratory disorders, supports cardiovascular health and reduces inflammation, aids in detoxification",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0170,Ingredient,Pea Protein Isolate,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0171,Ingredient,Brown Rice Protein,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0172,Ingredient,DigeZyme,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0173,Ingredient,Electrolytes (Sodium & Potassium),01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0174,Ingredient,Natural Amino Acids,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0088,Benefit,"Supports lean muscle development & recovery, helps maintain healthy body weight, strengthens bones & joints",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0175,Ingredient,Whey Protein Concentrate,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0176,Ingredient,Skimmed Milk Powder,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0177,Ingredient,MCTs,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0178,Ingredient,FOS,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0179,Ingredient,High Oleic Sunflower Oil Powder,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0180,Ingredient,Essential Vitamins & Minerals,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0181,Ingredient,Sucralose (INS 955),01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0089,Benefit,"Supports healthy weight management and fat control, helps reduce excess fat deposition & cholesterol levels, provides long-lasting satiety",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0182,Ingredient,Brahmi,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0183,Ingredient,Makoy,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0090,Benefit,Muscle growth,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0091,Benefit,brain development/learning,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0092,Benefit,heart health,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0093,Benefit,energy for growing children,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0184,Ingredient,Pepper,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0185,Ingredient,Ginger,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0186,Ingredient,Green Tea,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0187,Ingredient,Tulsi (Holy Basil),01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0188,Ingredient,Cloves,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0189,Ingredient,Cardamom,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0190,Ingredient,Cinnamon,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0191,Ingredient,Almonds,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0094,Benefit,"Promotes general well-being, great source of antioxidants, helps in detoxification, aids digestion",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0192,Ingredient,Shilajit (asphaltum Punjabinum),01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0193,Ingredient,Fulvic Acid And Essential Minerals,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0095,Benefit,"Enhances strength and stamina, helps boost energy levels, helps overcome fatigue and weakness, supports overall vitality",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0194,Ingredient,Apple Cider Vinegar,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0195,Ingredient,Probiotics,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0196,Ingredient,Vitamin B6,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0096,Benefit,"Supports healthy digestion, helps in weight management, improves gut health, supports metabolism and energy levels",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0197,Ingredient,Marine Collagen (Type I & III),01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0198,Ingredient,Astaxanthin,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0199,Ingredient,Resveratrol,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0200,Ingredient,Vitamin C & E,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0201,Ingredient,Biotin,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0202,Ingredient,Zinc & Selenium,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0097,Benefit,"Improves skin firmness & hydration, supports joint flexibility, strengthens hair & nails, helps reduce signs of ageing",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0203,Ingredient,Natural ingredients,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0098,Benefit,Powerful grease-fighting formula that cuts through tough stains while being gentle on hands,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0099,Benefit,"Removes oil, food residues, and odors",01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0100,Benefit,"Removes tough stains, kills germs, and eliminates bad odors, leaving your toilet sparkling clean and fresh",01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0101,Benefit,Removes tough stains while keeping fabrics soft and fresh,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0102,Benefit,Effectively cleans clothes without fading colors,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0103,Benefit,"Multi-purpose solution that removes dirt, stains, and germs while leaving a fresh, lasting fragrance",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0204,Ingredient,Nano fabric technology,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0104,Benefit,"Sweat resistance, odor control, stain protection, elasticity, and UV protection for ultimate comfort",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0205,Ingredient,Premium fabric,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0105,Benefit,"Premium fabric, a sleek finish, and lasting quality, adding elegance to any look",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0206,Ingredient,Breathable fabric,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0106,Benefit,"Breathable fabric, ensures comfort, durability, and a perfect fit",01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0107,Benefit,"Soft, moisture-wicking design",01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0207,Ingredient,Humic Acid,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0208,Ingredient,Fulvic Acid,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0108,Benefit,Helps in moisture and nutrient retention,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0109,Benefit,Assists in soil wetting,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0110,Benefit,Increases seedling vigor and drought tolerance,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0111,Benefit,Improves soil structure,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0112,Benefit,Promotes faster and healthier plant growth,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0113,Benefit,"Strengthens resistance to stress, pests, and diseases",01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0114,Benefit,Increases flowering and fruiting,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0209,Ingredient,Liquid bio-formula,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0210,Ingredient,Plant-based amino acids/enzymes,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0115,Benefit,Enhances germination for better yield,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0116,Benefit,100% plant-based for sustainable growth,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0117,Benefit,Improves soil health for higher productivity,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0118,Benefit,Enhances pest wetting,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0119,Benefit,Safeguards crop health,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0120,Benefit,Adjusts pH of spray solutions,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0121,Benefit,Ensures uniform spray deposits,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0211,Ingredient,Surfactant blend,01_CANONICAL/products/dayjoy_product_master_canonical.csv
INGREDIENT:0212,Ingredient,Organic matter granules,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0122,Benefit,Increases overall crop yield,01_CANONICAL/products/dayjoy_product_master_canonical.csv
BENEFIT:0123,Benefit,Improves soil health by reducing chemical use,01_CANONICAL/products/dayjoy_product_master_canonical.csv
