file_id,filename,extracted_path,provenance_chain,depth,size,file_type,sha256,duplicate_group,exact_dup_count
F00370,dayjoy_database_schema.sql,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/dayjoy_database_schema.sql,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip,2,12341,sql,50f1c8021ee95552f15b7583e941e7eb910c3a2c1090eaad23b96c4971628a34,DG0347,33
F00371,dayjoy_seed_data.sql,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/dayjoy_seed_data.sql,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip,2,81925,sql,bc33c561f156e1b04b670b85a2a83797cf9809f7c63cfa39618ccb8bc839b337,DG0348,5
F00372,dayjoy_all_extracted_knowledge_master.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_all_extracted_knowledge_master.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package.zip,3,11555,csv,67b59dcbabb25dab1c17d0d3cfd786e2de93c92a60b513a19ab1ab7d52b4e0e3,DG0250,32
F00373,dayjoy_brands.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_brands.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package.zip,3,282,csv,38b9fb55bb20280db0a65a600bc661a465fbbb5fbe8c5e2c5b51f7bf9cb4c434,DG0344,33
F00374,dayjoy_business_matching_matrix.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_business_matching_matrix.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package.zip,3,1236,csv,a82244c2fd51593d399a5d3c3131bac2e628113776cd5497e28c3846d3d3940f,DG0251,32
F00375,dayjoy_categories.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_categories.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package.zip,3,419,csv,bcdbddf4bbc0a5bdf5fb755c93f2b9de9f319fbcf9b2a311149118ef38c3efd1,DG0345,33
F00376,dayjoy_database_schema.sql,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_database_schema.sql,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package.zip,3,12341,sql,50f1c8021ee95552f15b7583e941e7eb910c3a2c1090eaad23b96c4971628a34,DG0347,33
F00377,dayjoy_extraction_confirmation.txt,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_extraction_confirmation.txt,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package.zip,3,1033,txt,64d1b5501672f5b94c0ca43fc20ee0aa60e84fb09f1cd1da2885b3f8563b9e62,DG0252,32
F00378,dayjoy_plan_faq_knowledge.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_plan_faq_knowledge.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package.zip,3,4221,csv,ba5ee0cd26f67bc4d3b5b6ee19d9be04e7732e563bb5806485de154c165fe5de,DG0342,33
F00379,dayjoy_plan_ranks_rewards.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_plan_ranks_rewards.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package.zip,3,3404,csv,382c02f3a6261396da5b4cab415ffa6061561bbd20a32c3c6d9d1c1be2334635,DG0343,33
F00380,dayjoy_product_index_updated.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_product_index_updated.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package.zip,3,82252,csv,92baeee2d3951b4b82bb272b7d1cad8e3b7a377b39d2d01ba02ad9c6cd927030,DG0245,32
F00381,dayjoy_product_relationships.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_product_relationships.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package.zip,3,33645,csv,e815395c0312d4273dc2e7924717ef2bceee2d3a553381ef2ae9dbffb05c3b02,DG0346,5
F00382,dayjoy_products_master.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_products_master.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package.zip,3,38100,csv,68d47f9e4db5e02570da8fe674c3ea4c14f95537832b515d0556f48d3e63de74,DG0020,34
F00383,dayjoy_project_status.md,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_project_status.md,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package.zip,3,902,md,f098f4e2403a5e4cf590fd56da445e5460ec2ae0fd87134037cf3fc49958c8f8,DG0246,32
F00384,dayjoy_recommendation_chart_updated.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_recommendation_chart_updated.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package.zip,3,76469,csv,6fc42c95691a0d0cd21683c942edd6f13db07cb97d00420536fd692383dc5e9c,DG0247,32
F00385,dayjoy_recommendation_chart_updated.xlsx,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_recommendation_chart_updated.xlsx,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package.zip,3,61809,xlsx,5d09865bd0ca2143811a41959934e6c7ee09c548e915c37e2452577d6c31aeea,DG0248,32
F00386,dayjoy_recommendation_summary.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_recommendation_summary.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package.zip,3,126,csv,e876673459cda1b51edcfd82e10f74fbdc307dbd36c3183cdb6d90f33f26f140,DG0249,32
F00387,dayjoy_seed_data.sql,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_seed_data.sql,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package.zip,3,81925,sql,bc33c561f156e1b04b670b85a2a83797cf9809f7c63cfa39618ccb8bc839b337,DG0348,5
F00388,dayjoy_recommendation_chart_updated.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/dayjoy_recommendation_chart_updated.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,3,76469,csv,6fc42c95691a0d0cd21683c942edd6f13db07cb97d00420536fd692383dc5e9c,DG0247,32
F00389,dayjoy_product_index_updated.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/dayjoy_product_index_updated.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,3,82252,csv,92baeee2d3951b4b82bb272b7d1cad8e3b7a377b39d2d01ba02ad9c6cd927030,DG0245,32
F00390,dayjoy_recommendation_summary.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/dayjoy_recommendation_summary.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,3,126,csv,e876673459cda1b51edcfd82e10f74fbdc307dbd36c3183cdb6d90f33f26f140,DG0249,32
F00391,dayjoy_recommendation_chart_updated.xlsx,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/dayjoy_recommendation_chart_updated.xlsx,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,3,61809,xlsx,5d09865bd0ca2143811a41959934e6c7ee09c548e915c37e2452577d6c31aeea,DG0248,32
F00392,dayjoy_project_status.md,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/dayjoy_project_status.md,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,3,902,md,f098f4e2403a5e4cf590fd56da445e5460ec2ae0fd87134037cf3fc49958c8f8,DG0246,32
F00393,dayjoy_plan_faq_knowledge.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/dayjoy_plan_faq_knowledge.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,3,4221,csv,ba5ee0cd26f67bc4d3b5b6ee19d9be04e7732e563bb5806485de154c165fe5de,DG0342,33
F00394,dayjoy_plan_ranks_rewards.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/dayjoy_plan_ranks_rewards.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,3,3404,csv,382c02f3a6261396da5b4cab415ffa6061561bbd20a32c3c6d9d1c1be2334635,DG0343,33
F00395,dayjoy_business_matching_matrix.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/dayjoy_business_matching_matrix.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,3,1236,csv,a82244c2fd51593d399a5d3c3131bac2e628113776cd5497e28c3846d3d3940f,DG0251,32
F00396,dayjoy_all_extracted_knowledge_master.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/dayjoy_all_extracted_knowledge_master.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,3,11555,csv,67b59dcbabb25dab1c17d0d3cfd786e2de93c92a60b513a19ab1ab7d52b4e0e3,DG0250,32
F00397,dayjoy_extraction_confirmation.txt,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/dayjoy_extraction_confirmation.txt,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,3,1033,txt,64d1b5501672f5b94c0ca43fc20ee0aa60e84fb09f1cd1da2885b3f8563b9e62,DG0252,32
F00398,dayjoy_products_master.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/dayjoy_products_master.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,3,38100,csv,68d47f9e4db5e02570da8fe674c3ea4c14f95537832b515d0556f48d3e63de74,DG0020,34
F00399,dayjoy_categories.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/dayjoy_categories.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,3,419,csv,bcdbddf4bbc0a5bdf5fb755c93f2b9de9f319fbcf9b2a311149118ef38c3efd1,DG0345,33
F00400,dayjoy_brands.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/dayjoy_brands.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,3,282,csv,38b9fb55bb20280db0a65a600bc661a465fbbb5fbe8c5e2c5b51f7bf9cb4c434,DG0344,33
F00401,dayjoy_product_relationships.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/dayjoy_product_relationships.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,3,30976,csv,48108628166f222a58035ffc994d8286f3f67c4761fdcb6a93592f78fbc53fe8,DG0349,28
F00402,dayjoy_database_schema.sql,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/dayjoy_database_schema.sql,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,3,12341,sql,50f1c8021ee95552f15b7583e941e7eb910c3a2c1090eaad23b96c4971628a34,DG0347,33
F00403,dayjoy_seed_data.sql,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/dayjoy_seed_data.sql,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,3,78432,sql,039ce30c8ad9b05665fc07f299dee9a11b09c4ebcb18aaf49494a1ba8a75d358,DG0350,28
F00404,dayjoy_recommendation_chart_updated.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_recommendation_chart_updated.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,4,76469,csv,6fc42c95691a0d0cd21683c942edd6f13db07cb97d00420536fd692383dc5e9c,DG0247,32
F00405,dayjoy_product_index_updated.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_product_index_updated.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,4,82252,csv,92baeee2d3951b4b82bb272b7d1cad8e3b7a377b39d2d01ba02ad9c6cd927030,DG0245,32
F00406,dayjoy_recommendation_summary.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_recommendation_summary.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,4,126,csv,e876673459cda1b51edcfd82e10f74fbdc307dbd36c3183cdb6d90f33f26f140,DG0249,32
F00407,dayjoy_recommendation_chart_updated.xlsx,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_recommendation_chart_updated.xlsx,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,4,61809,xlsx,5d09865bd0ca2143811a41959934e6c7ee09c548e915c37e2452577d6c31aeea,DG0248,32
F00408,dayjoy_project_status.md,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_project_status.md,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,4,902,md,f098f4e2403a5e4cf590fd56da445e5460ec2ae0fd87134037cf3fc49958c8f8,DG0246,32
F00409,dayjoy_plan_faq_knowledge.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_plan_faq_knowledge.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,4,4221,csv,ba5ee0cd26f67bc4d3b5b6ee19d9be04e7732e563bb5806485de154c165fe5de,DG0342,33
F00410,dayjoy_plan_ranks_rewards.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_plan_ranks_rewards.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,4,3404,csv,382c02f3a6261396da5b4cab415ffa6061561bbd20a32c3c6d9d1c1be2334635,DG0343,33
F00411,dayjoy_business_matching_matrix.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_business_matching_matrix.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,4,1236,csv,a82244c2fd51593d399a5d3c3131bac2e628113776cd5497e28c3846d3d3940f,DG0251,32
F00412,dayjoy_all_extracted_knowledge_master.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_all_extracted_knowledge_master.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,4,11555,csv,67b59dcbabb25dab1c17d0d3cfd786e2de93c92a60b513a19ab1ab7d52b4e0e3,DG0250,32
F00413,dayjoy_extraction_confirmation.txt,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_extraction_confirmation.txt,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,4,1033,txt,64d1b5501672f5b94c0ca43fc20ee0aa60e84fb09f1cd1da2885b3f8563b9e62,DG0252,32
F00414,dayjoy_products_master.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_products_master.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,4,38100,csv,68d47f9e4db5e02570da8fe674c3ea4c14f95537832b515d0556f48d3e63de74,DG0020,34
F00415,dayjoy_categories.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_categories.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,4,419,csv,bcdbddf4bbc0a5bdf5fb755c93f2b9de9f319fbcf9b2a311149118ef38c3efd1,DG0345,33
F00416,dayjoy_brands.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_brands.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,4,282,csv,38b9fb55bb20280db0a65a600bc661a465fbbb5fbe8c5e2c5b51f7bf9cb4c434,DG0344,33
F00417,dayjoy_product_relationships.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_product_relationships.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,4,30976,csv,48108628166f222a58035ffc994d8286f3f67c4761fdcb6a93592f78fbc53fe8,DG0349,28
F00418,dayjoy_database_schema.sql,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_database_schema.sql,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,4,12341,sql,50f1c8021ee95552f15b7583e941e7eb910c3a2c1090eaad23b96c4971628a34,DG0347,33
F00419,dayjoy_seed_data.sql,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/Dayjoy_AI_Assist_Database_Package__contents/dayjoy_seed_data.sql,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip > Dayjoy_AI_Assist_Database_Package.zip,4,78432,sql,039ce30c8ad9b05665fc07f299dee9a11b09c4ebcb18aaf49494a1ba8a75d358,DG0350,28
F00420,dayjoy_product_faqs_master.csv,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/dayjoy_product_faqs_master.csv,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,3,427862,csv,f1db7c66c06b391cca5964810801115655f8694c2f7c1238a9db15a230be7615,DG0351,16
F00421,dayjoy_product_faqs_seed.sql,/sessions/blissful-zen-albattani/mnt/outputs/01_AUDIT/extracted_v2/artifacts-1of3__contents/artifacts-2of3__contents/Dayjoy_AI_Assist_Database_Package_v2__contents/dayjoy_product_faqs_seed.sql,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip > artifacts-2of3.zip > Dayjoy_AI_Assist_Database_Package_v2.zip,3,356259,sql,faa007ed2a9f3ba5f7a20c38051a0a8d2726eb9ed3faaf5a849f9bbe3c0bb6c5,DG0352,10
