product_code,sku,product_name,safety_class,allowed_direct,allowed_with_disclaimer,not_allowed,source_document_id,source_version,approval_status
DJP1134,DJ-AGR-0135,JoyProtect (500ml),safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1135,DJ-AGR-0136,JoyCalcium (2 Litre),safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1136,DJ-GER-0137,Bio-Germanium & Magnetic Mattress,safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1137,DJ-GER-0138,Bio-Germanium & Magnetic Mattress (Pack of 2),safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1138,DJ-AQU-0139,Aqua Energiser (Pack of 3),safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1139,DJ-AQU-0140,Aqua Energiser (Single),safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1140,DJ-AQU-0141,New Perfect-Ion,safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1141,DJ-AQU-0142,Perfect-Ion Testing Solutions,safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1142,DJ-AQU-0143,Perfect-Ion Leaflets (Set of 25),safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1143,DJ-AQU-0144,Perfect-Ion Leaflets (Set of 50),safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1144,DJ-AQU-0145,N-SF 9.5 Mineraliser,safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1145,DJ-AQU-0146,N-SF 10.5 Mineraliser,safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1146,DJ-PRO-0147,Dayjoy Diary,safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1147,DJ-PRO-0148,Dayjoy Leather Bag,safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1148,DJ-PRO-0149,Dayjoy Cap,safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1149,DJ-PRO-0150,Dayjoy Mug,safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1150,DJ-PRO-0151,Dayjoy Bike Sticker,safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1151,DJ-PRO-0152,Dayjoy Car Sticker,safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1152,DJ-PRO-0153,Dayjoy Pin,safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1153,DJ-PRO-0154,Dayjoy Backpack Bag,safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1154,DJ-PRO-0155,New Dayjoy Product Brochure (Hindi),safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1155,DJ-PRO-0156,New Dayjoy Product Brochure (English),safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1156,DJ-PRO-0157,New Dayjoy Product Brochure (Telugu),safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1157,DJ-PRO-0158,Product Leaflets (Set of 48 Leaflets),safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1158,DJ-PRO-0159,Hindi One-Page Compensation Plan (Set of 25 Leaflets),safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1159,DJ-PRO-0160,English One-Page Compensation Plan (Set of 25 Leaflets),safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1160,DJ-PRO-0161,Hindi One-Page Compensation Plan (Set of 50 Leaflets),safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1161,DJ-PRO-0162,English One-Page Compensation Plan (Set of 50 Leaflets),safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1162,DJ-PRO-0163,Dayjoy Business Planner Book (Hindi),safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1163,DJ-PRO-0164,Dayjoy Business Planner Book (English),safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1164,DJ-COM-0165,STANDARD PACKAGE,safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1165,DJ-COM-0166,PREMIUM PACKAGE,safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1166,DJ-COM-0167,ELITE PACKAGE,safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1167,DJ-COM-0168,AGRI PRO PACKAGE,safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1168,DJ-COM-0169,AGRI STARTER PACKAGE,safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
DJP1169,DJ-COM-0170,LEGEND PACKAGE,safe_general,"price, category, pack size, availability, distributor basics",,,dayjoy-product-master + India-BV-Price-May-2026,2026-05-05,approved
