conversation_id,turn_id,role,message,channel,scenario,category,subcategory,locale,sentiment,status,priority,source,message_clean,memory_type,tags,keywords,confidence,source_reference,notes
conv_1,1,customer,What is Multivitamins Tablets?,chat,support_ticket,informational,product_info,en-IN,neutral,open,medium,intent_dataset,What is Multivitamins Tablets?,ticket_memory,informational;product_info,what is multivitamins tablets,high,intent_dataset,synthetic or source-backed conversation example
conv_61,2,agent,"Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Headache. This is a supplement, not a cure.",chat,support_ticket,health-condition,consultation,en-IN,positive,resolved,medium,intent_dataset,"Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Headache. This is a supplement, not a cure.",ticket_memory,health-condition;consultation,dayjoy suggests asthprash or n astheal tablet for,high,intent_dataset,synthetic or source-backed conversation example
conv_62,1,customer,What is the MRP of Ecofriendly Toothbrush (Pack of 2)?,chat,support_ticket,pricing,mrp,en-IN,neutral,open,medium,intent_dataset,What is the MRP of Ecofriendly Toothbrush (Pack of 2)?,ticket_memory,pricing;mrp,what is the mrp of ecofriendly toothbrush pack,high,intent_dataset,synthetic or source-backed conversation example
conv_62,2,agent,The MRP is ₹149.0.,chat,support_ticket,pricing,mrp,en-IN,positive,resolved,medium,intent_dataset,The MRP is ₹149.0.,ticket_memory,pricing;mrp,the mrp is 149 0,high,intent_dataset,synthetic or source-backed conversation example
conv_63,1,customer,"I have Menstrual Problems (Painful periods, irregular periods, Dysfunctional uterine bleeding), what should I take?",chat,support_ticket,health-condition,consultation,en-IN,neutral,open,medium,intent_dataset,"I have Menstrual Problems (Painful periods, irregular periods, Dysfunctional uterine bleeding), what should I take?",ticket_memory,health-condition;consultation,i have menstrual problems painful periods irregular periods,high,intent_dataset,synthetic or source-backed conversation example
conv_63,2,agent,"Dayjoy suggests ADICARDIAL TABLET for Menstrual Problems (Painful periods, irregular periods, Dysfunctional uterine bleeding). This is a supplement, not a cure.",chat,support_ticket,health-condition,consultation,en-IN,positive,resolved,medium,intent_dataset,"Dayjoy suggests ADICARDIAL TABLET for Menstrual Problems (Painful periods, irregular periods, Dysfunctional uterine bleeding). This is a supplement, not a cure.",ticket_memory,health-condition;consultation,dayjoy suggests adicardial tablet for menstrual problems painful,high,intent_dataset,synthetic or source-backed conversation example
conv_64,1,customer,"I have Mental Disorder, what should I take?",chat,support_ticket,health-condition,consultation,en-IN,neutral,open,medium,intent_dataset,"I have Mental Disorder, what should I take?",ticket_memory,health-condition;consultation,i have mental disorder what should i take,high,intent_dataset,synthetic or source-backed conversation example
conv_64,2,agent,"Dayjoy suggests MULTI VITAMINS TABLETS for Mental Disorder. This is a supplement, not a cure.",chat,support_ticket,health-condition,consultation,en-IN,positive,resolved,medium,intent_dataset,"Dayjoy suggests MULTI VITAMINS TABLETS for Mental Disorder. This is a supplement, not a cure.",ticket_memory,health-condition;consultation,dayjoy suggests multi vitamins tablets for mental disorder,high,intent_dataset,synthetic or source-backed conversation example
conv_65,1,customer,Who leads R&D at Dayjoy?,chat,support_ticket,company,info,en-IN,neutral,open,medium,intent_dataset,Who leads R&D at Dayjoy?,ticket_memory,company;info,who leads r d at dayjoy,high,intent_dataset,synthetic or source-backed conversation example
conv_65,2,agent,R&D is guided by Dr. Ram Pal Somani and Mr. Yogendra Kumar Choudhary.,chat,support_ticket,company,info,en-IN,positive,resolved,medium,intent_dataset,R&D is guided by Dr. Ram Pal Somani and Mr. Yogendra Kumar Choudhary.,ticket_memory,company;info,r d is guided by dr ram pal,high,intent_dataset,synthetic or source-backed conversation example
conv_66,1,customer,Do you have Face Serum (30ml)?,chat,support_ticket,transactional,availability,en-IN,neutral,open,medium,intent_dataset,Do you have Face Serum (30ml)?,ticket_memory,transactional;availability,do you have face serum 30ml,high,intent_dataset,synthetic or source-backed conversation example
conv_66,2,agent,"Yes, Face Serum (30ml) is available. Code: DJP1057",chat,support_ticket,transactional,availability,en-IN,positive,resolved,medium,intent_dataset,"Yes, Face Serum (30ml) is available. Code: DJP1057",ticket_memory,transactional;availability,yes face serum 30ml is available code djp1057,high,intent_dataset,synthetic or source-backed conversation example
conv_67,1,customer,Which product is good for Loss of sensation or numbness?,chat,support_ticket,recommendation,health_need,en-IN,neutral,open,medium,intent_dataset,Which product is good for Loss of sensation or numbness?,ticket_memory,recommendation;health_need,which product is good for loss of sensation,high,intent_dataset,synthetic or source-backed conversation example
conv_67,2,agent,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE OR OMEGA 3-6-9 SOFTGEL CAPSULES. Consult a physician for medical advice.",chat,support_ticket,recommendation,health_need,en-IN,positive,resolved,medium,intent_dataset,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE OR OMEGA 3-6-9 SOFTGEL CAPSULES. Consult a physician for medical advice.",ticket_memory,recommendation;health_need,based on dayjoy recommendations you may consider golden,high,intent_dataset,synthetic or source-backed conversation example
conv_68,1,customer,How much is in one pack of Shatavari Extract (60 Veg Capsules)?,chat,support_ticket,informational,pack_size,en-IN,neutral,open,medium,intent_dataset,How much is in one pack of Shatavari Extract (60 Veg Capsules)?,ticket_memory,informational;pack_size,how much is in one pack of shatavari,high,intent_dataset,synthetic or source-backed conversation example
conv_68,2,agent,The pack size is 60 Veg Capsules.,chat,support_ticket,informational,pack_size,en-IN,positive,resolved,medium,intent_dataset,The pack size is 60 Veg Capsules.,ticket_memory,informational;pack_size,the pack size is 60 veg capsules,high,intent_dataset,synthetic or source-backed conversation example
conv_69,1,customer,Tell me about Omega 3-6-9,chat,support_ticket,informational,product_discovery,en-IN,neutral,open,medium,intent_dataset,Tell me about Omega 3-6-9,ticket_memory,informational;product_discovery,tell me about omega 3 6 9,high,intent_dataset,synthetic or source-backed conversation example
conv_69,2,agent,This is a premium product under Curind.,chat,support_ticket,informational,product_discovery,en-IN,positive,resolved,medium,intent_dataset,This is a premium product under Curind.,ticket_memory,informational;product_discovery,this is a premium product under curind,high,intent_dataset,synthetic or source-backed conversation example
conv_70,1,customer,DP of DJP1024,chat,support_ticket,pricing,dp,en-IN,neutral,open,medium,intent_dataset,DP of DJP1024,ticket_memory,pricing;dp,dp of djp1024,high,intent_dataset,synthetic or source-backed conversation example
conv_70,2,agent,The Distributor Price (DP) is ₹67.0.,chat,support_ticket,pricing,dp,en-IN,positive,resolved,medium,intent_dataset,The Distributor Price (DP) is ₹67.0.,ticket_memory,pricing;dp,the distributor price dp is 67 0,high,intent_dataset,synthetic or source-backed conversation example
conv_71,1,customer,What is the MRP of Dayjoy Bike Sticker?,chat,support_ticket,pricing,mrp,en-IN,neutral,open,medium,intent_dataset,What is the MRP of Dayjoy Bike Sticker?,ticket_memory,pricing;mrp,what is the mrp of dayjoy bike sticker,high,intent_dataset,synthetic or source-backed conversation example
conv_71,2,agent,The MRP is ₹20.0.,chat,support_ticket,pricing,mrp,en-IN,positive,resolved,medium,intent_dataset,The MRP is ₹20.0.,ticket_memory,pricing;mrp,the mrp is 20 0,high,intent_dataset,synthetic or source-backed conversation example
conv_72,1,customer,"I have Cough, Cold and Fever, what should I take?",chat,support_ticket,health-condition,consultation,en-IN,neutral,open,medium,intent_dataset,"I have Cough, Cold and Fever, what should I take?",ticket_memory,health-condition;consultation,i have cough cold and fever what should,high,intent_dataset,synthetic or source-backed conversation example
conv_72,2,agent,"Dayjoy suggests HIENERGY TABLETS for Cough, Cold and Fever. This is a supplement, not a cure.",chat,support_ticket,health-condition,consultation,en-IN,positive,resolved,medium,intent_dataset,"Dayjoy suggests HIENERGY TABLETS for Cough, Cold and Fever. This is a supplement, not a cure.",ticket_memory,health-condition;consultation,dayjoy suggests hienergy tablets for cough cold and,high,intent_dataset,synthetic or source-backed conversation example
conv_73,1,customer,"I have Shortness of Breath, what should I take?",chat,support_ticket,health-condition,consultation,en-IN,neutral,open,medium,intent_dataset,"I have Shortness of Breath, what should I take?",ticket_memory,health-condition;consultation,i have shortness of breath what should i,high,intent_dataset,synthetic or source-backed conversation example
conv_73,2,agent,"Dayjoy suggests MULTI VITAMINS TABLETS for Shortness of Breath. This is a supplement, not a cure.",chat,support_ticket,health-condition,consultation,en-IN,positive,resolved,medium,intent_dataset,"Dayjoy suggests MULTI VITAMINS TABLETS for Shortness of Breath. This is a supplement, not a cure.",ticket_memory,health-condition;consultation,dayjoy suggests multi vitamins tablets for shortness of,high,intent_dataset,synthetic or source-backed conversation example
conv_74,1,customer,Are New Dayjoy Product Brochure (Hindi) and Orthofix Oil (100ml) the same?,chat,support_ticket,comparison,category_difference,en-IN,neutral,open,medium,intent_dataset,Are New Dayjoy Product Brochure (Hindi) and Orthofix Oil (100ml) the same?,ticket_memory,comparison;category_difference,are new dayjoy product brochure hindi and orthofix,high,intent_dataset,synthetic or source-backed conversation example
conv_74,2,agent,"No, New Dayjoy Product Brochure (Hindi) is in PROMOTION TOOLS while Orthofix Oil (100ml) is in HEALTH CARE.",chat,support_ticket,comparison,category_difference,en-IN,positive,resolved,medium,intent_dataset,"No, New Dayjoy Product Brochure (Hindi) is in PROMOTION TOOLS while Orthofix Oil (100ml) is in HEALTH CARE.",ticket_memory,comparison;category_difference,no new dayjoy product brochure hindi is in,high,intent_dataset,synthetic or source-backed conversation example
conv_75,1,customer,DP of DJP1035,chat,support_ticket,pricing,dp,en-IN,neutral,open,medium,intent_dataset,DP of DJP1035,ticket_memory,pricing;dp,dp of djp1035,high,intent_dataset,synthetic or source-backed conversation example
conv_75,2,agent,The Distributor Price (DP) is ₹91.0.,chat,support_ticket,pricing,dp,en-IN,positive,resolved,medium,intent_dataset,The Distributor Price (DP) is ₹91.0.,ticket_memory,pricing;dp,the distributor price dp is 91 0,high,intent_dataset,synthetic or source-backed conversation example
conv_76,1,customer,Tell me about Orthofix Oil (100ml),chat,support_ticket,informational,product_discovery,en-IN,neutral,open,medium,intent_dataset,Tell me about Orthofix Oil (100ml),ticket_memory,informational;product_discovery,tell me about orthofix oil 100ml,high,intent_dataset,synthetic or source-backed conversation example
conv_76,2,agent,This is a premium product under Curind.,chat,support_ticket,informational,product_discovery,en-IN,positive,resolved,medium,intent_dataset,This is a premium product under Curind.,ticket_memory,informational;product_discovery,this is a premium product under curind,high,intent_dataset,synthetic or source-backed conversation example
conv_77,1,customer,"I have Tenderness, what should I take?",chat,support_ticket,health-condition,consultation,en-IN,neutral,open,medium,intent_dataset,"I have Tenderness, what should I take?",ticket_memory,health-condition;consultation,i have tenderness what should i take,high,intent_dataset,synthetic or source-backed conversation example
conv_77,2,agent,"Dayjoy suggests ORTHOFIX TABLET for Tenderness. This is a supplement, not a cure.",chat,support_ticket,health-condition,consultation,en-IN,positive,resolved,medium,intent_dataset,"Dayjoy suggests ORTHOFIX TABLET for Tenderness. This is a supplement, not a cure.",ticket_memory,health-condition;consultation,dayjoy suggests orthofix tablet for tenderness this is,high,intent_dataset,synthetic or source-backed conversation example
conv_78,1,customer,Is Quick 6 Pain Relief Gel (30g) a food product?,chat,support_ticket,informational,product_category,en-IN,neutral,open,medium,intent_dataset,Is Quick 6 Pain Relief Gel (30g) a food product?,ticket_memory,informational;product_category,is quick 6 pain relief gel 30g a,high,intent_dataset,synthetic or source-backed conversation example
conv_78,2,agent,It is categorized under HEALTH CARE.,chat,support_ticket,informational,product_category,en-IN,positive,resolved,medium,intent_dataset,It is categorized under HEALTH CARE.,ticket_memory,informational;product_category,it is categorized under health care,high,intent_dataset,synthetic or source-backed conversation example
conv_79,1,customer,How much is in one pack of Daily Tea (500g)?,chat,support_ticket,informational,pack_size,en-IN,neutral,open,medium,intent_dataset,How much is in one pack of Daily Tea (500g)?,ticket_memory,informational;pack_size,how much is in one pack of daily,high,intent_dataset,synthetic or source-backed conversation example
conv_79,2,agent,The pack size is 500g.,chat,support_ticket,informational,pack_size,en-IN,positive,resolved,medium,intent_dataset,The pack size is 500g.,ticket_memory,informational;pack_size,the pack size is 500g,high,intent_dataset,synthetic or source-backed conversation example
conv_80,1,customer,Which product is good for Palpitations?,chat,support_ticket,recommendation,health_need,en-IN,neutral,open,medium,intent_dataset,Which product is good for Palpitations?,ticket_memory,recommendation;health_need,which product is good for palpitations,high,intent_dataset,synthetic or source-backed conversation example
conv_80,2,agent,"Based on Dayjoy recommendations, you may consider ADILIPO TABLET. Consult a physician for medical advice.",chat,support_ticket,recommendation,health_need,en-IN,positive,resolved,medium,intent_dataset,"Based on Dayjoy recommendations, you may consider ADILIPO TABLET. Consult a physician for medical advice.",ticket_memory,recommendation;health_need,based on dayjoy recommendations you may consider adilipo,high,intent_dataset,synthetic or source-backed conversation example
conv_81,1,customer,Which product is good for Reduced amount of urine?,chat,support_ticket,recommendation,health_need,en-IN,neutral,open,medium,intent_dataset,Which product is good for Reduced amount of urine?,ticket_memory,recommendation;health_need,which product is good for reduced amount of,high,intent_dataset,synthetic or source-backed conversation example
conv_81,2,agent,"Based on Dayjoy recommendations, you may consider KIDNEY KAWACH. Consult a physician for medical advice.",chat,support_ticket,recommendation,health_need,en-IN,positive,resolved,medium,intent_dataset,"Based on Dayjoy recommendations, you may consider KIDNEY KAWACH. Consult a physician for medical advice.",ticket_memory,recommendation;health_need,based on dayjoy recommendations you may consider kidney,high,intent_dataset,synthetic or source-backed conversation example
conv_82,1,customer,Which product is good for Dry Skin?,chat,support_ticket,recommendation,health_need,en-IN,neutral,open,medium,intent_dataset,Which product is good for Dry Skin?,ticket_memory,recommendation;health_need,which product is good for dry skin,high,intent_dataset,synthetic or source-backed conversation example
conv_82,2,agent,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",chat,support_ticket,recommendation,health_need,en-IN,positive,resolved,medium,intent_dataset,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",ticket_memory,recommendation;health_need,based on dayjoy recommendations you may consider golden,high,intent_dataset,synthetic or source-backed conversation example
conv_83,1,customer,"I have Difficulty bending the foot, what should I take?",chat,support_ticket,health-condition,consultation,en-IN,neutral,open,medium,intent_dataset,"I have Difficulty bending the foot, what should I take?",ticket_memory,health-condition;consultation,i have difficulty bending the foot what should,high,intent_dataset,synthetic or source-backed conversation example
conv_83,2,agent,"Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE OR OMEGA 3-6-9 SOFTGEL CAPSULES for Difficulty bending the foot. This is a supplement, not a cure.",chat,support_ticket,health-condition,consultation,en-IN,positive,resolved,medium,intent_dataset,"Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE OR OMEGA 3-6-9 SOFTGEL CAPSULES for Difficulty bending the foot. This is a supplement, not a cure.",ticket_memory,health-condition;consultation,dayjoy suggests golden elixir or sea buckthorn juice,high,intent_dataset,synthetic or source-backed conversation example
conv_84,1,customer,Tell me about Adila Forte (30 Tab),chat,support_ticket,informational,product_discovery,en-IN,neutral,open,medium,intent_dataset,Tell me about Adila Forte (30 Tab),ticket_memory,informational;product_discovery,tell me about adila forte 30 tab,high,intent_dataset,synthetic or source-backed conversation example
conv_84,2,agent,This is a premium product under Curind.,chat,support_ticket,informational,product_discovery,en-IN,positive,resolved,medium,intent_dataset,This is a premium product under Curind.,ticket_memory,informational;product_discovery,this is a premium product under curind,high,intent_dataset,synthetic or source-backed conversation example
conv_85,1,customer,How do I join Dayjoy?,chat,support_ticket,business,joining,en-IN,neutral,open,medium,intent_dataset,How do I join Dayjoy?,ticket_memory,business;joining,how do i join dayjoy,high,intent_dataset,synthetic or source-backed conversation example
conv_85,2,agent,You can join by purchasing products through an existing Independent Distributor or via the official website.,chat,support_ticket,business,joining,en-IN,positive,resolved,medium,intent_dataset,You can join by purchasing products through an existing Independent Distributor or via the official website.,ticket_memory,business;joining,you can join by purchasing products through an,high,intent_dataset,synthetic or source-backed conversation example
conv_86,1,customer,"I have Slimy mucus in your underwear or on Toilet Paper After Wiping your bottom, what should I take?",chat,support_ticket,health-condition,consultation,en-IN,neutral,open,medium,intent_dataset,"I have Slimy mucus in your underwear or on Toilet Paper After Wiping your bottom, what should I take?",ticket_memory,health-condition;consultation,i have slimy mucus in your underwear or,high,intent_dataset,synthetic or source-backed conversation example
conv_86,2,agent,"Dayjoy suggests GO PILES TABLETS for Slimy mucus in your underwear or on Toilet Paper After Wiping your bottom. This is a supplement, not a cure.",chat,support_ticket,health-condition,consultation,en-IN,positive,resolved,medium,intent_dataset,"Dayjoy suggests GO PILES TABLETS for Slimy mucus in your underwear or on Toilet Paper After Wiping your bottom. This is a supplement, not a cure.",ticket_memory,health-condition;consultation,dayjoy suggests go piles tablets for slimy mucus,high,intent_dataset,synthetic or source-backed conversation example
conv_87,1,customer,How much BV for Dhaniya Powder (500g)?,chat,support_ticket,pricing,bv,en-IN,neutral,open,medium,intent_dataset,How much BV for Dhaniya Powder (500g)?,ticket_memory,pricing;bv,how much bv for dhaniya powder 500g,high,intent_dataset,synthetic or source-backed conversation example
conv_87,2,agent,The Business Volume (BV) is 30.0.,chat,support_ticket,pricing,bv,en-IN,positive,resolved,medium,intent_dataset,The Business Volume (BV) is 30.0.,ticket_memory,pricing;bv,the business volume bv is 30 0,high,intent_dataset,synthetic or source-backed conversation example
conv_88,1,customer,Which product is good for Lack of Energy?,chat,support_ticket,recommendation,health_need,en-IN,neutral,open,medium,intent_dataset,Which product is good for Lack of Energy?,ticket_memory,recommendation;health_need,which product is good for lack of energy,high,intent_dataset,synthetic or source-backed conversation example
conv_88,2,agent,"Based on Dayjoy recommendations, you may consider HIENERGY TABLETS. Consult a physician for medical advice.",chat,support_ticket,recommendation,health_need,en-IN,positive,resolved,medium,intent_dataset,"Based on Dayjoy recommendations, you may consider HIENERGY TABLETS. Consult a physician for medical advice.",ticket_memory,recommendation;health_need,based on dayjoy recommendations you may consider hienergy,high,intent_dataset,synthetic or source-backed conversation example
conv_89,1,customer,Is Adicardial (120 Tab) a food product?,chat,support_ticket,informational,product_category,en-IN,neutral,open,medium,intent_dataset,Is Adicardial (120 Tab) a food product?,ticket_memory,informational;product_category,is adicardial 120 tab a food product,high,intent_dataset,synthetic or source-backed conversation example
conv_89,2,agent,It is categorized under HEALTH CARE.,chat,support_ticket,informational,product_category,en-IN,positive,resolved,medium,intent_dataset,It is categorized under HEALTH CARE.,ticket_memory,informational;product_category,it is categorized under health care,high,intent_dataset,synthetic or source-backed conversation example
conv_90,1,customer,DP of DJP1074,chat,support_ticket,pricing,dp,en-IN,neutral,open,medium,intent_dataset,DP of DJP1074,ticket_memory,pricing;dp,dp of djp1074,high,intent_dataset,synthetic or source-backed conversation example
conv_90,2,agent,The Distributor Price (DP) is ₹99.0.,chat,support_ticket,pricing,dp,en-IN,positive,resolved,medium,intent_dataset,The Distributor Price (DP) is ₹99.0.,ticket_memory,pricing;dp,the distributor price dp is 99 0,high,intent_dataset,synthetic or source-backed conversation example
conv_91,1,customer,Tell me about Nano Tech-19 (500ml),chat,support_ticket,informational,product_discovery,en-IN,neutral,open,medium,intent_dataset,Tell me about Nano Tech-19 (500ml),ticket_memory,informational;product_discovery,tell me about nano tech 19 500ml,high,intent_dataset,synthetic or source-backed conversation example
conv_91,2,agent,This is a premium product under HappyGrow.,chat,support_ticket,informational,product_discovery,en-IN,positive,resolved,medium,intent_dataset,This is a premium product under HappyGrow.,ticket_memory,informational;product_discovery,this is a premium product under happygrow,high,intent_dataset,synthetic or source-backed conversation example
conv_92,1,customer,"I have Joint Stiffness & Noises (Crepitations), what should I take?",chat,support_ticket,health-condition,consultation,en-IN,neutral,open,medium,intent_dataset,"I have Joint Stiffness & Noises (Crepitations), what should I take?",ticket_memory,health-condition;consultation,i have joint stiffness noises crepitations what should,high,intent_dataset,synthetic or source-backed conversation example
conv_92,2,agent,"Dayjoy suggests ORTHOFIX TABLET for Joint Stiffness & Noises (Crepitations). This is a supplement, not a cure.",chat,support_ticket,health-condition,consultation,en-IN,positive,resolved,medium,intent_dataset,"Dayjoy suggests ORTHOFIX TABLET for Joint Stiffness & Noises (Crepitations). This is a supplement, not a cure.",ticket_memory,health-condition;consultation,dayjoy suggests orthofix tablet for joint stiffness noises,high,intent_dataset,synthetic or source-backed conversation example
conv_93,1,customer,Do you have Milk Bath Soap (Pack of 3) (100g)?,chat,support_ticket,transactional,availability,en-IN,neutral,open,medium,intent_dataset,Do you have Milk Bath Soap (Pack of 3) (100g)?,ticket_memory,transactional;availability,do you have milk bath soap pack of,high,intent_dataset,synthetic or source-backed conversation example
conv_93,2,agent,"Yes, Milk Bath Soap (Pack of 3) (100g) is available. Code: DJP1039",chat,support_ticket,transactional,availability,en-IN,positive,resolved,medium,intent_dataset,"Yes, Milk Bath Soap (Pack of 3) (100g) is available. Code: DJP1039",ticket_memory,transactional;availability,yes milk bath soap pack of 3 100g,high,intent_dataset,synthetic or source-backed conversation example
conv_94,1,customer,What is the MRP of Gold Facial Kit?,chat,support_ticket,pricing,mrp,en-IN,neutral,open,medium,intent_dataset,What is the MRP of Gold Facial Kit?,ticket_memory,pricing;mrp,what is the mrp of gold facial kit,high,intent_dataset,synthetic or source-backed conversation example
conv_94,2,agent,The MRP is ₹449.0.,chat,support_ticket,pricing,mrp,en-IN,positive,resolved,medium,intent_dataset,The MRP is ₹449.0.,ticket_memory,pricing;mrp,the mrp is 449 0,high,intent_dataset,synthetic or source-backed conversation example
conv_95,1,customer,How much is in one pack of N-SF 10.5 Mineraliser?,chat,support_ticket,informational,pack_size,en-IN,neutral,open,medium,intent_dataset,How much is in one pack of N-SF 10.5 Mineraliser?,ticket_memory,informational;pack_size,how much is in one pack of n,high,intent_dataset,synthetic or source-backed conversation example
conv_95,2,agent,The pack size is nan.,chat,support_ticket,informational,pack_size,en-IN,positive,resolved,medium,intent_dataset,The pack size is nan.,ticket_memory,informational;pack_size,the pack size is nan,high,intent_dataset,synthetic or source-backed conversation example
conv_96,1,customer,DP of DJP1127,chat,support_ticket,pricing,dp,en-IN,neutral,open,medium,intent_dataset,DP of DJP1127,ticket_memory,pricing;dp,dp of djp1127,high,intent_dataset,synthetic or source-backed conversation example
conv_96,2,agent,The Distributor Price (DP) is ₹949.0.,chat,support_ticket,pricing,dp,en-IN,positive,resolved,medium,intent_dataset,The Distributor Price (DP) is ₹949.0.,ticket_memory,pricing;dp,the distributor price dp is 949 0,high,intent_dataset,synthetic or source-backed conversation example
conv_97,1,customer,Which product is good for Fatigue?,chat,support_ticket,recommendation,health_need,en-IN,neutral,open,medium,intent_dataset,Which product is good for Fatigue?,ticket_memory,recommendation;health_need,which product is good for fatigue,high,intent_dataset,synthetic or source-backed conversation example
conv_97,2,agent,"Based on Dayjoy recommendations, you may consider DIBEAT TABLETS. Consult a physician for medical advice.",chat,support_ticket,recommendation,health_need,en-IN,positive,resolved,medium,intent_dataset,"Based on Dayjoy recommendations, you may consider DIBEAT TABLETS. Consult a physician for medical advice.",ticket_memory,recommendation;health_need,based on dayjoy recommendations you may consider dibeat,high,intent_dataset,synthetic or source-backed conversation example
conv_98,1,customer,"I have Disturbed Concentration, what should I take?",chat,support_ticket,health-condition,consultation,en-IN,neutral,open,medium,intent_dataset,"I have Disturbed Concentration, what should I take?",ticket_memory,health-condition;consultation,i have disturbed concentration what should i take,high,intent_dataset,synthetic or source-backed conversation example
conv_98,2,agent,"Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE for Disturbed Concentration. This is a supplement, not a cure.",chat,support_ticket,health-condition,consultation,en-IN,positive,resolved,medium,intent_dataset,"Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE for Disturbed Concentration. This is a supplement, not a cure.",ticket_memory,health-condition;consultation,dayjoy suggests golden elixir or sea buckthorn juice,high,intent_dataset,synthetic or source-backed conversation example
conv_99,1,customer,How much BV for Face Serum (30ml)?,chat,support_ticket,pricing,bv,en-IN,neutral,open,medium,intent_dataset,How much BV for Face Serum (30ml)?,ticket_memory,pricing;bv,how much bv for face serum 30ml,high,intent_dataset,synthetic or source-backed conversation example
conv_99,2,agent,The Business Volume (BV) is 170.0.,chat,support_ticket,pricing,bv,en-IN,positive,resolved,medium,intent_dataset,The Business Volume (BV) is 170.0.,ticket_memory,pricing;bv,the business volume bv is 170 0,high,intent_dataset,synthetic or source-backed conversation example
conv_100,1,customer,Is Milk Bath Soap (100g) a food product?,chat,support_ticket,informational,product_category,en-IN,neutral,open,medium,intent_dataset,Is Milk Bath Soap (100g) a food product?,ticket_memory,informational;product_category,is milk bath soap 100g a food product,high,intent_dataset,synthetic or source-backed conversation example
conv_100,2,agent,It is categorized under PERSONAL CARE.,chat,support_ticket,informational,product_category,en-IN,positive,resolved,medium,intent_dataset,It is categorized under PERSONAL CARE.,ticket_memory,informational;product_category,it is categorized under personal care,high,intent_dataset,synthetic or source-backed conversation example
conv_101,1,customer,Which product is good for Weakness?,chat,support_ticket,recommendation,health_need,en-IN,neutral,open,medium,intent_dataset,Which product is good for Weakness?,ticket_memory,recommendation;health_need,which product is good for weakness,high,intent_dataset,synthetic or source-backed conversation example
conv_101,2,agent,"Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",chat,support_ticket,recommendation,health_need,en-IN,positive,resolved,medium,intent_dataset,"Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",ticket_memory,recommendation;health_need,based on dayjoy recommendations you may consider multi,high,intent_dataset,synthetic or source-backed conversation example
conv_102,1,customer,Which product is good for Poor Nail Health?,chat,support_ticket,recommendation,health_need,en-IN,neutral,open,medium,intent_dataset,Which product is good for Poor Nail Health?,ticket_memory,recommendation;health_need,which product is good for poor nail health,high,intent_dataset,synthetic or source-backed conversation example
conv_102,2,agent,"Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",chat,support_ticket,recommendation,health_need,en-IN,positive,resolved,medium,intent_dataset,"Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",ticket_memory,recommendation;health_need,based on dayjoy recommendations you may consider multi,high,intent_dataset,synthetic or source-backed conversation example
conv_103,1,customer,Is Dayjoy Pin a food product?,chat,support_ticket,informational,product_category,en-IN,neutral,open,medium,intent_dataset,Is Dayjoy Pin a food product?,ticket_memory,informational;product_category,is dayjoy pin a food product,high,intent_dataset,synthetic or source-backed conversation example
conv_103,2,agent,It is categorized under PROMOTION TOOLS.,chat,support_ticket,informational,product_category,en-IN,positive,resolved,medium,intent_dataset,It is categorized under PROMOTION TOOLS.,ticket_memory,informational;product_category,it is categorized under promotion tools,high,intent_dataset,synthetic or source-backed conversation example
conv_104,1,customer,"I have Cough, Cold and Fever, what should I take?",chat,support_ticket,health-condition,consultation,en-IN,neutral,open,medium,intent_dataset,"I have Cough, Cold and Fever, what should I take?",ticket_memory,health-condition;consultation,i have cough cold and fever what should,high,intent_dataset,synthetic or source-backed conversation example
conv_104,2,agent,"Dayjoy suggests HIENERGY TABLETS for Cough, Cold and Fever. This is a supplement, not a cure.",chat,support_ticket,health-condition,consultation,en-IN,positive,resolved,medium,intent_dataset,"Dayjoy suggests HIENERGY TABLETS for Cough, Cold and Fever. This is a supplement, not a cure.",ticket_memory,health-condition;consultation,dayjoy suggests hienergy tablets for cough cold and,high,intent_dataset,synthetic or source-backed conversation example
