Product_Name,Mentioned_For,Category,Source_Page,Recommendation_ID
GOLDEN ELIXIR,Irregular Heartbeats,FEMALE HEALTH (WEAKNESS),71,REC-0074
GOLDEN ELIXIR,Pale or Yellowish Skin,FEMALE HEALTH (WEAKNESS),71,REC-0073
GOLDEN ELIXIR,Shortness of Breath,FEMALE HEALTH (WEAKNESS),71,REC-0075
GOLDEN ELIXIR,Weakness,FEMALE HEALTH (WEAKNESS),71,REC-0077
GOLDEN ELIXIR,Physical Retardation,GENERAL HEALTH & WELL-BEING,60,REC-0001
GOLDEN ELIXIR,Reduced Cognitive abilities,GENERAL HEALTH & WELL-BEING,60,REC-0002
GOLDEN ELIXIR,Weakness OR Tiredness,GENERAL HEALTH & WELL-BEING,60,REC-0003
GOLDEN ELIXIR,Poor Hair Health,HAIR/NAIL HEALTH,83,REC-0157
GOLDEN ELIXIR,Poor Nail Health,HAIR/NAIL HEALTH,83,REC-0158
GOLDEN ELIXIR,Depression or anxiety,HEALTHY SLEEP,82,REC-0152
GOLDEN ELIXIR,Difficulty falling asleep at night,HEALTHY SLEEP,82,REC-0148
GOLDEN ELIXIR,Difficulty paying attention,HEALTHY SLEEP,82,REC-0153
GOLDEN ELIXIR,Focusing on tasks or remembering,HEALTHY SLEEP,82,REC-0154
GOLDEN ELIXIR,Increased errors or accidents,HEALTHY SLEEP,82,REC-0155
GOLDEN ELIXIR,Ongoing worries about sleep,HEALTHY SLEEP,82,REC-0156
GOLDEN ELIXIR,Sleep Daytime tiredness,HEALTHY SLEEP,82,REC-0151
GOLDEN ELIXIR,Waking up during the night,HEALTHY SLEEP,82,REC-0149
GOLDEN ELIXIR,Waking up too early,HEALTHY SLEEP,82,REC-0150
GOLDEN ELIXIR,Abnormal Heart Rhythms,HEART DISEASES,62,REC-0013
GOLDEN ELIXIR,Chest Pain,HEART DISEASES,62,REC-0015
GOLDEN ELIXIR,Dizziness or Fainting,HEART DISEASES,62,REC-0019
GOLDEN ELIXIR,Fatigue,HEART DISEASES,62,REC-0018
GOLDEN ELIXIR,High Blood Pressure,HEART DISEASES,62,REC-0014
GOLDEN ELIXIR,Palpitations,HEART DISEASES,62,REC-0020
GOLDEN ELIXIR,Shortness of Breath,HEART DISEASES,62,REC-0016
GOLDEN ELIXIR,Swollen Ankles,HEART DISEASES,62,REC-0017
GOLDEN ELIXIR,"Cough, Cold and Fever",IMMUNITY,67,REC-0048
GOLDEN ELIXIR,Delayed Growth and Development,IMMUNITY,67,REC-0054
GOLDEN ELIXIR,Lack of Energy,IMMUNITY,67,REC-0050
GOLDEN ELIXIR,Loss Of Appetite,IMMUNITY,67,REC-0052
GOLDEN ELIXIR,Nausea and Diarrhoea,IMMUNITY,67,REC-0053
GOLDEN ELIXIR,Skin Allergies,IMMUNITY,67,REC-0051
GOLDEN ELIXIR,Slow Healing of Wound,IMMUNITY,67,REC-0049
GOLDEN ELIXIR,Burning Urination,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0116
GOLDEN ELIXIR,Excessive drowsiness,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0111
GOLDEN ELIXIR,Frequent Urination,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0115
GOLDEN ELIXIR,Pain or pressure in your chest,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0114
GOLDEN ELIXIR,Persistent nausea,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0113
GOLDEN ELIXIR,Reduced amount of urine,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0109
GOLDEN ELIXIR,Shortness of breath,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0112
GOLDEN ELIXIR,Swelling in legs ankles and feet from retention of fluids,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0110
GOLDEN ELIXIR,Continuous Fatigue,LIVER DISEASES,64,REC-0032
GOLDEN ELIXIR,Dark Urine,LIVER DISEASES,64,REC-0027
GOLDEN ELIXIR,Decreased Appetite,LIVER DISEASES,64,REC-0031
GOLDEN ELIXIR,Easy Bruising,LIVER DISEASES,64,REC-0034
GOLDEN ELIXIR,Indigestion,LIVER DISEASES,64,REC-0035
GOLDEN ELIXIR,Itchy Skin,LIVER DISEASES,64,REC-0033
GOLDEN ELIXIR,Nausea/Vomiting,LIVER DISEASES,64,REC-0030
GOLDEN ELIXIR,"Pale, Bloody, or Black Stool",LIVER DISEASES,64,REC-0028
GOLDEN ELIXIR,"Swollen Ankles, Legs or Abdomen",LIVER DISEASES,64,REC-0029
GOLDEN ELIXIR,Yellow Skin and Eyes,LIVER DISEASES,64,REC-0026
GOLDEN ELIXIR,Erectile Dysfunction,MALE HEALTH ISSUES,69,REC-0065
GOLDEN ELIXIR,Hypoactive Sexual Desire Disorder,MALE HEALTH ISSUES,69,REC-0064
GOLDEN ELIXIR,Lack of libido,MALE HEALTH ISSUES,69,REC-0067
GOLDEN ELIXIR,Premature Ejaculation,MALE HEALTH ISSUES,69,REC-0066
GOLDEN ELIXIR,Breathlessness,RESPIRATORY HEALTH,68,REC-0059
GOLDEN ELIXIR,"Cough, Sore Throat",RESPIRATORY HEALTH,68,REC-0058
GOLDEN ELIXIR,Fatigue,RESPIRATORY HEALTH,68,REC-0061
GOLDEN ELIXIR,Fever,RESPIRATORY HEALTH,68,REC-0057
GOLDEN ELIXIR,Headache,RESPIRATORY HEALTH,68,REC-0056
GOLDEN ELIXIR,Irritability,RESPIRATORY HEALTH,68,REC-0062
GOLDEN ELIXIR,Pneumonia,RESPIRATORY HEALTH,68,REC-0060
GOLDEN ELIXIR,Running Nose,RESPIRATORY HEALTH,68,REC-0055
GOLDEN ELIXIR,Sleep Disturbances,RESPIRATORY HEALTH,68,REC-0063
GOLDEN ELIXIR,Abnormal or weak reflexes,SCIATICA,76,REC-0106
GOLDEN ELIXIR,Difficulty bending the foot,SCIATICA,76,REC-0104
GOLDEN ELIXIR,Difficulty walking on your toes,SCIATICA,76,REC-0105
GOLDEN ELIXIR,Loss of sensation or numbness,SCIATICA,76,REC-0107
GOLDEN ELIXIR,Pain when lifting the leg,SCIATICA,76,REC-0108
GOLDEN ELIXIR,Weakness when bending the knee,SCIATICA,76,REC-0103
GOLDEN ELIXIR,Blocked or stuffy (congested) nose causing difficulty breathing through nose,SINUSITIS,81,REC-0145
GOLDEN ELIXIR,Drainage down the back of the throat,SINUSITIS,81,REC-0144
GOLDEN ELIXIR,Nasal inflammation,SINUSITIS,81,REC-0142
GOLDEN ELIXIR,Pain,SINUSITIS,81,REC-0146
GOLDEN ELIXIR,Reduced sense of smell and taste,SINUSITIS,81,REC-0147
GOLDEN ELIXIR,Runny nose,SINUSITIS,81,REC-0143
GOLDEN ELIXIR,"Acne, Psoriasis",SKIN PROBLEMS,73,REC-0092
GOLDEN ELIXIR,Aging,SKIN PROBLEMS,73,REC-0090
GOLDEN ELIXIR,Dry Skin,SKIN PROBLEMS,73,REC-0088
GOLDEN ELIXIR,Photo Damage (UV Rays),SKIN PROBLEMS,73,REC-0087
GOLDEN ELIXIR,Skin Disorders,SKIN PROBLEMS,73,REC-0091
GOLDEN ELIXIR,Slow Wound Healing,SKIN PROBLEMS,73,REC-0089
GOLDEN ELIXIR,Anxiety,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0117
GOLDEN ELIXIR,Difficulty concentrating,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0118
GOLDEN ELIXIR,Disturbed bowel movements,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0120
GOLDEN ELIXIR,Fatigue,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0119
GOLDEN ELIXIR,Hair loss,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0122
GOLDEN ELIXIR,Hand tremor,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0123
GOLDEN ELIXIR,Heat intolerance,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0124
GOLDEN ELIXIR,Weight Gain,THYROID PREFERABLY (HYPOTHYROIDISM),78,REC-0121
GOLDEN ELIXIR,An achy or heavy feeling in the legs,"VARICOSE VEINS (TWISTED, ENLARGED VEINS)",75,REC-0098
GOLDEN ELIXIR,"Burning, throbbing, muscle cramping and swelling in the lower legs","VARICOSE VEINS (TWISTED, ENLARGED VEINS)",75,REC-0099
GOLDEN ELIXIR,Change Skin Color around a varicose vein,"VARICOSE VEINS (TWISTED, ENLARGED VEINS)",75,REC-0102
GOLDEN ELIXIR,Itching around one or more of the veins,"VARICOSE VEINS (TWISTED, ENLARGED VEINS)",75,REC-0101
GOLDEN ELIXIR,Worsened pain after sitting or standing for a long time,"VARICOSE VEINS (TWISTED, ENLARGED VEINS)",75,REC-0100
GOPILES SYRUP,Bright Red Blood in Stools an Itchy Anus,PILES/FISSURE,66,REC-0044
GOPILES SYRUP,Feeling Like You Still Need To Poo After going to the Toilet,PILES/FISSURE,66,REC-0045
GOPILES SYRUP,Pain Around Your Anus,PILES/FISSURE,66,REC-0047
GOPILES SYRUP,Slimy mucus in your underwear or on Toilet Paper After Wiping your bottom,PILES/FISSURE,66,REC-0046
HB+ SYRUP,Chest Pain,FEMALE HEALTH (WEAKNESS),71,REC-0078
HB+ SYRUP,Cold Hands and Feet,FEMALE HEALTH (WEAKNESS),71,REC-0079
HB+ SYRUP,Dizziness or Light Headedness,FEMALE HEALTH (WEAKNESS),71,REC-0076
HB+ SYRUP,Fatigue,FEMALE HEALTH (WEAKNESS),71,REC-0072
HB+ SYRUP,Irregular Heartbeats,FEMALE HEALTH (WEAKNESS),71,REC-0074
HB+ SYRUP,Pale or Yellowish Skin,FEMALE HEALTH (WEAKNESS),71,REC-0073
HB+ SYRUP,Shortness of Breath,FEMALE HEALTH (WEAKNESS),71,REC-0075
HB+ SYRUP,Weakness,FEMALE HEALTH (WEAKNESS),71,REC-0077
HB+ SYRUP,Poor Hair Health,HAIR/NAIL HEALTH,83,REC-0157
HB+ SYRUP,Poor Nail Health,HAIR/NAIL HEALTH,83,REC-0158
HIENERGY TABLETS,Depression or anxiety,HEALTHY SLEEP,82,REC-0152
HIENERGY TABLETS,Difficulty falling asleep at night,HEALTHY SLEEP,82,REC-0148
HIENERGY TABLETS,Difficulty paying attention,HEALTHY SLEEP,82,REC-0153
HIENERGY TABLETS,Focusing on tasks or remembering,HEALTHY SLEEP,82,REC-0154
HIENERGY TABLETS,Increased errors or accidents,HEALTHY SLEEP,82,REC-0155
HIENERGY TABLETS,Ongoing worries about sleep,HEALTHY SLEEP,82,REC-0156
HIENERGY TABLETS,Sleep Daytime tiredness,HEALTHY SLEEP,82,REC-0151
HIENERGY TABLETS,Waking up during the night,HEALTHY SLEEP,82,REC-0149
HIENERGY TABLETS,Waking up too early,HEALTHY SLEEP,82,REC-0150
HIENERGY TABLETS,"Cough, Cold and Fever",IMMUNITY,67,REC-0048
HIENERGY TABLETS,Delayed Growth and Development,IMMUNITY,67,REC-0054
HIENERGY TABLETS,Lack of Energy,IMMUNITY,67,REC-0050
HIENERGY TABLETS,Loss Of Appetite,IMMUNITY,67,REC-0052
HIENERGY TABLETS,Nausea and Diarrhoea,IMMUNITY,67,REC-0053
HIENERGY TABLETS,Skin Allergies,IMMUNITY,67,REC-0051
HIENERGY TABLETS,Slow Healing of Wound,IMMUNITY,67,REC-0049
KIDNEY KAWACH,Burning Urination,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0116
KIDNEY KAWACH,Excessive drowsiness,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0111
KIDNEY KAWACH,Frequent Urination,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0115
KIDNEY KAWACH,Pain or pressure in your chest,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0114
KIDNEY KAWACH,Persistent nausea,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0113
KIDNEY KAWACH,Reduced amount of urine,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0109
KIDNEY KAWACH,Shortness of breath,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0112
KIDNEY KAWACH,Swelling in legs ankles and feet from retention of fluids,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0110
L-ARGININE++ (NITRIC OXIDE PRECURSOR),Poor Hair Health,HAIR/NAIL HEALTH,83,REC-0157
L-ARGININE++ (NITRIC OXIDE PRECURSOR),Poor Nail Health,HAIR/NAIL HEALTH,83,REC-0158
L-ARGININE++ (NITRIC OXIDE PRECURSOR),Changes in Vision,WEIGHT MANAGEMENT,72,REC-0085
L-ARGININE++ (NITRIC OXIDE PRECURSOR),Difficulty in Breathing,WEIGHT MANAGEMENT,72,REC-0082
L-ARGININE++ (NITRIC OXIDE PRECURSOR),Heart Palpitations,WEIGHT MANAGEMENT,72,REC-0083
L-ARGININE++ (NITRIC OXIDE PRECURSOR),Rapid Weight Gain,WEIGHT MANAGEMENT,72,REC-0086
L-ARGININE++ (NITRIC OXIDE PRECURSOR),Shortness of Breath,WEIGHT MANAGEMENT,72,REC-0081
L-ARGININE++ (NITRIC OXIDE PRECURSOR),Skin Sensitivity,WEIGHT MANAGEMENT,72,REC-0080
L-ARGININE++ (NITRIC OXIDE PRECURSOR),Sweating,WEIGHT MANAGEMENT,72,REC-0084
LIVEASE SYRUP,Blurred Vision,DIABETES,61,REC-0010
LIVEASE SYRUP,Extreme Hunger,DIABETES,61,REC-0008
LIVEASE SYRUP,Fatigue,DIABETES,61,REC-0009
LIVEASE SYRUP,Frequent Urination,DIABETES,61,REC-0006
LIVEASE SYRUP,Increased Thirst,DIABETES,61,REC-0005
LIVEASE SYRUP,Slow Healing Sores,DIABETES,61,REC-0011
LIVEASE SYRUP,Tingling Sensations and Numbness,DIABETES,61,REC-0012
LIVEASE SYRUP,Unexplained Weight loss,DIABETES,61,REC-0007
LIVEASE SYRUP,Abdominal Pain,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0042
LIVEASE SYRUP,Bloating,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0037
LIVEASE SYRUP,Constipation,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0043
LIVEASE SYRUP,Excessive Production of Gastric Acid,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0036
LIVEASE SYRUP,Gas,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0038
LIVEASE SYRUP,Heartburn,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0041
LIVEASE SYRUP,Loss of Appetite,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0040
LIVEASE SYRUP,Vomiting,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0039
LIVEASE SYRUP,Continuous Fatigue,LIVER DISEASES,64,REC-0032
LIVEASE SYRUP,Dark Urine,LIVER DISEASES,64,REC-0027
LIVEASE SYRUP,Decreased Appetite,LIVER DISEASES,64,REC-0031
LIVEASE SYRUP,Easy Bruising,LIVER DISEASES,64,REC-0034
LIVEASE SYRUP,Indigestion,LIVER DISEASES,64,REC-0035
LIVEASE SYRUP,Itchy Skin,LIVER DISEASES,64,REC-0033
LIVEASE SYRUP,Nausea/Vomiting,LIVER DISEASES,64,REC-0030
LIVEASE SYRUP,"Pale, Bloody, or Black Stool",LIVER DISEASES,64,REC-0028
LIVEASE SYRUP,"Swollen Ankles, Legs or Abdomen",LIVER DISEASES,64,REC-0029
LIVEASE SYRUP,Yellow Skin and Eyes,LIVER DISEASES,64,REC-0026
LIVEASE SYRUP,Bright Red Blood in Stools an Itchy Anus,PILES/FISSURE,66,REC-0044
LIVEASE SYRUP,Feeling Like You Still Need To Poo After going to the Toilet,PILES/FISSURE,66,REC-0045
LIVEASE SYRUP,Pain Around Your Anus,PILES/FISSURE,66,REC-0047
LIVEASE SYRUP,Slimy mucus in your underwear or on Toilet Paper After Wiping your bottom,PILES/FISSURE,66,REC-0046
LIVEASE SYRUP,"Acne, Psoriasis",SKIN PROBLEMS,73,REC-0092
LIVEASE SYRUP,Aging,SKIN PROBLEMS,73,REC-0090
LIVEASE SYRUP,Dry Skin,SKIN PROBLEMS,73,REC-0088
LIVEASE SYRUP,Photo Damage (UV Rays),SKIN PROBLEMS,73,REC-0087
LIVEASE SYRUP,Skin Disorders,SKIN PROBLEMS,73,REC-0091
LIVEASE SYRUP,Slow Wound Healing,SKIN PROBLEMS,73,REC-0089
MULTI VITAMINS TABLETS,Dementia,ELDERLY PEOPLE HEALTH,80,REC-0135
MULTI VITAMINS TABLETS,Difficult in healing physical injuries,ELDERLY PEOPLE HEALTH,80,REC-0137
MULTI VITAMINS TABLETS,Generalised Pain,ELDERLY PEOPLE HEALTH,80,REC-0141
MULTI VITAMINS TABLETS,Malnutrition,ELDERLY PEOPLE HEALTH,80,REC-0138
MULTI VITAMINS TABLETS,Mental Disorder,ELDERLY PEOPLE HEALTH,80,REC-0136
MULTI VITAMINS TABLETS,Oral Health Problems,ELDERLY PEOPLE HEALTH,80,REC-0140
MULTI VITAMINS TABLETS,Sensory Impairment,ELDERLY PEOPLE HEALTH,80,REC-0139
MULTI VITAMINS TABLETS,Allergic Conjunctivitis,EYE HEALTH,79,REC-0133
MULTI VITAMINS TABLETS,Blurred Vision,EYE HEALTH,79,REC-0132
MULTI VITAMINS TABLETS,Dry Eye,EYE HEALTH,79,REC-0127
MULTI VITAMINS TABLETS,Eye Cancer & Tumors,EYE HEALTH,79,REC-0129
MULTI VITAMINS TABLETS,Eye Floaters,EYE HEALTH,79,REC-0128
MULTI VITAMINS TABLETS,Night Blindness,EYE HEALTH,79,REC-0134
MULTI VITAMINS TABLETS,Red Eyes,EYE HEALTH,79,REC-0131
MULTI VITAMINS TABLETS,Strain in the Eyes,EYE HEALTH,79,REC-0125
MULTI VITAMINS TABLETS,Tears in the Eyes,EYE HEALTH,79,REC-0126
MULTI VITAMINS TABLETS,Tired Eyes,EYE HEALTH,79,REC-0130
MULTI VITAMINS TABLETS,Chest Pain,FEMALE HEALTH (WEAKNESS),71,REC-0078
MULTI VITAMINS TABLETS,Cold Hands and Feet,FEMALE HEALTH (WEAKNESS),71,REC-0079
MULTI VITAMINS TABLETS,Dizziness or Light Headedness,FEMALE HEALTH (WEAKNESS),71,REC-0076
MULTI VITAMINS TABLETS,Fatigue,FEMALE HEALTH (WEAKNESS),71,REC-0072
MULTI VITAMINS TABLETS,Irregular Heartbeats,FEMALE HEALTH (WEAKNESS),71,REC-0074
MULTI VITAMINS TABLETS,Pale or Yellowish Skin,FEMALE HEALTH (WEAKNESS),71,REC-0073
MULTI VITAMINS TABLETS,Shortness of Breath,FEMALE HEALTH (WEAKNESS),71,REC-0075
MULTI VITAMINS TABLETS,Weakness,FEMALE HEALTH (WEAKNESS),71,REC-0077
MULTI VITAMINS TABLETS,Decreased Immunity,GENERAL HEALTH & WELL-BEING,60,REC-0004
MULTI VITAMINS TABLETS,Poor Hair Health,HAIR/NAIL HEALTH,83,REC-0157
MULTI VITAMINS TABLETS,Poor Nail Health,HAIR/NAIL HEALTH,83,REC-0158
MULTI VITAMINS TABLETS,Depression or anxiety,HEALTHY SLEEP,82,REC-0152
MULTI VITAMINS TABLETS,Difficulty falling asleep at night,HEALTHY SLEEP,82,REC-0148
MULTI VITAMINS TABLETS,Difficulty paying attention,HEALTHY SLEEP,82,REC-0153
MULTI VITAMINS TABLETS,Focusing on tasks or remembering,HEALTHY SLEEP,82,REC-0154
MULTI VITAMINS TABLETS,Increased errors or accidents,HEALTHY SLEEP,82,REC-0155
MULTI VITAMINS TABLETS,Ongoing worries about sleep,HEALTHY SLEEP,82,REC-0156
MULTI VITAMINS TABLETS,Sleep Daytime tiredness,HEALTHY SLEEP,82,REC-0151
MULTI VITAMINS TABLETS,Waking up during the night,HEALTHY SLEEP,82,REC-0149
MULTI VITAMINS TABLETS,Waking up too early,HEALTHY SLEEP,82,REC-0150
MULTI VITAMINS TABLETS,"Cough, Cold and Fever",IMMUNITY,67,REC-0048
MULTI VITAMINS TABLETS,Delayed Growth and Development,IMMUNITY,67,REC-0054
MULTI VITAMINS TABLETS,Lack of Energy,IMMUNITY,67,REC-0050
MULTI VITAMINS TABLETS,Loss Of Appetite,IMMUNITY,67,REC-0052
MULTI VITAMINS TABLETS,Nausea and Diarrhoea,IMMUNITY,67,REC-0053
MULTI VITAMINS TABLETS,Skin Allergies,IMMUNITY,67,REC-0051
MULTI VITAMINS TABLETS,Slow Healing of Wound,IMMUNITY,67,REC-0049
N-ASTHEAL TABLET,Breathlessness,RESPIRATORY HEALTH,68,REC-0059
N-ASTHEAL TABLET,"Cough, Sore Throat",RESPIRATORY HEALTH,68,REC-0058
N-ASTHEAL TABLET,Fatigue,RESPIRATORY HEALTH,68,REC-0061
N-ASTHEAL TABLET,Fever,RESPIRATORY HEALTH,68,REC-0057
N-ASTHEAL TABLET,Headache,RESPIRATORY HEALTH,68,REC-0056
N-ASTHEAL TABLET,Irritability,RESPIRATORY HEALTH,68,REC-0062
N-ASTHEAL TABLET,Pneumonia,RESPIRATORY HEALTH,68,REC-0060
N-ASTHEAL TABLET,Running Nose,RESPIRATORY HEALTH,68,REC-0055
N-ASTHEAL TABLET,Sleep Disturbances,RESPIRATORY HEALTH,68,REC-0063
N-ASTHEAL TABLET,Blocked or stuffy (congested) nose causing difficulty breathing through nose,SINUSITIS,81,REC-0145
N-ASTHEAL TABLET,Drainage down the back of the throat,SINUSITIS,81,REC-0144
N-ASTHEAL TABLET,Nasal inflammation,SINUSITIS,81,REC-0142
N-ASTHEAL TABLET,Pain,SINUSITIS,81,REC-0146
N-ASTHEAL TABLET,Reduced sense of smell and taste,SINUSITIS,81,REC-0147
N-ASTHEAL TABLET,Runny nose,SINUSITIS,81,REC-0143
NONIMA JUICE,Blurred Vision,DIABETES,61,REC-0010
NONIMA JUICE,Extreme Hunger,DIABETES,61,REC-0008
NONIMA JUICE,Fatigue,DIABETES,61,REC-0009
NONIMA JUICE,Frequent Urination,DIABETES,61,REC-0006
NONIMA JUICE,Increased Thirst,DIABETES,61,REC-0005
NONIMA JUICE,Slow Healing Sores,DIABETES,61,REC-0011
NONIMA JUICE,Tingling Sensations and Numbness,DIABETES,61,REC-0012
NONIMA JUICE,Unexplained Weight loss,DIABETES,61,REC-0007
NONIMA JUICE,Abdominal Pain,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0042
NONIMA JUICE,Bloating,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0037
NONIMA JUICE,Constipation,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0043
NONIMA JUICE,Excessive Production of Gastric Acid,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0036
NONIMA JUICE,Gas,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0038
NONIMA JUICE,Heartburn,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0041
NONIMA JUICE,Loss of Appetite,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0040
NONIMA JUICE,Vomiting,DIGESTION PROBLEMS (INDIGESTION & ACIDITY),65,REC-0039
NONIMA JUICE,Decreased Immunity,GENERAL HEALTH & WELL-BEING,60,REC-0004
NONIMA JUICE,Burning Urination,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0116
NONIMA JUICE,Excessive drowsiness,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0111
NONIMA JUICE,Frequent Urination,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0115
NONIMA JUICE,Pain or pressure in your chest,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0114
NONIMA JUICE,Persistent nausea,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0113
NONIMA JUICE,Reduced amount of urine,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0109
NONIMA JUICE,Shortness of breath,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0112
NONIMA JUICE,Swelling in legs ankles and feet from retention of fluids,"KIDNEY DISORDERS LIKE STONE, URIC ACID & UTI",77,REC-0110
NONIMA JUICE,Continuous Fatigue,LIVER DISEASES,64,REC-0032
NONIMA JUICE,Dark Urine,LIVER DISEASES,64,REC-0027
NONIMA JUICE,Decreased Appetite,LIVER DISEASES,64,REC-0031
NONIMA JUICE,Easy Bruising,LIVER DISEASES,64,REC-0034
NONIMA JUICE,Indigestion,LIVER DISEASES,64,REC-0035
NONIMA JUICE,Itchy Skin,LIVER DISEASES,64,REC-0033
NONIMA JUICE,Nausea/Vomiting,LIVER DISEASES,64,REC-0030
NONIMA JUICE,"Pale, Bloody, or Black Stool",LIVER DISEASES,64,REC-0028
NONIMA JUICE,"Swollen Ankles, Legs or Abdomen",LIVER DISEASES,64,REC-0029
NONIMA JUICE,Yellow Skin and Eyes,LIVER DISEASES,64,REC-0026
NONIMA JUICE,"Acne, Psoriasis",SKIN PROBLEMS,73,REC-0092
NONIMA JUICE,Aging,SKIN PROBLEMS,73,REC-0090
NONIMA JUICE,Dry Skin,SKIN PROBLEMS,73,REC-0088
NONIMA JUICE,Photo Damage (UV Rays),SKIN PROBLEMS,73,REC-0087
NONIMA JUICE,Skin Disorders,SKIN PROBLEMS,73,REC-0091
NONIMA JUICE,Slow Wound Healing,SKIN PROBLEMS,73,REC-0089
NONIMA JUICE,Changes in Vision,WEIGHT MANAGEMENT,72,REC-0085
NONIMA JUICE,Difficulty in Breathing,WEIGHT MANAGEMENT,72,REC-0082
NONIMA JUICE,Heart Palpitations,WEIGHT MANAGEMENT,72,REC-0083
NONIMA JUICE,Rapid Weight Gain,WEIGHT MANAGEMENT,72,REC-0086
NONIMA JUICE,Shortness of Breath,WEIGHT MANAGEMENT,72,REC-0081
NONIMA JUICE,Skin Sensitivity,WEIGHT MANAGEMENT,72,REC-0080
NONIMA JUICE,Sweating,WEIGHT MANAGEMENT,72,REC-0084
OMEGA 3-6-9 SOFTGEL CAPSULES,Back Pain or Joints Pain,BONE & JOINT PROBLEMS,63,REC-0021
OMEGA 3-6-9 SOFTGEL CAPSULES,Fatigue,BONE & JOINT PROBLEMS,63,REC-0025
OMEGA 3-6-9 SOFTGEL CAPSULES,Inflammation & Swelling,BONE & JOINT PROBLEMS,63,REC-0023
OMEGA 3-6-9 SOFTGEL CAPSULES,Joint Stiffness & Noises (Crepitations),BONE & JOINT PROBLEMS,63,REC-0022
OMEGA 3-6-9 SOFTGEL CAPSULES,Tenderness,BONE & JOINT PROBLEMS,63,REC-0024
OMEGA 3-6-9 SOFTGEL CAPSULES,Difficulty in Planning and Carrying out tasks,COGNITIVE DEFICITS/BRAIN HEALTH (ADULTS),74,REC-0097
OMEGA 3-6-9 SOFTGEL CAPSULES,Disturbed Concentration,COGNITIVE DEFICITS/BRAIN HEALTH (ADULTS),74,REC-0093
OMEGA 3-6-9 SOFTGEL CAPSULES,Memory loss,COGNITIVE DEFICITS/BRAIN HEALTH (ADULTS),74,REC-0095
OMEGA 3-6-9 SOFTGEL CAPSULES,Sleeplessness,COGNITIVE DEFICITS/BRAIN HEALTH (ADULTS),74,REC-0094
OMEGA 3-6-9 SOFTGEL CAPSULES,Trouble in Exercising Judgment,COGNITIVE DEFICITS/BRAIN HEALTH (ADULTS),74,REC-0096
OMEGA 3-6-9 SOFTGEL CAPSULES,Abnormal Heart Rhythms,HEART DISEASES,62,REC-0013
