search_type,query,answer,product_id,confidence
product,Perfect-Ion Leaflets (Set of 25) price,"MRP 36.0, DP 36.0, BV 0.0",143.0,high
product,Perfect-Ion Leaflets (Set of 25) category,"Category AQUA ESSENTIALS, Brand Dayjoy",143.0,high
product,Perfect-Ion Leaflets (Set of 50) price,"MRP 66.0, DP 66.0, BV 0.0",144.0,high
product,Perfect-Ion Leaflets (Set of 50) category,"Category AQUA ESSENTIALS, Brand Dayjoy",144.0,high
product,N-SF 9.5 Mineraliser price,"MRP 1999.0, DP 1499.0, BV 450.0",145.0,high
product,N-SF 9.5 Mineraliser category,"Category AQUA ESSENTIALS, Brand Dayjoy",145.0,high
product,N-SF 10.5 Mineraliser price,"MRP 1999.0, DP 1499.0, BV 450.0",146.0,high
product,N-SF 10.5 Mineraliser category,"Category AQUA ESSENTIALS, Brand Dayjoy",146.0,high
product,Dayjoy Diary price,"MRP 299.0, DP 275.0, BV 0.0",147.0,high
product,Dayjoy Diary category,"Category PROMOTION TOOLS, Brand Dayjoy",147.0,high
product,Dayjoy Leather Bag price,"MRP 2999.0, DP 1599.0, BV 550.0",148.0,high
product,Dayjoy Leather Bag category,"Category PROMOTION TOOLS, Brand Dayjoy",148.0,high
product,Dayjoy Cap price,"MRP 95.0, DP 95.0, BV 0.0",149.0,high
product,Dayjoy Cap category,"Category PROMOTION TOOLS, Brand Dayjoy",149.0,high
product,Dayjoy Mug price,"MRP 125.0, DP 125.0, BV 0.0",150.0,high
product,Dayjoy Mug category,"Category PROMOTION TOOLS, Brand Dayjoy",150.0,high
product,Dayjoy Bike Sticker price,"MRP 20.0, DP 20.0, BV 0.0",151.0,high
product,Dayjoy Bike Sticker category,"Category PROMOTION TOOLS, Brand Dayjoy",151.0,high
product,Dayjoy Car Sticker price,"MRP 40.0, DP 40.0, BV 0.0",152.0,high
product,Dayjoy Car Sticker category,"Category PROMOTION TOOLS, Brand Dayjoy",152.0,high
product,Dayjoy Pin price,"MRP 150.0, DP 150.0, BV 0.0",153.0,high
product,Dayjoy Pin category,"Category PROMOTION TOOLS, Brand Dayjoy",153.0,high
product,Dayjoy Backpack Bag price,"MRP 1100.0, DP 1100.0, BV 0.0",154.0,high
product,Dayjoy Backpack Bag category,"Category PROMOTION TOOLS, Brand Dayjoy",154.0,high
product,New Dayjoy Product Brochure (Hindi) price,"MRP 250.0, DP 250.0, BV 0.0",155.0,high
product,New Dayjoy Product Brochure (Hindi) category,"Category PROMOTION TOOLS, Brand Dayjoy",155.0,high
product,New Dayjoy Product Brochure (English) price,"MRP 250.0, DP 250.0, BV 0.0",156.0,high
product,New Dayjoy Product Brochure (English) category,"Category PROMOTION TOOLS, Brand Dayjoy",156.0,high
product,New Dayjoy Product Brochure (Telugu) price,"MRP 250.0, DP 250.0, BV 0.0",157.0,high
product,New Dayjoy Product Brochure (Telugu) category,"Category PROMOTION TOOLS, Brand Dayjoy",157.0,high
product,Product Leaflets (Set of 48 Leaflets) price,"MRP 130.0, DP 130.0, BV 0.0",158.0,high
product,Product Leaflets (Set of 48 Leaflets) category,"Category PROMOTION TOOLS, Brand Dayjoy",158.0,high
product,Hindi One-Page Compensation Plan (Set of 25 Leaflets) price,"MRP 75.0, DP 75.0, BV 0.0",159.0,high
product,Hindi One-Page Compensation Plan (Set of 25 Leaflets) category,"Category PROMOTION TOOLS, Brand Dayjoy",159.0,high
product,English One-Page Compensation Plan (Set of 25 Leaflets) price,"MRP 75.0, DP 75.0, BV 0.0",160.0,high
product,English One-Page Compensation Plan (Set of 25 Leaflets) category,"Category PROMOTION TOOLS, Brand Dayjoy",160.0,high
product,Hindi One-Page Compensation Plan (Set of 50 Leaflets) price,"MRP 135.0, DP 135.0, BV 0.0",161.0,high
product,Hindi One-Page Compensation Plan (Set of 50 Leaflets) category,"Category PROMOTION TOOLS, Brand Dayjoy",161.0,high
product,English One-Page Compensation Plan (Set of 50 Leaflets) price,"MRP 135.0, DP 135.0, BV 0.0",162.0,high
product,English One-Page Compensation Plan (Set of 50 Leaflets) category,"Category PROMOTION TOOLS, Brand Dayjoy",162.0,high
product,Dayjoy Business Planner Book (Hindi) price,"MRP 250.0, DP 250.0, BV 0.0",163.0,high
product,Dayjoy Business Planner Book (Hindi) category,"Category PROMOTION TOOLS, Brand Dayjoy",163.0,high
product,Dayjoy Business Planner Book (English) price,"MRP 250.0, DP 250.0, BV 0.0",164.0,high
product,Dayjoy Business Planner Book (English) category,"Category PROMOTION TOOLS, Brand Dayjoy",164.0,high
product,STANDARD PACKAGE price,"MRP 10997.0, DP 5499.0, BV 2500.0",165.0,high
product,STANDARD PACKAGE category,"Category COMBO PACKAGES, Brand Dayjoy",165.0,high
product,PREMIUM PACKAGE price,"MRP 17592.0, DP 10499.0, BV 5000.0",166.0,high
product,PREMIUM PACKAGE category,"Category COMBO PACKAGES, Brand Dayjoy",166.0,high
product,ELITE PACKAGE price,"MRP 28286.0, DP 15999.0, BV 7500.0",167.0,high
product,ELITE PACKAGE category,"Category COMBO PACKAGES, Brand Dayjoy",167.0,high
product,AGRI PRO PACKAGE price,"MRP 29076.0, DP 22650.0, BV 10000.0",168.0,high
product,AGRI PRO PACKAGE category,"Category COMBO PACKAGES, Brand Dayjoy",168.0,high
product,AGRI STARTER PACKAGE price,"MRP 15587.0, DP 11499.0, BV 5000.0",169.0,high
product,AGRI STARTER PACKAGE category,"Category COMBO PACKAGES, Brand Dayjoy",169.0,high
product,LEGEND PACKAGE price,"MRP 27687.0, DP 18999.0, BV 10000.0",170.0,high
product,LEGEND PACKAGE category,"Category COMBO PACKAGES, Brand Dayjoy",170.0,high
intent,best immunity product,"Search Curind/Health Care products such as Golden Elixir, Sea Buckthorn Juice, Super Food Capsule, Premium Tulsi Max, Multivitamins",,medium
intent,product for diabetes,"Search Dibeat, Liv-Ease, Aloe Vera Guava Juice, Golden Elixir, Super Food Capsule",,medium
intent,heart care products,"Search Adilipo, Omega 3-6-9, Gas-O-Free, Super Food Capsule",,medium
intent,calcium products,"Search Advanced Calcium Tablets, Joy Calcium, N-SF Mineraliser, JoyCalcium",,medium
intent,weight loss products,"Search Ample Meal, Vital Protein, L-Arginine++, Super Food Capsule",,medium
intent,lowest price product,Search products with lowest MRP in food/home/promotion tools categories,,medium
intent,highest BV product,Search combo packages and bio-germanium / aqua essentials top BV items,,medium
intent,products for women,"Search sanitary pads, beauty, skin care, hair care, and wellness products",,medium
