intent_id,question,answer,intent_category,subcategory,product_name,product_code,sku,confidence,source_reference,notes,normalized_question,normalized_symptom,recommended_product,intent_bucket,approved_by,governance_reviewed,entities,required_tool,answer_source
504,DP of DJP1138,The Distributor Price (DP) is ₹5499.0.,pricing,dp,Aqua Energiser (Pack of 3),DJP1138,DJ-AQU-0139,high,Price List,,dp djp1138,dp djp1138,Aqua Energiser (Pack of 3),internal_distributor_intent,,False,product_name=Aqua Energiser (Pack of 3); product_code=DJP1138; sku=DJ-AQU-0139; recommended_product=Aqua Energiser (Pack of 3),pricing_database,canonical_pricing
505,"I have Abnormal Heart Rhythms, what should I take?","Dayjoy suggests ADILIPO TABLET for Abnormal Heart Rhythms. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have abnormal heart rhythms,have abnormal heart rhythms,,customer_safe_intent,,False,symptom=have abnormal heart rhythms,rag_retrieval,rag_chunk
507,"I have Palpitations, what should I take?","Dayjoy suggests ADILIPO TABLET for Palpitations. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have palpitations,have palpitations,,customer_safe_intent,,False,symptom=have palpitations,rag_retrieval,rag_chunk
508,What is the MRP of Quick 6 Pain Relief Gel (30g)?,The MRP is ₹149.0.,pricing,mrp,Quick 6 Pain Relief Gel (30g),DJP1101,DJ-HEA-0102,high,Price List,,mrp quick 6 pain relief gel 30g,mrp quick 6 pain relief gel 30g,Quick 6 Pain Relief Gel (30g),customer_safe_intent,,False,product_name=Quick 6 Pain Relief Gel (30g); product_code=DJP1101; sku=DJ-HEA-0102; recommended_product=Quick 6 Pain Relief Gel (30g),pricing_database,canonical_pricing
509,Tell me about JoySpread 80+ Gold (100ml),This is a premium product under HappyGrow.,informational,product_discovery,JoySpread 80+ Gold (100ml),DJP1132,DJ-AGR-0133,high,Products Master,,tell about joyspread 80 gold 100ml,tell about joyspread 80 gold 100ml,JoySpread 80+ Gold (100ml),customer_safe_intent,,False,product_name=JoySpread 80+ Gold (100ml); product_code=DJP1132; sku=DJ-AGR-0133; recommended_product=JoySpread 80+ Gold (100ml),product_database,canonical_product
510,Are Liquid Detergent (1Ltr.) and N-astheal (60 Tab) the same?,"No, Liquid Detergent (1Ltr.) is in HOME CARE while N-astheal (60 Tab) is in HEALTH CARE.",comparison,category_difference,,,,high,Products Master,,liquid detergent 1ltr and n astheal 60 tab same,liquid detergent 1ltr and n astheal 60 tab same,,customer_safe_intent,,False,,product_database,canonical_product
511,What is Shilajit Gummies (60 Gummies)?,Shilajit Gummies (60 Gummies) is a HEALTH CARE product by Dayjoy.,informational,product_info,Shilajit Gummies (60 Gummies),DJP1112,DJ-HEA-0113,high,Products Master,,shilajit gummies 60 gummies,shilajit gummies 60 gummies,Shilajit Gummies (60 Gummies),customer_safe_intent,,False,product_name=Shilajit Gummies (60 Gummies); product_code=DJP1112; sku=DJ-HEA-0113; recommended_product=Shilajit Gummies (60 Gummies),product_database,canonical_product
513,DP of DJP1040,The Distributor Price (DP) is ₹107.0.,pricing,dp,Neem & Tulsi Herbal Soap (100g) (Pack of 3),DJP1040,DJ-PER-0041,high,Price List,,dp djp1040,dp djp1040,Neem & Tulsi Herbal Soap (100g) (Pack of 3),internal_distributor_intent,,False,product_name=Neem & Tulsi Herbal Soap (100g) (Pack of 3); product_code=DJP1040; sku=DJ-PER-0041; recommended_product=Neem & Tulsi Herbal Soap (100g) (Pack of 3),pricing_database,canonical_pricing
516,"I have Pale or Yellowish Skin, what should I take?","Dayjoy suggests MULTI VITAMINS TABLETS for Pale or Yellowish Skin. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have pale or yellowish skin,have pale or yellowish skin,,customer_safe_intent,,False,symptom=have pale or yellowish skin,rag_retrieval,rag_chunk
517,What is Dayjoy Backpack Bag?,Dayjoy Backpack Bag is a PROMOTION TOOLS product by Dayjoy.,informational,product_info,Dayjoy Backpack Bag,DJP1153,DJ-PRO-0154,high,Products Master,,dayjoy backpack bag,dayjoy backpack bag,Dayjoy Backpack Bag,customer_safe_intent,,False,product_name=Dayjoy Backpack Bag; product_code=DJP1153; sku=DJ-PRO-0154; recommended_product=Dayjoy Backpack Bag,product_database,canonical_product
518,How much BV for Gas-O-Free (200ml)?,The Business Volume (BV) is 160.0.,pricing,bv,Gas-O-Free (200ml),DJP1081,DJ-HEA-0082,high,Price List,,how much bv gas o free 200ml,how much bv gas o free 200ml,Gas-O-Free (200ml),internal_distributor_intent,,False,product_name=Gas-O-Free (200ml); product_code=DJP1081; sku=DJ-HEA-0082; recommended_product=Gas-O-Free (200ml),pricing_database,canonical_pricing
519,Tell me about Adicardial (120 Tab),This is a premium product under Curind.,informational,product_discovery,Adicardial (120 Tab),DJP1066,DJ-HEA-0067,high,Products Master,,tell about adicardial 120 tab,tell about adicardial 120 tab,Adicardial (120 Tab),customer_safe_intent,,False,product_name=Adicardial (120 Tab); product_code=DJP1066; sku=DJ-HEA-0067; recommended_product=Adicardial (120 Tab),product_database,canonical_product
521,Is Sanitary Pad (XXL) (Pack of 10) a food product?,It is categorized under PERSONAL CARE.,informational,product_category,Sanitary Pad (XXL) (Pack of 10),DJP1044,DJ-PER-0045,high,Products Master,,sanitary pad xxl pack 10 food,sanitary pad xxl pack 10 food,Sanitary Pad (XXL) (Pack of 10),customer_safe_intent,,False,product_name=Sanitary Pad (XXL) (Pack of 10); product_code=DJP1044; sku=DJ-PER-0045; recommended_product=Sanitary Pad (XXL) (Pack of 10),product_database,canonical_product
522,"I have Sensory Impairment, what should I take?","Dayjoy suggests MULTI VITAMINS TABLETS for Sensory Impairment. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have sensory impairment,have sensory impairment,,customer_safe_intent,,False,symptom=have sensory impairment,rag_retrieval,rag_chunk
523,"I have Persistent nausea, what should I take?","Dayjoy suggests KIDNEY KAWACH for Persistent nausea. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have persistent nausea,have persistent nausea,,customer_safe_intent_approved,Dayjoy approved,True,symptom=have persistent nausea,rag_retrieval,rag_chunk
524,Which product is good for Bright Red Blood in Stools an Itchy Anus?,"Based on Dayjoy recommendations, you may consider GO PILES TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,bright red blood stools itchy anus,bright red blood stools itchy anus,,customer_safe_intent,,False,symptom=bright red blood stools itchy anus,rag_retrieval,rag_chunk
525,How much BV for Ecofriendly Toothbrush (Pack of 2)?,The Business Volume (BV) is 30.0.,pricing,bv,Ecofriendly Toothbrush (Pack of 2),DJP1032,DJ-PER-0033,high,Price List,,how much bv ecofriendly toothbrush pack 2,how much bv ecofriendly toothbrush pack 2,Ecofriendly Toothbrush (Pack of 2),internal_distributor_intent,,False,product_name=Ecofriendly Toothbrush (Pack of 2); product_code=DJP1032; sku=DJ-PER-0033; recommended_product=Ecofriendly Toothbrush (Pack of 2),pricing_database,canonical_pricing
526,DP of DJP1092,The Distributor Price (DP) is ₹375.0.,pricing,dp,Liv-Ease (200ml),DJP1092,DJ-HEA-0093,high,Price List,,dp djp1092,dp djp1092,Liv-Ease (200ml),internal_distributor_intent,,False,product_name=Liv-Ease (200ml); product_code=DJP1092; sku=DJ-HEA-0093; recommended_product=Liv-Ease (200ml),pricing_database,canonical_pricing
529,"I have Excessive Production of Gastric Acid, what should I take?","Dayjoy suggests LIVEASE SYRUP OR GAS-O-FREE SYRUP for Excessive Production of Gastric Acid. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have excessive production gastric acid,have excessive production gastric acid,,customer_safe_intent,,False,symptom=have excessive production gastric acid,rag_retrieval,rag_chunk
531,What is the MRP of Seabuckthron Face Pack (30g)?,The MRP is ₹225.0.,pricing,mrp,Seabuckthron Face Pack (30g),DJP1050,DJ-PER-0051,high,Price List,,mrp seabuckthron face pack 30g,mrp seabuckthron face pack 30g,Seabuckthron Face Pack (30g),customer_safe_intent,,False,product_name=Seabuckthron Face Pack (30g); product_code=DJP1050; sku=DJ-PER-0051; recommended_product=Seabuckthron Face Pack (30g),pricing_database,canonical_pricing
532,Which product is good for Blocked or stuffy (congested) nose causing difficulty breathing through nose?,"Based on Dayjoy recommendations, you may consider ASTHPRASH OR N-ASTHEAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,blocked or stuffy congested nose causing difficulty breathing through nose,blocked or stuffy congested nose causing difficulty breathing through nose,,customer_safe_intent,,False,symptom=blocked or stuffy congested nose causing difficulty breathing through nose,rag_retrieval,rag_chunk
533,What is the MRP of Regain Aloevera Shampoo (300ml)?,The MRP is ₹349.0.,pricing,mrp,Regain Aloevera Shampoo (300ml),DJP1041,DJ-PER-0042,high,Price List,,mrp regain aloevera shampoo 300ml,mrp regain aloevera shampoo 300ml,Regain Aloevera Shampoo (300ml),customer_safe_intent,,False,product_name=Regain Aloevera Shampoo (300ml); product_code=DJP1041; sku=DJ-PER-0042; recommended_product=Regain Aloevera Shampoo (300ml),pricing_database,canonical_pricing
534,"Which product is good for Swollen Ankles, Legs or Abdomen?","Based on Dayjoy recommendations, you may consider ADILIV TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,swollen ankles legs or abdomen,swollen ankles legs or abdomen,,customer_safe_intent,,False,symptom=swollen ankles legs or abdomen,rag_retrieval,rag_chunk
535,Is Ashvagandha Extract (60 Veg Capsules) a food product?,It is categorized under HEALTH CARE.,informational,product_category,Ashvagandha Extract (60 Veg Capsules),DJP1075,DJ-HEA-0076,high,Products Master,,ashvagandha extract 60 veg capsules food,ashvagandha extract 60 veg capsules food,Ashvagandha Extract (60 Veg Capsules),customer_safe_intent,,False,product_name=Ashvagandha Extract (60 Veg Capsules); product_code=DJP1075; sku=DJ-HEA-0076; recommended_product=Ashvagandha Extract (60 Veg Capsules),product_database,canonical_product
536,How much is in one pack of Liquid Detergent (1Ltr.)?,The pack size is 1Ltr..,informational,pack_size,Liquid Detergent (1Ltr.),DJP1117,DJ-HOM-0118,high,Products Master,,how much one pack liquid detergent 1ltr,how much one pack liquid detergent 1ltr,Liquid Detergent (1Ltr.),internal_distributor_intent,,False,product_name=Liquid Detergent (1Ltr.); product_code=DJP1117; sku=DJ-HOM-0118; recommended_product=Liquid Detergent (1Ltr.),product_database,canonical_product
538,Are Dayjoy Bike Sticker and Organic Jeera (250g) the same?,"No, Dayjoy Bike Sticker is in PROMOTION TOOLS while Organic Jeera (250g) is in FOOD PRODUCTS.",comparison,category_difference,,,,high,Products Master,,dayjoy bike sticker and organic jeera 250g same,dayjoy bike sticker and organic jeera 250g same,,customer_safe_intent,,False,,product_database,canonical_product
541,Which product is good for Physical Retardation?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,physical retardation,physical retardation,,customer_safe_intent,,False,symptom=physical retardation,rag_retrieval,rag_chunk
542,"I have Chest Pain, what should I take?","Dayjoy suggests ADILIPO TABLET for Chest Pain. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have chest pain,have chest pain,,customer_safe_intent,,False,symptom=have chest pain,rag_retrieval,rag_chunk
543,DP of DJP1038,The Distributor Price (DP) is ₹52.0.,pricing,dp,Milk Bath Soap (100g),DJP1038,DJ-PER-0039,high,Price List,,dp djp1038,dp djp1038,Milk Bath Soap (100g),internal_distributor_intent,,False,product_name=Milk Bath Soap (100g); product_code=DJP1038; sku=DJ-PER-0039; recommended_product=Milk Bath Soap (100g),pricing_database,canonical_pricing
545,Do you have Toilet Bowl Cleaner (500ml)?,"Yes, Toilet Bowl Cleaner (500ml) is available. Code: DJP1116",transactional,availability,Toilet Bowl Cleaner (500ml),DJP1116,DJ-HOM-0117,high,Products Master,,do you have toilet bowl cleaner 500ml,do you have toilet bowl cleaner 500ml,Toilet Bowl Cleaner (500ml),customer_safe_intent,,False,product_name=Toilet Bowl Cleaner (500ml); product_code=DJP1116; sku=DJ-HOM-0117; recommended_product=Toilet Bowl Cleaner (500ml),product_database,canonical_product
547,What is the MRP of Aloevera Gel (100g)?,The MRP is ₹150.0.,pricing,mrp,Aloevera Gel (100g),DJP1028,DJ-PER-0029,high,Price List,,mrp aloevera gel 100g,mrp aloevera gel 100g,Aloevera Gel (100g),customer_safe_intent,,False,product_name=Aloevera Gel (100g); product_code=DJP1028; sku=DJ-PER-0029; recommended_product=Aloevera Gel (100g),pricing_database,canonical_pricing
548,What is the MRP of Hi-Energy (60 Tab)?,The MRP is ₹1199.0.,pricing,mrp,Hi-Energy (60 Tab),DJP1090,DJ-HEA-0091,high,Price List,,mrp hi energy 60 tab,mrp hi energy 60 tab,Hi-Energy (60 Tab),customer_safe_intent,,False,product_name=Hi-Energy (60 Tab); product_code=DJP1090; sku=DJ-HEA-0091; recommended_product=Hi-Energy (60 Tab),pricing_database,canonical_pricing
549,Which product is good for Pneumonia?,"Based on Dayjoy recommendations, you may consider ASTHPRASH OR N-ASTHEAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,pneumonia,pneumonia,,customer_safe_intent,,False,symptom=pneumonia,rag_retrieval,rag_chunk
550,Is Dishwash Liquid Gel (500ml) a food product?,It is categorized under HOME CARE.,informational,product_category,Dishwash Liquid Gel (500ml),DJP1115,DJ-HOM-0116,high,Products Master,,dishwash liquid gel 500ml food,dishwash liquid gel 500ml food,Dishwash Liquid Gel (500ml),customer_safe_intent,,False,product_name=Dishwash Liquid Gel (500ml); product_code=DJP1115; sku=DJ-HOM-0116; recommended_product=Dishwash Liquid Gel (500ml),product_database,canonical_product
551,Is Marine Collagen (200g) a food product?,It is categorized under HEALTH CARE.,informational,product_category,Marine Collagen (200g),DJP1114,DJ-HEA-0115,high,Products Master,,marine collagen 200g food,marine collagen 200g food,Marine Collagen (200g),customer_safe_intent,,False,product_name=Marine Collagen (200g); product_code=DJP1114; sku=DJ-HEA-0115; recommended_product=Marine Collagen (200g),product_database,canonical_product
552,Do you have Apple Cider Vinegar (3X20 Tablets)?,"Yes, Apple Cider Vinegar (3X20 Tablets) is available. Code: DJP1113",transactional,availability,Apple Cider Vinegar (3X20 Tablets),DJP1113,DJ-HEA-0114,high,Products Master,,do you have apple cider vinegar 3x20 tablets,do you have apple cider vinegar 3x20 tablets,Apple Cider Vinegar (3X20 Tablets),customer_safe_intent,,False,product_name=Apple Cider Vinegar (3X20 Tablets); product_code=DJP1113; sku=DJ-HEA-0114; recommended_product=Apple Cider Vinegar (3X20 Tablets),product_database,canonical_product
553,Tell me about Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml),This is a premium product under Curind.,informational,product_discovery,Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml),DJP1080,DJ-HEA-0081,high,Products Master,,tell about golden elixir nano curcumin drops pack 2 bottles each 25ml,tell about golden elixir nano curcumin drops pack 2 bottles each 25ml,Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml),customer_safe_intent,,False,product_name=Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml); product_code=DJP1080; sku=DJ-HEA-0081; recommended_product=Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml),product_database,canonical_product
554,Tell me about ELITE PACKAGE,This is a premium product under Dayjoy.,informational,product_discovery,ELITE PACKAGE,DJP1166,DJ-COM-0167,high,Products Master,,tell about elite package,tell about elite package,ELITE PACKAGE,customer_safe_intent,,False,product_name=ELITE PACKAGE; product_code=DJP1166; sku=DJ-COM-0167; recommended_product=ELITE PACKAGE,product_database,canonical_product
555,DP of DJP1005,The Distributor Price (DP) is ₹15.0.,pricing,dp,Dhaniya Powder (25g),DJP1005,DJ-FOO-0006,high,Price List,,dp djp1005,dp djp1005,Dhaniya Powder (25g),internal_distributor_intent,,False,product_name=Dhaniya Powder (25g); product_code=DJP1005; sku=DJ-FOO-0006; recommended_product=Dhaniya Powder (25g),pricing_database,canonical_pricing
556,Which product is good for Disturbed bowel movements?,"Based on Dayjoy recommendations, you may consider ADICARDIAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,disturbed bowel movements,disturbed bowel movements,,customer_safe_intent,,False,symptom=disturbed bowel movements,rag_retrieval,rag_chunk
559,How much is in one pack of Upma with Bhujia?,The pack size is nan.,informational,pack_size,Upma with Bhujia,DJP1025,DJ-FOO-0026,high,Products Master,,how much one pack upma bhujia,how much one pack upma bhujia,Upma with Bhujia,internal_distributor_intent,,False,product_name=Upma with Bhujia; product_code=DJP1025; sku=DJ-FOO-0026; recommended_product=Upma with Bhujia,product_database,canonical_product
560,"I have Hormonal Imbalance, what should I take?","Dayjoy suggests ADICARDIAL TABLET for Hormonal Imbalance. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have hormonal imbalance,have hormonal imbalance,,customer_safe_intent,,False,symptom=have hormonal imbalance,rag_retrieval,rag_chunk
561,Do you have Aqua Energiser (Pack of 3)?,"Yes, Aqua Energiser (Pack of 3) is available. Code: DJP1138",transactional,availability,Aqua Energiser (Pack of 3),DJP1138,DJ-AQU-0139,high,Products Master,,do you have aqua energiser pack 3,do you have aqua energiser pack 3,Aqua Energiser (Pack of 3),customer_safe_intent,,False,product_name=Aqua Energiser (Pack of 3); product_code=DJP1138; sku=DJ-AQU-0139; recommended_product=Aqua Energiser (Pack of 3),product_database,canonical_product
563,DP of DJP1107,The Distributor Price (DP) is ₹1199.0.,pricing,dp,Vital Protein Powder (300gm),DJP1107,DJ-HEA-0108,high,Price List,,dp djp1107,dp djp1107,Vital Protein Powder (300gm),internal_distributor_intent,,False,product_name=Vital Protein Powder (300gm); product_code=DJP1107; sku=DJ-HEA-0108; recommended_product=Vital Protein Powder (300gm),pricing_database,canonical_pricing
564,"How much BV for T-shirt New Design (L, M, XL)?",The Business Volume (BV) is 100.0.,pricing,bv,"T-shirt New Design (L, M, XL)",DJP1122,DJ-CLO-0123,high,Price List,,how much bv t shirt new design l m xl,how much bv t shirt new design l m xl,"T-shirt New Design (L, M, XL)",internal_distributor_intent,,False,"product_name=T-shirt New Design (L, M, XL); product_code=DJP1122; sku=DJ-CLO-0123; recommended_product=T-shirt New Design (L, M, XL)",pricing_database,canonical_pricing
566,How much BV for Deep Cleansing Facewash (60ml)?,The Business Volume (BV) is 21.0.,pricing,bv,Deep Cleansing Facewash (60ml),DJP1053,DJ-PER-0054,high,Price List,,how much bv deep cleansing facewash 60ml,how much bv deep cleansing facewash 60ml,Deep Cleansing Facewash (60ml),internal_distributor_intent,,False,product_name=Deep Cleansing Facewash (60ml); product_code=DJP1053; sku=DJ-PER-0054; recommended_product=Deep Cleansing Facewash (60ml),pricing_database,canonical_pricing
567,What is Dayjoy's mission?,To create values for customers through high-quality products backed by a satisfaction guarantee and uncompromising principles.,company,info,,,,high,Dayjoy Brochure,,dayjoy s mission,dayjoy s mission,,customer_safe_intent,,False,,faq_lookup,faq
569,How much is in one pack of Adilipo (60 Tab)?,The pack size is 60 Tab.,informational,pack_size,Adilipo (60 Tab),DJP1071,DJ-HEA-0072,high,Products Master,,how much one pack adilipo 60 tab,how much one pack adilipo 60 tab,Adilipo (60 Tab),internal_distributor_intent,,False,product_name=Adilipo (60 Tab); product_code=DJP1071; sku=DJ-HEA-0072; recommended_product=Adilipo (60 Tab),product_database,canonical_product
570,Is Dayjoy Necktie a food product?,It is categorized under CLOTHING.,informational,product_category,Dayjoy Necktie,DJP1121,DJ-CLO-0122,high,Products Master,,dayjoy necktie food,dayjoy necktie food,Dayjoy Necktie,customer_safe_intent,,False,product_name=Dayjoy Necktie; product_code=DJP1121; sku=DJ-CLO-0122; recommended_product=Dayjoy Necktie,product_database,canonical_product
571,What is the MRP of AcneX Anti-Acne Foaming Cleanser (100ml)?,The MRP is ₹399.0.,pricing,mrp,AcneX Anti-Acne Foaming Cleanser (100ml),DJP1062,DJ-SKI-0063,high,Price List,,mrp acnex anti acne foaming cleanser 100ml,mrp acnex anti acne foaming cleanser 100ml,AcneX Anti-Acne Foaming Cleanser (100ml),customer_safe_intent,,False,product_name=AcneX Anti-Acne Foaming Cleanser (100ml); product_code=DJP1062; sku=DJ-SKI-0063; recommended_product=AcneX Anti-Acne Foaming Cleanser (100ml),pricing_database,canonical_pricing
572,Tell me about Dayjoy Mug,This is a premium product under Dayjoy.,informational,product_discovery,Dayjoy Mug,DJP1149,DJ-PRO-0150,high,Products Master,,tell about dayjoy mug,tell about dayjoy mug,Dayjoy Mug,customer_safe_intent,,False,product_name=Dayjoy Mug; product_code=DJP1149; sku=DJ-PRO-0150; recommended_product=Dayjoy Mug,product_database,canonical_product
573,Which product is good for Inflammation & Swelling?,"Based on Dayjoy recommendations, you may consider ORTHOFIX TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,inflammation swelling,inflammation swelling,,customer_safe_intent,,False,symptom=inflammation swelling,rag_retrieval,rag_chunk
574,Tell me about Dayjoy Necktie,This is a premium product under Domatti.,informational,product_discovery,Dayjoy Necktie,DJP1121,DJ-CLO-0122,high,Products Master,,tell about dayjoy necktie,tell about dayjoy necktie,Dayjoy Necktie,customer_safe_intent,,False,product_name=Dayjoy Necktie; product_code=DJP1121; sku=DJ-CLO-0122; recommended_product=Dayjoy Necktie,product_database,canonical_product
576,How much is in one pack of Black Salt Sprinkler (200g)?,The pack size is 200g.,informational,pack_size,Black Salt Sprinkler (200g),DJP1000,DJ-FOO-0001,high,Products Master,,how much one pack black salt sprinkler 200g,how much one pack black salt sprinkler 200g,Black Salt Sprinkler (200g),internal_distributor_intent,,False,product_name=Black Salt Sprinkler (200g); product_code=DJP1000; sku=DJ-FOO-0001; recommended_product=Black Salt Sprinkler (200g),product_database,canonical_product
577,What is Himalayan Pink Salt Sprinkler (200g)?,Himalayan Pink Salt Sprinkler (200g) is a FOOD PRODUCTS product by Dayjoy.,informational,product_info,Himalayan Pink Salt Sprinkler (200g),DJP1012,DJ-FOO-0013,high,Products Master,,himalayan pink salt sprinkler 200g,himalayan pink salt sprinkler 200g,Himalayan Pink Salt Sprinkler (200g),customer_safe_intent,,False,product_name=Himalayan Pink Salt Sprinkler (200g); product_code=DJP1012; sku=DJ-FOO-0013; recommended_product=Himalayan Pink Salt Sprinkler (200g),product_database,canonical_product
578,Is Mirchi Powder (500g) a food product?,It is categorized under FOOD PRODUCTS.,informational,product_category,Mirchi Powder (500g),DJP1018,DJ-FOO-0019,high,Products Master,,mirchi powder 500g food,mirchi powder 500g food,Mirchi Powder (500g),customer_safe_intent,,False,product_name=Mirchi Powder (500g); product_code=DJP1018; sku=DJ-FOO-0019; recommended_product=Mirchi Powder (500g),product_database,canonical_product
579,"I have Lack of libido, what should I take?","Dayjoy suggests ADILAFORTE TABLET for Lack of libido. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have lack libido,have lack libido,,customer_safe_intent,,False,symptom=have lack libido,rag_retrieval,rag_chunk
581,DP of DJP1157,The Distributor Price (DP) is ₹130.0.,pricing,dp,Product Leaflets (Set of 48 Leaflets),DJP1157,DJ-PRO-0158,high,Price List,,dp djp1157,dp djp1157,Product Leaflets (Set of 48 Leaflets),internal_distributor_intent,,False,product_name=Product Leaflets (Set of 48 Leaflets); product_code=DJP1157; sku=DJ-PRO-0158; recommended_product=Product Leaflets (Set of 48 Leaflets),pricing_database,canonical_pricing
585,Do you have Dhaniya Powder (25g)?,"Yes, Dhaniya Powder (25g) is available. Code: DJP1005",transactional,availability,Dhaniya Powder (25g),DJP1005,DJ-FOO-0006,high,Products Master,,do you have dhaniya powder 25g,do you have dhaniya powder 25g,Dhaniya Powder (25g),customer_safe_intent,,False,product_name=Dhaniya Powder (25g); product_code=DJP1005; sku=DJ-FOO-0006; recommended_product=Dhaniya Powder (25g),product_database,canonical_product
586,What is Omega 3-6-9?,Omega 3-6-9 is a HEALTH CARE product by Dayjoy.,informational,product_info,Omega 3-6-9,DJP1100,DJ-HEA-0101,high,Products Master,,omega 3 6 9,omega 3 6 9,Omega 3-6-9,customer_safe_intent,,False,product_name=Omega 3-6-9; product_code=DJP1100; sku=DJ-HEA-0101; recommended_product=Omega 3-6-9,product_database,canonical_product
587,Tell me about HB+ (500ml),This is a premium product under Curind.,informational,product_discovery,HB+ (500ml),DJP1089,DJ-HEA-0090,high,Products Master,,tell about hb 500ml,tell about hb 500ml,HB+ (500ml),customer_safe_intent,,False,product_name=HB+ (500ml); product_code=DJP1089; sku=DJ-HEA-0090; recommended_product=HB+ (500ml),product_database,canonical_product
588,Tell me about Seabuckthron Cleanser (30g),This is a premium product under Wild Muse.,informational,product_discovery,Seabuckthron Cleanser (30g),DJP1046,DJ-PER-0047,high,Products Master,,tell about seabuckthron cleanser 30g,tell about seabuckthron cleanser 30g,Seabuckthron Cleanser (30g),customer_safe_intent,,False,product_name=Seabuckthron Cleanser (30g); product_code=DJP1046; sku=DJ-PER-0047; recommended_product=Seabuckthron Cleanser (30g),product_database,canonical_product
590,How much is in one pack of WildMuse Premium Loofah?,The pack size is nan.,informational,pack_size,WildMuse Premium Loofah,DJP1054,DJ-PER-0055,high,Products Master,,how much one pack wildmuse premium loofah,how much one pack wildmuse premium loofah,WildMuse Premium Loofah,internal_distributor_intent,,False,product_name=WildMuse Premium Loofah; product_code=DJP1054; sku=DJ-PER-0055; recommended_product=WildMuse Premium Loofah,product_database,canonical_product
591,Do you have AGRI STARTER PACKAGE?,"Yes, AGRI STARTER PACKAGE is available. Code: DJP1168",transactional,availability,AGRI STARTER PACKAGE,DJP1168,DJ-COM-0169,high,Products Master,,do you have agri starter package,do you have agri starter package,AGRI STARTER PACKAGE,customer_safe_intent,,False,product_name=AGRI STARTER PACKAGE; product_code=DJP1168; sku=DJ-COM-0169; recommended_product=AGRI STARTER PACKAGE,product_database,canonical_product
592,DP of DJP1066,The Distributor Price (DP) is ₹1325.0.,pricing,dp,Adicardial (120 Tab),DJP1066,DJ-HEA-0067,high,Price List,,dp djp1066,dp djp1066,Adicardial (120 Tab),internal_distributor_intent,,False,product_name=Adicardial (120 Tab); product_code=DJP1066; sku=DJ-HEA-0067; recommended_product=Adicardial (120 Tab),pricing_database,canonical_pricing
593,Tell me about Aloevera with Guava Juice (1L),This is a premium product under Curind.,informational,product_discovery,Aloevera with Guava Juice (1L),DJP1073,DJ-HEA-0074,high,Products Master,,tell about aloevera guava juice 1l,tell about aloevera guava juice 1l,Aloevera with Guava Juice (1L),customer_safe_intent,,False,product_name=Aloevera with Guava Juice (1L); product_code=DJP1073; sku=DJ-HEA-0074; recommended_product=Aloevera with Guava Juice (1L),product_database,canonical_product
594,Which product is good for Sleep Daytime tiredness?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,sleep daytime tiredness,sleep daytime tiredness,,customer_safe_intent_approved,Dayjoy approved,True,symptom=sleep daytime tiredness,rag_retrieval,rag_chunk
