intent_id,question,answer,intent_category,subcategory,product_name,product_code,sku,confidence,source_reference,notes
1216,How much BV for Orthofix Oil (100ml)?,The Business Volume (BV) is 112.0.,pricing,bv,Orthofix Oil (100ml),DJP1099,DJ-HEA-0100,high,Price List,
1217,Do you have Designer Mask (Pack of 5)?,"Yes, Designer Mask (Pack of 5) is available. Code: DJP1120",transactional,availability,Designer Mask (Pack of 5),DJP1120,DJ-CLO-0121,high,Products Master,
1218,Which product is good for Heat intolerance?,"Based on Dayjoy recommendations, you may consider ADICARDIAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1219,Does Dayjoy have GMP?,"Yes, Dayjoy operates under strict WHO-GMP compliance with a valid Certificate of GMP.",compliance,policy,,,,high,FSSAI / Social Media Policy / Income Disclaimer,
1220,Who founded Dayjoy?,Dayjoy was founded by Mr. Anmol Agarwal and Mr. Divyansh Agarwal.,company,info,,,,high,Dayjoy Brochure,
1221,What is Seabuckthron Cleanser (30g)?,Seabuckthron Cleanser (30g) is a PERSONAL CARE product by Dayjoy.,informational,product_info,Seabuckthron Cleanser (30g),DJP1046,DJ-PER-0047,high,Products Master,
1222,How much BV for Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml)?,The Business Volume (BV) is 1320.0.,pricing,bv,Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml),DJP1080,DJ-HEA-0081,high,Price List,
1223,DP of DJP1157,The Distributor Price (DP) is ₹130.0.,pricing,dp,Product Leaflets (Set of 48 Leaflets),DJP1157,DJ-PRO-0158,high,Price List,
1224,Do you have Regain Aloevera Shampoo (300ml)?,"Yes, Regain Aloevera Shampoo (300ml) is available. Code: DJP1041",transactional,availability,Regain Aloevera Shampoo (300ml),DJP1041,DJ-PER-0042,high,Products Master,
1225,Is Nano Tech-46 (500ml) a food product?,It is categorized under AGRICULTURE & VETERINARY.,informational,product_category,Nano Tech-46 (500ml),DJP1125,DJ-AGR-0126,high,Products Master,
1226,"I have Trouble in Exercising Judgment, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE for Trouble in Exercising Judgment. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1227,What is Kesham (100ml)?,Kesham (100ml) is a PERSONAL CARE product by Dayjoy.,informational,product_info,Kesham (100ml),DJP1035,DJ-PER-0036,high,Products Master,
1228,"What is T-shirt New Design (L, M, XL)?","T-shirt New Design (L, M, XL) is a CLOTHING product by Dayjoy.",informational,product_info,"T-shirt New Design (L, M, XL)",DJP1122,DJ-CLO-0123,high,Products Master,
1229,Tell me about BR Rich Oil (200ml),This is a premium product under Wild Muse.,informational,product_discovery,BR Rich Oil (200ml),DJP1029,DJ-PER-0030,high,Products Master,
1230,Which product is good for Reduced amount of urine?,"Based on Dayjoy recommendations, you may consider KIDNEY KAWACH. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1231,How much BV for Vital Protein Powder (300gm)?,The Business Volume (BV) is 430.0.,pricing,bv,Vital Protein Powder (300gm),DJP1107,DJ-HEA-0108,high,Price List,
1232,Do I need to pay a joining fee?,"No, there are no expensive start-up costs or burdening overheads.",business,joining,,,,high,Dayjoy Brochure / Loyalty Program,
1233,"I have Skin Disorders, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER FOOD CAPSULE for Skin Disorders. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1234,How much is in one pack of Mirchi Powder (500g)?,The pack size is 500g.,informational,pack_size,Mirchi Powder (500g),DJP1018,DJ-FOO-0019,high,Products Master,
1235,Which product is good for Abnormal or weak reflexes?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE OR OMEGA 3-6-9 SOFTGEL CAPSULES. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1236,What is the Super Retailer Loyalty Program?,"Purchasing Rs. 25,000 for 4 consecutive months between the 2nd and 15th gives Rs. 25,000 worth of free products.",business,joining,,,,high,Dayjoy Brochure / Loyalty Program,
1237,How many days do I have to return an item?,Returns are accepted within 30 days from the invoice date.,policy,shipping_refund,,,,high,Shipping/Refund Policy,
1238,"I have Fatigue, what should I take?","Dayjoy suggests ADICARDIAL TABLET for Fatigue. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1239,Which product is good for Heat intolerance?,"Based on Dayjoy recommendations, you may consider ADICARDIAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1240,"Which is better, Seabuckthron Facial Fluid (10ml) or Sanitary Pad (XXL) (Pack of 10)?",Both are excellent PERSONAL CARE products. Choose based on your specific health or personal care needs. Consult the Dayjoy product guide.,comparison,alternative,,,,medium,General Guidance,
1241,"I have Depression & Anxiety, what should I take?","Dayjoy suggests ADICARDIAL TABLET for Depression & Anxiety. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1242,Which product is good for Shortness of Breath?,"Based on Dayjoy recommendations, you may consider AMPLE MEAL. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1243,How much BV for Bio-Germanium & Magnetic Mattress?,The Business Volume (BV) is 4250.0.,pricing,bv,Bio-Germanium & Magnetic Mattress,DJP1136,DJ-GER-0137,high,Price List,
1244,"I have Heart Palpitations, what should I take?","Dayjoy suggests AMPLE MEAL for Heart Palpitations. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1245,"I have Blurred Vision, what should I take?","Dayjoy suggests DIBEAT TABLETS for Blurred Vision. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1246,How much is in one pack of Aloevera Gel (100g)?,The pack size is 100g.,informational,pack_size,Aloevera Gel (100g),DJP1028,DJ-PER-0029,high,Products Master,
1247,"I have Night Blindness, what should I take?","Dayjoy suggests EYE ELIXIR DROPS for Night Blindness. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1248,Which product is good for Lack of Energy?,"Based on Dayjoy recommendations, you may consider HIENERGY TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1249,How much is in one pack of Garam Masala (100g)?,The pack size is 100g.,informational,pack_size,Garam Masala (100g),DJP1008,DJ-FOO-0009,high,Products Master,
1250,"I have Pain or pressure in your chest, what should I take?","Dayjoy suggests KIDNEY KAWACH for Pain or pressure in your chest. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1251,Do you have Eye Elixir Drops (10ml)?,"Yes, Eye Elixir Drops (10ml) is available. Code: DJP1086",transactional,availability,Eye Elixir Drops (10ml),DJP1086,DJ-HEA-0087,high,Products Master,
1252,What is the MRP of Advanced Calcium Tablets?,The MRP is ₹999.0.,pricing,mrp,Advanced Calcium Tablets,DJP1077,DJ-HEA-0078,high,Price List,
1253,Is cash refund available?,No cash refunds under any circumstances will be made.,policy,shipping_refund,,,,high,Shipping/Refund Policy,
1254,What is Adila Forte (60 Tab)?,Adila Forte (60 Tab) is a HEALTH CARE product by Dayjoy.,informational,product_info,Adila Forte (60 Tab),DJP1069,DJ-HEA-0070,high,Products Master,
1255,"I have Change Skin Color around a varicose vein, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE for Change Skin Color around a varicose vein. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1256,"I have Continuous Fatigue, what should I take?","Dayjoy suggests ADILIV TABLETS for Continuous Fatigue. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1257,Tell me about Nonima (500ml),This is a premium product under Curind.,informational,product_discovery,Nonima (500ml),DJP1095,DJ-HEA-0096,high,Products Master,
1258,How much BV for PREMIUM PACKAGE?,The Business Volume (BV) is 5000.0.,pricing,bv,PREMIUM PACKAGE,DJP1165,DJ-COM-0166,high,Price List,
1259,Which product is good for Persistent nausea?,"Based on Dayjoy recommendations, you may consider KIDNEY KAWACH. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1260,Which product is good for Red Eyes?,"Based on Dayjoy recommendations, you may consider EYE ELIXIR DROPS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1261,Which product is good for Shortness of Breath?,"Based on Dayjoy recommendations, you may consider ADILIPO TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1262,What is Haldi Chandan Facewash (60ml)?,Haldi Chandan Facewash (60ml) is a PERSONAL CARE product by Dayjoy.,informational,product_info,Haldi Chandan Facewash (60ml),DJP1056,DJ-PER-0057,high,Products Master,
1263,Do you have Orthofix Oil (100ml)?,"Yes, Orthofix Oil (100ml) is available. Code: DJP1099",transactional,availability,Orthofix Oil (100ml),DJP1099,DJ-HEA-0100,high,Products Master,
1264,"I have Pain, what should I take?","Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Pain. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1265,What is Rai (250g)?,Rai (250g) is a FOOD PRODUCTS product by Dayjoy.,informational,product_info,Rai (250g),DJP1019,DJ-FOO-0020,high,Products Master,
1266,"I have Rapid Weight Gain, what should I take?","Dayjoy suggests AMPLE MEAL for Rapid Weight Gain. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1267,"I have Heartburn, what should I take?","Dayjoy suggests LIVEASE SYRUP OR GAS-O-FREE SYRUP for Heartburn. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1268,What is Ashvagandha Extract (60 Veg Capsules)?,Ashvagandha Extract (60 Veg Capsules) is a HEALTH CARE product by Dayjoy.,informational,product_info,Ashvagandha Extract (60 Veg Capsules),DJP1075,DJ-HEA-0076,high,Products Master,
1269,Can I run Facebook ads for Dayjoy?,Paid internet advertising like Facebook ads cannot use the company logo/trademark. Links must direct to your personal ID website.,compliance,policy,,,,high,FSSAI / Social Media Policy / Income Disclaimer,
1270,Tell me about Anti Pollution Face Wash (150ml),This is a premium product under Wild Muse.,informational,product_discovery,Anti Pollution Face Wash (150ml),DJP1026,DJ-PER-0027,high,Products Master,
1271,What is the MRP of Adicardial (120 Tab)?,The MRP is ₹2099.0.,pricing,mrp,Adicardial (120 Tab),DJP1066,DJ-HEA-0067,high,Price List,
1272,Which product is good for Tired Eyes?,"Based on Dayjoy recommendations, you may consider EYE ELIXIR DROPS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1273,How much is in one pack of Vital Protein Powder (300gm)?,The pack size is 300gm.,informational,pack_size,Vital Protein Powder (300gm),DJP1107,DJ-HEA-0108,high,Products Master,
1274,How much BV for HerboSmile Herbal Toothpaste (100g)?,The Business Volume (BV) is 20.0.,pricing,bv,HerboSmile Herbal Toothpaste (100g),DJP1033,DJ-PER-0034,high,Price List,
1275,How do I get a refund?,Refunds for returned products are processed to the original bank account or payment method after inspection.,policy,shipping_refund,,,,high,Shipping/Refund Policy,
1276,What if my product arrives damaged?,Notify Dayjoy within 24 hours of receipt of the shipment.,policy,shipping_refund,,,,high,Shipping/Refund Policy,
1277,Is Deep Cleansing Facewash (60ml) a food product?,It is categorized under PERSONAL CARE.,informational,product_category,Deep Cleansing Facewash (60ml),DJP1053,DJ-PER-0054,high,Products Master,
1278,Is Vital Protein Powder (300gm) a food product?,It is categorized under HEALTH CARE.,informational,product_category,Vital Protein Powder (300gm),DJP1107,DJ-HEA-0108,high,Products Master,
1279,"I have Itchy Skin, what should I take?","Dayjoy suggests ADILIV TABLETS for Itchy Skin. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1280,Which product is good for Heat intolerance?,"Based on Dayjoy recommendations, you may consider ADICARDIAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1281,Which product is good for Dizziness or Light Headedness?,"Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1282,"I have Palpitations, what should I take?","Dayjoy suggests ADILIPO TABLET for Palpitations. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1283,What is the Super Retailer Loyalty Program?,"Purchasing Rs. 25,000 for 4 consecutive months between the 2nd and 15th gives Rs. 25,000 worth of free products.",business,joining,,,,high,Dayjoy Brochure / Loyalty Program,
1284,Do you have New Dayjoy Product Brochure (Hindi)?,"Yes, New Dayjoy Product Brochure (Hindi) is available. Code: DJP1154",transactional,availability,New Dayjoy Product Brochure (Hindi),DJP1154,DJ-PRO-0155,high,Products Master,
1285,Which product is good for Malnutrition?,"Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1286,"I have Slow Healing of Wound, what should I take?","Dayjoy suggests HIENERGY TABLETS for Slow Healing of Wound. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1287,Are Adiliv (60 Tab) and Seabuckthron Cleanser (30g) the same?,"No, Adiliv (60 Tab) is in HEALTH CARE while Seabuckthron Cleanser (30g) is in PERSONAL CARE.",comparison,category_difference,,,,high,Products Master,
1288,Is Milk Bath Soap (100g) a food product?,It is categorized under PERSONAL CARE.,informational,product_category,Milk Bath Soap (100g),DJP1038,DJ-PER-0039,high,Products Master,
1289,"I have Weakness OR Tiredness, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE for Weakness OR Tiredness. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1290,What is N-astheal (60 Tab)?,N-astheal (60 Tab) is a HEALTH CARE product by Dayjoy.,informational,product_info,N-astheal (60 Tab),DJP1097,DJ-HEA-0098,high,Products Master,
1291,DP of DJP1163,The Distributor Price (DP) is ₹250.0.,pricing,dp,Dayjoy Business Planner Book (English),DJP1163,DJ-PRO-0164,high,Price List,
1292,How much BV for GoPiles (60 Tab)?,The Business Volume (BV) is 375.0.,pricing,bv,GoPiles (60 Tab),DJP1083,DJ-HEA-0084,high,Price List,
1293,"I have Hormonal Imbalance, what should I take?","Dayjoy suggests ADICARDIAL TABLET for Hormonal Imbalance. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1294,Which product is good for Difficulty in Planning and Carrying out tasks?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1295,"I have Chest Pain, what should I take?","Dayjoy suggests ADILIPO TABLET for Chest Pain. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1296,Do you have Dayjoy Car Sticker?,"Yes, Dayjoy Car Sticker is available. Code: DJP1151",transactional,availability,Dayjoy Car Sticker,DJP1151,DJ-PRO-0152,high,Products Master,
1297,Which product is good for Shortness of Breath?,"Based on Dayjoy recommendations, you may consider ADILIPO TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1298,"I have Cough, Sore Throat, what should I take?","Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Cough, Sore Throat. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1299,What is the MRP of Liquid Detergent (1Ltr.)?,The MRP is ₹449.0.,pricing,mrp,Liquid Detergent (1Ltr.),DJP1117,DJ-HOM-0118,high,Price List,
1300,DP of DJP1101,The Distributor Price (DP) is ₹99.0.,pricing,dp,Quick 6 Pain Relief Gel (30g),DJP1101,DJ-HEA-0102,high,Price List,
1301,Who founded Dayjoy?,Dayjoy was founded by Mr. Anmol Agarwal and Mr. Divyansh Agarwal.,company,info,,,,high,Dayjoy Brochure,
1302,How much BV for New Total Joy Rice Bran Oil (1 Litre)?,The Business Volume (BV) is 24.0.,pricing,bv,New Total Joy Rice Bran Oil (1 Litre),DJP1021,DJ-FOO-0022,high,Price List,
1303,How much is in one pack of Nano Tech-46 (500ml)?,The pack size is 500ml.,informational,pack_size,Nano Tech-46 (500ml),DJP1125,DJ-AGR-0126,high,Products Master,
1304,What is the MRP of All in 1 Surface Cleaner (500ml)?,The MRP is ₹179.0.,pricing,mrp,All in 1 Surface Cleaner (500ml),DJP1118,DJ-HOM-0119,high,Price List,
1305,What is the MRP of Mirchi Powder (25g)?,The MRP is ₹20.0.,pricing,mrp,Mirchi Powder (25g),DJP1016,DJ-FOO-0017,high,Price List,
1306,"I have Chest Pain, what should I take?","Dayjoy suggests MULTI VITAMINS TABLETS for Chest Pain. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1307,Which product is good for Fatigue?,"Based on Dayjoy recommendations, you may consider DIBEAT TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1308,Tell me about Regain Aloevera Shampoo (300ml),This is a premium product under Wild Muse.,informational,product_discovery,Regain Aloevera Shampoo (300ml),DJP1041,DJ-PER-0042,high,Products Master,
1309,"I have Rapid Weight Gain, what should I take?","Dayjoy suggests AMPLE MEAL for Rapid Weight Gain. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1310,"I have Weakness, what should I take?","Dayjoy suggests MULTI VITAMINS TABLETS for Weakness. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1311,Who founded Dayjoy?,Dayjoy was founded by Mr. Anmol Agarwal and Mr. Divyansh Agarwal.,company,info,,,,high,Dayjoy Brochure,
1312,Where is Dayjoy manufacturing?,"Dayjoy has a 400-acre state-of-the-art facility in Kota, Rajasthan.",company,info,,,,high,Dayjoy Brochure,
1313,Which product is good for Tears in the Eyes?,"Based on Dayjoy recommendations, you may consider EYE ELIXIR DROPS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1314,How much BV for Adiliv (60 Tab)?,The Business Volume (BV) is 375.0.,pricing,bv,Adiliv (60 Tab),DJP1072,DJ-HEA-0073,high,Price List,
1315,Which product is good for Malnutrition?,"Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1316,Which product is good for Reduced Cognitive abilities?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1317,DP of DJP1050,The Distributor Price (DP) is ₹145.0.,pricing,dp,Seabuckthron Face Pack (30g),DJP1050,DJ-PER-0051,high,Price List,
1318,Where is Dayjoy manufacturing?,"Dayjoy has a 400-acre state-of-the-art facility in Kota, Rajasthan.",company,info,,,,high,Dayjoy Brochure,
1319,Are English One-Page Compensation Plan (Set of 50 Leaflets) and HB+ (200ml) the same?,"No, English One-Page Compensation Plan (Set of 50 Leaflets) is in PROMOTION TOOLS while HB+ (200ml) is in HEALTH CARE.",comparison,category_difference,,,,high,Products Master,
1320,"I have Bright Red Blood in Stools an Itchy Anus, what should I take?","Dayjoy suggests GO PILES TABLETS for Bright Red Blood in Stools an Itchy Anus. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1321,What if my product arrives damaged?,Notify Dayjoy within 24 hours of receipt of the shipment.,policy,shipping_refund,,,,high,Shipping/Refund Policy,
1322,"I have Increased errors or accidents, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE for Increased errors or accidents. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1323,How long is delivery?,The average time for delivery is between 2 - 7 days depending on location.,policy,shipping_refund,,,,high,Shipping/Refund Policy,
1324,"I have Skin Sensitivity, what should I take?","Dayjoy suggests AMPLE MEAL for Skin Sensitivity. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1325,Do you guarantee income?,"No, earnings are estimates and not guaranteed. Success depends on individual effort and dedication.",compliance,policy,,,,high,FSSAI / Social Media Policy / Income Disclaimer,
1326,Which product is good for Tired Eyes?,"Based on Dayjoy recommendations, you may consider EYE ELIXIR DROPS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1327,Do I need to pay a joining fee?,"No, there are no expensive start-up costs or burdening overheads.",business,joining,,,,high,Dayjoy Brochure / Loyalty Program,
1328,Which product is good for Disturbed bowel movements?,"Based on Dayjoy recommendations, you may consider ADICARDIAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1329,Do you have Dishwash Liquid Gel (500ml)?,"Yes, Dishwash Liquid Gel (500ml) is available. Code: DJP1115",transactional,availability,Dishwash Liquid Gel (500ml),DJP1115,DJ-HOM-0116,high,Products Master,
1330,What is Hi-Energy (60 Tab)?,Hi-Energy (60 Tab) is a HEALTH CARE product by Dayjoy.,informational,product_info,Hi-Energy (60 Tab),DJP1090,DJ-HEA-0091,high,Products Master,
1331,How long is delivery?,The average time for delivery is between 2 - 7 days depending on location.,policy,shipping_refund,,,,high,Shipping/Refund Policy,
1332,DP of DJP1124,The Distributor Price (DP) is ₹949.0.,pricing,dp,Nano Tech-19 (500ml),DJP1124,DJ-AGR-0125,high,Price List,
1333,Do you have Apple Cider Vinegar (3X20 Tablets)?,"Yes, Apple Cider Vinegar (3X20 Tablets) is available. Code: DJP1113",transactional,availability,Apple Cider Vinegar (3X20 Tablets),DJP1113,DJ-HEA-0114,high,Products Master,
1334,Which product is good for Joint Stiffness & Noises (Crepitations)?,"Based on Dayjoy recommendations, you may consider ORTHOFIX TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1335,How much is in one pack of Hindi One-Page Compensation Plan (Set of 25 Leaflets)?,The pack size is Set of 25 Leaflets.,informational,pack_size,Hindi One-Page Compensation Plan (Set of 25 Leaflets),DJP1158,DJ-PRO-0159,high,Products Master,
1336,Is Dayjoy FSSAI approved?,"Yes, Dayjoy holds FSSAI License Number 12224999000129 valid until 2030.",compliance,policy,,,,high,FSSAI / Social Media Policy / Income Disclaimer,
1337,Which product is good for Red Eyes?,"Based on Dayjoy recommendations, you may consider EYE ELIXIR DROPS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1338,Are Adicardial (120 Tab) and Milk & Keratin Extracts Shampoo (100ml) the same?,"No, Adicardial (120 Tab) is in HEALTH CARE while Milk & Keratin Extracts Shampoo (100ml) is in PERSONAL CARE.",comparison,category_difference,,,,high,Products Master,
1339,DP of DJP1087,The Distributor Price (DP) is ₹1099.0.,pricing,dp,Eye Health++ (60 Capsules),DJP1087,DJ-HEA-0088,high,Price List,
1340,Is Sanitary Pad (XXL) (Pack of 10) a food product?,It is categorized under PERSONAL CARE.,informational,product_category,Sanitary Pad (XXL) (Pack of 10),DJP1044,DJ-PER-0045,high,Products Master,
1341,Which product is good for Slow Wound Healing?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1342,Is Orthofix Oil (100ml) a food product?,It is categorized under HEALTH CARE.,informational,product_category,Orthofix Oil (100ml),DJP1099,DJ-HEA-0100,high,Products Master,
1343,How much is in one pack of Seabuckthron Face Pack (30g)?,The pack size is 30g.,informational,pack_size,Seabuckthron Face Pack (30g),DJP1050,DJ-PER-0051,high,Products Master,
1344,Which product is good for Waking up during the night?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1345,How much is in one pack of Product Leaflets (Set of 48 Leaflets)?,The pack size is Set of 48 Leaflets.,informational,pack_size,Product Leaflets (Set of 48 Leaflets),DJP1157,DJ-PRO-0158,high,Products Master,
1346,Is cash refund available?,No cash refunds under any circumstances will be made.,policy,shipping_refund,,,,high,Shipping/Refund Policy,
1347,Which product is good for Nasal inflammation?,"Based on Dayjoy recommendations, you may consider ASTHPRASH OR N-ASTHEAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1348,Which product is good for Difficulty falling asleep at night?,"Based on Dayjoy recommendations, you may consider GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1349,What is N-astheal (60 Tab)?,N-astheal (60 Tab) is a HEALTH CARE product by Dayjoy.,informational,product_info,N-astheal (60 Tab),DJP1097,DJ-HEA-0098,high,Products Master,
1350,"I have Weight Gain, what should I take?","Dayjoy suggests ADICARDIAL TABLET for Weight Gain. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1351,What is Seabuckthron Facial Fluid (10ml)?,Seabuckthron Facial Fluid (10ml) is a PERSONAL CARE product by Dayjoy.,informational,product_info,Seabuckthron Facial Fluid (10ml),DJP1051,DJ-PER-0052,high,Products Master,
1352,How much BV for Super Rich Berry Juice (1 Ltr.)?,The Business Volume (BV) is 740.0.,pricing,bv,Super Rich Berry Juice (1 Ltr.),DJP1102,DJ-HEA-0103,high,Price List,
1353,"I have Slimy mucus in your underwear or on Toilet Paper After Wiping your bottom, what should I take?","Dayjoy suggests GO PILES TABLETS for Slimy mucus in your underwear or on Toilet Paper After Wiping your bottom. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included
1354,Which product is good for Anxiety?,"Based on Dayjoy recommendations, you may consider ADICARDIAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
1355,Do I need to maintain inventory?,No large investments in inventory or stock management are required.,business,joining,,,,high,Dayjoy Brochure / Loyalty Program,
1356,Tell me about Hydra Max Moisturizer (50gm),This is a premium product under Amara Beauty.,informational,product_discovery,Hydra Max Moisturizer (50gm),DJP1060,DJ-SKI-0061,high,Products Master,
1357,Is Nano Tech-46 (500ml) a food product?,It is categorized under AGRICULTURE & VETERINARY.,informational,product_category,Nano Tech-46 (500ml),DJP1125,DJ-AGR-0126,high,Products Master,
1358,Is Seabuckthron Juice (1 Ltr.) a food product?,It is categorized under HEALTH CARE.,informational,product_category,Seabuckthron Juice (1 Ltr.),DJP1103,DJ-HEA-0104,high,Products Master,
1359,Is Upma with Bhujia a food product?,It is categorized under FOOD PRODUCTS.,informational,product_category,Upma with Bhujia,DJP1025,DJ-FOO-0026,high,Products Master,
1360,How much BV for Perfect-Ion Leaflets (Set of 25)?,The Business Volume (BV) is 0.0.,pricing,bv,Perfect-Ion Leaflets (Set of 25),DJP1142,DJ-AQU-0143,high,Price List,
1361,Which product is good for Fatigue?,"Based on Dayjoy recommendations, you may consider ADICARDIAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,
