file,size,file_type,sha256,original_provenance,reason,replacement_file,physically_archived,archive_location,date_archived
DJP1118_FAQs.csv,2332,csv,f669724d8cd6bc42896b6db2e6a19b1b36800eec915bb3ec91e89aab5a7e90fe,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1118_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1119_FAQs.csv,2315,csv,43f9a72936723c107ba3f65bc3026bec3e80111b9b3d38640b0bfb3d5723a4b2,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1119_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1120_FAQs.csv,2308,csv,80d24c31cbb731929edc9666767680c5ad47e53144c9ffa498be81852d9fdb8a,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1120_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1121_FAQs.csv,2269,csv,25fc88fc0501d6811f730aca5e430c3ba96e9591177bbc50e1b57048d2d7723f,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1121_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1122_FAQs.csv,2326,csv,ae3ad5bad46ad507254aed5939cd6ea84e0b41f8d2a5f0415cbc6402e171a861,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1122_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1123_FAQs.csv,2376,csv,fd3a98f2d2f1daec17b1563b3344f58ac670ce8c94e62a0f072640c447ea03f4,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1123_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1124_FAQs.csv,2359,csv,0275fe073840b3c8a0fb0037ef3755cceb009ebe91145a9255c318c34b29b5bf,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1124_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1125_FAQs.csv,2359,csv,84b11ada0260828236fd44778fb99a5ed395f744c7ad757b677660d443cd9613,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1125_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1126_FAQs.csv,2359,csv,41712a7611613678a8684646af2999bda39a3f1fb1a14186518a43070d66ae9e,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1126_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1127_FAQs.csv,2359,csv,7c0691e4da6a9834436f7b79d735cde774aff5d5b1ea42a0e759f6356e571cb4,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1127_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1128_FAQs.csv,2348,csv,a4e692481b393301309aa6b12e58fdc07cbc51a25603bfc250b73705125f5598,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1128_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1129_FAQs.csv,2354,csv,012b5eac47458a1d7b6eae45236aae201c2aa67f4a869c71174a2148d86f7342,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1129_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1130_FAQs.csv,2353,csv,0cf3e9afbcd3387240b4ab25a01bbed1add29befe1643193d2d334b2b5e2c3ef,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1130_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1131_FAQs.csv,2375,csv,fe70c8a88f8b9083cd8c4733efa18b0b8890d1623bf5ff3466c6eef18fd4515b,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1131_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1132_FAQs.csv,2375,csv,647dc35902cb057ee2ce6f06e24ae586f668cb6e875a8d9bd95e5c4b0d5694e5,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1132_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1133_FAQs.csv,2377,csv,3eacb4521dba4aa016f781677d6290f161aab8cbce3649785f786aeb4bc08b6f,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1133_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1134_FAQs.csv,2353,csv,5ffb11398fd5c4eca651a2bcf687ddf8e822a1d2083d54928bec1b9c41bf026d,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1134_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1135_FAQs.csv,2361,csv,dfd3560fe7b425ecc2d55fed33d50781311adfe521b8e09e5cb02723a1e1aa72,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1135_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1136_FAQs.csv,2365,csv,155f19d3fe70a715a5384e474b389f58f436658ae4465fc5aabf6ec982474fb1,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1136_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1137_FAQs.csv,2408,csv,d656d0284f203cd90943c83456eecd9b72e7f3630997bbf5de577f06e50d3c80,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1137_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1138_FAQs.csv,2334,csv,90d0cef3a6c3e6121b5a413284342faba92ad1d6d1ccc92e7c1b8077cb57cf69,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1138_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1139_FAQs.csv,2322,csv,21b72e4860b7146750daf74aa0f1c6dcc6ce5304f4c5a895d46aaeb19d3e326f,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1139_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1140_FAQs.csv,2297,csv,aee4ffa0711c41c4680ad29fb1d5b15ba02eb42eb9f515ba5bed84628def978e,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1140_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1141_FAQs.csv,2335,csv,03bfc0b1f9243bd2c876a8280117f3cd3ad9cae8d62778d415aa5c9e0e50996b,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1141_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1142_FAQs.csv,2345,csv,f25294e3460bed4381d654838da49a7dd2c86e8e4ba0bf783ec17de50434a0d6,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1142_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1143_FAQs.csv,2345,csv,6da996ac6c397f5693a8e5d398685d7730ad0b89804986eb60efc584c33f7f9b,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1143_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1144_FAQs.csv,2309,csv,6c7618b885184fd2bb30c7025c14faadbd0393fb80538ac8b3561426fc6ef34a,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1144_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1145_FAQs.csv,2312,csv,635355806d9070948e246f631f2db5955c76f4ea8538577747f086109a6a8dba,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1145_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1146_FAQs.csv,2281,csv,8524d0d09df2897928e97cb0def5c00412de1edf216c628ca390237d2e0b7eff,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1146_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1147_FAQs.csv,2303,csv,66aa13c9c03f2932226b6bd32b0842d69e7d48660d34c819598367cdca8ff0c5,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1147_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1148_FAQs.csv,2273,csv,a8d5121e2c68b260593861ead9fd0e5dffcc8d43129e513ce9a87692a8a1296b,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1148_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1149_FAQs.csv,2275,csv,180498d26c523f880a6e61cfd30b3b37830412989dde601150d8183e38683310,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1149_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1150_FAQs.csv,2300,csv,9da25c648c669157a06ae1a958cb3b1b9dbc13776b075018b3df71d34a39077d,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1150_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1151_FAQs.csv,2297,csv,f7709efef5fb4e191795db1c943f06a21f2aa74a3f213b4423aad9589bc81fb8,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1151_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1152_FAQs.csv,2275,csv,df2e487ec40b5b2fe99eee5a0b2b4a25be617e7698df196c17d6c3c1de4ed118,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1152_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1153_FAQs.csv,2304,csv,2108d05d8c8b04d78b0479d6570d415a232f6a43e94ee2ef70a11a9c9705485f,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1153_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1154_FAQs.csv,2352,csv,2b256f26d9dc683ab8413c14cf147899e8d766e9cf212f5d68e7d85e8aa37f5e,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1154_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1155_FAQs.csv,2360,csv,8f35d334e565a10ae6adfe69964914cdc3eb1b2d16c62c2c7058cec337c4b83b,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1155_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1156_FAQs.csv,2356,csv,e332528bb55e5cfa887826ca567d52ae0750616bc1557ebcc13c4cb6b562f2d7,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1156_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1157_FAQs.csv,2371,csv,5d3e452618e986793e078588db488d670f8e0501b98ae8bb67fae977241776a8,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1157_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1158_FAQs.csv,2417,csv,e8981c5444ff9311aa8361e0556e67152f04ff349395ed70cbbd3e870b40c268,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1158_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1159_FAQs.csv,2423,csv,137a3ddd0c5914f88e16fa25ba33a1ea2f318a6b155997ba709afcd6ec588bb7,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1159_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1160_FAQs.csv,2419,csv,9dbc48697ba055c2fb0202736f53c34a6c67aa507fdc20e4ceb52c13f9fffdea,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1160_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1161_FAQs.csv,2425,csv,1fc42df9b2120831f8e1ebb872cec45f95e8afe2cbefe13293af842a01ae3a0a,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1161_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1162_FAQs.csv,2355,csv,8824947c42e73e088adf877dcfc739168294dacb394cb4ce96b878c4cd442370,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1162_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1163_FAQs.csv,2363,csv,925b9593910459307c5d13e85252b1f68891f10dafe8a418c72839f7a9c6e43d,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1163_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1164_FAQs.csv,2296,csv,b792c41c28794a7e6b0bdd20a6bbf58485ab931f0b704eff4cc0da75c573db24,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1164_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1165_FAQs.csv,2294,csv,4e6ac44bca2064298b941f5ba737069e89d0dbcee9647ffba787558b2c1e0423,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1165_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1166_FAQs.csv,2288,csv,9c353bd7e25a6e9c9a5f9513e9bf0c90bff7b8c800fff83e6d7e04b81e052612,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1166_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1167_FAQs.csv,2298,csv,90c04dd08d61c6e518371c0acffb172abfdb38cb561fd0ae7498e39c841a174b,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1167_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1168_FAQs.csv,2309,csv,26360ec704ebf4a2efebbde78e15f314d1bff55268217d601ab9b6e59ffbc8d9,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1168_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
DJP1169_FAQs.csv,2292,csv,8b6b83ca6bfdbe1fe77da28ce23c14d3fe88c61e1f46011bba538e42e49faf95,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1169_FAQs.csv,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",CANONICAL — placed in Dayjoy-KB-FINAL (see file_inventory.csv sha256 match for exact path),False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_unified_rag_corpus.md,16871,md,5dd976c2150d7d360a6b1241c7cffb1bdef54be842452aa1c8db8ae9eaa7a80b,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_unified_rag_corpus.md,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_unified_rag_corpus.xlsx,694347,xlsx,808686fbaf7fc40b8196394ab5b3aa21bf5b5d49e9fd730d989db0c3c84a904c,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_unified_rag_corpus.xlsx,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_rag_chunks_dataset.md,14655,md,59cfb18514e002ba3e2feeb3dcf54751b23cfe557870f0f4dd10b28d4715b55a,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_rag_chunks_dataset.md,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_rag_chunks_dataset.xlsx,560626,xlsx,51f17a28e43f43147849d7d0fddec080d8726ffe8de74f4598978fc934a1192c,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_rag_chunks_dataset.xlsx,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_master_intent_dataset_updated.md,12447,md,06f9375b8a136d05dff6f3176554ecb92d7a4eaa9231bfb21157957eda3f71a9,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_master_intent_dataset_updated.md,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_master_intent_dataset_updated.xlsx,330723,xlsx,732c197ca1fd9702b1cf1ea6d3182d25f0e39fb669da5096a5c2213bccda9b40,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_master_intent_dataset_updated.xlsx,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_rag_knowledge_schema.xlsx,5621,xlsx,acd2932aed6b5b5437edaa38e9e2c99c0b8f0850c7b630af3e49ac8a60ac9989,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_rag_knowledge_schema.xlsx,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_business_insights.xlsx,13818,xlsx,53815d8a73cc85f292dc68e660c732fadf40ce2e19b134f7b51df8436ca9f22c,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_business_insights.xlsx,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_business_insights.md,6756,md,2956e809a1eea335367b24761e1558ad29eed1a7d946dae351353b1a9df6c06b,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_business_insights.md,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
dayjoy_ai_memory_sharegpt.md,2569,md,138dafe8687eed1cbfa1a33bfb406756677937ba208e296b4813e96e9f7eabe9,ORIGINAL:artifacts-1of3.zip > artifacts-1of3.zip,"exact_duplicate (byte-identical, re-bundled via nested zip or (1)/(2)/(3) re-download)",ARCHIVED — see 99_ARCHIVE/superseded/dayjoy_ai_memory_sharegpt.md,False,"not re-copied — pure duplicate, see replacement_file",2026-08-09
